Exchange,Trade_date
SSE,2020-03-18
SSE,2020-03-19
SSE,2020-03-20
SSE,2020-03-23
SSE,2020-03-24
SSE,2020-03-25
SSE,2020-03-26
SSE,2020-03-27
SSE,2020-03-30
SSE,2020-03-31
SSE,2020-04-01
SSE,2020-04-02
SSE,2020-04-03
SSE,2020-04-07
SSE,2020-04-08
SSE,2020-04-09
SSE,2020-04-10
SSE,2020-04-13
SSE,2020-04-14
SSE,2020-04-15
SSE,2020-04-16
SSE,2020-04-17
SSE,2020-04-20
SSE,2020-04-21
SSE,2020-04-22
SSE,2020-04-23
SSE,2020-04-24
SSE,2020-04-27
SSE,2020-04-28
SSE,2020-04-29
SSE,2020-04-30
SSE,2020-05-06
SSE,2020-05-07
SSE,2020-05-08
SSE,2020-05-11
SSE,2020-05-12
SSE,2020-05-13
SSE,2020-05-14
SSE,2020-05-15
SSE,2020-05-18
SSE,2020-05-19
SSE,2020-05-20
SSE,2020-05-21
SSE,2020-05-22
SSE,2020-05-25
SSE,2020-05-26
SSE,2020-05-27
SSE,2020-05-28
SSE,2020-05-29
SSE,2020-06-01
SSE,2020-06-02
SSE,2020-06-03
SSE,2020-06-04
SSE,2020-06-05
SSE,2020-06-08
SSE,2020-06-09
SSE,2020-06-10
SSE,2020-06-11
SSE,2020-06-12
SSE,2020-06-15
SSE,2020-06-16
SSE,2020-06-17
SSE,2020-06-18
SSE,2020-06-19
SSE,2020-06-22
SSE,2020-06-23
SSE,2020-06-24
SSE,2020-06-29
SSE,2020-06-30
SSE,2020-07-01
SSE,2020-07-02
SSE,2020-07-03
SSE,2020-07-06
SSE,2020-07-07
SSE,2020-07-08
SSE,2020-07-09
SSE,2020-07-10
SSE,2020-07-13
SSE,2020-07-14
SSE,2020-07-15
SSE,2020-07-16
SSE,2020-07-17
SSE,2020-07-20
SSE,2020-07-21
SSE,2020-07-22
SSE,2020-07-23
SSE,2020-07-24
SSE,2020-07-27
SSE,2020-07-28
SSE,2020-07-29
SSE,2020-07-30
SSE,2020-07-31
SSE,2020-08-03
SSE,2020-08-04
SSE,2020-08-05
SSE,2020-08-06
SSE,2020-08-07
SSE,2020-08-10
SSE,2020-08-11
SSE,2020-08-12
SSE,2020-08-13
SSE,2020-08-14
SSE,2020-08-17
SSE,2020-08-18
SSE,2020-08-19
SSE,2020-08-20
SSE,2020-08-21
SSE,2020-08-24
SSE,2020-08-25
SSE,2020-08-26
SSE,2020-08-27
SSE,2020-08-28
SSE,2020-08-31
SSE,2020-09-01
SSE,2020-09-02
SSE,2020-09-03
SSE,2020-09-04
SSE,2020-09-07
SSE,2020-09-08
SSE,2020-09-09
SSE,2020-09-10
SSE,2020-09-11
SSE,2020-09-14
SSE,2020-09-15
SSE,2020-09-16
SSE,2020-09-17
SSE,2020-09-18
SSE,2020-09-21
SSE,2020-09-22
SSE,2020-09-23
SSE,2020-09-24
SSE,2020-09-25
SSE,2020-09-28
SSE,2020-09-29
SSE,2020-09-30
SSE,2020-10-09
SSE,2020-10-12
SSE,2020-10-13
SSE,2020-10-14
SSE,2020-10-15
SSE,2020-10-16
SSE,2020-10-19
SSE,2020-10-20
SSE,2020-10-21
SSE,2020-10-22
SSE,2020-10-23
SSE,2020-10-26
SSE,2020-10-27
SSE,2020-10-28
SSE,2020-10-29
SSE,2020-10-30
SSE,2020-11-02
SSE,2020-11-03
SSE,2020-11-04
SSE,2020-11-05
SSE,2020-11-06
SSE,2020-11-09
SSE,2020-11-10
SSE,2020-11-11
SSE,2020-11-12
SSE,2020-11-13
SSE,2020-11-16
SSE,2020-11-17
SSE,2020-11-18
SSE,2020-11-19
SSE,2020-11-20
SSE,2020-11-23
SSE,2020-11-24
SSE,2020-11-25
SSE,2020-11-26
SSE,2020-11-27
SSE,2020-11-30
SSE,2020-12-01
SSE,2020-12-02
SSE,2020-12-03
SSE,2020-12-04
SSE,2020-12-07
SSE,2020-12-08
SSE,2020-12-09
SSE,2020-12-10
SSE,2020-12-11
SSE,2020-12-14
SSE,2020-12-15
SSE,2020-12-16
SSE,2020-12-17
SSE,2020-12-18
SSE,2020-12-21
SSE,2020-12-22
SSE,2020-12-23
SSE,2020-12-24
SSE,2020-12-25
SSE,2020-12-28
SSE,2020-12-29
SSE,2020-12-30
SSE,2020-12-31
SSE,2021-01-04
SSE,2021-01-05
SSE,2021-01-06
SSE,2021-01-07
SSE,2021-01-08
SSE,2021-01-11
SSE,2021-01-12
SSE,2021-01-13
SSE,2021-01-14
SSE,2021-01-15
SSE,2021-01-18
SSE,2021-01-19
SSE,2021-01-20
SSE,2021-01-21
SSE,2021-01-22
SSE,2021-01-25
SSE,2021-01-26
SSE,2021-01-27
SSE,2021-01-28
SSE,2021-01-29
SSE,2021-02-01
SSE,2021-02-02
SSE,2021-02-03
SSE,2021-02-04
SSE,2021-02-05
SSE,2021-02-08
SSE,2021-02-09
SSE,2021-02-10
SSE,2021-02-18
SSE,2021-02-19
SSE,2021-02-22
SSE,2021-02-23
SSE,2021-02-24
SSE,2021-02-25
SSE,2021-02-26
SSE,2021-03-01
SSE,2021-03-02
SSE,2021-03-03
SSE,2021-03-04
SSE,2021-03-05
SSE,2021-03-08
SSE,2021-03-09
SSE,2021-03-10
SSE,2021-03-11
SSE,2021-03-12
SSE,2021-03-15
SSE,2021-03-16
SSE,2021-03-17
SSE,2021-03-18
SSE,2021-03-19
SSE,2021-03-22
SSE,2021-03-23
SSE,2021-03-24
SSE,2021-03-25
SSE,2021-03-26
SSE,2021-03-29
SSE,2021-03-30
SSE,2021-03-31
SSE,2021-04-01
SSE,2021-04-02
SSE,2021-04-06
SSE,2021-04-07
SSE,2021-04-08
SSE,2021-04-09
SSE,2021-04-12
SSE,2021-04-13
SSE,2021-04-14
SSE,2021-04-15
SSE,2021-04-16
SSE,2021-04-19
SSE,2021-04-20
SSE,2021-04-21
SSE,2021-04-22
SSE,2021-04-23
SSE,2021-04-26
SSE,2021-04-27
SSE,2021-04-28
SSE,2021-04-29
SSE,2021-04-30
SSE,2021-05-06
SSE,2021-05-07
SSE,2021-05-10
SSE,2021-05-11
SSE,2021-05-12
SSE,2021-05-13
SSE,2021-05-14
SSE,2021-05-17
SSE,2021-05-18
SSE,2021-05-19
SSE,2021-05-20
SSE,2021-05-21
SSE,2021-05-24
SSE,2021-05-25
SSE,2021-05-26
SSE,2021-05-27
SSE,2021-05-28
SSE,2021-05-31
SSE,2021-06-01
SSE,2021-06-02
SSE,2021-06-03
SSE,2021-06-04
SSE,2021-06-07
SSE,2021-06-08
SSE,2021-06-09
SSE,2021-06-10
SSE,2021-06-11
SSE,2021-06-15
SSE,2021-06-16
SSE,2021-06-17
SSE,2021-06-18
SSE,2021-06-21
SSE,2021-06-22
SSE,2021-06-23
SSE,2021-06-24
SSE,2021-06-25
SSE,2021-06-28
SSE,2021-06-29
SSE,2021-06-30
SSE,2021-07-01
SSE,2021-07-02
SSE,2021-07-05
SSE,2021-07-06
SSE,2021-07-07
SSE,2021-07-08
SSE,2021-07-09
SSE,2021-07-12
SSE,2021-07-13
SSE,2021-07-14
SSE,2021-07-15
SSE,2021-07-16
SSE,2021-07-19
SSE,2021-07-20
SSE,2021-07-21
SSE,2021-07-22
SSE,2021-07-23
SSE,2021-07-26
SSE,2021-07-27
SSE,2021-07-28
SSE,2021-07-29
SSE,2021-07-30
SSE,2021-08-02
SSE,2021-08-03
SSE,2021-08-04
SSE,2021-08-05
SSE,2021-08-06
SSE,2021-08-09
SSE,2021-08-10
SSE,2021-08-11
SSE,2021-08-12
SSE,2021-08-13
SSE,2021-08-16
SSE,2021-08-17
SSE,2021-08-18
SSE,2021-08-19
SSE,2021-08-20
SSE,2021-08-23
SSE,2021-08-24
SSE,2021-08-25
SSE,2021-08-26
SSE,2021-08-27
SSE,2021-08-30
SSE,2021-08-31
SSE,2021-09-01
SSE,2021-09-02
SSE,2021-09-03
SSE,2021-09-06
SSE,2021-09-07
SSE,2021-09-08
SSE,2021-09-09
SSE,2021-09-10
SSE,2021-09-13
SSE,2021-09-14
SSE,2021-09-15
SSE,2021-09-16
SSE,2021-09-17
SSE,2021-09-22
SSE,2021-09-23
SSE,2021-09-24
SSE,2021-09-27
SSE,2021-09-28
SSE,2021-09-29
SSE,2021-09-30
SSE,2021-10-08
SSE,2021-10-11
SSE,2021-10-12
SSE,2021-10-13
SSE,2021-10-14
SSE,2021-10-15
SSE,2021-10-18
SSE,2021-10-19
SSE,2021-10-20
SSE,2021-10-21
SSE,2021-10-22
SSE,2021-10-25
SSE,2021-10-26
SSE,2021-10-27
SSE,2021-10-28
SSE,2021-10-29
SSE,2021-11-01
SSE,2021-11-02
SSE,2021-11-03
SSE,2021-11-04
SSE,2021-11-05
SSE,2021-11-08
SSE,2021-11-09
SSE,2021-11-10
SSE,2021-11-11
SSE,2021-11-12
SSE,2021-11-15
SSE,2021-11-16
SSE,2021-11-17
SSE,2021-11-18
SSE,2021-11-19
SSE,2021-11-22
SSE,2021-11-23
SSE,2021-11-24
SSE,2021-11-25
SSE,2021-11-26
SSE,2021-11-29
SSE,2021-11-30
SSE,2021-12-01
SSE,2021-12-02
SSE,2021-12-03
SSE,2021-12-06
SSE,2021-12-07
SSE,2021-12-08
SSE,2021-12-09
SSE,2021-12-10
SSE,2021-12-13
SSE,2021-12-14
SSE,2021-12-15
SSE,2021-12-16
SSE,2021-12-17
SSE,2021-12-20
SSE,2021-12-21
SSE,2021-12-22
SSE,2021-12-23
SSE,2021-12-24
SSE,2021-12-27
SSE,2021-12-28
SSE,2021-12-29
SSE,2021-12-30
SSE,2021-12-31
SSE,2022-01-04
SSE,2022-01-05
SSE,2022-01-06
SSE,2022-01-07
SSE,2022-01-10
SSE,2022-01-11
SSE,2022-01-12
SSE,2022-01-13
SSE,2022-01-14
SSE,2022-01-17
SSE,2022-01-18
SSE,2022-01-19
SSE,2022-01-20
SSE,2022-01-21
SSE,2022-01-24
SSE,2022-01-25
SSE,2022-01-26
SSE,2022-01-27
SSE,2022-01-28
SSE,2022-02-07
SSE,2022-02-08
SSE,2022-02-09
SSE,2022-02-10
SSE,2022-02-11
SSE,2022-02-14
SSE,2022-02-15
SSE,2022-02-16
SSE,2022-02-17
SSE,2022-02-18
SSE,2022-02-21
SSE,2022-02-22
SSE,2022-02-23
SSE,2022-02-24
SSE,2022-02-25
SSE,2022-02-28
SSE,2022-03-01
SSE,2022-03-02
SSE,2022-03-03
SSE,2022-03-04
SSE,2022-03-07
SSE,2022-03-08
SSE,2022-03-09
SSE,2022-03-10
SSE,2022-03-11
SSE,2022-03-14
SSE,2022-03-15
SSE,2022-03-16
SSE,2022-03-17
SSE,2022-03-18
SSE,2022-03-21
SSE,2022-03-22
SSE,2022-03-23
SSE,2022-03-24
SSE,2022-03-25
SSE,2022-03-28
SSE,2022-03-29
SSE,2022-03-30
SSE,2022-03-31
SSE,2022-04-01
SSE,2022-04-06
SSE,2022-04-07
SSE,2022-04-08
SSE,2022-04-11
SSE,2022-04-12
SSE,2022-04-13
SSE,2022-04-14
SSE,2022-04-15
SSE,2022-04-18
SSE,2022-04-19
SSE,2022-04-20
SSE,2022-04-21
SSE,2022-04-22
SSE,2022-04-25
SSE,2022-04-26
SSE,2022-04-27
SSE,2022-04-28
SSE,2022-04-29
SSE,2022-05-05
SSE,2022-05-06
SSE,2022-05-09
SSE,2022-05-10
SSE,2022-05-11
SSE,2022-05-12
SSE,2022-05-13
SSE,2022-05-16
SSE,2022-05-17
SSE,2022-05-18
SSE,2022-05-19
SSE,2022-05-20
SSE,2022-05-23
SSE,2022-05-24
SSE,2022-05-25
SSE,2022-05-26
SSE,2022-05-27
SSE,2022-05-30
SSE,2022-05-31
SSE,2022-06-01
SSE,2022-06-02
SSE,2022-06-06
SSE,2022-06-07
SSE,2022-06-08
SSE,2022-06-09
SSE,2022-06-10
SSE,2022-06-13
SSE,2022-06-14
SSE,2022-06-15
SSE,2022-06-16
SSE,2022-06-17
SSE,2022-06-20
SSE,2022-06-21
SSE,2022-06-22
SSE,2022-06-23
SSE,2022-06-24
SSE,2022-06-27
SSE,2022-06-28
SSE,2022-06-29
SSE,2022-06-30
SSE,2022-07-01
SSE,2022-07-04
SSE,2022-07-05
SSE,2022-07-06
SSE,2022-07-07
SSE,2022-07-08
SSE,2022-07-11
SSE,2022-07-12
SSE,2022-07-13
SSE,2022-07-14
SSE,2022-07-15
SSE,2022-07-18
SSE,2022-07-19
SSE,2022-07-20
SSE,2022-07-21
SSE,2022-07-22
SSE,2022-07-25
SSE,2022-07-26
SSE,2022-07-27
SSE,2022-07-28
SSE,2022-07-29
SSE,2022-08-01
SSE,2022-08-02
SSE,2022-08-03
SSE,2022-08-04
SSE,2022-08-05
SSE,2022-08-08
SSE,2022-08-09
SSE,2022-08-10
SSE,2022-08-11
SSE,2022-08-12
SSE,2022-08-15
SSE,2022-08-16
SSE,2022-08-17
SSE,2022-08-18
SSE,2022-08-19
SSE,2022-08-22
SSE,2022-08-23
SSE,2022-08-24
SSE,2022-08-25
SSE,2022-08-26
SSE,2022-08-29
SSE,2022-08-30
SSE,2022-08-31
SSE,2022-09-01
SSE,2022-09-02
SSE,2022-09-05
SSE,2022-09-06
SSE,2022-09-07
SSE,2022-09-08
SSE,2022-09-09
SSE,2022-09-13
SSE,2022-09-14
SSE,2022-09-15
SSE,2022-09-16
SSE,2022-09-19
SSE,2022-09-20
SSE,2022-09-21
SSE,2022-09-22
SSE,2022-09-23
SSE,2022-09-26
SSE,2022-09-27
SSE,2022-09-28
SSE,2022-09-29
SSE,2022-09-30
SSE,2022-10-10
SSE,2022-10-11
SSE,2022-10-12
SSE,2022-10-13
SSE,2022-10-14
SSE,2022-10-17
SSE,2022-10-18
SSE,2022-10-19
SSE,2022-10-20
SSE,2022-10-21
SSE,2022-10-24
SSE,2022-10-25
SSE,2022-10-26
SSE,2022-10-27
SSE,2022-10-28
SSE,2022-10-31
SSE,2022-11-01
SSE,2022-11-02
SSE,2022-11-03
SSE,2022-11-04
SSE,2022-11-07
SSE,2022-11-08
SSE,2022-11-09
SSE,2022-11-10
SSE,2022-11-11
SSE,2022-11-14
SSE,2022-11-15
SSE,2022-11-16
SSE,2022-11-17
SSE,2022-11-18
SSE,2022-11-21
SSE,2022-11-22
SSE,2022-11-23
SSE,2022-11-24
SSE,2022-11-25
SSE,2022-11-28
SSE,2022-11-29
SSE,2022-11-30
SSE,2022-12-01
SSE,2022-12-02
SSE,2022-12-05
SSE,2022-12-06
SSE,2022-12-07
SSE,2022-12-08
SSE,2022-12-09
SSE,2022-12-12
SSE,2022-12-13
SSE,2022-12-14
SSE,2022-12-15
SSE,2022-12-16
SSE,2022-12-19
SSE,2022-12-20
SSE,2022-12-21
SSE,2022-12-22
SSE,2022-12-23
SSE,2022-12-26
SSE,2022-12-27
SSE,2022-12-28
SSE,2022-12-29
SSE,2022-12-30
SSE,2023-01-03
SSE,2023-01-04
SSE,2023-01-05
SSE,2023-01-06
SSE,2023-01-09
SSE,2023-01-10
SSE,2023-01-11
SSE,2023-01-12
SSE,2023-01-13
SSE,2023-01-16
SSE,2023-01-17
SSE,2023-01-18
SSE,2023-01-19
SSE,2023-01-20
SSE,2023-01-30
SSE,2023-01-31
SSE,2023-02-01
SSE,2023-02-02
SSE,2023-02-03
SSE,2023-02-06
SSE,2023-02-07
SSE,2023-02-08
SSE,2023-02-09
SSE,2023-02-10
SSE,2023-02-13
SSE,2023-02-14
SSE,2023-02-15
SSE,2023-02-16
SSE,2023-02-17
SSE,2023-02-20
SSE,2023-02-21
SSE,2023-02-22
SSE,2023-02-23
SSE,2023-02-24
SSE,2023-02-27
SSE,2023-02-28
SSE,2023-03-01
SSE,2023-03-02
SSE,2023-03-03
SSE,2023-03-06
SSE,2023-03-07
SSE,2023-03-08
SSE,2023-03-09
SSE,2023-03-10
SSE,2023-03-13
SSE,2023-03-14
SSE,2023-03-15
SSE,2023-03-16
SSE,2023-03-17
SSE,2023-03-20
SSE,2023-03-21
SSE,2023-03-22
SSE,2023-03-23
SSE,2023-03-24
SSE,2023-03-27
SSE,2023-03-28
SSE,2023-03-29
SSE,2023-03-30
SSE,2023-03-31
SSE,2023-04-03
SSE,2023-04-04
SSE,2023-04-06
SSE,2023-04-07
SSE,2023-04-10
SSE,2023-04-11
SSE,2023-04-12
SSE,2023-04-13
SSE,2023-04-14
SSE,2023-04-17
SSE,2023-04-18
SSE,2023-04-19
SSE,2023-04-20
SSE,2023-04-21
SSE,2023-04-24
SSE,2023-04-25
SSE,2023-04-26
SSE,2023-04-27
SSE,2023-04-28
SSE,2023-05-04
SSE,2023-05-05
SSE,2023-05-08
SSE,2023-05-09
SSE,2023-05-10
SSE,2023-05-11
SSE,2023-05-12
SSE,2023-05-15
SSE,2023-05-16
SSE,2023-05-17
SSE,2023-05-18
SSE,2023-05-19
SSE,2023-05-22
SSE,2023-05-23
SSE,2023-05-24
SSE,2023-05-25
SSE,2023-05-26
SSE,2023-05-29
SSE,2023-05-30
SSE,2023-05-31
SSE,2023-06-01
SSE,2023-06-02
SSE,2023-06-05
SSE,2023-06-06
SSE,2023-06-07
SSE,2023-06-08
SSE,2023-06-09
SSE,2023-06-12
SSE,2023-06-13
SSE,2023-06-14
SSE,2023-06-15
SSE,2023-06-16
SSE,2023-06-19
SSE,2023-06-20
SSE,2023-06-21
SSE,2023-06-26
SSE,2023-06-27
SSE,2023-06-28
SSE,2023-06-29
SSE,2023-06-30
SSE,2023-07-03
SSE,2023-07-04
SSE,2023-07-05
SSE,2023-07-06
SSE,2023-07-07
SSE,2023-07-10
SSE,2023-07-11
SSE,2023-07-12
SSE,2023-07-13
SSE,2023-07-14
SSE,2023-07-17
SSE,2023-07-18
SSE,2023-07-19
SSE,2023-07-20
SSE,2023-07-21
SSE,2023-07-24
SSE,2023-07-25
SSE,2023-07-26
SSE,2023-07-27
SSE,2023-07-28
SSE,2023-07-31
SSE,2023-08-01
SSE,2023-08-02
SSE,2023-08-03
SSE,2023-08-04
SSE,2023-08-07
SSE,2023-08-08
SSE,2023-08-09
SSE,2023-08-10
SSE,2023-08-11
SSE,2023-08-14
SSE,2023-08-15
SSE,2023-08-16
SSE,2023-08-17
SSE,2023-08-18
SSE,2023-08-21
SSE,2023-08-22
SSE,2023-08-23
SSE,2023-08-24
SSE,2023-08-25
SSE,2023-08-28
SSE,2023-08-29
SSE,2023-08-30
SSE,2023-08-31
SSE,2023-09-01
SSE,2023-09-04
SSE,2023-09-05
SSE,2023-09-06
SSE,2023-09-07
SSE,2023-09-08
SSE,2023-09-11
SSE,2023-09-12
SSE,2023-09-13
SSE,2023-09-14
SSE,2023-09-15
SSE,2023-09-18
SSE,2023-09-19
SSE,2023-09-20
SSE,2023-09-21
SSE,2023-09-22
SSE,2023-09-25
SSE,2023-09-26
SSE,2023-09-27
SSE,2023-09-28
SSE,2023-10-09
SSE,2023-10-10
SSE,2023-10-11
SSE,2023-10-12
SSE,2023-10-13
SSE,2023-10-16
SSE,2023-10-17
SSE,2023-10-18
SSE,2023-10-19
SSE,2023-10-20
SSE,2023-10-23
SSE,2023-10-24
SSE,2023-10-25
SSE,2023-10-26
SSE,2023-10-27
SSE,2023-10-30
SSE,2023-10-31
SSE,2023-11-01
SSE,2023-11-02
SSE,2023-11-03
SSE,2023-11-06
SSE,2023-11-07
SSE,2023-11-08
SSE,2023-11-09
SSE,2023-11-10
SSE,2023-11-13
SSE,2023-11-14
SSE,2023-11-15
SSE,2023-11-16
SSE,2023-11-17
SSE,2023-11-20
SSE,2023-11-21
SSE,2023-11-22
SSE,2023-11-23
SSE,2023-11-24
SSE,2023-11-27
SSE,2023-11-28
SSE,2023-11-29
SSE,2023-11-30
SSE,2023-12-01
SSE,2023-12-04
SSE,2023-12-05
SSE,2023-12-06
SSE,2023-12-07
SSE,2023-12-08
SSE,2023-12-11
SSE,2023-12-12
SSE,2023-12-13
SSE,2023-12-14
SSE,2023-12-15
SSE,2023-12-18
SSE,2023-12-19
SSE,2023-12-20
SSE,2023-12-21
SSE,2023-12-22
SSE,2023-12-25
SSE,2023-12-26
SSE,2023-12-27
SSE,2023-12-28
SSE,2023-12-29
SSE,2024-01-02
SSE,2024-01-03
SSE,2024-01-04
SSE,2024-01-05
SSE,2024-01-08
SSE,2024-01-09
SSE,2024-01-10
SSE,2024-01-11
SSE,2024-01-12
SSE,2024-01-15
SSE,2024-01-16
SSE,2024-01-17
SSE,2024-01-18
SSE,2024-01-19
SSE,2024-01-22
SSE,2024-01-23
SSE,2024-01-24
SSE,2024-01-25
SSE,2024-01-26
SSE,2024-01-29
SSE,2024-01-30
SSE,2024-01-31
SSE,2024-02-01
SSE,2024-02-02
SSE,2024-02-05
SSE,2024-02-06
SSE,2024-02-07
SSE,2024-02-08
SSE,2024-02-19
SSE,2024-02-20
SSE,2024-02-21
SSE,2024-02-22
SSE,2024-02-23
SSE,2024-02-26
SSE,2024-02-27
SSE,2024-02-28
SSE,2024-02-29
SSE,2024-03-01
SSE,2024-03-04
SSE,2024-03-05
SSE,2024-03-06
SSE,2024-03-07
SSE,2024-03-08
SSE,2024-03-11
SSE,2024-03-12
SSE,2024-03-13
SSE,2024-03-14
SSE,2024-03-15
SSE,2024-03-18
SSE,2024-03-19
SSE,2024-03-20
SSE,2024-03-21
SSE,2024-03-22
SSE,2024-03-25
SSE,2024-03-26
SSE,2024-03-27
SSE,2024-03-28
SSE,2024-03-29
SSE,2024-04-01
SSE,2024-04-02
SSE,2024-04-03
SSE,2024-04-08
SSE,2024-04-09
SSE,2024-04-10
SSE,2024-04-11
SSE,2024-04-12
SSE,2024-04-15
SSE,2024-04-16
SSE,2024-04-17
SSE,2024-04-18
SSE,2024-04-19
SSE,2024-04-22
SSE,2024-04-23
SSE,2024-04-24
SSE,2024-04-25
SSE,2024-04-26
SSE,2024-04-29
SSE,2024-04-30
SSE,2024-05-06
SSE,2024-05-07
SSE,2024-05-08
SSE,2024-05-09
SSE,2024-05-10
SSE,2024-05-13
SSE,2024-05-14
SSE,2024-05-15
SSE,2024-05-16
SSE,2024-05-17
SSE,2024-05-20
SSE,2024-05-21
SSE,2024-05-22
SSE,2024-05-23
SSE,2024-05-24
SSE,2024-05-27
SSE,2024-05-28
SSE,2024-05-29
SSE,2024-05-30
SSE,2024-05-31
SSE,2024-06-03
SSE,2024-06-04
SSE,2024-06-05
SSE,2024-06-06
SSE,2024-06-07
SSE,2024-06-11
SSE,2024-06-12
SSE,2024-06-13
SSE,2024-06-14
SSE,2024-06-17
SSE,2024-06-18
SSE,2024-06-19
SSE,2024-06-20
SSE,2024-06-21
SSE,2024-06-24
SSE,2024-06-25
SSE,2024-06-26
SSE,2024-06-27
SSE,2024-06-28
SSE,2024-07-01
SSE,2024-07-02
SSE,2024-07-03
SSE,2024-07-04
SSE,2024-07-05
SSE,2024-07-08
SSE,2024-07-09
SSE,2024-07-10
SSE,2024-07-11
SSE,2024-07-12
SSE,2024-07-15
SSE,2024-07-16
SSE,2024-07-17
SSE,2024-07-18
SSE,2024-07-19
SSE,2024-07-22
SSE,2024-07-23
SSE,2024-07-24
SSE,2024-07-25
SSE,2024-07-26
SSE,2024-07-29
SSE,2024-07-30
SSE,2024-07-31
SSE,2024-08-01
SSE,2024-08-02
SSE,2024-08-05
SSE,2024-08-06
SSE,2024-08-07
SSE,2024-08-08
SSE,2024-08-09
SSE,2024-08-12
SSE,2024-08-13
SSE,2024-08-14
SSE,2024-08-15
SSE,2024-08-16
SSE,2024-08-19
SSE,2024-08-20
SSE,2024-08-21
SSE,2024-08-22
SSE,2024-08-23
SSE,2024-08-26
SSE,2024-08-27
SSE,2024-08-28
SSE,2024-08-29
SSE,2024-08-30
SSE,2024-09-02
SSE,2024-09-03
SSE,2024-09-04
SSE,2024-09-05
SSE,2024-09-06
SSE,2024-09-09
SSE,2024-09-10
SSE,2024-09-11
SSE,2024-09-12
SSE,2024-09-13
SSE,2024-09-18
SSE,2024-09-19
SSE,2024-09-20
SSE,2024-09-23
SSE,2024-09-24
SSE,2024-09-25
SSE,2024-09-26
SSE,2024-09-27
SSE,2024-09-30
SSE,2024-10-08
SSE,2024-10-09
SSE,2024-10-10
SSE,2024-10-11
SSE,2024-10-14
SSE,2024-10-15
SSE,2024-10-16
SSE,2024-10-17
SSE,2024-10-18
SSE,2024-10-21
SSE,2024-10-22
SSE,2024-10-23
SSE,2024-10-24
SSE,2024-10-25
SSE,2024-10-28
SSE,2024-10-29
SSE,2024-10-30
SSE,2024-10-31
SSE,2024-11-01
SSE,2024-11-04
SSE,2024-11-05
SSE,2024-11-06
SSE,2024-11-07
SSE,2024-11-08
SSE,2024-11-11
SSE,2024-11-12
SSE,2024-11-13
SSE,2024-11-14
SSE,2024-11-15
SSE,2024-11-18
SSE,2024-11-19
SSE,2024-11-20
SSE,2024-11-21
SSE,2024-11-22
SSE,2024-11-25
SSE,2024-11-26
SSE,2024-11-27
SSE,2024-11-28
SSE,2024-11-29
SSE,2024-12-02
SSE,2024-12-03
SSE,2024-12-04
SSE,2024-12-05
SSE,2024-12-06
SSE,2024-12-09
SSE,2024-12-10
SSE,2024-12-11
SSE,2024-12-12
SSE,2024-12-13
SSE,2024-12-16
SSE,2024-12-17
SSE,2024-12-18
SSE,2024-12-19
SSE,2024-12-20
SSE,2024-12-23
SSE,2024-12-24
SSE,2024-12-25
SSE,2024-12-26
SSE,2024-12-27
SSE,2024-12-30
SSE,2024-12-31
SZSE,2015-01-05
SZSE,2015-01-06
SZSE,2015-01-07
SZSE,2015-01-08
SZSE,2015-01-09
SZSE,2015-01-12
SZSE,2015-01-13
SZSE,2015-01-14
SZSE,2015-01-15
SZSE,2015-01-16
SZSE,2015-01-19
SZSE,2015-01-20
SZSE,2015-01-21
SZSE,2015-01-22
SZSE,2015-01-23
SZSE,2015-01-26
SZSE,2015-01-27
SZSE,2015-01-28
SZSE,2015-01-29
SZSE,2015-01-30
SZSE,2015-02-02
SZSE,2015-02-03
SZSE,2015-02-04
SZSE,2015-02-05
SZSE,2015-02-06
SZSE,2015-02-09
SZSE,2015-02-10
SZSE,2015-02-11
SZSE,2015-02-12
SZSE,2015-02-13
SZSE,2015-02-16
SZSE,2015-02-17
SZSE,2015-02-25
SZSE,2015-02-26
SZSE,2015-02-27
SZSE,2015-03-02
SZSE,2015-03-03
SZSE,2015-03-04
SZSE,2015-03-05
SZSE,2015-03-06
SZSE,2015-03-09
SZSE,2015-03-10
SZSE,2015-03-11
SZSE,2015-03-12
SZSE,2015-03-13
SZSE,2015-03-16
SZSE,2015-03-17
SZSE,2015-03-18
SZSE,2015-03-19
SZSE,2015-03-20
SZSE,2015-03-23
SZSE,2015-03-24
SZSE,2015-03-25
SZSE,2015-03-26
SZSE,2015-03-27
SZSE,2015-03-30
SZSE,2015-03-31
SZSE,2015-04-01
SZSE,2015-04-02
SZSE,2015-04-03
SZSE,2015-04-07
SZSE,2015-04-08
SZSE,2015-04-09
SZSE,2015-04-10
SZSE,2015-04-13
SZSE,2015-04-14
SZSE,2015-04-15
SZSE,2015-04-16
SZSE,2015-04-17
SZSE,2015-04-20
SZSE,2015-04-21
SZSE,2015-04-22
SZSE,2015-04-23
SZSE,2015-04-24
SZSE,2015-04-27
SZSE,2015-04-28
SZSE,2015-04-29
SZSE,2015-04-30
SZSE,2015-05-04
SZSE,2015-05-05
SZSE,2015-05-06
SZSE,2015-05-07
SZSE,2015-05-08
SZSE,2015-05-11
SZSE,2015-05-12
SZSE,2015-05-13
SZSE,2015-05-14
SZSE,2015-05-15
SZSE,2015-05-18
SZSE,2015-05-19
SZSE,2015-05-20
SZSE,2015-05-21
SZSE,2015-05-22
SZSE,2015-05-25
SZSE,2015-05-26
SZSE,2015-05-27
SZSE,2015-05-28
SZSE,2015-05-29
