Instrument,Date,Close,Open,High,Low,Change,Pct_Chg,Volume,AMount,Turnover_rate
000300.SH,2013-02-19,2685.61,2735.05,2740.74,2674.34,-51.86,-1.89,806264.0,8246080.0,0.48
000300.SH,2013-02-20,2702.64,2686.09,2703.1,2665.23,17.03,0.63,700194.0,7363640.0,0.42
000300.SH,2013-02-21,2610.55,2675.74,2675.74,2584.76,-92.09,-3.41,1006580.0,10362000.0,0.6
000300.SH,2013-02-22,2596.6,2607.65,2618.48,2591.15,-13.94,-0.53,602048.0,6589910.0,0.36
000300.SH,2013-02-25,2604.96,2607.15,2628.7,2590.79,8.36,0.32,531619.0,5561450.0,0.31
000300.SH,2013-02-26,2567.59,2587.38,2631.09,2564.67,-37.36,-1.43,800031.0,8337400.0,0.47
000300.SH,2013-02-27,2594.68,2576.05,2615.25,2569.38,27.08,1.05,632267.0,6461230.0,0.37
000300.SH,2013-02-28,2673.33,2611.94,2673.71,2594.0,78.65,3.03,869226.0,9223540.0,0.51
000300.SH,2013-03-01,2668.84,2671.84,2680.85,2627.0,-4.49,-0.17,733438.0,8034280.0,0.43
000300.SH,2013-03-04,2545.72,2619.42,2619.57,2528.69,-123.12,-4.61,1106190.0,11258500.0,0.65
000300.SH,2013-03-05,2622.81,2547.89,2623.17,2541.77,77.09,3.03,896612.0,9235710.0,0.53
000300.SH,2013-03-06,2650.2,2634.87,2658.14,2620.43,27.4,1.04,958296.0,9504890.0,0.57
000300.SH,2013-03-07,2619.48,2639.78,2658.97,2592.87,-30.72,-1.16,940827.0,9649810.0,0.56
000300.SH,2013-03-08,2606.93,2622.68,2632.62,2601.96,-12.55,-0.48,594296.0,6305460.0,0.35
000300.SH,2013-03-11,2592.37,2600.28,2611.65,2574.17,-14.55,-0.56,509464.0,5246090.0,0.3
000300.SH,2013-03-12,2555.61,2590.39,2619.51,2530.25,-36.76,-1.42,719351.0,7167510.0,0.42
000300.SH,2013-03-13,2527.49,2551.73,2556.77,2515.06,-28.13,-1.1,564305.0,5600370.0,0.33
000300.SH,2013-03-14,2534.27,2517.75,2546.7,2514.46,6.79,0.27,476058.0,4992980.0,0.28
000300.SH,2013-03-15,2539.87,2533.72,2600.09,2504.46,5.6,0.22,813722.0,8274990.0,0.48
000300.SH,2013-03-18,2502.49,2526.08,2544.62,2499.83,-37.38,-1.47,598128.0,6309360.0,0.35
000300.SH,2013-03-19,2525.1,2507.4,2532.07,2491.85,22.6,0.9,545365.0,5560100.0,0.32
000300.SH,2013-03-20,2610.17,2526.97,2610.17,2526.83,85.08,3.37,907006.0,9127100.0,0.54
000300.SH,2013-03-21,2614.99,2611.58,2626.54,2598.51,4.81,0.18,695528.0,7164270.0,0.41
000300.SH,2013-03-22,2618.31,2612.26,2625.53,2603.34,3.32,0.13,556471.0,5588210.0,0.33
000300.SH,2013-03-25,2613.1,2628.41,2641.61,2607.61,-5.21,-0.2,562614.0,5800490.0,0.33
000300.SH,2013-03-26,2575.05,2601.96,2607.36,2554.97,-38.05,-1.46,639630.0,6530660.0,0.38
000300.SH,2013-03-27,2583.53,2575.73,2611.94,2566.34,8.48,0.33,569065.0,5865220.0,0.34
000300.SH,2013-03-28,2499.3,2535.99,2535.99,2495.08,-84.23,-3.26,875784.0,8472590.0,0.52
000300.SH,2013-03-29,2495.08,2502.78,2509.11,2482.49,-4.22,-0.17,524021.0,5205550.0,0.31
000300.SH,2013-04-01,2493.19,2486.43,2507.82,2483.73,-1.9,-0.08,473460.0,4715980.0,0.28
000300.SH,2013-04-02,2486.39,2495.84,2524.46,2475.0,-6.8,-0.27,556842.0,5563740.0,0.33
000300.SH,2013-04-03,2483.55,2493.88,2507.14,2474.93,-2.84,-0.11,455642.0,4515670.0,0.27
000300.SH,2013-04-08,2472.3,2443.24,2473.31,2429.5,-11.25,-0.45,532968.0,5524930.0,0.31
000300.SH,2013-04-09,2489.43,2477.29,2505.29,2477.29,17.13,0.69,523898.0,5494700.0,0.31
000300.SH,2013-04-10,2485.31,2487.98,2495.57,2466.19,-4.12,-0.17,475049.0,5196380.0,0.28
000300.SH,2013-04-11,2477.88,2502.5,2508.59,2476.4,-7.43,-0.3,429900.0,4304000.0,0.25
000300.SH,2013-04-12,2462.11,2476.32,2489.12,2460.18,-15.76,-0.64,399173.0,4042800.0,0.23
000300.SH,2013-04-15,2436.82,2453.97,2461.67,2430.15,-25.29,-1.03,465397.0,4408480.0,0.27
000300.SH,2013-04-16,2459.59,2419.51,2461.05,2416.62,22.77,0.93,552806.0,5378330.0,0.32
000300.SH,2013-04-17,2458.47,2457.88,2465.2,2437.34,-1.12,-0.05,446922.0,4680080.0,0.26
000300.SH,2013-04-18,2464.85,2440.71,2478.41,2434.73,6.38,0.26,428607.0,4627010.0,0.25
000300.SH,2013-04-19,2533.83,2469.95,2542.45,2469.32,68.98,2.8,755209.0,7672370.0,0.44
000300.SH,2013-04-22,2530.67,2525.11,2539.05,2518.26,-3.16,-0.12,625119.0,6302700.0,0.37
000300.SH,2013-04-23,2449.47,2532.2,2532.2,2448.2,-81.2,-3.21,606540.0,6157620.0,0.36
000300.SH,2013-04-24,2495.58,2452.78,2511.2,2446.59,46.11,1.88,630509.0,6218940.0,0.37
000300.SH,2013-04-25,2467.88,2486.86,2505.48,2456.57,-27.7,-1.11,605579.0,5989130.0,0.36
000300.SH,2013-04-26,2447.31,2477.72,2488.59,2439.8,-20.57,-0.83,471234.0,4635200.0,0.28
000300.SH,2013-05-02,2449.64,2434.6,2453.75,2423.08,2.33,0.1,470161.0,4720040.0,0.28
000300.SH,2013-05-03,2492.91,2457.54,2521.12,2457.54,43.27,1.77,623301.0,6326700.0,0.37
000300.SH,2013-05-06,2525.98,2502.98,2533.86,2500.46,33.07,1.33,604188.0,6176800.0,0.35
000300.SH,2013-05-07,2529.94,2519.36,2539.3,2507.76,3.96,0.16,544906.0,5924500.0,0.32
000300.SH,2013-05-08,2542.8,2542.27,2562.01,2531.25,12.86,0.51,595543.0,6030920.0,0.35
000300.SH,2013-05-09,2527.79,2542.37,2543.3,2507.79,-15.0,-0.59,602401.0,6443830.0,0.35
000300.SH,2013-05-10,2540.84,2519.52,2546.98,2515.16,13.04,0.52,488167.0,5089670.0,0.29
000300.SH,2013-05-13,2530.77,2542.41,2547.6,2516.73,-10.07,-0.4,540922.0,5515510.0,0.32
000300.SH,2013-05-14,2493.34,2526.0,2526.15,2479.87,-37.43,-1.48,548801.0,5614460.0,0.32
000300.SH,2013-05-15,2506.93,2493.97,2507.43,2491.93,13.59,0.54,441897.0,4757860.0,0.26
000300.SH,2013-05-16,2552.71,2501.12,2553.06,2487.76,45.78,1.83,707962.0,7683040.0,0.41
000300.SH,2013-05-17,2592.05,2550.45,2598.71,2547.78,39.34,1.54,818508.0,8359940.0,0.48
000300.SH,2013-05-20,2609.61,2597.15,2627.62,2590.05,17.56,0.68,863378.0,9405940.0,0.51
000300.SH,2013-05-21,2614.85,2607.39,2617.4,2594.25,5.25,0.2,715060.0,7583780.0,0.42
000300.SH,2013-05-22,2618.03,2613.41,2630.07,2603.75,3.18,0.12,741918.0,7822410.0,0.43
000300.SH,2013-05-23,2582.85,2604.93,2624.08,2579.35,-35.18,-1.34,848254.0,8135990.0,0.5
000300.SH,2013-05-24,2597.23,2591.42,2608.35,2572.88,14.38,0.56,607397.0,6283120.0,0.36
000300.SH,2013-05-27,2599.59,2593.52,2611.97,2589.74,2.36,0.09,641951.0,6670170.0,0.38
000300.SH,2013-05-28,2644.36,2600.63,2644.36,2585.9,44.77,1.72,841961.0,8675670.0,0.49
000300.SH,2013-05-29,2642.56,2648.93,2661.23,2640.88,-1.8,-0.07,792777.0,8195390.0,0.46
000300.SH,2013-05-30,2634.32,2633.96,2647.44,2623.58,-8.24,-0.31,701464.0,7104510.0,0.41
000300.SH,2013-05-31,2606.43,2638.71,2645.57,2604.75,-27.9,-1.06,625285.0,6590440.0,0.36
000300.SH,2013-06-03,2602.62,2605.97,2625.94,2596.05,-3.8,-0.15,597745.0,6300870.0,0.35
000300.SH,2013-06-04,2565.67,2600.5,2600.5,2556.06,-36.96,-1.42,663158.0,6313940.0,0.39
000300.SH,2013-06-05,2560.54,2565.33,2570.03,2545.19,-5.13,-0.2,456372.0,4736710.0,0.27
000300.SH,2013-06-06,2527.84,2552.82,2557.68,2525.31,-32.69,-1.28,524965.0,5444810.0,0.31
000300.SH,2013-06-07,2484.16,2526.91,2538.89,2475.69,-43.68,-1.73,610309.0,6136620.0,0.36
000300.SH,2013-06-13,2399.94,2448.72,2448.72,2375.2,-84.22,-3.39,697301.0,6408160.0,0.41
000300.SH,2013-06-14,2416.77,2404.42,2420.36,2396.49,16.83,0.7,559645.0,5368680.0,0.33
000300.SH,2013-06-17,2403.84,2422.76,2427.53,2394.39,-12.93,-0.54,503957.0,5198380.0,0.29
000300.SH,2013-06-18,2418.75,2413.09,2424.2,2393.32,14.91,0.62,486304.0,4879210.0,0.28
000300.SH,2013-06-19,2400.77,2408.28,2408.28,2366.35,-17.98,-0.74,543463.0,5298000.0,0.31
000300.SH,2013-06-20,2321.47,2386.1,2386.1,2320.23,-79.3,-3.3,552010.0,5217170.0,0.32
000300.SH,2013-06-21,2317.39,2283.15,2332.84,2269.57,-4.07,-0.18,587058.0,5348610.0,0.34
000300.SH,2013-06-24,2171.21,2308.07,2308.07,2164.32,-146.18,-6.31,865973.0,7373190.0,0.5
000300.SH,2013-06-25,2165.42,2146.05,2169.21,2023.17,-5.79,-0.27,1075550.0,8709040.0,0.62
000300.SH,2013-06-26,2168.3,2170.33,2181.02,2131.86,2.88,0.13,792564.0,6729840.0,0.45
000300.SH,2013-06-27,2160.74,2172.85,2200.21,2153.18,-7.56,-0.35,754068.0,6292710.0,0.43
000300.SH,2013-06-28,2200.64,2149.03,2227.46,2139.37,39.9,1.85,794513.0,6410600.0,0.46
000300.SH,2013-07-01,2213.32,2187.09,2213.97,2166.35,12.68,0.58,577262.0,5187470.0,0.33
000300.SH,2013-07-02,2221.98,2211.8,2226.11,2191.8,8.67,0.39,618388.0,5963290.0,0.36
000300.SH,2013-07-03,2203.83,2211.04,2211.04,2169.14,-18.16,-0.82,658360.0,5953680.0,0.38
000300.SH,2013-07-04,2221.98,2187.18,2245.91,2176.08,18.15,0.82,725811.0,6718940.0,0.42
000300.SH,2013-07-05,2226.85,2227.35,2252.03,2225.05,4.87,0.22,618218.0,5842440.0,0.35
000300.SH,2013-07-08,2163.62,2194.42,2205.21,2162.19,-63.23,-2.84,547825.0,4928820.0,0.31
000300.SH,2013-07-09,2162.67,2160.7,2174.79,2149.79,-0.95,-0.04,414944.0,3724620.0,0.24
000300.SH,2013-07-10,2224.07,2163.1,2224.14,2157.47,61.4,2.84,611498.0,5437380.0,0.35
000300.SH,2013-07-11,2326.69,2232.16,2351.22,2232.16,102.62,4.61,1257930.0,11133000.0,0.72
000300.SH,2013-07-12,2275.37,2319.02,2331.99,2274.07,-51.31,-2.21,897331.0,8206460.0,0.51
000300.SH,2013-07-15,2307.3,2289.76,2336.04,2274.67,31.92,1.4,747579.0,7179620.0,0.43
000300.SH,2013-07-16,2317.85,2300.83,2317.85,2281.94,10.55,0.46,656242.0,6208560.0,0.33
000300.SH,2013-07-17,2282.84,2311.44,2326.93,2281.61,-35.01,-1.51,676552.0,6322910.0,0.34
000300.SH,2013-07-18,2245.33,2272.95,2282.44,2241.93,-37.51,-1.64,571443.0,5193720.0,0.28
000300.SH,2013-07-19,2190.48,2248.13,2257.92,2188.75,-54.85,-2.44,705353.0,6617910.0,0.35
000300.SH,2013-07-22,2202.19,2170.09,2203.06,2159.81,11.71,0.53,532835.0,4887290.0,0.27
000300.SH,2013-07-23,2265.84,2211.59,2276.74,2206.76,63.66,2.89,748097.0,6925540.0,0.37
000300.SH,2013-07-24,2249.15,2253.38,2265.58,2217.19,-16.69,-0.74,695923.0,6927980.0,0.35
000300.SH,2013-07-25,2237.68,2255.22,2268.84,2227.85,-11.47,-0.51,657743.0,6055840.0,0.33
000300.SH,2013-07-26,2224.01,2226.43,2238.42,2209.81,-13.67,-0.61,489411.0,4563610.0,0.24
000300.SH,2013-07-29,2175.97,2205.08,2205.08,2169.02,-48.04,-2.16,546009.0,4962460.0,0.27
000300.SH,2013-07-30,2189.39,2184.01,2221.59,2162.98,13.42,0.62,551936.0,5090720.0,0.27
000300.SH,2013-07-31,2193.02,2211.75,2235.38,2187.21,3.63,0.17,483271.0,4672350.0,0.24
000300.SH,2013-08-01,2245.36,2206.0,2245.56,2200.63,52.34,2.39,626040.0,5894480.0,0.31
000300.SH,2013-08-02,2247.26,2263.5,2274.71,2244.25,1.9,0.08,608909.0,5846000.0,0.3
000300.SH,2013-08-05,2278.33,2249.98,2278.33,2243.22,31.07,1.38,553422.0,5362310.0,0.28
000300.SH,2013-08-06,2293.64,2270.67,2302.48,2256.72,15.31,0.67,737469.0,6899360.0,0.37
000300.SH,2013-08-07,2280.62,2292.38,2313.88,2276.86,-13.02,-0.57,730487.0,6956050.0,0.36
000300.SH,2013-08-08,2276.78,2277.25,2297.63,2267.07,-3.84,-0.17,530984.0,5271030.0,0.26
000300.SH,2013-08-09,2286.01,2288.51,2301.59,2258.33,9.23,0.41,646000.0,6266400.0,0.32
000300.SH,2013-08-12,2352.79,2296.22,2352.89,2293.18,66.78,2.92,978632.0,9403890.0,0.49
000300.SH,2013-08-13,2359.07,2352.88,2360.83,2340.73,6.27,0.27,783936.0,7117850.0,0.39
000300.SH,2013-08-14,2349.08,2362.62,2386.6,2340.83,-9.99,-0.42,759421.0,7133820.0,0.38
000300.SH,2013-08-15,2321.58,2348.84,2362.09,2319.78,-27.5,-1.17,619518.0,5941120.0,0.31
000300.SH,2013-08-16,2304.14,2314.26,2423.08,2295.02,-17.43,-0.75,1203700.0,10402700.0,0.6
000300.SH,2013-08-19,2331.43,2286.2,2340.19,2284.08,27.29,1.18,724832.0,6706490.0,0.36
000300.SH,2013-08-20,2312.47,2325.86,2353.41,2303.67,-18.96,-0.81,730863.0,6758970.0,0.36
000300.SH,2013-08-21,2308.59,2320.58,2321.64,2291.05,-3.88,-0.17,550074.0,5088650.0,0.27
000300.SH,2013-08-22,2303.93,2302.67,2329.14,2297.02,-4.66,-0.2,553381.0,5168630.0,0.27
000300.SH,2013-08-23,2286.93,2314.87,2321.04,2251.92,-17.0,-0.74,689671.0,6545980.0,0.34
000300.SH,2013-08-26,2335.62,2294.76,2336.38,2288.5,48.69,2.13,703710.0,6654100.0,0.35
000300.SH,2013-08-27,2340.88,2332.8,2345.11,2322.46,5.27,0.23,659903.0,6257540.0,0.32
000300.SH,2013-08-28,2328.06,2326.1,2345.36,2307.04,-12.82,-0.55,892562.0,8096560.0,0.44
000300.SH,2013-08-29,2318.31,2338.56,2342.32,2308.15,-9.74,-0.42,660854.0,5971990.0,0.32
000300.SH,2013-08-30,2313.91,2315.91,2334.41,2303.61,-4.4,-0.19,876545.0,7669600.0,0.43
000300.SH,2013-09-02,2320.34,2319.96,2329.87,2297.45,6.43,0.28,795102.0,7357590.0,0.39
000300.SH,2013-09-03,2354.5,2326.23,2354.86,2321.3,34.16,1.47,805540.0,7266400.0,0.4
000300.SH,2013-09-04,2350.7,2352.54,2360.66,2345.44,-3.8,-0.16,787258.0,6850900.0,0.39
000300.SH,2013-09-05,2341.74,2350.93,2351.22,2336.75,-8.96,-0.38,629514.0,5960610.0,0.31
000300.SH,2013-09-06,2357.78,2336.77,2361.18,2335.93,16.05,0.69,733401.0,6391690.0,0.36
000300.SH,2013-09-09,2440.61,2374.26,2449.25,2372.69,82.83,3.51,1498900.0,12730000.0,0.73
000300.SH,2013-09-10,2474.89,2446.45,2475.2,2435.83,34.28,1.4,1548560.0,13064800.0,0.76
000300.SH,2013-09-11,2482.89,2483.79,2504.47,2471.62,8.0,0.32,1669150.0,14283000.0,0.82
000300.SH,2013-09-12,2507.46,2480.47,2527.38,2469.72,24.57,0.99,1451730.0,12611600.0,0.71
000300.SH,2013-09-13,2488.9,2502.54,2515.78,2481.45,-18.55,-0.74,1107750.0,9827500.0,0.54
000300.SH,2013-09-16,2478.39,2501.08,2503.69,2467.13,-10.51,-0.42,1053830.0,9704380.0,0.52
000300.SH,2013-09-17,2427.32,2480.81,2481.71,2426.46,-51.07,-2.06,994600.0,9311510.0,0.49
000300.SH,2013-09-18,2432.51,2426.04,2439.63,2407.24,5.19,0.21,710408.0,6934130.0,0.35
000300.SH,2013-09-23,2472.29,2441.52,2473.16,2439.99,39.78,1.64,801284.0,8092070.0,0.39
