Instrument,Date,Open,Close,High,Low,Pre_Close,Change,Pct_Chg,Volume,AMount,Turnover_rate,Turnover_rate_f,Volume_ratio,Pe,Pe_ttm,Pb,Ps,Ps_ttm,Dv_ratio,Dv_ttm,Total_share,Float_share,Free_share,Total_mv,Circ_mv,Adj_factor,Mkt_class,Ind_class
002081.SZ,2012-03-13,41.68,42.5,42.95,41.68,41.3,1.2,2.91,38313.5,162753.0,0.8722,2.4835,2.9,56.6727,30.2877,7.0861,3.3174,2.1713,0.2898,0.2898,51824.7,43929.6,15427.3,2202550.0,1867010.0,5.208,1,96
002081.SZ,2012-03-14,42.75,42.1,44.0,41.5,42.5,-0.4,-0.94,40602.8,174541.0,0.9243,2.6319,2.34,56.1393,30.0027,7.0194,3.2862,2.1508,0.2926,0.2926,51824.7,43929.6,15427.3,2181820.0,1849430.0,5.208,1,96
002081.SZ,2012-03-15,41.72,42.52,42.84,41.0,42.1,0.42,1.0,16250.4,67890.8,0.3699,1.0534,0.68,56.6994,30.302,7.0894,3.319,2.1723,0.2897,0.2897,51824.7,43929.6,15427.3,2203590.0,1867880.0,5.208,1,96
002081.SZ,2012-03-16,42.53,43.55,43.7,42.21,42.52,1.03,2.42,21183.7,91760.6,0.4822,1.3731,0.84,58.0729,31.036,7.2612,3.3994,2.2249,0.2829,0.2829,51824.7,43929.6,15427.3,2256970.0,1913130.0,5.208,1,96
002081.SZ,2012-03-19,43.15,42.91,43.73,42.86,43.55,-0.64,-1.47,10180.3,43992.0,0.2317,0.6599,0.39,57.2194,30.5799,7.1545,3.3494,2.1922,0.2871,0.2871,51824.7,43929.6,15427.3,2223800.0,1885020.0,5.208,1,96
002081.SZ,2012-03-20,42.52,41.8,42.8,41.8,42.91,-1.11,-2.59,12710.7,53454.3,0.2893,0.8239,0.5,55.7393,29.7889,6.9694,3.2628,2.1355,0.2947,0.2947,51824.7,43929.6,15427.3,2166270.0,1836260.0,5.208,1,96
002081.SZ,2012-03-21,41.81,40.97,42.01,40.35,41.8,-0.83,-1.99,15383.8,63136.2,0.3502,0.9972,0.76,54.6325,29.1974,6.831,3.198,2.0931,0.3007,0.3007,51824.7,43929.6,15427.3,2123260.0,1799790.0,5.208,1,96
002081.SZ,2012-03-22,41.28,41.28,41.47,40.63,40.97,0.31,0.76,5868.27,24131.1,0.1336,0.3804,0.39,55.0459,29.4183,6.8827,3.2222,2.1089,0.2984,0.2984,51824.7,43929.6,15427.3,2139320.0,1813410.0,5.208,1,96
002081.SZ,2012-03-23,41.27,40.9,41.75,40.71,41.28,-0.38,-0.92,7450.6,30670.0,0.1696,0.483,0.57,54.5391,29.1475,6.8193,3.1925,2.0895,0.3012,0.3012,51824.7,43929.6,15427.3,2119630.0,1796720.0,5.208,1,96
002081.SZ,2012-03-26,40.8,41.73,41.95,40.58,40.9,0.83,2.03,5141.73,21324.9,0.117,0.3333,0.5,55.6459,29.739,6.9577,3.2573,2.1319,0.2952,0.2952,51824.7,43929.6,15427.3,2162640.0,1833180.0,5.208,1,96
002081.SZ,2012-03-27,41.72,41.61,42.15,41.53,41.73,-0.12,-0.29,13276.6,55652.3,0.3022,0.8606,1.43,55.4859,29.6535,6.9377,3.2479,2.1258,0.296,0.296,51824.7,43929.6,15427.3,2156430.0,1827910.0,5.208,1,96
002081.SZ,2012-03-28,41.61,39.5,41.88,39.1,41.61,-2.11,-5.07,16547.5,66371.4,0.3767,1.0726,1.76,52.6723,28.1498,6.5859,3.0832,2.018,0.3119,0.3119,51824.7,43929.6,15427.3,2047080.0,1735220.0,5.208,1,96
002081.SZ,2012-03-29,39.5,40.02,40.71,39.31,39.5,0.52,1.32,10746.2,42993.1,0.2446,0.6966,1.11,53.3657,28.5203,6.6726,3.1238,2.0446,0.3078,0.3078,51824.7,43929.6,15427.3,2074020.0,1758060.0,5.208,1,96
002081.SZ,2012-03-30,40.0,39.13,40.3,39.13,40.02,-0.89,-2.22,8287.66,32854.7,0.1887,0.5372,0.78,52.1789,27.8861,6.5242,3.0544,1.9991,0.3148,0.3148,51824.7,43929.6,15427.3,2027900.0,1718960.0,5.208,1,96
002081.SZ,2012-04-05,39.13,40.78,40.8,39.13,39.13,1.65,4.22,14535.6,58776.2,0.3309,0.9422,1.35,54.3791,29.062,6.7993,3.1832,2.0834,0.3021,,51824.7,43929.6,15427.3,2113410.0,1791450.0,5.208,1,96
002081.SZ,2012-04-06,40.6,42.0,42.75,40.45,40.78,1.22,2.99,13048.9,54826.7,0.297,0.8458,1.03,56.006,29.9314,7.0027,3.2784,2.1457,0.2933,,51824.7,43929.6,15427.3,2176640.0,1845040.0,5.208,1,96
002081.SZ,2012-04-09,41.96,42.04,42.7,41.5,42.0,0.04,0.1,11521.2,48812.8,0.2623,0.7468,0.91,56.0593,29.9599,7.0094,3.2815,2.1478,0.293,,51824.7,43929.6,15427.3,2178710.0,1846800.0,5.208,1,96
002081.SZ,2012-04-10,41.94,42.22,42.8,41.01,42.04,0.18,0.43,10386.8,43659.7,0.2364,0.6733,0.89,56.2993,30.0882,7.0394,3.2956,2.157,0.2918,,51824.7,43929.6,15427.3,2188040.0,1854710.0,5.208,1,96
002081.SZ,2012-04-11,42.03,42.8,43.0,41.93,42.22,0.58,1.37,12995.9,55543.8,0.2958,0.8424,1.12,57.0728,30.5015,7.1361,3.3408,2.1866,0.2878,,51824.7,43929.6,15427.3,2218100.0,1880190.0,5.208,1,96
002081.SZ,2012-04-12,42.79,43.2,43.44,42.57,42.8,0.4,0.93,13773.9,59317.3,0.3135,0.8928,1.1,57.6061,30.7866,7.2028,3.3721,2.207,0.2851,,51824.7,43929.6,15427.3,2238830.0,1897760.0,5.208,1,96
002081.SZ,2012-04-13,43.19,42.73,43.58,42.7,43.2,-0.47,-1.09,9486.25,40833.7,0.2159,0.6149,0.77,56.9794,30.4516,7.1245,3.3354,2.183,0.2883,,51824.7,43929.6,15427.3,2214470.0,1877110.0,5.208,1,96
002081.SZ,2012-04-16,42.6,42.78,43.13,42.06,42.73,0.05,0.12,3895.52,16703.3,0.0887,0.2525,0.33,57.0461,30.4873,7.1328,3.3393,2.1856,0.2879,,51824.7,43929.6,15427.3,2217060.0,1879310.0,5.208,1,96
002081.SZ,2012-04-17,42.4,42.65,43.07,42.4,42.78,-0.13,-0.3,2713.3,11599.6,0.0618,0.1759,0.27,56.8727,30.3946,7.1111,3.3291,2.1789,0.2888,,51824.7,43929.6,15427.3,2210320.0,1873600.0,5.208,1,96
002081.SZ,2012-04-18,42.97,43.89,44.17,42.97,42.65,1.24,2.91,20237.0,88552.3,0.4607,1.3118,2.36,31.0403,27.8421,6.867,2.242,2.0999,0.2807,,51824.7,43929.6,15427.3,2274590.0,1928070.0,5.208,1,96
002081.SZ,2012-04-19,43.8,43.47,43.8,42.55,43.89,-0.42,-0.96,17687.6,75967.0,0.4026,1.1465,1.77,30.7433,27.5757,6.8013,2.2206,2.0798,0.2834,,51824.7,43929.6,15427.3,2252820.0,1909620.0,5.208,1,96
002081.SZ,2012-04-20,43.47,42.4,43.47,41.0,43.47,-1.07,-2.46,18509.6,78471.0,0.4213,1.1998,1.71,29.9866,26.8969,6.6339,2.1659,2.0286,0.2905,,51824.7,43929.6,15427.3,2197370.0,1862610.0,5.208,1,96
002081.SZ,2012-04-23,42.41,42.39,42.82,41.99,42.4,-0.01,-0.02,8704.97,36885.1,0.1982,0.5643,0.69,29.9795,26.8906,6.6323,2.1654,2.0281,0.2906,,51824.7,43929.6,15427.3,2196850.0,1862170.0,5.208,1,96
002081.SZ,2012-04-24,41.65,41.9,42.12,40.56,42.39,-0.49,-1.16,20785.3,85864.8,0.4732,1.3473,1.53,29.6329,26.5798,6.5557,2.1404,2.0047,0.294,,51824.7,43929.6,15427.3,2171460.0,1840650.0,5.208,1,96
002081.SZ,2012-04-25,41.85,41.88,42.35,41.28,41.9,-0.02,-0.05,7146.14,29915.3,0.1627,0.4632,0.42,29.6188,26.5671,6.5526,2.1394,2.0037,0.2941,,51824.7,43929.6,15427.3,2170420.0,1839770.0,5.208,1,96
002081.SZ,2012-04-26,41.8,41.67,42.15,41.46,41.88,-0.21,-0.5,6337.17,26423.2,0.1443,0.4108,0.44,29.4703,26.4339,6.5197,2.1286,1.9937,0.2956,,51824.7,43929.6,15427.3,2159540.0,1830540.0,5.208,1,96
002081.SZ,2012-04-27,41.67,41.15,41.92,40.95,41.67,-0.52,-1.25,9422.8,38790.7,0.2145,0.6108,0.77,29.1025,26.104,6.4383,2.1021,1.9688,0.2993,,51824.7,43929.6,15427.3,2132590.0,1807700.0,5.208,1,96
002081.SZ,2012-05-02,41.65,42.6,42.88,41.65,41.15,1.45,3.52,11192.3,47446.6,0.2548,0.7255,1.07,30.128,27.0238,6.6652,2.1761,2.0382,0.2892,,51824.7,43929.6,15427.3,2207730.0,1871400.0,5.208,1,96
002081.SZ,2012-05-03,42.42,42.97,43.1,42.42,42.6,0.37,0.87,10727.6,46037.3,0.2442,0.6954,0.98,30.3897,27.2585,6.7231,2.195,2.0559,0.2867,,51824.7,43929.6,15427.3,2226910.0,1887650.0,5.208,1,96
002081.SZ,2012-05-04,43.1,42.19,43.5,42.19,42.97,-0.78,-1.82,21253.2,90351.7,0.4838,1.3776,2.37,29.838,26.7637,6.6011,2.1552,2.0186,0.292,,51824.7,43929.6,15427.3,2186480.0,1853390.0,5.208,1,96
002081.SZ,2012-05-07,42.2,43.45,43.8,42.02,42.19,1.26,2.99,21813.8,94529.5,0.4966,1.414,1.85,30.7291,27.563,6.7982,2.2196,2.0788,0.2835,,51824.7,43929.6,15427.3,2251780.0,1908740.0,5.208,1,96
002081.SZ,2012-05-09,43.09,44.8,45.6,42.85,43.45,1.35,3.11,30561.5,136303.0,0.6957,1.981,2.05,31.6839,28.4194,7.0094,2.2885,2.1434,0.275,,51824.7,43929.6,15427.3,2321750.0,1968040.0,5.208,1,96
002081.SZ,2012-05-10,44.8,45.5,45.54,44.51,44.8,0.7,1.56,22979.3,103537.0,0.5231,1.4895,1.2,32.179,28.8635,7.1189,2.3243,2.1769,0.2707,,51824.7,43929.6,15427.3,2358020.0,1998800.0,5.208,1,96
002081.SZ,2012-05-11,45.58,44.58,46.17,44.55,45.5,-0.92,-2.02,16132.2,73278.9,0.3672,1.0457,0.75,31.5283,28.2799,6.975,2.2773,2.1329,0.2763,,51824.7,43929.6,15427.3,2310350.0,1958380.0,5.208,1,96
002081.SZ,2012-05-14,44.52,45.5,45.55,43.28,44.58,0.92,2.06,15296.1,68043.8,0.3482,0.9915,0.68,32.179,28.8635,7.1189,2.3243,2.1769,0.2707,,51824.7,43929.6,15427.3,2358020.0,1998800.0,5.208,1,96
002081.SZ,2012-05-15,45.33,45.0,45.4,44.42,45.5,-0.5,-1.1,8512.98,38256.3,0.1938,0.5518,0.4,31.8254,28.5463,7.0407,2.2987,2.153,0.2737,,51824.7,43929.6,15427.3,2332110.0,1976830.0,5.208,1,96
002081.SZ,2012-05-16,45.0,44.26,45.3,44.06,45.0,-0.74,-1.64,12011.3,53855.3,0.2734,0.7786,0.64,31.302,28.0769,6.9249,2.2609,2.1176,0.2783,,51824.7,43929.6,15427.3,2293760.0,1944320.0,5.208,1,96
002081.SZ,2012-05-17,44.28,44.7,45.19,44.22,44.26,0.44,0.99,8380.58,37523.9,0.1908,0.5432,0.56,31.6132,28.356,6.9938,2.2834,2.1386,0.2756,,51824.7,43929.6,15427.3,2316560.0,1963650.0,5.208,1,96
002081.SZ,2012-05-18,44.68,44.98,45.19,44.41,44.7,0.28,0.63,14843.9,66781.5,0.3379,0.9622,1.23,31.8112,28.5336,7.0376,2.2977,2.152,0.2739,,51824.7,43929.6,15427.3,2331080.0,1975950.0,5.208,1,96
002081.SZ,2012-05-21,44.94,45.61,46.1,44.8,44.98,0.63,1.4,20779.4,94952.9,0.473,1.3469,1.76,32.2568,28.9332,7.1361,2.3299,2.1822,0.2701,,51824.7,43929.6,15427.3,2363720.0,2003630.0,5.208,1,96
002081.SZ,2012-05-22,30.27,30.85,30.93,30.06,30.27,0.58,1.92,21132.2,64673.8,0.3207,0.9132,1.64,32.7271,29.3551,7.4741,2.3639,2.214,0.2662,0.4322,77737.1,65894.3,23140.9,2398190.0,2032840.0,7.847,1,96
002081.SZ,2012-05-23,30.85,32.2,32.27,30.85,30.85,1.35,4.38,43015.2,136587.0,0.6528,1.8588,2.79,34.1592,30.6397,7.8011,2.4673,2.3109,0.255,0.4141,77737.1,65894.3,23140.9,2503130.0,2121800.0,7.847,1,96
002081.SZ,2012-05-24,32.21,32.05,33.25,32.0,32.2,-0.15,-0.47,40121.4,130303.0,0.6089,1.7338,1.85,34.0001,30.4969,7.7648,2.4558,2.3001,0.2562,0.416,77737.1,65894.3,23140.9,2491470.0,2111910.0,7.847,1,96
002081.SZ,2012-05-25,32.0,31.8,32.47,31.6,32.05,-0.25,-0.78,18049.2,57822.1,0.2739,0.78,0.65,33.7349,30.2591,7.7042,2.4367,2.2822,0.2582,0.4193,77737.1,65894.3,23140.9,2472040.0,2095440.0,7.847,1,96
002081.SZ,2012-05-28,31.53,33.87,33.88,31.45,31.8,2.07,6.51,45962.9,152739.0,0.6975,1.9862,1.61,35.9308,32.2288,8.2057,2.5953,2.4307,0.2425,0.3937,77737.1,65894.3,23140.9,2632950.0,2231840.0,7.847,1,96
002081.SZ,2012-05-29,33.88,35.5,36.15,33.88,33.87,1.63,4.81,81197.4,287246.0,1.2322,3.5088,2.41,37.66,33.7798,8.6006,2.7202,2.5477,0.2313,0.3756,77737.1,65894.3,23140.9,2759670.0,2339250.0,7.847,1,96
002081.SZ,2012-05-30,35.38,36.0,36.21,34.5,35.5,0.5,1.41,32112.5,114437.0,0.4873,1.3877,0.7,38.1904,34.2555,8.7218,2.7585,2.5836,0.2281,0.3704,77737.1,65894.3,23140.9,2798530.0,2372200.0,7.847,1,96
002081.SZ,2012-05-31,35.7,36.48,36.5,35.2,36.0,0.48,1.33,24000.2,85935.1,0.3642,1.0371,0.55,38.6996,34.7123,8.8381,2.7953,2.618,0.2251,0.3655,77737.1,65894.3,23140.9,2835850.0,2403830.0,7.847,1,96
002081.SZ,2012-06-01,36.21,35.95,36.6,35.5,36.48,-0.53,-1.45,18691.8,67266.0,0.2837,0.8077,0.46,38.1374,34.208,8.7097,2.7546,2.58,0.2284,0.3709,77737.1,65894.3,23140.9,2794650.0,2368900.0,7.847,1,96
002081.SZ,2012-06-04,35.02,35.4,36.2,34.85,35.95,-0.55,-1.53,25714.9,91266.6,0.3902,1.1112,0.64,37.5539,33.6846,8.5764,2.7125,2.5405,0.232,0.3766,77737.1,65894.3,23140.9,2751890.0,2332660.0,7.847,1,96
002081.SZ,2012-06-05,35.4,34.85,35.74,34.5,35.4,-0.55,-1.55,21211.4,73845.0,0.3219,0.9166,0.58,36.9705,33.1613,8.4432,2.6704,2.5011,0.2356,0.3826,77737.1,65894.3,23140.9,2709140.0,2296420.0,7.847,1,96
002081.SZ,2012-06-06,34.83,34.87,35.16,34.0,34.85,0.02,0.06,24399.1,84241.6,0.3703,1.0544,1.0,36.9917,33.1803,8.448,2.6719,2.5025,0.2355,0.3824,77737.1,65894.3,23140.9,2710690.0,2297740.0,7.847,1,96
002081.SZ,2012-06-07,35.0,35.1,35.98,35.0,34.87,0.23,0.66,19261.1,68251.1,0.2923,0.8323,0.84,37.2357,33.3992,8.5037,2.6895,2.519,0.234,0.3799,77737.1,65894.3,23140.9,2728570.0,2312890.0,7.847,1,96
002081.SZ,2012-06-08,35.5,35.3,36.1,35.29,35.1,0.2,0.57,30649.7,109475.0,0.4651,1.3245,1.4,37.4478,33.5895,8.5522,2.7048,2.5334,0.2326,0.3777,77737.1,65894.3,23140.9,2744120.0,2326070.0,7.847,1,96
002081.SZ,2012-06-11,35.3,37.61,38.79,35.01,35.3,2.31,6.54,34480.1,128020.0,0.5233,1.49,1.42,39.8984,35.7875,9.1118,2.8818,2.6991,0.2184,0.3545,77737.1,65894.3,23140.9,2923690.0,2478290.0,7.847,1,96
002081.SZ,2012-06-12,37.58,37.97,38.49,37.39,37.61,0.36,0.96,30244.3,115117.0,0.459,1.307,1.16,40.2803,36.1301,9.199,2.9094,2.725,0.2163,0.3512,77737.1,65894.3,23140.9,2951680.0,2502010.0,7.847,1,96
002081.SZ,2012-06-13,37.76,38.5,38.79,37.5,37.97,0.53,1.4,29099.4,111121.0,0.4416,1.2575,1.05,40.8425,36.6344,9.3274,2.95,2.763,0.2133,0.3463,77737.1,65894.3,23140.9,2992880.0,2536930.0,7.847,1,96
002081.SZ,2012-06-14,38.5,38.41,38.89,38.13,38.5,-0.09,-0.23,20168.7,77548.0,0.3061,0.8716,0.7,40.7471,36.5488,9.3056,2.9431,2.7566,0.2138,0.3471,77737.1,65894.3,23140.9,2985880.0,2531000.0,7.847,1,96
002081.SZ,2012-06-15,38.46,38.48,38.97,37.7,38.41,0.07,0.18,21129.1,81250.1,0.3207,0.9131,0.73,40.8213,36.6154,9.3226,2.9485,2.7616,0.2134,0.3465,77737.1,65894.3,23140.9,2991320.0,2535610.0,7.847,1,96
002081.SZ,2012-06-18,38.8,40.15,40.18,38.5,38.48,1.67,4.34,28554.8,113379.0,0.4333,1.234,1.06,42.5929,38.2044,9.7272,3.0765,2.8814,0.2045,0.3321,77737.1,65894.3,23140.9,3121140.0,2645660.0,7.847,1,96
002081.SZ,2012-06-19,40.16,39.49,40.3,39.28,40.15,-0.66,-1.64,24115.3,95810.5,0.366,1.0421,0.93,41.8928,37.5764,9.5673,3.0259,2.8341,0.208,0.3376,77737.1,65894.3,23140.9,3069840.0,2602170.0,7.847,1,96
002081.SZ,2012-06-20,39.53,38.38,39.8,38.2,39.49,-1.11,-2.81,26941.4,104571.0,0.4089,1.1642,1.09,40.7152,36.5202,9.2984,2.9408,2.7544,0.214,0.3474,77737.1,65894.3,23140.9,2983550.0,2529020.0,7.847,1,96
002081.SZ,2012-06-21,38.25,37.59,38.54,37.23,38.38,-0.79,-2.06,20402.9,76807.0,0.3096,0.8817,0.84,39.8772,35.7685,9.107,2.8803,2.6977,0.2185,0.3547,77737.1,65894.3,23140.9,2922140.0,2476970.0,7.847,1,96
002081.SZ,2012-06-25,37.45,37.65,38.84,37.3,37.59,0.06,0.16,21834.2,83076.0,0.3314,0.9435,0.9,39.9408,35.8256,9.1215,2.8849,2.702,0.2181,0.3541,77737.1,65894.3,23140.9,2926800.0,2480920.0,7.847,1,96
002081.SZ,2012-06-26,37.7,38.0,38.28,36.88,37.65,0.35,0.93,15500.8,58382.7,0.2352,0.6698,0.64,40.3121,36.1586,9.2063,2.9117,2.7271,0.2161,0.3509,77737.1,65894.3,23140.9,2954010.0,2503980.0,7.847,1,96
002081.SZ,2012-06-27,38.14,38.67,39.5,37.57,38.0,0.67,1.76,39702.3,152281.0,0.6025,1.7157,1.82,41.0229,36.7962,9.3686,2.9631,2.7752,0.2124,0.3448,77737.1,65894.3,23140.9,3006090.0,2548130.0,7.847,1,96
002081.SZ,2012-06-28,38.6,38.0,38.69,36.0,38.67,-0.67,-1.73,62548.9,235602.0,0.9492,2.703,2.51,40.3121,36.1586,9.2063,2.9117,2.7271,0.2161,0.3509,77737.1,65894.3,23140.9,2954010.0,2503980.0,7.847,1,96
002081.SZ,2012-06-29,37.21,38.0,38.18,37.21,38.0,0.0,0.0,40327.6,152304.0,0.612,1.7427,1.26,40.3121,36.1586,9.2063,2.9117,2.7271,0.2161,0.3509,77737.1,65894.3,23140.9,2954010.0,2503980.0,7.847,1,96
002081.SZ,2012-07-02,38.05,38.81,39.3,38.05,38.0,0.81,2.13,31852.4,123932.0,0.4834,1.3765,0.89,41.1714,36.9294,9.4026,2.9738,2.7853,0.2116,0.3436,77737.1,65894.3,23140.9,3016980.0,2557360.0,7.847,1,96
002081.SZ,2012-07-03,39.09,38.98,39.1,38.61,38.81,0.17,0.44,26812.1,104356.0,0.4069,1.1586,0.71,41.3517,37.0911,9.4437,2.9868,2.7975,0.2107,0.3421,77737.1,65894.3,23140.9,3030190.0,2568560.0,7.847,1,96
002081.SZ,2012-07-04,39.0,37.92,39.18,37.82,38.98,-1.06,-2.72,22875.7,88098.0,0.3472,0.9885,0.57,40.2272,36.0825,9.1869,2.9056,2.7214,0.2166,0.3516,77737.1,65894.3,23140.9,2947790.0,2498710.0,7.847,1,96
002081.SZ,2012-07-05,37.68,36.9,37.92,36.6,37.92,-1.02,-2.69,24460.2,90805.8,0.3712,1.057,0.66,39.1452,35.1119,8.9398,2.8274,2.6482,0.2226,0.3613,77737.1,65894.3,23140.9,2868500.0,2431500.0,7.847,1,96
002081.SZ,2012-07-06,37.17,38.76,38.9,37.17,36.9,1.86,5.04,31984.9,122615.0,0.4854,1.3822,1.09,41.1184,36.8818,9.3904,2.97,2.7817,0.2119,0.344,77737.1,65894.3,23140.9,3013090.0,2554060.0,7.847,1,96
002081.SZ,2012-07-09,38.76,39.53,40.25,38.52,38.76,0.77,1.99,68013.7,268490.0,1.0322,2.9391,2.46,41.9352,37.6145,9.577,3.029,2.8369,0.2077,0.3373,77737.1,65894.3,23140.9,3072950.0,2604800.0,7.847,1,96
002081.SZ,2012-07-10,39.16,39.58,40.3,39.16,39.53,0.05,0.13,23749.5,94428.1,0.3604,1.0263,0.68,41.9882,37.6621,9.5891,3.0328,2.8405,0.2075,0.3369,77737.1,65894.3,23140.9,3076830.0,2608100.0,7.847,1,96
002081.SZ,2012-07-11,39.51,39.91,40.09,39.25,39.58,0.33,0.83,26238.8,104330.0,0.3982,1.1339,0.77,42.3383,37.9761,9.6691,3.0581,2.8642,0.2058,0.3341,77737.1,65894.3,23140.9,3102490.0,2629840.0,7.847,1,96
002081.SZ,2012-07-12,39.91,41.5,41.97,39.6,39.91,1.59,3.98,39100.4,161586.0,0.5934,1.6897,1.12,44.0251,39.489,10.0543,3.1799,2.9783,0.1979,0.3213,77737.1,65894.3,23140.9,3226090.0,2734620.0,7.847,1,96
002081.SZ,2012-07-13,41.65,41.65,41.96,40.88,41.5,0.15,0.36,16314.0,67821.8,0.2476,0.705,0.43,44.1842,39.6318,10.0906,3.1914,2.9891,0.1972,0.3201,77737.1,65894.3,23140.9,3237750.0,2744500.0,7.847,1,96
002081.SZ,2012-07-16,41.46,40.45,41.86,39.8,41.65,-1.2,-2.88,40595.4,164179.0,0.6161,1.7543,1.17,42.9112,38.4899,9.7999,3.0995,2.903,0.203,0.3296,77737.1,65894.3,23140.9,3144460.0,2665430.0,7.847,1,96
002081.SZ,2012-07-17,39.54,39.77,40.5,39.3,40.45,-0.68,-1.68,33322.1,132455.0,0.5057,1.3951,1.14,42.1898,37.8429,9.6351,3.0473,2.8542,0.2065,0.3353,77737.1,65894.3,23885.9,3091600.0,2620620.0,7.847,1,96
002081.SZ,2012-07-18,39.88,38.49,40.3,38.08,39.77,-1.28,-3.22,34629.2,134935.0,0.5255,1.4498,1.11,40.8319,36.6249,9.325,2.9493,2.7623,0.2134,0.3464,77737.1,65894.3,23885.9,2992100.0,2536270.0,7.847,1,96
002081.SZ,2012-07-19,38.49,38.03,38.95,37.6,38.49,-0.46,-1.2,42395.3,161329.0,0.6434,1.7749,1.29,40.3439,36.1872,9.2136,2.914,2.7293,0.2159,0.3506,77737.1,65894.3,23885.9,2956340.0,2505960.0,7.847,1,96
002081.SZ,2012-07-20,37.94,37.8,38.1,37.3,38.03,-0.23,-0.6,24019.9,90329.5,0.3645,1.0056,0.72,40.0999,35.9683,9.1579,2.8964,2.7128,0.2173,0.3527,77737.1,65894.3,23885.9,2938460.0,2490810.0,7.847,1,96
002081.SZ,2012-07-23,37.2,36.22,37.49,36.2,37.8,-1.58,-4.18,31391.0,115866.0,0.4764,1.3142,0.9,38.4238,34.4649,8.7751,2.7753,2.5994,0.2267,0.3681,77737.1,65894.3,23885.9,2815640.0,2386690.0,7.847,1,96
002081.SZ,2012-07-24,36.58,37.55,37.8,36.58,36.22,1.33,3.67,35924.5,133648.0,0.5452,1.504,1.08,39.8347,32.2796,8.5284,2.8772,2.5224,0.2187,0.3551,77737.1,65894.3,23885.9,2919030.0,2474330.0,7.847,1,96
002081.SZ,2012-07-25,37.92,36.78,38.2,36.69,37.55,-0.77,-2.05,26973.5,100683.0,0.4093,1.1293,0.8,39.0179,31.6177,8.3535,2.8182,2.4707,0.2233,0.3625,77737.1,65894.3,23885.9,2859170.0,2423590.0,7.847,1,96
002081.SZ,2012-07-26,36.65,38.18,38.25,36.63,36.78,1.4,3.81,28344.8,106873.0,0.4302,1.1867,0.88,40.5031,32.8212,8.6715,2.9255,2.5648,0.2151,0.3492,77737.1,65894.3,23885.9,2968000.0,2515850.0,7.847,1,96
002081.SZ,2012-07-27,38.2,37.88,38.49,37.72,38.18,-0.3,-0.79,21144.9,80507.0,0.3209,0.8852,0.72,40.1848,32.5633,8.6033,2.9025,2.5446,0.2168,0.352,77737.1,65894.3,23885.9,2944680.0,2496080.0,7.847,1,96
002081.SZ,2012-07-30,37.89,37.85,38.24,37.52,37.88,-0.03,-0.08,12496.4,47491.9,0.1896,0.5232,0.43,40.153,32.5375,8.5965,2.9002,2.5426,0.217,0.3523,77737.1,65894.3,23885.9,2942350.0,2494100.0,7.847,1,96
002081.SZ,2012-07-31,37.52,38.75,39.0,37.5,37.85,0.9,2.38,31116.7,119732.0,0.4722,1.3027,1.25,41.1077,33.3112,8.8009,2.9692,2.6031,0.2119,0.3441,77737.1,65894.3,23885.9,3012310.0,2553410.0,7.847,1,96
002081.SZ,2012-08-01,38.99,38.71,39.18,38.6,38.75,-0.04,-0.1,26776.1,104290.0,0.4063,1.121,1.11,41.0653,33.2768,8.7918,2.9661,2.6004,0.2121,0.3444,77737.1,65894.3,23885.9,3009200.0,2550770.0,7.847,1,96
002081.SZ,2012-08-02,38.66,37.76,38.99,37.26,38.71,-0.95,-2.45,17235.4,66080.5,0.2616,0.7216,0.72,40.0575,32.4601,8.5761,2.8933,2.5365,0.2175,0.3531,77737.1,65894.3,23885.9,2935350.0,2488170.0,7.847,1,96
002081.SZ,2012-08-03,37.49,37.85,38.1,37.18,37.76,0.09,0.24,22120.4,83230.7,0.3357,0.9261,1.02,40.153,32.5375,8.5965,2.9002,2.5426,0.217,0.3523,77737.1,65894.3,23885.9,2942350.0,2494100.0,7.847,1,96
002081.SZ,2012-08-06,37.51,39.1,39.28,37.51,37.85,1.25,3.3,30843.2,119758.0,0.4681,1.2913,1.41,41.479,33.6121,8.8804,2.996,2.6266,0.21,0.341,77737.1,65894.3,23885.9,3039520.0,2576470.0,7.847,1,96
002081.SZ,2012-08-07,39.12,41.25,41.25,39.02,39.1,2.15,5.5,37371.6,151250.0,0.5671,1.5646,1.46,43.7599,35.4603,9.3687,3.1608,2.771,0.1991,0.3232,77737.1,65894.3,23885.9,3206650.0,2718140.0,7.847,1,96
002081.SZ,2012-08-08,41.17,41.07,41.5,40.36,41.25,-0.18,-0.44,24161.5,99122.0,0.3667,1.0115,0.9,43.5689,35.3056,9.3278,3.147,2.7589,0.2,0.3246,77737.1,65894.3,23885.9,3192660.0,2706280.0,7.847,1,96
002081.SZ,2012-08-09,41.1,42.55,42.74,40.62,41.07,1.48,3.6,29821.5,125713.0,0.4526,1.2485,1.13,45.139,36.5778,9.664,3.2604,2.8583,0.193,0.3134,77737.1,65894.3,23885.9,3307710.0,2803800.0,7.847,1,96
002081.SZ,2012-08-10,42.48,42.62,43.0,42.1,42.55,0.07,0.16,15529.4,66371.8,0.2357,0.6501,0.54,45.2132,36.638,9.6799,3.2657,2.863,0.1927,0.3128,77737.1,65894.3,23885.9,3313150.0,2808420.0,7.847,1,96
