Symbol,Date,Open,Close,High,Low,Pre_Close,Change,Pct_Chg,Volume,AMount,Turnover_rate,Turnover_rate_f,Volume_ratio,Pe,Pe_ttm,Pb,Ps,Ps_ttm,Dv_ratio,Dv_ttm,Total_share,Float_share,Free_share,Total_mv,Circ_mv,Adj_factor,Ind_class
688326.SH,2022-06-06,114.0,116.8,121.0,112.01,110.04,6.76,6.1432,28452.1,334632.0,12.1765,12.1765,3.74,95.877,170.655,2.8102,4.2963,4.3225,,,12000.0,2336.64,2336.64,1401600.0,272920.0,1.0,20
688326.SH,2022-06-07,116.83,117.84,119.28,112.81,116.8,1.04,0.8904,14476.2,168890.0,6.1953,6.1953,1.13,96.7307,172.175,2.8352,4.3345,4.361,,,12000.0,2336.64,2336.64,1414080.0,275350.0,1.0,20
688326.SH,2022-06-08,120.26,119.0,121.55,115.95,117.84,1.16,0.9844,14470.8,173202.0,6.193,6.193,1.02,97.6829,173.87,2.8631,4.3772,4.4039,,,12000.0,2336.64,2336.64,1428000.0,278061.0,1.0,20
688326.SH,2022-06-09,119.2,111.81,121.2,110.0,119.0,-7.19,-6.042,15187.9,176608.0,6.4999,6.4999,0.99,91.7809,163.364,2.6901,4.1127,4.1378,,,12000.0,2336.64,2336.64,1341720.0,261260.0,1.0,20
688326.SH,2022-06-10,112.81,119.45,120.98,112.81,111.81,7.64,6.833,13534.3,160819.0,5.7922,5.7922,0.81,98.0523,174.527,2.8739,4.3937,4.4205,,,12000.0,2336.64,2336.64,1433400.0,279112.0,1.0,20
688326.SH,2022-06-13,119.45,122.47,126.24,117.4,119.45,3.02,2.5283,15390.0,188033.0,6.5864,6.5864,0.89,100.531,178.94,2.9466,4.5048,4.5323,,,12000.0,2336.64,2336.64,1469640.0,286169.0,1.0,20
688326.SH,2022-06-14,119.0,129.0,131.0,116.0,122.47,6.53,5.3319,17650.4,218349.0,7.5537,7.5537,1.21,105.892,188.481,3.1037,4.745,4.774,,,12000.0,2336.64,2336.64,1548000.0,301427.0,1.0,20
688326.SH,2022-06-15,127.6,126.44,129.0,123.0,129.0,-2.56,-1.9845,9966.13,125938.0,4.2651,4.2651,0.65,103.79,184.74,3.0421,4.6509,4.6792,,,12000.0,2336.64,2336.64,1517280.0,295445.0,1.0,20
688326.SH,2022-06-16,125.0,124.0,130.06,123.6,126.44,-2.44,-1.9298,8667.25,109947.0,3.7093,3.7093,0.6,101.787,181.175,2.9834,4.5611,4.5889,,,12000.0,2336.64,2336.64,1488000.0,289744.0,1.0,20
688326.SH,2022-06-17,123.56,127.08,130.77,122.8,124.0,3.08,2.4839,12013.3,153088.0,5.1412,5.143,0.92,104.315,185.675,3.0575,4.6744,4.7029,,,12000.0,2336.64,2335.85,1524960.0,296941.0,1.0,20
688326.SH,2022-06-20,126.88,124.18,130.5,122.0,127.08,-2.9,-2.282,14719.8,185315.0,6.2995,6.3017,1.16,101.935,181.438,2.9877,4.5677,4.5956,,,12000.0,2336.64,2335.85,1490160.0,290165.0,1.0,20
688326.SH,2022-06-21,124.33,119.11,125.01,115.36,124.18,-5.07,-4.0828,10397.8,124053.0,4.4499,4.4514,0.82,97.7732,174.03,2.8657,4.3812,4.408,,,12000.0,2336.64,2335.85,1429320.0,278318.0,1.0,20
688326.SH,2022-06-22,120.0,128.52,133.4,120.0,119.11,9.41,7.9003,19105.2,242001.0,8.1763,8.1791,1.71,105.497,187.779,3.0921,4.7274,4.7562,,,12000.0,2336.64,2335.85,1542240.0,300306.0,1.0,20
688326.SH,2022-06-23,129.0,143.17,145.7,128.53,128.52,14.65,11.399,26545.2,366647.0,11.3604,11.3642,2.04,117.523,209.184,3.4446,5.2662,5.2984,,,12000.0,2336.64,2335.85,1718040.0,334537.0,1.0,20
688326.SH,2022-06-24,142.0,141.48,147.3,137.3,143.17,-1.69,-1.1804,12323.9,174169.0,5.2742,5.276,0.74,116.136,206.715,3.404,5.2041,5.2358,,,12000.0,2336.64,2335.85,1697760.0,330588.0,1.0,20
688326.SH,2022-06-27,141.0,139.48,142.0,135.0,141.48,-2.0,-1.4136,11762.3,162399.0,5.0338,5.0355,0.71,114.494,203.793,3.3558,5.1305,5.1618,,,12000.0,2336.64,2335.85,1673760.0,325915.0,1.0,20
688326.SH,2022-06-28,140.41,138.96,141.42,134.0,139.48,-0.52,-0.3728,9177.16,126459.0,3.9275,3.9288,0.57,114.067,203.033,3.3433,5.1114,5.1426,,,12000.0,2336.64,2335.85,1667520.0,324700.0,1.0,20
688326.SH,2022-06-29,135.98,133.27,138.0,133.0,138.96,-5.69,-4.0947,9787.15,131957.0,4.1885,4.19,0.62,109.397,194.719,3.2064,4.9021,4.932,,,12000.0,2336.64,2335.85,1599240.0,311405.0,1.0,20
688326.SH,2022-06-30,133.17,147.06,149.58,133.17,133.27,13.79,10.3474,16953.1,245274.0,7.2553,7.2578,1.22,120.716,214.868,3.5382,5.4093,5.4423,,,12000.0,2336.64,2335.85,1764720.0,343627.0,1.0,20
688326.SH,2022-07-01,150.0,145.09,151.0,145.0,147.06,-1.97,-1.3396,9934.69,147375.0,4.2517,4.2531,0.83,119.099,211.99,3.4908,5.3369,5.3694,,,12000.0,2336.64,2335.85,1741080.0,339024.0,1.0,20
688326.SH,2022-07-04,145.25,151.59,154.96,141.66,145.09,6.5,4.48,9976.92,151133.0,4.2698,4.2712,0.87,124.435,221.487,3.6472,5.576,5.61,,,12000.0,2336.64,2335.85,1819080.0,354212.0,1.0,20
688326.SH,2022-07-05,153.86,147.62,156.15,146.1,151.59,-3.97,-2.6189,6262.55,93856.6,2.6801,2.6811,0.56,121.176,215.686,3.5517,5.4299,5.463,,,12000.0,2336.64,2335.85,1771440.0,344936.0,1.0,20
688326.SH,2022-07-06,149.0,150.95,154.8,146.86,147.62,3.33,2.2558,5885.33,88379.3,2.5187,2.5196,0.56,123.91,220.551,3.6318,5.5524,5.5863,,,12000.0,2336.64,2335.85,1811400.0,352717.0,1.0,20
688326.SH,2022-07-07,149.5,159.98,165.6,149.5,150.95,9.03,5.9821,7160.44,114123.0,3.0644,3.0654,0.73,131.322,233.745,3.8491,5.8846,5.9205,,,12000.0,2336.64,2335.85,1919760.0,373816.0,1.0,20
688326.SH,2022-07-08,159.84,157.0,168.53,153.0,159.98,-2.98,-1.8627,10142.0,161850.0,4.3404,4.3419,1.29,128.876,229.391,3.7774,5.775,5.8102,,,12000.0,2336.64,2335.85,1884000.0,366853.0,1.0,20
688326.SH,2022-07-11,156.0,160.0,160.0,150.15,157.0,3.0,1.9108,8007.59,123865.0,3.427,3.4281,1.02,131.338,233.774,3.8495,5.8853,5.9212,,,12000.0,2336.64,2335.85,1920000.0,373863.0,1.0,20
688326.SH,2022-07-12,153.9,155.81,160.03,153.9,160.0,-4.19,-2.6188,10614.6,166436.0,4.5427,4.5442,1.42,127.899,227.652,3.7487,5.7312,5.7661,,,12000.0,2336.64,2335.85,1869720.0,364073.0,1.0,20
688326.SH,2022-07-13,152.2,152.73,157.76,149.02,155.81,-3.08,-1.9768,9180.05,140498.0,3.9287,3.9301,1.1,125.371,223.152,3.6746,5.6179,5.6522,,,12000.0,2336.64,2335.85,1832760.0,356876.0,1.0,20
688326.SH,2022-07-14,151.0,156.0,164.0,150.0,152.73,3.27,2.141,6669.17,104979.0,2.8542,2.8551,0.74,128.055,227.93,3.7533,5.7382,5.7732,,,12000.0,2336.64,2335.85,1872000.0,364517.0,1.0,20
688326.SH,2022-07-15,156.88,165.45,171.0,156.8,156.0,9.45,6.0577,14567.9,241348.0,6.2345,6.2366,1.63,135.812,241.737,3.9807,6.0858,6.1229,,,12000.0,2336.64,2335.85,1985400.0,386598.0,1.0,20
688326.SH,2022-07-18,166.0,180.9,181.5,162.29,165.45,15.45,9.3382,14386.3,251583.0,6.1568,6.1589,1.47,148.494,264.311,4.3524,6.6541,6.6947,,,12000.0,2336.64,2335.85,2170800.0,422699.0,1.0,20
688326.SH,2022-07-19,182.14,181.0,202.0,170.06,180.9,0.1,0.0553,22521.2,410118.0,9.6383,9.6415,2.03,148.577,264.457,4.3548,6.6577,6.6984,,,12000.0,2336.64,2335.85,2172000.0,422933.0,1.0,20
688326.SH,2022-07-20,179.0,174.95,180.0,170.35,181.0,-6.05,-3.3425,16578.5,288260.0,7.095,7.0974,1.23,143.61,255.618,4.2092,6.4352,6.4745,,,12000.0,2336.64,2335.85,2099400.0,408796.0,1.0,20
688326.SH,2022-07-21,174.5,187.03,191.86,170.34,174.95,12.08,6.9048,12132.4,220713.0,5.1922,5.194,0.81,153.526,273.268,4.4999,6.8796,6.9215,,,12000.0,2336.64,2335.85,2244360.0,437023.0,1.0,20
688326.SH,2022-07-22,185.0,193.61,199.5,183.0,187.03,6.58,3.5182,8720.83,167604.0,3.7322,3.7335,0.54,158.928,282.882,4.6582,7.1216,7.165,,,12000.0,2336.64,2335.85,2323320.0,452398.0,1.0,20
688326.SH,2022-07-25,193.0,188.04,197.92,185.45,193.61,-5.57,-2.8769,6831.77,129778.0,2.9238,2.9247,0.46,154.355,274.743,4.5242,6.9167,6.9589,,,12000.0,2336.64,2335.85,2256480.0,439383.0,1.0,20
688326.SH,2022-07-26,186.43,186.13,191.48,180.02,188.04,-1.91,-1.0157,10019.4,186012.0,4.2879,4.2894,0.75,152.788,271.953,4.4782,6.8464,6.8882,,,12000.0,2336.64,2335.85,2233560.0,434920.0,1.0,20
688326.SH,2022-07-27,187.79,186.81,190.99,181.11,186.13,0.68,0.3653,7782.99,145295.0,3.3308,3.332,0.72,153.346,272.946,4.4946,6.8715,6.9134,,,12000.0,2336.64,2335.85,2241720.0,436509.0,1.0,20
688326.SH,2022-07-28,186.96,186.53,191.83,183.03,186.81,-0.28,-0.1499,6808.9,126905.0,2.914,2.915,0.75,153.116,272.537,4.4878,6.8612,6.903,,,12000.0,2336.64,2335.85,2238360.0,435854.0,1.0,20
688326.SH,2022-07-29,186.6,208.6,210.33,176.66,186.53,22.07,11.8319,17760.8,342974.0,7.601,7.6036,2.21,171.232,304.783,5.0188,7.673,7.7198,,,12000.0,2336.64,2335.85,2503200.0,487424.0,1.0,20
688326.SH,2022-08-01,202.44,219.79,221.18,200.0,208.6,11.19,5.3643,12179.0,261031.0,5.2122,5.214,1.24,180.418,321.133,5.2881,8.0846,8.1339,,,12000.0,2336.64,2335.85,2637480.0,513571.0,1.0,20
688326.SH,2022-08-02,214.0,236.0,239.88,210.6,219.79,16.21,7.3752,12437.5,285483.0,5.3228,5.3246,1.14,193.724,344.817,5.6781,8.6808,8.7338,,,12000.0,2336.64,2335.85,2832000.0,551448.0,1.0,20
688326.SH,2022-08-03,236.7,218.0,251.0,215.27,236.0,-18.0,-7.6271,18037.2,415027.0,7.7193,7.7219,1.58,178.949,318.518,5.245,8.0187,8.0676,,,12000.0,2336.64,2335.85,2616000.0,509389.0,1.0,20
688326.SH,2022-08-04,219.7,219.3,228.8,212.0,218.0,1.3,0.5963,12264.7,269123.0,5.2488,5.2506,0.91,180.016,320.417,5.2763,8.0665,8.1157,,,12000.0,2336.64,2335.85,2631600.0,512426.0,1.0,20
688326.SH,2022-08-05,219.58,199.99,220.49,198.1,219.3,-19.31,-8.8053,22984.8,472108.0,9.8367,9.84,1.58,164.165,292.203,4.8117,7.3563,7.4011,,,12000.0,2336.64,2335.85,2399880.0,467306.0,1.0,20
688326.SH,2022-08-08,200.01,211.6,214.6,198.0,199.99,11.61,5.8053,13622.5,283411.0,5.83,5.8319,0.87,173.695,309.167,5.091,7.7833,7.8308,,,12000.0,2336.64,2335.85,2539200.0,494434.0,1.0,20
688326.SH,2022-08-09,209.07,217.94,224.0,208.8,211.6,6.34,2.9962,13489.3,295303.0,5.7729,5.7749,0.85,178.899,318.43,5.2436,8.0165,8.0654,,,12000.0,2336.64,2335.85,2615280.0,509248.0,1.0,20
688326.SH,2022-08-10,221.94,222.0,226.16,211.52,217.94,4.06,1.8629,12710.8,276384.0,5.4398,5.4416,0.79,182.232,324.362,5.3412,8.1659,8.2157,,,12000.0,2336.64,2335.85,2664000.0,518735.0,1.0,20
688326.SH,2022-08-11,217.2,208.89,221.0,202.07,222.0,-13.11,-5.9054,17482.8,364456.0,7.482,7.4846,1.16,171.47,305.207,5.0258,7.6836,7.7305,,,12000.0,2336.64,2335.85,2506680.0,488102.0,1.0,20
688326.SH,2022-08-12,207.75,206.37,213.89,204.0,208.89,-2.52,-1.2064,8680.02,180959.0,3.7147,3.716,0.54,169.402,301.525,4.9652,7.5909,7.6372,,,12000.0,2336.64,2335.85,2476440.0,482213.0,1.0,20
688326.SH,2022-08-15,205.11,208.0,210.84,199.0,206.37,1.63,0.7898,8743.08,179440.0,3.7417,3.743,0.66,170.74,303.907,5.0044,7.6509,7.6976,,,12000.0,2336.64,2335.85,2496000.0,486022.0,1.0,20
688326.SH,2022-08-16,209.88,206.91,218.3,204.0,208.0,-1.09,-0.524,7443.12,156872.0,3.1854,3.1865,0.61,169.845,302.314,4.9782,7.6108,7.6572,,,12000.0,2336.64,2335.85,2482920.0,483475.0,1.0,20
688326.SH,2022-08-17,205.96,184.2,207.01,180.0,206.91,-22.71,-10.9758,33238.7,631325.0,14.225,14.2298,3.02,151.203,269.133,4.4318,6.7755,6.8168,,,12000.0,2336.64,2335.85,2210400.0,430410.0,1.0,20
688326.SH,2022-08-18,179.12,188.0,193.37,179.12,184.2,3.8,2.063,14234.8,268771.0,6.092,6.094,0.94,154.322,274.685,4.5232,6.9152,6.9574,,,12000.0,2336.64,2335.85,2256000.0,439289.0,1.0,20
688326.SH,2022-08-19,188.36,183.44,190.5,179.5,188.0,-4.56,-2.4255,11723.7,215707.0,5.0173,5.019,0.81,150.579,268.022,4.4135,6.7475,6.7887,,,12000.0,2336.64,2335.85,2201280.0,428634.0,1.0,20
688326.SH,2022-08-22,182.0,188.18,192.92,177.0,183.44,4.74,2.584,14072.3,260492.0,6.0225,6.0245,0.93,154.47,274.948,4.5275,6.9219,6.9641,,,12000.0,2336.64,2335.85,2258160.0,439710.0,1.0,20
688326.SH,2022-08-23,188.3,191.6,198.9,186.05,188.18,3.42,1.8174,9053.98,174284.0,3.8748,3.8761,0.56,157.278,279.945,4.6098,7.0477,7.0906,,,12000.0,2336.64,2335.85,2299200.0,447701.0,1.0,20
688326.SH,2022-08-24,190.0,181.73,193.78,178.05,191.6,-9.87,-5.1514,12889.0,235848.0,5.516,5.5179,0.78,149.176,265.524,4.3724,6.6846,6.7254,,,12000.0,2336.64,2335.85,2180760.0,424638.0,1.0,20
688326.SH,2022-08-25,181.73,181.76,185.84,178.0,181.73,0.03,0.0165,5824.52,105684.0,2.4927,2.4935,0.47,149.2,265.568,4.3731,6.6857,6.7265,,,12000.0,2336.64,2335.85,2181120.0,424709.0,1.0,20
688326.SH,2022-08-26,181.77,178.0,184.47,176.05,181.76,-3.76,-2.0687,7671.62,137729.0,3.2832,3.2843,0.72,146.114,260.074,4.2826,6.5474,6.5873,,,12000.0,2336.64,2335.85,2136000.0,415923.0,1.0,20
688326.SH,2022-08-29,190.0,213.6,213.6,190.0,178.0,35.6,20.0,11220.1,234079.0,4.8018,4.8034,1.13,175.337,117.042,4.9881,7.8569,7.2101,,,12000.0,2336.64,2335.85,2563200.0,499107.0,1.0,20
688326.SH,2022-08-30,210.94,217.78,228.54,210.4,213.6,4.18,1.9569,15638.4,341250.0,6.6927,6.695,1.68,178.768,119.333,5.0857,8.0106,7.3512,,,12000.0,2336.64,2335.85,2613360.0,508874.0,1.0,20
688326.SH,2022-08-31,217.7,196.61,218.99,196.61,217.78,-21.17,-9.7208,11400.6,234701.0,4.879,4.8807,1.07,161.39,107.733,4.5913,7.2319,6.6366,,,12000.0,2336.64,2335.85,2359320.0,459408.0,1.0,20
688326.SH,2022-09-01,197.34,199.8,203.36,188.28,196.61,3.19,1.6225,10078.6,199245.0,4.3133,4.3148,0.97,164.009,109.481,4.6658,7.3493,6.7443,,,12000.0,2336.64,2335.85,2397600.0,466862.0,1.0,20
688326.SH,2022-09-02,197.62,218.3,230.02,196.03,199.8,18.5,9.2593,16407.8,355338.0,7.022,7.0243,1.46,179.195,119.618,5.0978,8.0298,7.3688,,,12000.0,2336.64,2335.85,2619600.0,510090.0,1.0,20
688326.SH,2022-09-05,217.15,219.5,230.0,212.99,218.3,1.2,0.5497,10508.5,231973.0,4.4973,4.4988,0.81,180.18,120.275,5.1258,8.0739,7.4093,,,12000.0,2336.64,2335.85,2634000.0,512894.0,1.0,20
688326.SH,2022-09-06,215.03,216.0,229.0,212.36,219.5,-3.5,-1.5945,10356.1,228084.0,4.4321,4.4336,0.81,177.307,118.357,5.0441,7.9452,7.2911,,,12000.0,2336.64,2335.85,2592000.0,504715.0,1.0,20
688326.SH,2022-09-07,216.01,225.55,232.0,213.01,216.0,9.55,4.4213,8664.65,195102.0,3.7082,3.7094,0.74,185.146,123.59,5.2671,8.2964,7.6135,,,12000.0,2336.64,2335.85,2706600.0,527030.0,1.0,20
688326.SH,2022-09-08,225.54,224.18,231.5,222.1,225.55,-1.37,-0.6074,5313.24,119822.0,2.2739,2.2746,0.47,184.021,122.84,5.2351,8.246,7.5672,,,12000.0,2336.64,2335.85,2690160.0,523829.0,1.0,20
688326.SH,2022-09-09,223.98,220.4,223.98,217.0,224.18,-3.78,-1.6861,3613.35,79458.7,1.5464,1.5469,0.35,180.919,120.768,5.1468,8.107,7.4397,,,12000.0,2336.64,2335.85,2644800.0,514996.0,1.0,20
688326.SH,2022-09-13,220.98,216.73,223.77,212.53,220.4,-3.67,-1.6652,3767.18,81777.1,1.6122,1.6128,0.49,177.906,118.757,5.0611,7.972,7.3158,,,12000.0,2336.64,2335.85,2600760.0,506421.0,1.0,20
688326.SH,2022-09-14,213.0,211.31,220.0,206.21,216.73,-5.42,-2.5008,8058.11,169826.0,3.4486,3.4498,1.27,173.457,115.787,4.9346,7.7726,7.1328,,,12000.0,2336.64,2335.85,2535720.0,493756.0,1.0,20
688326.SH,2022-09-15,211.0,194.61,211.0,190.06,211.31,-16.7,-7.9031,14150.7,277657.0,6.056,6.0581,2.41,159.749,106.637,4.5446,7.1584,6.5691,,,12000.0,2336.64,2335.85,2335320.0,454734.0,1.0,20
688326.SH,2022-09-16,196.42,195.65,199.2,193.61,194.61,1.04,0.5344,5453.5,107412.0,2.3339,2.3347,0.78,160.602,107.207,4.5689,7.1966,6.6042,,,12000.0,2336.64,2335.85,2347800.0,457165.0,1.0,20
688326.SH,2022-09-19,195.65,193.5,199.75,189.0,195.65,-2.15,-1.0989,5869.76,113927.0,2.512,2.5129,0.84,158.837,106.029,4.5187,7.1175,6.5316,,,12000.0,2336.64,2335.85,2322000.0,452141.0,1.0,20
688326.SH,2022-09-20,194.09,202.59,208.01,191.88,193.5,9.09,4.6977,5963.0,120884.0,2.5519,2.5528,0.8,166.299,111.009,4.7309,7.4519,6.8385,,,12000.0,2336.64,2335.85,2431080.0,473381.0,1.0,20
688326.SH,2022-09-21,205.32,195.49,205.32,194.06,202.59,-7.1,-3.5046,7291.72,144302.0,3.1206,3.1217,0.92,160.471,107.119,4.5651,7.1907,6.5988,,,12000.0,2336.64,2335.85,2345880.0,456791.0,1.0,20
688326.SH,2022-09-22,192.99,203.62,204.0,190.01,195.49,8.13,4.1588,6069.92,121701.0,2.5977,2.5986,0.78,167.145,111.574,4.755,7.4898,6.8732,,,12000.0,2336.64,2335.85,2443440.0,475788.0,1.0,20
688326.SH,2022-09-23,201.03,195.23,204.84,191.0,203.62,-8.39,-4.1204,5952.47,116438.0,2.5474,2.5483,0.97,160.257,106.976,4.5591,7.1812,6.59,,,12000.0,2336.64,2335.85,2342760.0,456183.0,1.0,20
688326.SH,2022-09-26,194.94,197.52,201.7,192.89,195.23,2.29,1.173,4028.77,79834.9,1.7242,1.7248,0.65,162.137,108.231,4.6125,7.2654,6.6673,,,12000.0,2336.64,2335.85,2370240.0,461534.0,1.0,20
