Instrument,Date,Close,Open,High,Low,Pre_Close,Change,Pct_Chg,Volume,AMount
000906.SH,2008-01-24,4988.54,4967.81,5037.01,4881.29,4913.08,75.458,1.5359,99386000.0,176639000.0
000906.SH,2008-01-25,5031.21,4985.23,5074.38,4940.12,4988.54,42.674,0.8554,86046500.0,156159000.0
000906.SH,2008-01-28,4686.91,4995.92,4995.92,4665.29,5031.21,-344.308,-6.8434,75959800.0,128403000.0
000906.SH,2008-01-29,4731.1,4698.97,4806.31,4654.93,4686.91,44.189,0.9428,52806700.0,90726200.0
000906.SH,2008-01-30,4692.88,4782.09,4828.72,4585.26,4731.1,-38.212,-0.8077,59003500.0,107752000.0
000906.SH,2008-01-31,4583.53,4677.03,4714.28,4578.43,4692.88,-109.351,-2.3301,49420500.0,90049400.0
000906.SH,2008-02-01,4501.31,4583.88,4614.42,4347.47,4583.53,-82.22,-1.7938,57639200.0,97124000.0
000906.SH,2008-02-04,4872.52,4621.42,4873.2,4621.42,4501.31,371.209,8.2467,62258200.0,115669000.0
000906.SH,2008-02-05,4854.67,4866.52,4919.61,4802.62,4872.52,-17.848,-0.3663,53570300.0,100671000.0
000906.SH,2008-02-13,4767.39,4797.18,4834.24,4732.39,4854.67,-87.285,-1.798,37062700.0,65401900.0
000906.SH,2008-02-14,4837.98,4806.82,4866.94,4794.98,4767.39,70.591,1.4807,35951300.0,62835800.0
000906.SH,2008-02-15,4780.94,4805.88,4805.88,4707.72,4837.98,-57.043,-1.1791,43425400.0,74576700.0
000906.SH,2008-02-18,4890.52,4843.33,4922.92,4818.99,4780.94,109.583,2.2921,59512800.0,105280000.0
000906.SH,2008-02-19,4994.95,4905.26,4994.95,4867.52,4890.52,104.43,2.1354,65000300.0,118488000.0
000906.SH,2008-02-20,4898.79,5008.35,5035.08,4891.28,4994.95,-96.163,-1.9252,71034900.0,132204000.0
000906.SH,2008-02-21,4887.4,4870.83,4931.37,4797.29,4898.79,-11.384,-0.2324,64958200.0,113647000.0
000906.SH,2008-02-22,4726.05,4865.03,4865.03,4665.98,4887.4,-161.354,-3.3014,69117800.0,122107000.0
000906.SH,2008-02-25,4550.38,4729.69,4749.97,4540.6,4726.05,-175.672,-3.7171,60387600.0,103765000.0
000906.SH,2008-02-26,4546.91,4664.25,4698.37,4423.35,4550.38,-3.469,-0.0762,58564000.0,103801000.0
000906.SH,2008-02-27,4666.5,4570.68,4681.99,4532.57,4546.91,119.59,2.6301,53367300.0,93928200.0
000906.SH,2008-02-28,4655.41,4677.28,4704.61,4613.52,4666.5,-11.084,-0.2375,49515800.0,84549900.0
000906.SH,2008-02-29,4710.78,4649.83,4714.15,4633.84,4655.41,55.371,1.1894,48745500.0,82959400.0
000906.SH,2008-03-03,4837.49,4688.07,4846.73,4653.13,4710.78,126.707,2.6897,76681000.0,134535000.0
000906.SH,2008-03-04,4737.37,4859.06,4883.68,4723.6,4837.49,-100.121,-2.0697,88297900.0,149925000.0
000906.SH,2008-03-05,4709.24,4716.91,4757.35,4593.64,4737.37,-28.134,-0.5939,77997300.0,127634000.0
000906.SH,2008-03-06,4754.87,4725.24,4812.88,4684.12,4709.24,45.631,0.969,89160300.0,147100000.0
000906.SH,2008-03-07,4682.51,4715.08,4755.85,4661.97,4754.87,-72.358,-1.5218,58644700.0,101947000.0
000906.SH,2008-03-10,4499.17,4649.48,4649.54,4472.54,4682.51,-183.334,-3.9153,55638200.0,93921800.0
000906.SH,2008-03-11,4521.21,4460.41,4521.21,4386.06,4499.17,22.032,0.4897,46716100.0,81111900.0
000906.SH,2008-03-12,4390.25,4610.97,4630.97,4389.36,4521.21,-130.954,-2.8964,49685000.0,87441800.0
000906.SH,2008-03-13,4263.02,4345.49,4371.69,4181.54,4390.25,-127.236,-2.8981,60376100.0,100364000.0
000906.SH,2008-03-14,4225.52,4242.97,4279.73,4161.44,4263.02,-37.497,-0.8796,40007200.0,67829200.0
000906.SH,2008-03-17,3998.72,4206.41,4206.41,3992.94,4225.52,-226.797,-5.3673,49293800.0,79636900.0
000906.SH,2008-03-18,3774.53,3953.33,4028.47,3712.54,3998.72,-224.196,-5.6067,58854700.0,87037000.0
000906.SH,2008-03-19,3912.31,3848.53,3977.03,3785.09,3774.53,137.785,3.6504,63415800.0,99951800.0
000906.SH,2008-03-20,4036.77,3855.45,4079.92,3686.67,3912.31,124.454,3.1811,74641300.0,118155000.0
000906.SH,2008-03-21,4077.19,4033.85,4121.33,3996.68,4036.77,40.424,1.0014,68332500.0,109109000.0
000906.SH,2008-03-24,3917.61,4126.12,4144.35,3917.61,4077.19,-159.582,-3.914,61600000.0,98798600.0
000906.SH,2008-03-25,3966.69,3840.88,3995.45,3805.86,3917.61,49.079,1.2528,54632400.0,87060600.0
000906.SH,2008-03-26,3970.03,3986.55,4057.66,3942.19,3966.69,3.343,0.0843,47496400.0,77163400.0
000906.SH,2008-03-27,3791.77,3906.64,3922.45,3788.63,3970.03,-178.256,-4.49,53748900.0,82141500.0
000906.SH,2008-03-28,3949.03,3753.64,3956.15,3687.25,3791.77,157.257,4.1473,65173000.0,101252000.0
000906.SH,2008-03-31,3807.59,3835.2,3919.68,3802.55,3949.03,-141.439,-3.5816,48493900.0,74232100.0
000906.SH,2008-04-01,3573.4,3792.3,3832.19,3560.72,3807.59,-234.194,-6.1507,58057000.0,84364400.0
000906.SH,2008-04-02,3502.33,3607.74,3668.85,3455.87,3573.4,-71.066,-1.9888,65842000.0,94771400.0
000906.SH,2008-04-03,3600.9,3472.66,3621.32,3409.8,3502.33,98.564,2.8142,51928300.0,74190400.0
000906.SH,2008-04-07,3802.4,3561.31,3809.42,3527.24,3600.9,201.503,5.5959,62339700.0,94779200.0
000906.SH,2008-04-08,3856.09,3809.47,3897.21,3779.18,3802.4,53.695,1.4121,69218000.0,106088000.0
000906.SH,2008-04-09,3652.9,3825.45,3883.22,3652.51,3856.09,-203.195,-5.2695,63317400.0,92821200.0
000906.SH,2008-04-10,3727.81,3604.9,3727.81,3573.89,3652.9,74.915,2.0508,49517700.0,70685200.0
000906.SH,2008-04-11,3763.0,3764.41,3802.72,3732.75,3727.81,35.183,0.9438,46236500.0,67839500.0
000906.SH,2008-04-14,3516.39,3679.45,3687.98,3505.63,3763.0,-246.607,-6.5535,54253900.0,77937000.0
000906.SH,2008-04-15,3577.8,3494.28,3578.15,3407.47,3516.39,61.413,1.7465,48794600.0,69704600.0
000906.SH,2008-04-16,3489.34,3569.02,3580.17,3476.65,3577.8,-88.46,-2.4725,43941300.0,62549000.0
000906.SH,2008-04-17,3379.92,3488.56,3552.85,3333.16,3489.34,-109.419,-3.1358,46755300.0,65770600.0
000906.SH,2008-04-18,3254.09,3350.59,3379.04,3239.18,3379.92,-125.837,-3.7231,44620500.0,59080800.0
000906.SH,2008-04-21,3245.13,3494.85,3494.85,3202.98,3254.09,-8.959,-0.2753,63200100.0,88258000.0
000906.SH,2008-04-22,3256.98,3188.17,3264.1,3085.21,3245.13,11.851,0.3652,51597800.0,66281500.0
000906.SH,2008-04-23,3409.83,3228.56,3424.34,3205.68,3256.98,152.847,4.6929,67050600.0,91489800.0
000906.SH,2008-04-24,3725.79,3691.97,3731.97,3611.27,3409.83,315.966,9.2663,143661000.0,202547000.0
000906.SH,2008-04-25,3755.09,3730.11,3867.33,3686.38,3725.79,29.295,0.7863,127607000.0,196579000.0
000906.SH,2008-04-28,3692.09,3694.18,3748.99,3668.55,3755.09,-63.0,-1.6777,79610000.0,121048000.0
000906.SH,2008-04-29,3735.56,3670.14,3756.43,3666.75,3692.09,43.469,1.1774,70426200.0,108850000.0
000906.SH,2008-04-30,3907.6,3751.16,3917.97,3751.16,3735.56,172.04,4.6055,107701000.0,166726000.0
000906.SH,2008-05-05,4012.0,3959.66,4017.7,3916.43,3907.6,104.402,2.6718,101706000.0,158411000.0
000906.SH,2008-05-06,3973.97,3979.82,4037.14,3923.87,4012.0,-38.03,-0.9479,98301000.0,155385000.0
000906.SH,2008-05-07,3789.48,3949.75,4003.25,3789.37,3973.97,-184.485,-4.6423,91928200.0,144187000.0
000906.SH,2008-05-08,3898.92,3743.19,3899.59,3731.78,3789.48,109.432,2.8878,75876200.0,115997000.0
000906.SH,2008-05-09,3863.43,3932.92,3945.9,3787.0,3898.92,-35.481,-0.91,91105200.0,142999000.0
000906.SH,2008-05-12,3901.45,3793.2,3945.86,3759.35,3863.43,38.017,0.984,83080200.0,129076000.0
000906.SH,2008-05-13,3862.33,3782.9,3922.02,3774.73,3901.45,-39.118,-1.0027,97319000.0,137478000.0
000906.SH,2008-05-14,3977.75,3855.54,3977.75,3855.54,3862.33,115.419,2.9883,94290600.0,139041000.0
000906.SH,2008-05-15,3948.28,4005.6,4039.93,3948.28,3977.75,-29.476,-0.741,90508000.0,130401000.0
000906.SH,2008-05-16,3926.21,3947.24,3980.89,3870.69,3948.28,-22.07,-0.559,70374600.0,104393000.0
000906.SH,2008-05-19,3908.73,3915.89,3932.42,3857.94,3926.21,-17.473,-0.445,52515500.0,77867300.0
000906.SH,2008-05-20,3696.1,3906.59,3939.86,3682.15,3908.73,-212.632,-5.4399,70989200.0,101678000.0
000906.SH,2008-05-21,3772.49,3650.82,3791.17,3574.35,3696.1,76.387,2.0667,77996800.0,107870000.0
000906.SH,2008-05-22,3709.01,3724.38,3783.45,3695.67,3772.49,-63.475,-1.6826,72158700.0,102882000.0
000906.SH,2008-05-23,3671.87,3695.43,3735.87,3618.26,3709.01,-37.145,-1.0015,62685900.0,84326000.0
000906.SH,2008-05-26,3560.33,3641.52,3641.52,3557.26,3671.87,-111.534,-3.0375,56503900.0,76281000.0
000906.SH,2008-05-27,3576.67,3549.74,3592.35,3531.85,3560.33,16.339,0.4589,44871400.0,61803900.0
000906.SH,2008-05-28,3676.5,3583.47,3697.05,3562.73,3576.67,99.832,2.7912,54558800.0,76991700.0
000906.SH,2008-05-29,3581.51,3667.07,3679.64,3579.99,3676.5,-94.992,-2.5838,53681000.0,73960600.0
000906.SH,2008-05-30,3606.5,3584.11,3617.57,3548.21,3581.51,24.983,0.6976,49936300.0,70503300.0
000906.SH,2008-06-02,3624.73,3596.17,3647.25,3577.23,3606.5,18.232,0.5055,49261400.0,64990800.0
000906.SH,2008-06-03,3611.98,3623.95,3638.85,3583.4,3624.73,-12.748,-0.3517,57336100.0,74185700.0
000906.SH,2008-06-04,3545.49,3599.82,3603.39,3512.64,3611.98,-66.489,-1.8408,49935700.0,64969700.0
000906.SH,2008-06-05,3508.51,3529.52,3541.3,3485.97,3545.49,-36.976,-1.0429,41214700.0,55327500.0
000906.SH,2008-06-06,3485.04,3514.91,3528.82,3465.57,3508.51,-23.472,-0.669,36050300.0,46887200.0
000906.SH,2008-06-10,3197.55,3341.91,3347.38,3180.77,3485.04,-287.489,-8.2492,51825800.0,64783600.0
000906.SH,2008-06-11,3127.73,3144.91,3169.34,3081.53,3197.55,-69.827,-2.1838,49536100.0,60107000.0
000906.SH,2008-06-12,3078.27,3111.16,3137.94,3015.4,3127.73,-49.452,-1.5811,51455600.0,62962000.0
000906.SH,2008-06-13,2963.7,3081.39,3103.48,2960.54,3078.27,-114.571,-3.7219,42906700.0,50014500.0
000906.SH,2008-06-16,2928.39,2964.49,2992.37,2877.26,2963.7,-35.311,-1.1914,42594600.0,48083300.0
000906.SH,2008-06-17,2803.33,2926.16,2954.23,2783.3,2928.39,-125.058,-4.2705,44976700.0,48121700.0
000906.SH,2008-06-18,2953.03,2780.89,2969.19,2716.25,2803.33,149.696,5.3399,68916900.0,75565800.0
000906.SH,2008-06-19,2730.36,2929.22,2929.22,2726.24,2953.03,-222.673,-7.5405,60300600.0,66291500.0
000906.SH,2008-06-20,2802.93,2751.14,2900.08,2645.02,2730.36,72.574,2.658,79261700.0,88403600.0
000906.SH,2008-06-23,2746.69,2755.09,2802.57,2727.53,2802.93,-56.242,-2.0065,43308200.0,46621700.0
000906.SH,2008-06-24,2813.83,2733.67,2827.24,2729.71,2746.69,67.139,2.4444,52037300.0,56281200.0
000906.SH,2008-06-25,2939.44,2808.16,2941.89,2798.77,2813.83,125.608,4.464,70875000.0,76194700.0
000906.SH,2008-06-26,2956.09,2935.24,2986.33,2898.61,2939.44,16.651,0.5665,73025000.0,80127500.0
000906.SH,2008-06-27,2782.99,2860.89,2875.06,2754.21,2956.09,-173.094,-5.8555,66953000.0,71869700.0
000906.SH,2008-06-30,2768.77,2750.75,2806.82,2718.32,2782.99,-14.221,-0.511,41657200.0,46458300.0
000906.SH,2008-07-01,2685.27,2775.76,2785.88,2676.4,2768.77,-83.501,-3.0158,45869900.0,51108700.0
000906.SH,2008-07-02,2695.58,2689.39,2739.6,2665.4,2685.27,10.307,0.3838,45172200.0,51485800.0
000906.SH,2008-07-03,2769.98,2653.09,2812.45,2616.98,2695.58,74.405,2.7603,76411700.0,87600600.0
000906.SH,2008-07-04,2755.11,2760.62,2795.97,2729.19,2769.98,-14.875,-0.537,64784800.0,74051100.0
000906.SH,2008-07-07,2897.23,2761.18,2901.89,2761.18,2755.11,142.119,5.1584,87224600.0,96732600.0
000906.SH,2008-07-08,2921.86,2912.56,2948.05,2854.27,2897.23,24.628,0.8501,90824200.0,103268000.0
000906.SH,2008-07-09,3028.07,2942.95,3028.07,2942.95,2921.86,106.217,3.6353,111455000.0,124999000.0
000906.SH,2008-07-10,2980.56,2985.29,3068.38,2963.31,3028.07,-47.51,-1.569,103697000.0,118676000.0
000906.SH,2008-07-11,2960.63,2968.2,2994.81,2917.61,2980.56,-19.935,-0.6688,74441800.0,83960100.0
000906.SH,2008-07-14,2991.53,2935.66,3006.22,2925.42,2960.63,30.898,1.0436,60615800.0,69584200.0
000906.SH,2008-07-15,2876.09,3002.4,3014.21,2869.0,2991.53,-115.44,-3.8589,79938000.0,88763300.0
000906.SH,2008-07-16,2759.57,2842.27,2848.88,2714.6,2876.09,-116.52,-4.0513,67013100.0,70798000.0
000906.SH,2008-07-17,2731.78,2803.42,2829.53,2718.85,2759.57,-27.789,-1.007,56616200.0,60442700.0
000906.SH,2008-07-18,2828.22,2757.7,2832.17,2697.11,2731.78,96.441,3.5303,63885800.0,69141500.0
000906.SH,2008-07-21,2928.55,2807.69,2934.12,2794.81,2828.22,100.334,3.5476,73783400.0,81522100.0
000906.SH,2008-07-22,2925.71,2923.85,2952.98,2910.48,2928.55,-2.846,-0.0972,68028100.0,74718000.0
000906.SH,2008-07-23,2903.3,2942.39,2961.03,2898.86,2925.71,-22.406,-0.7658,67216300.0,73280400.0
000906.SH,2008-07-24,2993.18,2923.4,2996.12,2921.33,2903.3,89.878,3.0957,79391800.0,88661000.0
000906.SH,2008-07-25,2957.34,2956.56,2986.35,2934.96,2993.18,-35.842,-1.1975,66969400.0,73158800.0
000906.SH,2008-07-28,2983.23,2976.69,3012.18,2968.03,2957.34,25.893,0.8756,67051000.0,73433000.0
000906.SH,2008-07-29,2926.4,2944.73,2944.73,2902.31,2983.23,-56.827,-1.9049,63065200.0,67053600.0
000906.SH,2008-07-30,2906.18,2960.42,2971.49,2886.38,2926.4,-20.224,-0.6911,52131300.0,54792300.0
000906.SH,2008-07-31,2820.42,2915.37,2920.43,2819.78,2906.18,-85.755,-2.9508,48820700.0,49881300.0
000906.SH,2008-08-01,2857.88,2802.1,2883.62,2764.05,2820.42,37.457,1.3281,54715500.0,58252800.0
000906.SH,2008-08-04,2789.69,2835.11,2852.18,2784.57,2857.88,-68.186,-2.3859,40610200.0,43614700.0
000906.SH,2008-08-05,2715.79,2795.32,2808.04,2708.16,2789.69,-73.908,-2.6493,48975600.0,51612300.0
000906.SH,2008-08-06,2731.76,2735.16,2760.81,2690.03,2715.79,15.97,0.588,45460000.0,48158300.0
000906.SH,2008-08-07,2734.73,2727.7,2757.46,2695.05,2731.76,2.974,0.1089,41158900.0,42426300.0
000906.SH,2008-08-08,2590.26,2734.13,2734.13,2582.79,2734.73,-144.47,-5.2828,52204300.0,51969400.0
000906.SH,2008-08-11,2443.04,2578.47,2578.5,2429.82,2590.26,-147.221,-5.6836,51935900.0,47195200.0
000906.SH,2008-08-12,2425.95,2414.73,2456.23,2394.69,2443.04,-17.09,-0.6995,40475700.0,36356700.0
000906.SH,2008-08-13,2426.13,2409.07,2447.76,2346.18,2425.95,0.182,0.0075,45347300.0,40988200.0
000906.SH,2008-08-14,2427.52,2411.82,2445.93,2393.94,2426.13,1.394,0.0575,34677800.0,32620500.0
000906.SH,2008-08-15,2428.74,2423.94,2460.87,2396.03,2427.52,1.212,0.0499,33992800.0,31846400.0
000906.SH,2008-08-18,2285.69,2432.8,2434.61,2285.18,2428.74,-143.049,-5.8899,38959400.0,33433700.0
000906.SH,2008-08-19,2320.95,2256.92,2327.45,2244.32,2285.69,35.261,1.5427,33397400.0,28274500.0
000906.SH,2008-08-20,2505.47,2306.19,2505.67,2284.74,2320.95,184.519,7.9502,71374200.0,63142500.0
000906.SH,2008-08-21,2417.25,2467.73,2510.49,2411.09,2505.47,-88.219,-3.5211,62847300.0,58340200.0
000906.SH,2008-08-22,2376.66,2395.66,2409.35,2332.07,2417.25,-40.593,-1.6793,44173600.0,39093200.0
000906.SH,2008-08-25,2371.49,2378.43,2410.49,2345.39,2376.66,-5.163,-0.2172,32676400.0,29058700.0
000906.SH,2008-08-26,2291.01,2342.53,2355.92,2264.12,2371.49,-80.485,-3.3939,41434700.0,34330900.0
000906.SH,2008-08-27,2284.65,2280.92,2325.59,2246.83,2291.01,-6.358,-0.2775,39996800.0,34571600.0
000906.SH,2008-08-28,2292.77,2283.58,2317.9,2273.55,2284.65,8.118,0.3553,33663900.0,30819800.0
000906.SH,2008-08-29,2350.94,2302.94,2377.17,2297.59,2292.77,58.17,2.5371,48295800.0,42187200.0
000906.SH,2008-09-01,2271.99,2332.58,2332.58,2258.72,2350.94,-78.952,-3.3583,36608200.0,31631300.0
000906.SH,2008-09-02,2256.45,2256.32,2280.15,2231.71,2271.99,-15.536,-0.6838,33890000.0,28218000.0
000906.SH,2008-09-03,2222.04,2250.45,2267.54,2193.54,2256.45,-34.413,-1.5251,42616000.0,35901500.0
000906.SH,2008-09-04,2229.64,2215.43,2249.61,2195.22,2222.04,7.604,0.3422,34585300.0,28339100.0
000906.SH,2008-09-05,2154.86,2171.5,2196.94,2150.08,2229.64,-74.782,-3.354,39116500.0,30712100.0
000906.SH,2008-09-08,2088.0,2159.49,2169.23,2080.53,2154.86,-66.861,-3.1028,38081200.0,29876500.0
000906.SH,2008-09-09,2101.52,2095.75,2113.42,2072.63,2088.0,13.523,0.6477,30379600.0,23471900.0
000906.SH,2008-09-10,2107.78,2087.61,2144.52,2063.67,2101.52,6.261,0.2979,37399600.0,30074300.0
000906.SH,2008-09-11,2044.01,2100.76,2110.06,2039.57,2107.78,-63.775,-3.0257,35352100.0,28935800.0
000906.SH,2008-09-12,2049.41,2042.79,2074.87,2039.09,2044.01,5.399,0.2641,29693700.0,24193600.0
000906.SH,2008-09-16,1979.45,2027.26,2027.26,1968.74,2049.41,-69.959,-3.4136,48504300.0,37633000.0
000906.SH,2008-09-17,1915.54,1963.22,1985.91,1909.49,1979.45,-63.912,-3.2288,47045400.0,35309700.0
000906.SH,2008-09-18,1877.95,1866.2,1917.7,1785.47,1915.54,-37.587,-1.9622,68968100.0,48422200.0
000906.SH,2008-09-19,2055.42,2046.77,2055.42,2027.23,1877.95,177.475,9.4505,59609200.0,46567800.0
000906.SH,2008-09-22,2180.8,2203.37,2239.59,2102.82,2055.42,125.376,6.0998,148238000.0,128515000.0
000906.SH,2008-09-23,2086.07,2113.76,2141.35,2083.14,2180.8,-94.729,-4.3438,105812000.0,86934800.0
000906.SH,2008-09-24,2107.56,2038.71,2107.8,2019.47,2086.07,21.491,1.0302,67094600.0,54115400.0
000906.SH,2008-09-25,2184.29,2111.98,2213.17,2107.88,2107.56,76.728,3.6406,109075000.0,94275200.0
000906.SH,2008-09-26,2199.72,2194.2,2214.54,2150.78,2184.29,15.431,0.7065,86234300.0,76466800.0
000906.SH,2008-10-06,2092.58,2161.66,2161.66,2092.29,2199.72,-107.14,-4.8706,66557800.0,55599600.0
000906.SH,2008-10-07,2070.32,2013.66,2101.6,1994.26,2092.58,-22.263,-1.0639,61771400.0,53595100.0
000906.SH,2008-10-08,1997.41,2014.54,2044.38,1975.85,2070.32,-72.912,-3.5218,53510400.0,45116300.0
000906.SH,2008-10-09,1970.46,2034.2,2038.68,1969.09,1997.41,-26.949,-1.3492,49331600.0,41407600.0
000906.SH,2008-10-10,1874.06,1891.92,1905.83,1854.91,1970.46,-96.391,-4.8918,58299100.0,43394200.0
000906.SH,2008-10-13,1943.11,1855.88,1943.11,1805.43,1874.06,69.047,3.6843,60785700.0,47132400.0
000906.SH,2008-10-14,1891.58,2009.37,2015.73,1891.58,1943.11,-51.532,-2.652,75976300.0,61387800.0
000906.SH,2008-10-15,1873.69,1869.98,1889.9,1851.02,1891.58,-17.889,-0.9457,45896400.0,34241500.0
000906.SH,2008-10-16,1779.38,1796.69,1825.86,1777.68,1873.69,-94.308,-5.0333,58181500.0,41611100.0
000906.SH,2008-10-17,1793.54,1795.42,1809.48,1765.94,1779.38,14.156,0.7956,42526300.0,30265700.0
000906.SH,2008-10-20,1855.71,1789.55,1857.98,1765.08,1793.54,62.175,3.4666,50016100.0,37253000.0
000906.SH,2008-10-21,1842.85,1860.7,1888.09,1841.85,1855.71,-12.861,-0.693,58973000.0,44312200.0
000906.SH,2008-10-22,1798.13,1818.29,1849.46,1797.26,1842.85,-44.721,-2.4267,49650600.0,35058000.0
000906.SH,2008-10-23,1802.88,1761.11,1804.02,1747.12,1798.13,4.743,0.2638,51225300.0,36963500.0
000906.SH,2008-10-24,1755.84,1799.9,1809.81,1742.63,1802.88,-47.032,-2.6087,48921600.0,35382800.0
000906.SH,2008-10-27,1628.24,1722.39,1722.39,1626.32,1755.84,-127.599,-7.2671,56007400.0,37347500.0
000906.SH,2008-10-28,1676.08,1589.86,1686.11,1582.76,1628.24,47.838,2.938,66950600.0,46138700.0
000906.SH,2008-10-29,1625.4,1693.84,1698.95,1625.04,1676.08,-50.678,-3.0236,57533900.0,40123900.0
000906.SH,2008-10-30,1659.15,1636.39,1684.3,1614.04,1625.4,33.749,2.0763,57877300.0,40026500.0
000906.SH,2008-10-31,1626.67,1651.67,1660.12,1618.29,1659.15,-32.488,-1.9581,42068600.0,27612000.0
000906.SH,2008-11-03,1614.19,1613.12,1643.39,1607.08,1626.67,-12.471,-0.7667,37736000.0,25256500.0
000906.SH,2008-11-04,1588.56,1607.19,1609.21,1566.98,1614.19,-25.633,-1.588,40312300.0,25543100.0
000906.SH,2008-11-05,1648.8,1600.47,1669.0,1600.47,1588.56,60.24,3.7921,63047100.0,40895900.0
000906.SH,2008-11-06,1610.58,1607.95,1620.83,1597.16,1648.8,-38.22,-2.318,47559700.0,29019700.0
000906.SH,2008-11-07,1637.66,1581.36,1648.72,1574.82,1610.58,27.08,1.6814,49360800.0,31425800.0
000906.SH,2008-11-10,1758.5,1671.12,1759.85,1671.12,1637.66,120.838,7.3787,95840900.0,62038500.0
000906.SH,2008-11-11,1739.79,1752.47,1781.68,1735.18,1758.5,-18.712,-1.0641,100925000.0,65647700.0
000906.SH,2008-11-12,1764.28,1718.77,1765.15,1714.45,1739.79,24.494,1.4079,70913900.0,46862300.0
000906.SH,2008-11-13,1837.45,1741.08,1854.85,1734.48,1764.28,73.168,4.1472,130742000.0,88346800.0
000906.SH,2008-11-14,1909.05,1856.19,1909.05,1837.75,1837.45,71.601,3.8968,146219000.0,101376000.0
000906.SH,2008-11-17,1961.91,1901.38,1961.91,1887.31,1909.05,52.861,2.769,144373000.0,100691000.0
000906.SH,2008-11-18,1816.9,1949.8,1970.36,1808.66,1961.91,-145.016,-7.3916,161254000.0,109639000.0
000906.SH,2008-11-19,1932.1,1807.81,1938.09,1802.27,1816.9,115.201,6.3405,135554000.0,92954800.0
000906.SH,2008-11-20,1916.65,1897.82,1960.06,1881.69,1932.1,-15.451,-0.7997,143010000.0,98156600.0
000906.SH,2008-11-21,1901.84,1857.57,1950.3,1816.92,1916.65,-14.806,-0.7725,138133000.0,94556400.0
000906.SH,2008-11-24,1820.46,1896.43,1907.75,1818.53,1901.84,-81.382,-4.2791,87763600.0,59722800.0
000906.SH,2008-11-25,1814.84,1851.39,1865.2,1779.71,1820.46,-5.614,-0.3084,70934000.0,49275600.0
000906.SH,2008-11-26,1823.54,1812.66,1845.58,1795.36,1814.84,8.692,0.4789,69528700.0,46996700.0
000906.SH,2008-11-27,1850.2,1942.55,1948.87,1849.81,1823.54,26.664,1.4622,135548000.0,96702800.0
000906.SH,2008-11-28,1814.2,1831.66,1846.81,1798.82,1850.2,-36.003,-1.9459,82332100.0,56339500.0
000906.SH,2008-12-01,1856.99,1808.33,1856.99,1786.5,1814.2,42.798,2.3591,85563300.0,57476400.0
000906.SH,2008-12-02,1868.14,1815.06,1888.9,1808.02,1856.99,11.146,0.6002,111567000.0,75125500.0
000906.SH,2008-12-03,1951.06,1883.77,1951.06,1883.77,1868.14,82.919,4.4386,144448000.0,100208000.0
000906.SH,2008-12-04,1974.46,1977.54,2038.73,1970.52,1951.06,23.398,1.1992,193468000.0,140620000.0
000906.SH,2008-12-05,2010.61,1961.38,2010.91,1956.99,1974.46,36.152,1.831,125733000.0,89314100.0
000906.SH,2008-12-08,2093.69,2038.19,2093.97,2031.51,2010.61,83.077,4.1319,177418000.0,130303000.0
000906.SH,2008-12-09,2039.68,2101.96,2103.47,2035.37,2093.69,-54.011,-2.5797,153355000.0,114218000.0
000906.SH,2008-12-10,2095.81,2027.62,2096.17,2014.58,2039.68,56.133,2.7521,136138000.0,102243000.0
