Instrument,Date,Close,Open,High,Low,Change,Pct_Chg,Volume,AMount,Turnover_rate
000903.SH,2008-01-30,4749.38,4875.32,4914.36,4641.38,-67.44,-1.4,188203.0,4285750.0,1.07
000903.SH,2008-01-31,4684.16,4733.38,4785.38,4675.84,-65.22,-1.37,184539.0,4019170.0,1.05
000903.SH,2008-02-01,4681.33,4688.31,4749.24,4510.12,-2.83,-0.06,205970.0,4228340.0,1.17
000903.SH,2008-02-04,5074.42,4811.53,5076.29,4811.53,393.09,8.4,268502.0,5837120.0,1.52
000903.SH,2008-02-05,5032.8,5062.21,5113.87,4992.17,-41.62,-0.82,205676.0,4663590.0,1.14
000903.SH,2008-02-13,4899.63,4953.04,4969.15,4877.54,-133.17,-2.65,131479.0,2802290.0,0.73
000903.SH,2008-02-14,4959.01,4946.08,5003.25,4930.36,59.38,1.21,114602.0,2390440.0,0.63
000903.SH,2008-02-15,4881.75,4920.07,4920.07,4810.23,-77.26,-1.56,147566.0,2967430.0,0.82
000903.SH,2008-02-18,4973.86,4946.67,5012.25,4907.55,92.11,1.89,171967.0,3648050.0,0.95
000903.SH,2008-02-19,5076.28,4990.35,5076.28,4944.49,102.42,2.06,196221.0,4114020.0,1.08
000903.SH,2008-02-20,4938.13,5083.93,5112.71,4932.08,-138.15,-2.72,229603.0,5050320.0,1.27
000903.SH,2008-02-21,4875.88,4907.56,4928.23,4808.7,-62.25,-1.26,188388.0,3915840.0,1.04
000903.SH,2008-02-22,4671.66,4848.53,4848.53,4630.38,-204.22,-4.19,223691.0,4696690.0,1.23
000903.SH,2008-02-25,4489.2,4669.7,4687.73,4480.05,-182.46,-3.91,205600.0,3994350.0,1.13
000903.SH,2008-02-26,4499.0,4616.49,4642.59,4377.14,9.8,0.22,206889.0,4260290.0,1.14
000903.SH,2008-02-27,4626.98,4525.23,4655.92,4478.23,127.98,2.84,171584.0,3745820.0,0.93
000903.SH,2008-02-28,4599.01,4635.65,4649.6,4561.95,-27.97,-0.6,122862.0,2606270.0,0.67
000903.SH,2008-02-29,4651.96,4592.35,4668.93,4571.59,52.95,1.15,117075.0,2516240.0,0.64
000903.SH,2008-03-03,4756.94,4624.15,4774.46,4576.29,104.98,2.26,190247.0,4175240.0,1.02
000903.SH,2008-03-04,4610.78,4778.01,4793.92,4597.44,-146.16,-3.07,224872.0,4663990.0,1.2
000903.SH,2008-03-05,4550.43,4592.45,4632.69,4447.93,-60.35,-1.31,196879.0,3852930.0,1.05
000903.SH,2008-03-06,4613.13,4566.15,4691.04,4495.54,62.7,1.38,202544.0,4336300.0,1.08
000903.SH,2008-03-07,4556.17,4561.91,4626.0,4523.46,-56.96,-1.23,133076.0,3146860.0,0.71
000903.SH,2008-03-10,4358.25,4521.31,4521.37,4334.17,-197.92,-4.34,182632.0,3596770.0,0.97
000903.SH,2008-03-11,4363.35,4322.87,4363.35,4247.86,5.1,0.12,139832.0,2912450.0,0.74
000903.SH,2008-03-12,4228.68,4464.68,4481.12,4225.38,-134.67,-3.09,148723.0,3201470.0,0.79
000903.SH,2008-03-13,4141.75,4187.63,4221.13,4061.6,-86.93,-2.06,205869.0,3990830.0,1.09
000903.SH,2008-03-14,4099.78,4121.49,4150.03,4028.04,-41.97,-1.01,145843.0,2870310.0,0.78
000903.SH,2008-03-17,3955.04,4079.93,4080.88,3947.47,-144.74,-3.53,160556.0,3156870.0,0.85
000903.SH,2008-03-18,3785.94,3922.71,3999.14,3719.43,-169.1,-4.28,202899.0,3635440.0,1.07
000903.SH,2008-03-19,3908.02,3865.94,3969.96,3809.28,122.08,3.22,216898.0,4101470.0,1.14
000903.SH,2008-03-20,4015.14,3858.68,4060.41,3669.11,107.12,2.74,261403.0,4870720.0,1.38
000903.SH,2008-03-21,4043.71,4014.02,4095.0,3971.69,28.57,0.71,234380.0,4258640.0,1.23
000903.SH,2008-03-24,3843.9,4091.51,4108.35,3843.72,-199.81,-4.94,193828.0,3653350.0,1.02
000903.SH,2008-03-25,3892.91,3770.22,3929.55,3738.51,49.01,1.28,191510.0,3565970.0,1.01
000903.SH,2008-03-26,3905.29,3914.26,3995.28,3880.47,12.38,0.32,165771.0,3194480.0,0.87
000903.SH,2008-03-27,3747.34,3831.28,3866.45,3743.35,-157.95,-4.04,188134.0,3377430.0,0.99
000903.SH,2008-03-28,3938.08,3715.0,3948.97,3674.77,190.74,5.09,268853.0,4775430.0,1.41
000903.SH,2008-03-31,3824.55,3816.87,3914.68,3802.02,-113.53,-2.88,178347.0,3231860.0,0.94
000903.SH,2008-04-01,3654.77,3810.61,3852.18,3623.56,-169.78,-4.44,218654.0,3829320.0,1.15
000903.SH,2008-04-02,3677.56,3702.67,3813.77,3604.04,22.79,0.62,282715.0,4908730.0,1.48
000903.SH,2008-04-03,3789.38,3648.11,3795.81,3589.57,111.82,3.04,200034.0,3531050.0,1.05
000903.SH,2008-04-07,3971.6,3751.98,3983.41,3720.77,182.22,4.81,244894.0,4563880.0,1.26
000903.SH,2008-04-08,4002.97,3977.02,4050.11,3937.65,31.37,0.79,256560.0,4747140.0,1.32
000903.SH,2008-04-09,3792.47,3965.97,4014.29,3792.42,-210.5,-5.26,216242.0,3822630.0,1.11
000903.SH,2008-04-10,3845.83,3753.19,3849.88,3711.8,53.36,1.41,149935.0,2600200.0,0.77
000903.SH,2008-04-11,3871.29,3893.21,3922.45,3845.61,25.46,0.66,137888.0,2501950.0,0.71
000903.SH,2008-04-14,3614.82,3787.08,3800.52,3603.93,-256.47,-6.62,193625.0,3413560.0,0.99
000903.SH,2008-04-15,3645.09,3590.21,3645.95,3478.09,30.27,0.84,182583.0,3049690.0,0.93
000903.SH,2008-04-16,3558.03,3634.89,3643.71,3545.25,-87.06,-2.39,160387.0,2614170.0,0.82
000903.SH,2008-04-17,3455.58,3557.74,3625.44,3408.3,-102.45,-2.88,179901.0,2966400.0,0.92
000903.SH,2008-04-18,3350.37,3424.25,3466.02,3312.79,-105.21,-3.04,170235.0,2709550.0,0.87
000903.SH,2008-04-21,3367.89,3606.19,3606.19,3319.11,17.52,0.52,248940.0,4151160.0,1.27
000903.SH,2008-04-22,3429.27,3309.15,3430.87,3242.5,61.38,1.82,193556.0,3054020.0,0.99
000903.SH,2008-04-23,3593.36,3396.03,3608.27,3374.79,164.09,4.78,285319.0,4559720.0,1.46
000903.SH,2008-04-24,3936.02,3896.9,3944.09,3810.38,342.66,9.54,616761.0,9838860.0,3.09
000903.SH,2008-04-25,3952.31,3939.18,4071.95,3895.56,16.29,0.41,516381.0,9496230.0,2.59
000903.SH,2008-04-28,3863.26,3887.27,3937.12,3848.33,-89.05,-2.25,277990.0,5152240.0,1.37
000903.SH,2008-04-29,3913.25,3838.17,3939.63,3835.78,49.99,1.29,240469.0,4287860.0,1.19
000903.SH,2008-04-30,4118.49,3935.82,4131.32,3935.73,205.24,5.24,431831.0,7727560.0,2.13
000903.SH,2008-05-05,4200.36,4178.5,4204.46,4121.73,81.87,1.99,352509.0,6572180.0,1.74
000903.SH,2008-05-06,4149.61,4161.9,4215.41,4096.58,-50.75,-1.21,319410.0,6115940.0,1.55
000903.SH,2008-05-07,3949.65,4123.07,4186.31,3949.47,-199.96,-4.82,303494.0,5846890.0,1.48
000903.SH,2008-05-08,4045.84,3899.83,4047.03,3884.81,96.19,2.44,246212.0,4496170.0,1.2
000903.SH,2008-05-09,3978.75,4081.59,4093.06,3910.79,-67.09,-1.66,310754.0,5712160.0,1.51
000903.SH,2008-05-12,3995.04,3899.33,4048.76,3855.55,16.29,0.41,237329.0,4445730.0,1.15
000903.SH,2008-05-13,3926.98,3869.99,4007.39,3861.73,-68.06,-1.7,256502.0,4348470.0,1.24
000903.SH,2008-05-14,4061.47,3915.78,4061.58,3915.78,134.49,3.42,255446.0,4513510.0,1.24
000903.SH,2008-05-15,4034.12,4092.31,4124.67,4033.81,-27.35,-0.67,241669.0,4138410.0,1.17
000903.SH,2008-05-16,4032.09,4035.04,4075.77,3983.0,-2.03,-0.05,199164.0,3577360.0,0.9
000903.SH,2008-05-19,3996.96,4020.97,4024.99,3953.25,-35.13,-0.87,155037.0,2739840.0,0.7
000903.SH,2008-05-20,3799.59,3995.38,4035.0,3789.37,-197.37,-4.94,211995.0,3593210.0,0.95
000903.SH,2008-05-21,3876.94,3761.69,3896.36,3687.1,77.35,2.04,232853.0,3799650.0,1.05
000903.SH,2008-05-22,3797.9,3818.77,3868.38,3785.61,-79.04,-2.04,215945.0,3592200.0,0.97
000903.SH,2008-05-23,3773.79,3787.5,3836.19,3731.9,-24.11,-0.63,187533.0,3067910.0,0.84
000903.SH,2008-05-26,3657.1,3741.67,3741.67,3648.86,-116.69,-3.09,146747.0,2528900.0,0.66
000903.SH,2008-05-27,3670.84,3650.96,3693.96,3632.13,13.74,0.38,131332.0,2260260.0,0.59
000903.SH,2008-05-28,3773.18,3677.63,3797.94,3653.17,102.34,2.79,166465.0,2894800.0,0.75
000903.SH,2008-05-29,3675.62,3760.67,3770.91,3672.61,-97.56,-2.59,154289.0,2584630.0,0.69
000903.SH,2008-05-30,3715.71,3684.15,3725.54,3655.81,40.09,1.09,157161.0,2708640.0,0.71
000903.SH,2008-06-02,3728.7,3703.38,3754.11,3679.59,12.99,0.35,159228.0,2436800.0,0.71
000903.SH,2008-06-03,3714.62,3727.67,3748.38,3685.66,-14.08,-0.38,223484.0,3089600.0,1.0
000903.SH,2008-06-04,3645.86,3700.43,3704.53,3610.11,-68.76,-1.85,172671.0,2577530.0,0.77
000903.SH,2008-06-05,3617.52,3626.86,3643.7,3587.16,-28.34,-0.78,130308.0,2089840.0,0.58
000903.SH,2008-06-06,3591.73,3624.98,3636.79,3572.08,-25.79,-0.71,119912.0,1808040.0,0.54
000903.SH,2008-06-10,3300.46,3437.25,3448.51,3279.48,-291.27,-8.11,208324.0,3012580.0,0.93
000903.SH,2008-06-11,3239.75,3256.01,3284.11,3199.74,-60.71,-1.84,166655.0,2493470.0,0.75
000903.SH,2008-06-12,3172.06,3223.05,3245.42,3107.57,-67.69,-2.09,181714.0,2625690.0,0.81
000903.SH,2008-06-13,3078.5,3172.77,3195.86,3074.63,-93.56,-2.95,139534.0,1961180.0,0.62
000903.SH,2008-06-16,3067.09,3082.9,3124.54,3007.58,-11.41,-0.37,158869.0,2127680.0,0.7
000903.SH,2008-06-17,2972.05,3063.13,3091.15,2946.95,-95.04,-3.1,143480.0,1874310.0,0.63
000903.SH,2008-06-18,3119.68,2946.27,3136.07,2889.56,147.63,4.97,244640.0,3230200.0,1.08
000903.SH,2008-06-19,2901.21,3093.74,3093.74,2894.56,-218.47,-7.0,200741.0,2654410.0,0.88
000903.SH,2008-06-20,2985.34,2931.13,3087.9,2828.41,84.13,2.9,316509.0,4271480.0,1.39
000903.SH,2008-06-23,2915.93,2928.26,2976.18,2896.54,-69.41,-2.33,145592.0,1904080.0,0.63
000903.SH,2008-06-24,2971.91,2901.37,2988.04,2892.13,55.98,1.92,183883.0,2384340.0,0.8
000903.SH,2008-06-25,3086.41,2963.34,3092.39,2952.14,114.5,3.85,232385.0,3020240.0,1.01
000903.SH,2008-06-26,3084.84,3082.38,3123.72,3029.89,-1.57,-0.05,221323.0,2858330.0,0.96
000903.SH,2008-06-27,2919.78,2985.8,2993.02,2892.03,-165.06,-5.35,213448.0,2605100.0,0.93
000903.SH,2008-06-30,2886.43,2882.04,2934.54,2848.29,-33.35,-1.14,135524.0,1758360.0,0.59
000903.SH,2008-07-01,2777.44,2895.13,2903.97,2769.6,-108.99,-3.78,164866.0,2041160.0,0.68
000903.SH,2008-07-02,2762.05,2779.94,2816.63,2735.29,-15.39,-0.55,156700.0,2037040.0,0.64
000903.SH,2008-07-03,2803.79,2713.94,2856.45,2670.57,41.74,1.51,240752.0,3249440.0,0.99
000903.SH,2008-07-04,2785.32,2797.91,2828.54,2759.72,-18.47,-0.66,190409.0,2457410.0,0.78
000903.SH,2008-07-07,2934.91,2792.07,2944.43,2792.07,149.59,5.37,301031.0,3694690.0,1.24
000903.SH,2008-07-08,2941.93,2953.17,2993.26,2886.75,7.02,0.24,284253.0,3702570.0,1.17
000903.SH,2008-07-09,3066.2,2971.51,3067.11,2971.51,124.27,4.22,388717.0,4985160.0,1.6
000903.SH,2008-07-10,3028.79,3017.54,3107.14,2997.58,-37.41,-1.22,311863.0,4105860.0,1.28
000903.SH,2008-07-11,3004.13,3017.83,3039.01,2967.45,-24.66,-0.81,220316.0,2837980.0,0.9
000903.SH,2008-07-14,3019.88,2973.94,3047.5,2963.4,15.75,0.52,165248.0,2149770.0,0.67
000903.SH,2008-07-15,2884.36,3029.01,3038.85,2880.99,-135.52,-4.49,238304.0,2944390.0,0.97
000903.SH,2008-07-16,2793.81,2851.37,2857.93,2750.86,-90.55,-3.14,199087.0,2366350.0,0.81
000903.SH,2008-07-17,2771.67,2842.03,2861.85,2759.11,-22.14,-0.79,162732.0,1911450.0,0.66
000903.SH,2008-07-18,2874.03,2803.74,2875.74,2753.28,102.36,3.69,238365.0,2808790.0,0.97
000903.SH,2008-07-21,2964.01,2846.42,2966.7,2836.4,89.98,3.13,250680.0,3096270.0,1.01
000903.SH,2008-07-22,2952.03,2956.79,2975.34,2935.45,-11.98,-0.4,186752.0,2397940.0,0.75
000903.SH,2008-07-23,2938.6,2974.34,2994.65,2934.12,-13.43,-0.45,189407.0,2442340.0,0.77
000903.SH,2008-07-24,3044.2,2962.04,3045.38,2961.44,105.6,3.59,274125.0,3592150.0,1.11
000903.SH,2008-07-25,3001.46,3001.33,3029.83,2977.16,-42.74,-1.4,203101.0,2527120.0,0.82
000903.SH,2008-07-28,3018.41,3021.56,3066.99,3005.69,16.95,0.56,208863.0,2608390.0,0.84
000903.SH,2008-07-29,2961.06,2975.58,2975.58,2935.69,-57.35,-1.9,175671.0,2178390.0,0.71
000903.SH,2008-07-30,2941.38,2999.62,3008.86,2924.69,-19.68,-0.66,148600.0,1759680.0,0.6
000903.SH,2008-07-31,2866.51,2951.88,2956.11,2865.81,-74.87,-2.55,138315.0,1635050.0,0.56
000903.SH,2008-08-01,2910.11,2850.51,2941.38,2814.05,43.6,1.52,187992.0,2211850.0,0.76
000903.SH,2008-08-04,2847.52,2885.24,2904.15,2841.13,-62.59,-2.15,124201.0,1573250.0,0.5
000903.SH,2008-08-05,2789.85,2859.74,2870.0,2781.58,-57.67,-2.03,179797.0,2052920.0,0.72
000903.SH,2008-08-06,2816.15,2813.37,2841.86,2773.43,26.3,0.94,158830.0,1850790.0,0.63
000903.SH,2008-08-07,2812.05,2810.92,2843.2,2774.98,-4.1,-0.15,130245.0,1517860.0,0.52
000903.SH,2008-08-08,2696.73,2809.2,2810.48,2683.75,-115.32,-4.1,164325.0,1866980.0,0.66
000903.SH,2008-08-11,2579.62,2686.31,2701.83,2564.57,-117.11,-4.34,180408.0,1910240.0,0.72
000903.SH,2008-08-12,2568.34,2557.94,2600.63,2540.76,-11.28,-0.44,132383.0,1400940.0,0.53
000903.SH,2008-08-13,2559.97,2551.43,2582.72,2494.42,-8.37,-0.33,149053.0,1566870.0,0.59
000903.SH,2008-08-14,2555.22,2545.51,2575.46,2521.44,-4.75,-0.19,104392.0,1161350.0,0.42
000903.SH,2008-08-15,2567.18,2555.06,2597.7,2529.14,11.96,0.47,107173.0,1189370.0,0.43
000903.SH,2008-08-18,2439.97,2570.38,2571.45,2439.37,-127.21,-4.96,131246.0,1326720.0,0.52
000903.SH,2008-08-19,2478.5,2414.93,2488.19,2403.35,38.53,1.58,101681.0,1013950.0,0.38
000903.SH,2008-08-20,2670.8,2461.47,2671.15,2442.35,192.3,7.76,258976.0,2715430.0,0.98
000903.SH,2008-08-21,2577.03,2629.37,2670.11,2574.46,-93.77,-3.51,199710.0,2322250.0,0.75
000903.SH,2008-08-22,2538.14,2551.41,2570.23,2497.19,-38.89,-1.51,136521.0,1465960.0,0.51
000903.SH,2008-08-25,2541.27,2543.4,2580.59,2510.01,3.13,0.12,100534.0,1098760.0,0.38
000903.SH,2008-08-26,2489.76,2510.75,2542.09,2465.63,-51.51,-2.03,126055.0,1261630.0,0.47
000903.SH,2008-08-27,2483.62,2481.49,2528.3,2453.05,-6.14,-0.25,135887.0,1473800.0,0.51
000903.SH,2008-08-28,2499.29,2485.45,2530.6,2478.61,15.67,0.63,125938.0,1487600.0,0.47
000903.SH,2008-08-29,2550.81,2512.82,2578.22,2499.34,51.52,2.06,169893.0,1871880.0,0.64
000903.SH,2008-09-01,2459.42,2529.01,2530.11,2446.94,-91.39,-3.58,118515.0,1330460.0,0.44
000903.SH,2008-09-02,2429.22,2442.4,2453.92,2415.42,-30.2,-1.23,104266.0,1196240.0,0.39
000903.SH,2008-09-03,2383.19,2424.91,2440.19,2358.47,-46.03,-1.89,131958.0,1495310.0,0.49
000903.SH,2008-09-04,2384.34,2374.49,2402.28,2348.86,1.15,0.05,101184.0,1115470.0,0.38
000903.SH,2008-09-05,2320.84,2324.25,2355.43,2303.35,-63.5,-2.66,114911.0,1167140.0,0.43
000903.SH,2008-09-08,2276.44,2329.86,2338.46,2268.64,-44.4,-1.91,117059.0,1195780.0,0.44
000903.SH,2008-09-09,2288.47,2286.02,2300.82,2260.3,12.03,0.53,98305.5,940590.0,0.37
000903.SH,2008-09-10,2291.74,2274.12,2332.34,2245.98,3.27,0.14,124497.0,1266780.0,0.47
000903.SH,2008-09-11,2205.57,2283.07,2287.37,2200.57,-86.17,-3.76,133507.0,1386260.0,0.5
000903.SH,2008-09-12,2210.3,2205.22,2235.75,2196.1,4.73,0.21,106504.0,1104310.0,0.4
000903.SH,2008-09-16,2109.52,2171.32,2171.32,2097.2,-100.78,-4.56,215719.0,1954050.0,0.8
000903.SH,2008-09-17,2021.02,2084.11,2109.44,2016.07,-88.5,-4.2,222976.0,1921850.0,0.83
000903.SH,2008-09-18,1990.97,1961.0,2039.48,1896.29,-30.05,-1.49,315642.0,2511350.0,1.18
000903.SH,2008-09-19,2177.08,2172.77,2177.08,2151.6,186.11,9.35,206562.0,1901860.0,0.76
000903.SH,2008-09-22,2329.22,2352.09,2373.44,2252.73,152.14,6.99,624209.0,6411040.0,2.3
000903.SH,2008-09-23,2251.03,2263.87,2313.91,2244.56,-78.19,-3.36,555854.0,4978960.0,2.05
000903.SH,2008-09-24,2263.78,2195.01,2264.24,2170.94,12.75,0.57,293152.0,2672910.0,1.08
000903.SH,2008-09-25,2360.61,2268.47,2400.2,2263.38,96.83,4.28,481551.0,4985210.0,1.78
000903.SH,2008-09-26,2375.73,2370.42,2389.69,2319.54,15.12,0.64,354179.0,3934460.0,1.3
000903.SH,2008-10-06,2246.87,2339.84,2339.84,2246.42,-128.86,-5.42,270094.0,2649350.0,0.99
000903.SH,2008-10-07,2215.83,2154.46,2254.37,2134.31,-31.04,-1.38,271931.0,2864640.0,1.0
000903.SH,2008-10-08,2119.01,2147.1,2179.49,2094.73,-96.82,-4.37,236158.0,2374750.0,0.87
000903.SH,2008-10-09,2091.55,2155.58,2158.93,2083.11,-27.46,-1.3,210094.0,2147850.0,0.77
000903.SH,2008-10-10,2006.49,2002.6,2042.41,1972.54,-85.06,-4.07,248934.0,2220290.0,0.91
000903.SH,2008-10-13,2105.97,1992.23,2106.21,1945.71,99.48,4.96,294862.0,2720610.0,1.08
000903.SH,2008-10-14,2049.8,2181.35,2187.6,2049.55,-56.17,-2.67,355357.0,3497950.0,1.3
000903.SH,2008-10-15,2029.64,2023.73,2045.32,2004.9,-20.16,-0.98,197047.0,1814570.0,0.72
000903.SH,2008-10-16,1934.84,1940.47,1982.02,1931.7,-94.8,-4.67,247973.0,2199690.0,0.89
000903.SH,2008-10-17,1946.83,1954.03,1967.89,1918.22,11.99,0.62,172397.0,1522380.0,0.62
000903.SH,2008-10-20,2014.24,1941.33,2017.24,1912.43,67.41,3.46,195642.0,1909850.0,0.71
000903.SH,2008-10-21,1995.16,2018.13,2044.87,1994.35,-19.08,-0.95,218200.0,2147420.0,0.79
000903.SH,2008-10-22,1941.35,1965.63,2001.44,1940.5,-53.81,-2.7,204884.0,1780800.0,0.74
000903.SH,2008-10-23,1933.97,1898.86,1935.98,1878.5,-7.38,-0.38,230060.0,2019060.0,0.83
000903.SH,2008-10-24,1870.82,1930.22,1939.67,1859.36,-63.15,-3.27,213413.0,1881460.0,0.77
000903.SH,2008-10-27,1736.31,1833.15,1833.15,1734.33,-134.51,-7.19,220408.0,1856340.0,0.79
000903.SH,2008-10-28,1795.25,1694.19,1808.61,1687.13,58.94,3.39,311191.0,2607100.0,1.12
000903.SH,2008-10-29,1751.42,1811.71,1827.42,1750.9,-43.83,-2.44,246179.0,2180220.0,0.88
000903.SH,2008-10-30,1803.64,1763.98,1831.6,1738.64,52.22,2.98,268922.0,2261760.0,0.96
000903.SH,2008-10-31,1768.87,1792.15,1800.71,1760.23,-34.77,-1.93,169157.0,1418230.0,0.6
000903.SH,2008-11-03,1764.97,1751.07,1798.32,1745.68,-3.9,-0.22,158898.0,1363680.0,0.57
000903.SH,2008-11-04,1741.87,1756.89,1759.55,1718.14,-23.1,-1.31,155163.0,1252530.0,0.55
000903.SH,2008-11-05,1813.97,1757.01,1842.02,1757.01,72.1,4.14,279247.0,2256870.0,1.0
000903.SH,2008-11-06,1765.12,1765.95,1778.64,1753.92,-48.85,-2.69,181874.0,1443750.0,0.65
000903.SH,2008-11-07,1798.38,1730.55,1813.94,1724.67,33.26,1.88,191155.0,1655690.0,0.68
000903.SH,2008-11-10,1932.45,1840.47,1934.49,1840.47,134.07,7.46,395237.0,3215720.0,1.41
000903.SH,2008-11-11,1906.99,1923.95,1953.44,1904.84,-25.46,-1.32,378252.0,3108510.0,1.35
000903.SH,2008-11-12,1923.7,1881.98,1935.08,1878.02,16.71,0.88,246004.0,2182880.0,0.88
000903.SH,2008-11-13,1995.81,1895.27,2015.65,1878.17,72.11,3.75,489208.0,4149410.0,1.75
000903.SH,2008-11-14,2058.06,2014.48,2060.0,1990.98,62.25,3.12,504250.0,4475910.0,1.8
000903.SH,2008-11-17,2089.9,2046.46,2089.97,2030.44,31.84,1.55,479631.0,4204360.0,1.71
000903.SH,2008-11-18,1938.21,2078.21,2099.95,1929.64,-151.69,-7.26,555342.0,4662750.0,1.98
000903.SH,2008-11-19,2052.15,1931.89,2059.01,1916.59,113.94,5.88,474034.0,3958090.0,1.69
000903.SH,2008-11-20,2019.47,2011.56,2065.32,1992.95,-32.68,-1.59,435974.0,3652130.0,1.56
000903.SH,2008-11-21,2009.87,1955.38,2059.55,1917.84,-9.6,-0.48,473631.0,3966660.0,1.68
000903.SH,2008-11-24,1924.11,1999.68,2008.65,1922.79,-85.76,-4.27,273514.0,2247420.0,0.97
000903.SH,2008-11-25,1924.23,1959.0,1971.31,1893.88,0.12,0.01,234295.0,2008190.0,0.83
000903.SH,2008-11-26,1935.44,1923.66,1957.18,1906.49,11.21,0.58,278927.0,2205610.0,0.99
000903.SH,2008-11-27,1961.88,2054.3,2064.13,1961.2,26.44,1.37,527837.0,4562830.0,1.88
000903.SH,2008-11-28,1914.56,1941.98,1956.93,1899.8,-47.32,-2.41,313403.0,2584680.0,1.11
000903.SH,2008-12-01,1935.7,1908.06,1937.85,1881.5,21.14,1.1,257188.0,2160020.0,0.91
000903.SH,2008-12-02,1929.14,1891.43,1954.76,1884.39,-6.56,-0.34,295666.0,2514600.0,1.05
000903.SH,2008-12-03,2016.88,1946.87,2017.0,1946.38,87.74,4.55,460238.0,3868300.0,1.63
000903.SH,2008-12-04,2056.79,2045.62,2121.78,2045.62,39.91,1.98,671244.0,5969970.0,2.37
000903.SH,2008-12-05,2082.86,2042.75,2084.24,2037.85,26.07,1.27,390969.0,3380230.0,1.38
000903.SH,2008-12-08,2166.32,2111.65,2167.1,2103.58,83.46,4.01,610617.0,5309520.0,2.16
000903.SH,2008-12-09,2107.75,2176.11,2179.5,2106.7,-58.57,-2.7,511760.0,4565100.0,1.81
000903.SH,2008-12-10,2167.71,2096.46,2167.73,2081.05,59.96,2.84,495331.0,4443900.0,1.75
000903.SH,2008-12-11,2119.33,2154.56,2178.76,2114.85,-48.38,-2.23,405217.0,3745570.0,1.43
000903.SH,2008-12-12,2031.88,2099.2,2109.73,2008.98,-87.45,-4.13,390069.0,3342260.0,1.38
000903.SH,2008-12-15,2041.67,2062.91,2077.29,2009.32,9.79,0.48,287518.0,2436120.0,1.01
000903.SH,2008-12-16,2056.21,2021.26,2056.8,1984.86,14.54,0.71,275587.0,2329780.0,0.97
000903.SH,2008-12-17,2056.91,2063.45,2085.88,2051.34,0.7,0.03,318212.0,2784870.0,1.12
000903.SH,2008-12-18,2107.37,2055.12,2108.6,2036.73,50.46,2.45,338324.0,2975390.0,1.19
000903.SH,2008-12-19,2111.41,2096.46,2138.26,2090.15,4.04,0.19,348867.0,3197780.0,1.23
000903.SH,2008-12-22,2069.31,2108.91,2113.12,2048.42,-42.1,-1.99,283155.0,2518280.0,1.0
000903.SH,2008-12-23,1972.99,2069.7,2069.7,1972.75,-96.32,-4.65,337623.0,2871770.0,1.19
000903.SH,2008-12-24,1940.55,1947.85,1968.76,1928.33,-32.44,-1.64,224207.0,1852430.0,0.79
000903.SH,2008-12-25,1921.93,1944.03,1955.03,1900.85,-18.62,-0.96,206937.0,1726360.0,0.72
000903.SH,2008-12-26,1915.31,1917.47,1934.41,1903.24,-6.62,-0.34,206945.0,1833160.0,0.72
