Instrument,Date,Open,Close,High,Low,Pre_Close,Change,Pct_Chg,Volume,AMount,Turnover_rate,Turnover_rate_f,Volume_ratio,Pe,Pe_ttm,Pb,Ps,Ps_ttm,Dv_ratio,Dv_ttm,Total_share,Float_share,Free_share,Total_mv,Circ_mv,Adj_factor,Ind_class
688981.SH,2020-09-04,63.9,66.28,67.54,63.51,65.08,1.2,1.8439,534807.0,3542110.0,5.1412,5.1412,1.35,284.341,178.485,5.1055,23.1649,20.396,,,769526.0,104023.0,104023.0,51004200.0,6894650.0,1.0,半导体
688981.SH,2020-09-07,61.4,58.8,62.2,58.66,66.28,-7.48,-11.2855,1275860.0,7667760.0,12.2652,12.2652,3.03,252.256,158.344,4.5293,20.5509,18.0944,,,769536.0,104023.0,104023.0,45248700.0,6116560.0,1.0,半导体
688981.SH,2020-09-08,58.2,57.55,58.8,57.28,58.8,-1.25,-2.1259,511820.0,2964120.0,4.9203,4.9203,0.84,246.893,154.978,4.4331,20.114,17.7098,,,769536.0,104023.0,104023.0,44286800.0,5986530.0,1.0,半导体
688981.SH,2020-09-09,56.6,54.11,56.82,54.11,57.55,-3.44,-5.9774,661991.0,3653670.0,6.3639,6.3639,1.02,232.135,145.714,4.1681,18.9117,16.6512,,,769536.0,104023.0,104023.0,41639600.0,5628690.0,1.0,半导体
688981.SH,2020-09-10,54.8,52.78,55.4,52.76,54.11,-1.33,-2.458,390404.0,2112380.0,3.7531,3.7531,0.55,226.43,142.133,4.0656,18.4469,16.2419,,,769536.0,104023.0,104023.0,40616100.0,5490340.0,1.0,半导体
688981.SH,2020-09-11,52.78,55.23,55.49,52.66,52.78,2.45,4.6419,434023.0,2356660.0,4.1724,4.1724,0.64,236.94,148.73,4.2543,19.3032,16.9958,,,769536.0,104023.0,104023.0,42501500.0,5745200.0,1.0,半导体
688981.SH,2020-09-14,55.61,54.88,56.25,54.8,55.23,-0.35,-0.6337,346830.0,1925020.0,3.3342,3.3342,0.53,235.439,147.788,4.2274,19.1808,16.8881,,,769536.0,104023.0,104023.0,42232200.0,5708790.0,1.0,半导体
688981.SH,2020-09-15,54.99,56.39,56.98,53.71,54.88,1.51,2.7515,489882.0,2732450.0,4.7094,4.7094,1.04,241.917,151.854,4.3437,19.7086,17.3528,,,769536.0,104023.0,104023.0,43394200.0,5865860.0,1.0,半导体
688981.SH,2020-09-16,55.68,56.7,58.28,55.51,56.39,0.31,0.5497,497148.0,2838790.0,4.7792,4.7792,1.07,243.322,152.736,4.3689,19.8231,17.4536,,,769774.0,104023.0,104023.0,43646200.0,5898110.0,1.0,半导体
688981.SH,2020-09-17,56.08,57.7,58.58,55.8,56.7,1.0,1.7637,498180.0,2864300.0,4.7891,4.7891,1.15,247.613,155.43,4.446,20.1727,17.7614,,,769774.0,104023.0,104023.0,44416000.0,6002130.0,1.0,半导体
688981.SH,2020-09-18,57.4,57.69,58.2,56.83,57.7,-0.01,-0.0173,338084.0,1942950.0,3.2501,3.2501,0.75,247.57,155.403,4.4452,20.1692,17.7583,,,769774.0,104023.0,104023.0,44408300.0,6001090.0,1.0,半导体
688981.SH,2020-09-21,58.06,56.46,58.4,56.41,57.69,-1.23,-2.1321,283908.0,1625890.0,2.7293,2.7293,0.65,242.292,152.089,4.3504,19.7392,17.3797,,,769774.0,104023.0,104023.0,43461400.0,5873150.0,1.0,半导体
688981.SH,2020-09-22,56.0,55.86,57.34,55.62,56.46,-0.6,-1.0627,217313.0,1224430.0,2.0891,2.0891,0.52,239.717,150.473,4.3042,19.5294,17.195,,,769774.0,104023.0,104023.0,42999600.0,5810730.0,1.0,半导体
688981.SH,2020-09-23,56.25,56.22,56.88,55.82,55.86,0.36,0.6445,217776.0,1226320.0,2.0935,2.0935,0.59,241.278,151.453,4.3322,19.6566,17.307,,,769825.0,104023.0,104023.0,43279600.0,5848180.0,1.0,半导体
688981.SH,2020-09-24,55.7,54.5,56.29,54.5,56.22,-1.72,-3.0594,233235.0,1287010.0,2.2421,2.2421,0.75,233.896,146.82,4.1997,19.0552,16.7775,,,769825.0,104023.0,104023.0,41955500.0,5669260.0,1.0,半导体
688981.SH,2020-09-25,54.8,53.7,54.87,53.66,54.5,-0.8,-1.4679,198484.0,1074230.0,1.9081,1.9081,0.77,230.463,144.664,4.138,18.7755,16.5312,,,769825.0,104023.0,104023.0,41339600.0,5586040.0,1.0,半导体
688981.SH,2020-09-28,51.5,49.94,51.51,49.9,53.7,-3.76,-7.0019,556010.0,2816920.0,5.3451,5.3451,2.42,214.326,134.535,3.8483,17.4608,15.3737,,,769825.0,104023.0,104023.0,38445100.0,5194910.0,1.0,半导体
688981.SH,2020-09-29,50.18,50.09,50.65,49.45,49.94,0.15,0.3004,288847.0,1449880.0,2.7768,2.7768,1.02,214.97,134.939,3.8599,17.5133,15.4199,,,769825.0,104023.0,104023.0,38560600.0,5210520.0,1.0,半导体
688981.SH,2020-09-30,50.25,49.65,50.5,49.5,50.09,-0.44,-0.8784,231547.0,1159570.0,2.2259,2.2259,0.77,213.086,133.757,3.826,17.3598,15.2848,,,769842.0,104023.0,104023.0,38222700.0,5164750.0,1.0,半导体
688981.SH,2020-10-09,51.0,50.94,51.38,50.5,49.65,1.29,2.5982,302765.0,1542810.0,2.9106,2.9106,1.0,218.624,137.233,3.9255,17.811,15.682,,,769846.0,104023.0,104023.0,39216000.0,5298940.0,1.0,半导体
688981.SH,2020-10-12,51.4,57.41,58.17,51.18,50.94,6.47,12.7012,836250.0,4616350.0,8.0391,8.0391,2.65,246.392,154.663,4.4241,20.0732,17.6738,,,769846.0,104023.0,104023.0,44196900.0,5971970.0,1.0,半导体
688981.SH,2020-10-13,56.6,57.29,57.74,55.93,57.41,-0.12,-0.209,445690.0,2535940.0,4.2845,4.2845,1.01,245.877,154.34,4.4148,20.0312,17.6369,,,769846.0,104023.0,104023.0,44104500.0,5959480.0,1.0,半导体
688981.SH,2020-10-14,57.3,55.96,57.45,55.77,57.29,-1.33,-2.3215,288843.0,1626500.0,2.7767,2.7767,0.69,240.169,150.757,4.3123,19.5662,17.2274,,,769846.0,104023.0,104023.0,43080600.0,5821130.0,1.0,半导体
688981.SH,2020-10-15,56.2,57.3,59.86,56.2,55.96,1.34,2.3946,565421.0,3296260.0,5.4355,5.4355,1.34,245.92,154.367,4.4156,20.0347,17.6399,,,769846.0,104023.0,104023.0,44112200.0,5960520.0,1.0,半导体
688981.SH,2020-10-16,59.5,58.21,59.86,57.7,57.3,0.91,1.5881,380308.0,2224180.0,3.656,3.656,0.78,249.825,156.818,4.4857,20.3529,17.9201,,,769846.0,104023.0,104023.0,44812800.0,6055190.0,1.0,半导体
688981.SH,2020-10-19,58.49,60.28,61.1,57.76,58.21,2.07,3.5561,590069.0,3529810.0,5.6725,5.6725,1.17,258.709,162.395,4.6452,21.0767,18.5573,,,769846.0,104023.0,104023.0,46406300.0,6270510.0,1.0,半导体
688981.SH,2020-10-20,59.7,59.5,59.98,58.4,60.28,-0.78,-1.294,350670.0,2070350.0,3.3711,3.3711,0.77,255.362,160.294,4.5851,20.8039,18.3172,,,769846.0,104023.0,104023.0,45805900.0,6189380.0,1.0,半导体
688981.SH,2020-10-21,59.69,57.65,59.8,56.92,59.5,-1.85,-3.1092,351384.0,2041440.0,3.3779,3.3779,0.81,247.422,155.31,4.4425,20.1571,17.7477,,,769846.0,104023.0,104023.0,44381600.0,5996930.0,1.0,半导体
688981.SH,2020-10-22,57.2,57.67,58.8,56.38,57.65,0.02,0.0347,288265.0,1666800.0,2.7712,2.7712,0.64,247.508,155.363,4.4441,20.1641,17.7539,,,769846.0,104023.0,104023.0,44397000.0,5999010.0,1.0,半导体
688981.SH,2020-10-23,57.6,57.22,58.18,57.13,57.67,-0.45,-0.7803,247573.0,1425410.0,2.38,2.38,0.63,245.576,154.151,4.4094,20.0067,17.6153,,,769846.0,104023.0,104023.0,44050600.0,5952200.0,1.0,半导体
688981.SH,2020-10-26,56.89,58.45,58.8,56.26,57.22,1.23,2.1496,322356.0,1871700.0,3.0989,3.0989,0.88,250.855,157.465,4.5042,20.4368,17.994,,,769846.0,104023.0,104023.0,44997500.0,6080150.0,1.0,半导体
688981.SH,2020-10-27,58.0,58.7,59.02,57.5,58.45,0.25,0.4277,290649.0,1698750.0,2.7941,2.7941,0.93,251.928,158.138,4.5235,20.5242,18.0709,,,769846.0,104023.0,104023.0,45190000.0,6106160.0,1.0,半导体
688981.SH,2020-10-28,58.55,59.33,59.59,57.81,58.7,0.63,1.0733,330596.0,1947820.0,3.1781,3.1781,1.1,254.632,159.836,4.572,20.7445,18.2649,,,769846.0,104023.0,104023.0,45675000.0,6171690.0,1.0,半导体
688981.SH,2020-10-29,58.55,60.88,61.32,58.4,59.33,1.55,2.6125,481298.0,2879720.0,4.6268,4.6268,1.63,261.284,164.011,4.6915,21.2864,18.7421,,,769846.0,104023.0,104023.0,46868200.0,6332930.0,1.0,半导体
688981.SH,2020-10-30,61.05,62.24,65.54,61.05,60.88,1.36,2.2339,915715.0,5784080.0,8.803,8.803,2.74,267.136,167.684,4.7965,21.7632,19.1618,,,769888.0,104023.0,104023.0,47917900.0,6474400.0,1.0,半导体
688981.SH,2020-11-02,63.44,62.65,63.47,60.35,62.24,0.41,0.6587,511623.0,3177810.0,4.9184,4.9184,1.09,268.896,168.789,4.8281,21.9065,19.288,,,769888.0,104023.0,104023.0,48233500.0,6517050.0,1.0,半导体
688981.SH,2020-11-03,62.5,64.56,65.47,62.34,62.65,1.91,3.0487,550197.0,3552080.0,5.2892,5.2892,1.09,277.093,173.935,4.9753,22.5744,19.876,,,769888.0,104023.0,104023.0,49704000.0,6715730.0,1.0,半导体
688981.SH,2020-11-04,64.2,63.0,65.25,62.51,64.56,-1.56,-2.4164,460192.0,2932740.0,4.4239,4.4239,0.82,270.429,169.751,4.8556,22.0314,19.398,,,769977.0,104023.0,104023.0,48508600.0,6553460.0,1.0,半导体
688981.SH,2020-11-05,65.0,64.84,65.5,63.56,63.0,1.84,2.9206,414596.0,2679870.0,3.9856,3.9856,0.71,278.327,174.709,4.9975,22.6749,19.9645,,,769977.0,104023.0,104023.0,49925300.0,6744860.0,1.0,半导体
688981.SH,2020-11-06,64.59,64.95,65.65,64.02,64.84,0.11,0.1696,358664.0,2324850.0,3.4479,3.4479,0.63,278.799,175.006,5.0059,22.7134,19.9984,,,769977.0,104023.0,104023.0,50010000.0,6756300.0,1.0,半导体
688981.SH,2020-11-09,66.5,67.85,69.25,66.0,64.95,2.9,4.465,735674.0,5004830.0,7.0722,7.0722,1.6,291.248,182.82,5.2295,23.7275,20.8913,,,769977.0,104023.0,104023.0,52242900.0,7057970.0,1.0,半导体
688981.SH,2020-11-10,66.78,66.01,68.0,65.8,67.85,-1.84,-2.7119,414216.0,2767500.0,3.982,3.982,0.82,283.349,177.862,5.0876,23.084,20.3248,,,769977.0,104023.0,104023.0,50826200.0,6866570.0,1.0,半导体
688981.SH,2020-11-11,65.5,61.36,65.66,61.21,66.01,-4.65,-7.0444,614658.0,3863530.0,5.9089,5.9089,1.29,263.389,165.333,4.7292,21.4579,18.893,,,769977.0,104023.0,104023.0,47245800.0,6382860.0,1.0,半导体
688981.SH,2020-11-12,62.9,61.86,63.39,61.58,61.36,0.5,0.8149,287130.0,1791070.0,2.7603,2.7603,0.57,265.535,127.788,4.7929,21.6328,17.7422,,,769977.0,104023.0,104023.0,47630800.0,6434870.0,1.0,半导体
688981.SH,2020-11-13,61.9,62.46,63.07,60.5,61.86,0.6,0.9699,273942.0,1701920.0,2.6335,2.6335,0.57,268.111,129.027,4.8394,21.8426,17.9143,,,769977.0,104023.0,104023.0,48092800.0,6497280.0,1.0,半导体
688981.SH,2020-11-16,62.54,61.79,63.18,61.3,62.46,-0.67,-1.0727,223924.0,1384430.0,2.1526,2.1526,0.48,265.235,127.643,4.7875,21.6083,17.7221,,,769977.0,104023.0,104023.0,47576900.0,6427590.0,1.0,半导体
688981.SH,2020-11-17,61.61,60.93,61.66,59.4,61.79,-0.86,-1.3918,360932.0,2172720.0,3.4697,3.4697,0.99,261.543,125.867,4.7208,21.3075,17.4755,,,769977.0,104023.0,104023.0,46914700.0,6338130.0,1.0,半导体
688981.SH,2020-11-18,60.65,61.36,61.89,60.45,60.93,0.43,0.7057,236992.0,1451750.0,2.2783,2.2783,0.67,263.389,126.755,4.7541,21.4579,17.5988,,,769977.0,104023.0,104023.0,47245800.0,6382860.0,1.0,半导体
688981.SH,2020-11-19,60.95,61.23,62.05,60.45,61.36,-0.13,-0.2119,184347.0,1132300.0,1.7722,1.7722,0.67,262.831,126.487,4.7441,21.4125,17.5615,,,769977.0,104023.0,104023.0,47145700.0,6369340.0,1.0,半导体
688981.SH,2020-11-20,61.45,61.03,61.77,60.6,61.23,-0.2,-0.3266,174248.0,1063630.0,1.6751,1.6751,0.68,261.973,126.073,4.7286,21.3425,17.5041,,,769977.0,104023.0,104023.0,46991700.0,6348530.0,1.0,半导体
688981.SH,2020-11-23,60.85,60.91,61.45,60.03,61.03,-0.12,-0.1966,222008.0,1347410.0,2.1342,2.1342,0.94,261.457,125.826,4.7193,21.3006,17.4697,,,769977.0,104023.0,104023.0,46899300.0,6336050.0,1.0,半导体
688981.SH,2020-11-24,60.65,61.31,61.95,60.48,60.91,0.4,0.6567,218931.0,1344940.0,2.1046,2.1046,0.93,263.174,126.652,4.7503,21.4404,17.5845,,,769977.0,104023.0,104023.0,47207300.0,6377660.0,1.0,半导体
688981.SH,2020-11-25,61.3,60.2,61.62,60.18,61.31,-1.11,-1.8105,211156.0,1285780.0,2.0299,2.0299,1.02,258.41,124.359,4.6643,21.0523,17.2661,,,769977.0,104023.0,104023.0,46352600.0,6262190.0,1.0,半导体
688981.SH,2020-11-26,60.29,58.64,60.88,58.61,60.2,-1.56,-2.5914,238654.0,1421920.0,2.2942,2.2942,1.18,251.714,121.136,4.5434,20.5067,16.8187,,,769977.0,104023.0,104023.0,45151500.0,6099920.0,1.0,半导体
688981.SH,2020-11-27,58.41,58.93,59.66,58.34,58.64,0.29,0.4945,167840.0,987987.0,1.6135,1.6135,0.79,252.958,121.735,4.5659,20.6081,16.9018,,,769977.0,104023.0,104023.0,45374800.0,6130080.0,1.0,半导体
688981.SH,2020-11-30,58.88,59.25,60.54,57.5,58.93,0.32,0.543,322065.0,1906360.0,3.0961,3.0961,1.52,254.344,122.402,4.5909,20.721,16.9944,,,770013.0,104023.0,104023.0,45623300.0,6163370.0,1.0,半导体
688981.SH,2020-12-01,58.66,58.89,59.06,58.3,59.25,-0.36,-0.6076,253990.0,1490010.0,2.4417,2.4417,1.1,252.798,121.658,4.563,20.5951,16.8912,,,770013.0,104023.0,104023.0,45346100.0,6125920.0,1.0,半导体
688981.SH,2020-12-02,59.17,60.9,61.29,59.17,58.89,2.01,3.4131,479756.0,2903780.0,4.612,4.612,2.01,261.427,125.811,4.7187,21.298,17.4677,,,770013.0,104023.0,104023.0,46893800.0,6335010.0,1.0,半导体
688981.SH,2020-12-03,61.06,60.19,61.1,60.03,60.9,-0.71,-1.1658,220439.0,1334240.0,2.1191,2.1191,0.75,258.379,124.344,4.6637,21.0497,17.264,,,770013.0,104023.0,104023.0,46347100.0,6261150.0,1.0,半导体
688981.SH,2020-12-04,59.49,58.2,59.77,57.5,60.19,-1.99,-3.3062,475531.0,2774760.0,4.5714,4.5714,1.65,249.836,120.233,4.5095,20.3538,16.6932,,,770013.0,104023.0,104023.0,44814800.0,6054150.0,1.0,半导体
688981.SH,2020-12-07,60.26,60.33,61.48,60.16,58.2,2.13,3.6598,465485.0,2830060.0,4.4748,4.4748,1.33,258.98,124.633,4.6746,21.0987,17.3042,,,770013.0,104023.0,104023.0,46454900.0,6275720.0,1.0,半导体
688981.SH,2020-12-08,60.5,60.96,61.1,60.12,60.33,0.63,1.0443,334274.0,2034330.0,3.2135,3.2135,0.88,261.684,125.935,4.7234,21.319,17.4849,,,770013.0,104023.0,104023.0,46940000.0,6341250.0,1.0,半导体
688981.SH,2020-12-09,60.84,60.35,61.1,60.3,60.96,-0.61,-1.0007,280367.0,1704140.0,2.6952,2.6952,0.71,259.066,124.674,4.6761,21.1057,17.3099,,,770013.0,104023.0,104023.0,46470300.0,6277800.0,1.0,半导体
688981.SH,2020-12-10,60.0,61.0,61.33,59.98,60.35,0.65,1.0771,358192.0,2181970.0,3.4434,3.4434,1.01,261.856,126.017,4.7265,21.333,17.4964,,,770013.0,104023.0,104023.0,46970800.0,6345410.0,1.0,半导体
688981.SH,2020-12-11,60.95,60.99,61.52,60.23,61.0,-0.01,-0.0164,401095.0,2444270.0,3.8558,3.8558,1.05,261.813,125.997,4.7257,21.3295,17.4935,,,770013.0,104023.0,104023.0,46963100.0,6344370.0,1.0,半导体
688981.SH,2020-12-14,61.2,60.62,61.29,59.98,60.99,-0.37,-0.6067,223040.0,1347930.0,2.1441,2.1441,0.61,260.225,125.232,4.697,21.2001,17.3874,,,770013.0,104023.0,104023.0,46678200.0,6305880.0,1.0,半导体
688981.SH,2020-12-15,60.61,58.43,60.78,58.23,60.62,-2.19,-3.6127,352082.0,2081370.0,3.3846,3.3846,1.1,250.824,120.708,4.5273,20.4342,16.7592,,,770013.0,104023.0,104023.0,44991900.0,6078070.0,1.0,半导体
688981.SH,2020-12-16,56.0,55.2,56.26,52.68,58.43,-3.23,-5.528,764133.0,4156900.0,7.3458,7.3458,2.37,236.958,114.035,4.2771,19.3046,15.8328,,,770013.0,104023.0,104023.0,42504700.0,5742080.0,1.0,半导体
688981.SH,2020-12-17,54.21,56.01,56.57,54.0,55.2,0.81,1.4674,389857.0,2152080.0,3.7478,3.7478,0.93,240.435,115.709,4.3398,19.5879,16.0651,,,770013.0,104023.0,104023.0,43128400.0,5826340.0,1.0,半导体
688981.SH,2020-12-18,57.0,55.02,57.0,54.75,56.01,-0.99,-1.7675,302637.0,1690830.0,2.9093,2.9093,0.71,236.186,113.663,4.2631,19.2417,15.7811,,,770013.0,104023.0,104023.0,42366100.0,5723350.0,1.0,半导体
688981.SH,2020-12-21,53.79,54.36,55.59,52.8,55.02,-0.66,-1.1996,357375.0,1942590.0,3.4355,3.4355,0.88,233.352,112.3,4.212,19.0109,15.5918,,,770013.0,104023.0,104023.0,41857900.0,5654700.0,1.0,半导体
