Instrument,Date,Open,Close,High,Low,Pre_Close,Change,Pct_Chg,Volume,AMount,Turnover_rate,Turnover_rate_f,Volume_ratio,Pe,Pe_ttm,Pb,Ps,Ps_ttm,Dv_ratio,Dv_ttm,Total_share,Float_share,Free_share,Total_mv,Circ_mv,Adj_factor,Ind_class
002811.SZ,2024-01-26,9.43,9.55,9.73,9.28,9.36,0.19,2.0299,25135.2,24069.9,1.0168,2.8588,0.73,,,2.358,2.3701,2.2736,0.0,,27204.4,24719.1,8792.16,259802.0,236067.0,1.755,装修装饰
002811.SZ,2024-01-29,9.74,9.22,9.74,9.16,9.55,-0.33,-3.4555,32543.0,30389.5,1.3165,3.7014,0.94,,,2.2765,2.2882,2.195,0.0,,27204.4,24719.1,8792.16,250825.0,227910.0,1.755,装修装饰
002811.SZ,2024-01-30,9.66,8.81,9.66,8.73,9.22,-0.41,-4.4469,30707.0,27559.1,1.2422,3.4925,0.91,,,2.1753,2.1864,2.0974,0.0,,27204.4,24719.1,8792.16,239671.0,217775.0,1.755,装修装饰
002811.SZ,2024-01-31,8.7,8.0,8.81,7.95,8.81,-0.81,-9.1941,56750.5,46881.6,2.2958,6.4547,1.75,,,1.9753,1.9854,1.9045,0.0,,27204.4,24719.1,8792.16,217635.0,197753.0,1.755,装修装饰
002811.SZ,2024-02-01,7.8,7.4,7.93,7.23,8.0,-0.6,-7.5,75141.9,55815.7,3.0398,8.5465,2.09,,,1.8272,1.8365,1.7617,0.0,,27204.4,24719.1,8792.16,201313.0,182921.0,1.755,装修装饰
002811.SZ,2024-02-02,7.31,6.79,7.6,6.66,7.4,-0.61,-8.2432,65229.5,46082.0,2.6388,7.4191,1.48,,,1.6765,1.6851,1.6165,0.0,,27204.4,24719.1,8792.16,184718.0,167843.0,1.755,装修装饰
002811.SZ,2024-02-05,6.34,6.11,6.71,6.11,6.79,-0.68,-10.0147,26569.0,16469.1,1.0748,3.0219,0.51,,,1.5086,1.5164,1.4546,0.0,,27204.4,24719.1,8792.16,166219.0,151034.0,1.755,装修装饰
002811.SZ,2024-02-06,5.65,5.5,5.67,5.5,6.11,-0.61,-9.9836,66887.0,36936.3,2.7059,7.6076,1.31,,,1.358,1.365,1.3094,0.0,,27204.4,24719.1,8792.16,149624.0,135955.0,1.755,装修装饰
002811.SZ,2024-02-07,5.5,4.95,5.5,4.95,5.5,-0.55,-10.0,59000.0,29537.6,2.3868,6.7105,1.02,,,1.2222,1.2285,1.1784,0.0,,27204.4,24719.1,8792.16,134662.0,122360.0,1.755,装修装饰
002811.SZ,2024-02-08,4.7,5.33,5.45,4.46,4.95,0.38,7.6768,149836.0,71560.1,6.0615,17.042,2.56,,,1.3161,1.3228,1.2689,0.0,,27204.4,24719.1,8792.16,145000.0,131753.0,1.755,装修装饰
002811.SZ,2024-02-19,5.28,5.51,5.51,5.2,5.33,0.18,3.3771,109287.0,58417.7,4.4212,12.4301,1.49,,,1.3605,1.3675,1.3118,0.0,,27204.4,24719.1,8792.16,149896.0,136202.0,1.755,装修装饰
002811.SZ,2024-02-20,5.49,5.8,5.86,5.34,5.51,0.29,5.2632,108522.0,60822.9,4.3902,12.276,1.32,,,1.4321,1.4394,1.3808,0.0,,27204.4,24719.1,8840.16,157786.0,143371.0,1.755,装修装饰
002811.SZ,2024-02-21,5.64,6.38,6.38,5.64,5.8,0.58,10.0,94448.5,57204.8,3.8209,10.684,0.96,,,1.5753,1.5834,1.5189,0.0,,27204.4,24719.1,8840.16,173564.0,157708.0,1.755,装修装饰
002811.SZ,2024-02-22,6.23,6.43,6.54,6.2,6.38,0.05,0.7837,107621.0,67919.7,4.3538,12.1741,1.03,,,1.5877,1.5958,1.5308,0.0,,27204.4,24719.1,8840.16,174924.0,158944.0,1.755,装修装饰
002811.SZ,2024-02-23,6.43,6.55,6.57,6.34,6.43,0.12,1.8663,73951.5,47871.9,2.9917,8.3654,0.65,,,1.6173,1.6256,1.5593,0.0,,27204.4,24719.1,8840.16,178189.0,161910.0,1.755,装修装饰
002811.SZ,2024-02-26,6.55,6.68,6.85,6.43,6.55,0.13,1.9847,62944.6,41765.7,2.5464,7.1203,0.64,,,1.6494,1.6578,1.5903,0.0,,27204.4,24719.1,8840.16,181726.0,165124.0,1.755,装修装饰
002811.SZ,2024-02-27,6.66,6.88,6.88,6.6,6.68,0.2,2.994,43464.2,29528.6,1.7583,4.9167,0.49,,,1.6988,1.7075,1.6379,0.0,,27204.4,24719.1,8840.16,187166.0,170067.0,1.755,装修装饰
002811.SZ,2024-02-28,6.92,6.19,7.09,6.19,6.88,-0.69,-10.0291,94481.0,61719.6,3.8222,10.6877,1.24,,,1.5284,1.5362,1.4736,0.0,,27204.4,24719.1,8840.16,168395.0,153011.0,1.755,装修装饰
002811.SZ,2024-02-29,5.92,6.37,6.4,5.92,6.19,0.18,2.9079,59091.0,37088.1,2.3905,6.6844,0.77,,,1.5728,1.5809,1.5165,0.0,,27204.4,24719.1,8840.16,173292.0,157461.0,1.755,装修装饰
002811.SZ,2024-03-01,6.37,6.32,6.65,6.16,6.37,-0.05,-0.7849,44354.8,27930.3,1.7944,5.0174,0.66,,,1.5605,1.5685,1.5046,0.0,,27204.4,24719.1,8840.16,171932.0,156225.0,1.755,装修装饰
002811.SZ,2024-03-04,6.3,6.19,6.46,6.02,6.32,-0.13,-2.057,47310.5,29168.1,1.9139,5.3518,0.78,,,1.5284,1.5362,1.4736,0.0,,27204.4,24719.1,8840.16,168395.0,153011.0,1.755,装修装饰
002811.SZ,2024-03-05,6.18,5.93,6.18,5.91,6.19,-0.26,-4.2003,44945.0,26969.6,1.8182,5.0842,0.78,,,1.4642,1.4717,1.4117,0.0,,27204.4,24719.1,8840.16,161322.0,146584.0,1.755,装修装饰
002811.SZ,2024-03-06,5.92,6.08,6.14,5.9,5.93,0.15,2.5295,44449.0,26750.4,1.7982,5.0281,0.77,,,1.5012,1.5089,1.4475,0.0,,27204.4,24719.1,8840.16,165403.0,150292.0,1.755,装修装饰
002811.SZ,2024-03-07,6.13,6.1,6.3,6.08,6.08,0.02,0.3289,36424.0,22503.5,1.4735,4.1203,0.76,,,1.5062,1.5139,1.4522,0.0,,27204.4,24719.1,8840.16,165947.0,150786.0,1.755,装修装饰
002811.SZ,2024-03-08,6.09,6.12,6.33,6.05,6.1,0.02,0.3279,27854.0,17039.2,1.1268,3.1508,0.64,,,1.5111,1.5188,1.457,0.0,,27204.4,24719.1,8840.16,166491.0,151281.0,1.755,装修装饰
002811.SZ,2024-03-11,6.14,6.23,6.24,6.08,6.12,0.11,1.7974,27793.0,17100.5,1.1244,3.1439,0.69,,,1.5383,1.5461,1.4832,0.0,,27204.4,24719.1,8840.16,169484.0,154000.0,1.755,装修装饰
002811.SZ,2024-03-12,6.24,6.43,6.45,6.23,6.23,0.2,3.2103,37728.9,23951.2,1.5263,4.2679,1.04,,,1.5877,1.5958,1.5308,0.0,,27204.4,24719.1,8840.16,174924.0,158944.0,1.755,装修装饰
002811.SZ,2024-03-13,6.46,6.4,6.48,6.3,6.43,-0.03,-0.4666,29200.0,18656.9,1.1813,3.3031,0.84,,,1.5803,1.5883,1.5236,0.0,,27204.4,24719.1,8840.16,174108.0,158202.0,1.755,装修装饰
002811.SZ,2024-03-14,6.66,7.04,7.04,6.41,6.4,0.64,10.0,52490.5,36764.0,2.1235,5.9377,1.65,,,1.7383,1.7472,1.676,0.0,,27204.4,24719.1,8840.16,191519.0,174022.0,1.755,装修装饰
002811.SZ,2024-03-15,7.7,7.74,7.74,7.41,7.04,0.7,9.9432,56154.4,43336.5,2.2717,6.3522,1.6,,,1.9111,1.9209,1.8426,0.0,,27204.4,24719.1,8840.16,210562.0,191326.0,1.755,装修装饰
002811.SZ,2024-03-18,8.48,7.35,8.48,7.35,7.74,-0.39,-5.0388,201180.0,152071.0,8.1387,22.7575,4.95,,,1.8148,1.8241,1.7498,0.0,,27204.4,24719.1,8840.16,199952.0,181685.0,1.755,装修装饰
002811.SZ,2024-03-19,7.53,7.63,8.0,7.36,7.35,0.28,3.8095,196212.0,148468.0,7.9377,22.1955,2.6,,,1.884,1.8936,1.8165,0.0,,27204.4,24719.1,8840.16,207570.0,188607.0,1.755,装修装饰
002811.SZ,2024-03-20,7.32,7.38,7.44,7.24,7.63,-0.25,-3.2765,127168.0,93722.3,5.1445,14.3853,1.19,,,1.8222,1.8315,1.7569,0.0,,27204.4,24719.1,8840.16,200769.0,182427.0,1.755,装修装饰
002811.SZ,2024-03-21,7.42,7.23,7.48,7.15,7.38,-0.15,-2.0325,103244.0,75148.8,4.1767,11.6789,0.82,,,1.7852,1.7943,1.7212,0.0,,27204.4,24719.1,8840.16,196688.0,178719.0,1.755,装修装饰
002811.SZ,2024-03-22,7.22,7.12,7.26,7.08,7.23,-0.11,-1.5214,61470.3,43948.2,2.4868,6.9535,0.45,,,1.758,1.767,1.695,0.0,,27204.4,24719.1,8840.16,193695.0,176000.0,1.755,装修装饰
002811.SZ,2024-03-25,7.16,6.98,7.22,6.91,7.12,-0.14,-1.9663,56277.9,39871.1,2.2767,6.3662,0.41,,,1.7235,1.7323,1.6617,0.0,,27204.4,24719.1,8840.16,189887.0,172539.0,1.755,装修装饰
002811.SZ,2024-03-26,6.92,7.04,7.04,6.68,6.98,0.06,0.8596,64160.0,44278.6,2.5956,7.2578,0.59,,,1.7383,1.7472,1.676,0.0,,27204.4,24719.1,8840.16,191519.0,174022.0,1.755,装修装饰
002811.SZ,2024-03-27,7.0,6.75,7.03,6.74,7.04,-0.29,-4.1193,41308.8,28335.5,1.6711,4.6729,0.5,,,1.6667,1.6752,1.607,0.0,,27204.4,24719.1,8840.16,183630.0,166854.0,1.755,装修装饰
002811.SZ,2024-03-28,6.75,6.96,7.05,6.74,6.75,0.21,3.1111,48652.3,33814.0,1.9682,5.5036,0.75,,,1.7185,1.7273,1.657,0.0,,27204.4,24719.1,8840.16,189343.0,172045.0,1.755,装修装饰
002811.SZ,2024-03-29,6.97,7.16,7.18,6.93,6.96,0.2,2.8736,53276.4,37921.7,2.1553,6.0266,0.98,,,1.7679,1.7769,1.7046,0.0,,27204.4,24719.1,8840.16,194784.0,176989.0,1.755,装修装饰
002811.SZ,2024-04-01,7.16,7.23,7.27,7.14,7.16,0.07,0.9777,36800.2,26474.3,1.4887,4.1628,0.7,,,1.7852,1.7943,1.7212,0.0,,27204.4,24719.1,8840.16,196688.0,178719.0,1.755,装修装饰
002811.SZ,2024-04-02,7.19,7.22,7.29,7.18,7.23,-0.01,-0.1383,33675.3,24394.0,1.3623,3.8093,0.69,,,1.7827,1.7918,1.7189,0.0,,27204.4,24719.1,8840.17,196416.0,178472.0,1.755,装修装饰
002811.SZ,2024-04-03,7.23,7.18,7.25,7.06,7.22,-0.04,-0.554,31303.0,22367.6,1.2663,3.541,0.73,,,1.7728,1.7819,1.7093,0.0,,27204.4,24719.1,8840.17,195328.0,177483.0,1.755,装修装饰
002811.SZ,2024-04-08,7.19,6.86,7.23,6.82,7.18,-0.32,-4.4568,41471.5,28983.3,1.6777,4.6912,1.02,,,1.6938,1.7025,1.6332,0.0,,27204.4,24719.1,8840.17,186622.0,169573.0,1.755,装修装饰
002811.SZ,2024-04-09,6.9,6.92,7.0,6.83,6.86,0.06,0.8746,34923.3,24131.4,1.4128,3.9505,0.89,,,1.7086,1.7174,1.6474,0.0,,27204.4,24719.1,8840.17,188255.0,171056.0,1.755,装修装饰
002811.SZ,2024-04-10,6.92,6.67,6.94,6.57,6.92,-0.25,-3.6127,48324.5,32470.9,1.9549,5.4665,1.36,,,1.6469,1.6553,1.5879,0.0,,27204.4,24719.1,8840.17,181454.0,164876.0,1.755,装修装饰
002811.SZ,2024-04-11,6.67,6.77,6.9,6.55,6.67,0.1,1.4993,39738.7,26925.5,1.6076,4.4952,1.05,,,1.6716,1.6802,1.6117,0.0,,27204.4,24719.1,8840.17,184174.0,167348.0,1.755,装修装饰
002811.SZ,2024-04-12,6.78,6.65,6.85,6.61,6.77,-0.12,-1.7725,23728.2,15973.7,0.9599,2.6841,0.61,,,1.642,1.6504,1.5832,0.0,,27204.4,24719.1,8840.17,180909.0,164382.0,1.755,装修装饰
002811.SZ,2024-04-15,6.57,5.99,6.66,5.99,6.65,-0.66,-9.9248,54769.0,33670.5,2.2157,6.1955,1.46,,,1.479,1.4866,1.426,0.0,,27204.4,24719.1,8840.17,162955.0,148067.0,1.755,装修装饰
002811.SZ,2024-04-16,5.87,5.39,5.89,5.39,5.99,-0.6,-10.0167,53678.5,29398.5,2.1715,6.0721,1.33,,,1.3309,1.3377,1.2832,0.0,,27204.4,24719.1,8840.17,146632.0,133236.0,1.755,装修装饰
002811.SZ,2024-04-17,5.39,5.93,5.93,5.33,5.39,0.54,10.0186,31832.0,18335.9,1.2877,3.6008,0.72,,,1.4642,1.4717,1.4117,0.0,,27204.4,24719.1,8840.17,161322.0,146584.0,1.755,装修装饰
002811.SZ,2024-04-18,6.22,5.98,6.22,5.8,5.93,0.05,0.8432,48807.0,29261.8,1.9745,5.521,1.2,,,1.4765,1.4841,1.4237,0.0,,27204.4,24719.1,8840.17,162682.0,147820.0,1.755,装修装饰
002811.SZ,2024-04-19,6.05,6.02,6.12,5.86,5.98,0.04,0.6689,31564.0,18934.9,1.2769,3.5705,0.74,,,1.4864,1.494,1.4332,0.0,,27204.4,24719.1,8840.17,163771.0,148809.0,1.755,装修装饰
002811.SZ,2024-04-22,6.01,5.95,6.07,5.72,6.02,-0.07,-1.1628,37355.0,22124.9,1.5112,4.2256,0.85,,,1.4691,1.4767,1.4165,0.0,,27204.4,24719.1,8840.17,161866.0,147079.0,1.755,装修装饰
002811.SZ,2024-04-23,5.92,6.24,6.38,5.86,5.95,0.29,4.8739,50110.5,30927.8,2.0272,5.6685,1.23,,,1.5407,1.5486,1.4855,0.0,,27204.4,24719.1,8840.17,169756.0,154247.0,1.755,装修装饰
002811.SZ,2024-04-24,6.14,6.49,6.53,6.07,6.24,0.25,4.0064,60219.6,38292.9,2.4362,6.812,1.51,,,1.7032,1.6136,1.6136,0.0,,27204.4,24719.1,8840.17,176557.0,160427.0,1.755,装修装饰
002811.SZ,2024-04-25,6.38,6.74,6.82,6.28,6.49,0.25,3.8521,83858.5,55079.5,3.3925,9.4861,1.84,,,1.7688,1.6757,1.6757,0.0,,27204.4,24719.1,8840.17,183358.0,166607.0,1.755,装修装饰
002811.SZ,2024-04-26,6.65,6.4,6.68,6.36,6.74,-0.34,-5.0445,73084.5,47571.7,2.9566,8.2673,1.39,,,1.6795,1.5912,1.5912,0.0,,27204.4,24719.1,8840.17,174108.0,158202.0,1.755,装修装饰
002811.SZ,2024-04-29,6.31,6.62,6.63,6.2,6.4,0.22,3.4375,63636.9,41037.6,2.5744,7.1986,1.04,,,1.7373,1.6459,1.6459,0.0,,27204.4,24719.1,8840.17,180093.0,163640.0,1.755,装修装饰
002811.SZ,2024-04-30,7.27,7.28,7.28,7.27,6.62,0.66,9.9698,65758.5,47868.7,2.6602,7.4386,0.99,,,1.9239,1.81,1.8376,0.0,,27204.4,24719.1,8840.17,198048.0,179955.0,1.755,装修装饰
002811.SZ,2024-05-06,7.41,7.19,7.41,6.94,7.28,-0.09,-1.2363,168801.0,120868.0,6.8288,19.0947,2.44,,,1.9002,1.7876,1.8149,0.0,,27204.4,24719.1,8840.17,195600.0,177730.0,1.755,装修装饰
002811.SZ,2024-05-07,7.11,7.14,7.3,7.04,7.19,-0.05,-0.6954,86269.0,61456.3,3.49,9.7587,0.95,,,1.8869,1.7752,1.8022,0.0,,27204.4,24719.1,8840.17,194240.0,176494.0,1.755,装修装饰
002811.SZ,2024-05-08,7.16,7.0,7.2,7.0,7.14,-0.14,-1.9608,42869.7,30284.0,1.7343,4.8494,0.47,,,1.8499,1.7404,1.7669,0.0,,27204.4,24719.1,8840.17,190431.0,173034.0,1.755,装修装饰
002811.SZ,2024-05-09,7.01,7.08,7.12,6.97,7.0,0.08,1.1429,36567.7,25885.1,1.4793,4.1365,0.43,,,1.8711,1.7603,1.7871,0.0,,27204.4,24719.1,8840.17,192607.0,175011.0,1.755,装修装饰
002811.SZ,2024-05-10,7.14,7.06,7.14,6.99,7.08,-0.02,-0.2825,30345.0,21363.7,1.2276,3.4326,0.38,,,1.8658,1.7553,1.782,0.0,,27204.4,24719.1,8840.17,192063.0,174517.0,1.755,装修装饰
002811.SZ,2024-05-13,7.04,6.91,7.04,6.75,7.06,-0.15,-2.1246,39054.0,26949.3,1.5799,4.4178,0.54,,,1.8262,1.718,1.7442,0.0,,27204.4,24719.1,8840.17,187983.0,170809.0,1.755,装修装饰
002811.SZ,2024-05-14,6.95,7.19,7.23,6.95,6.91,0.28,4.0521,46039.8,32913.8,1.8625,5.208,0.98,,,1.9002,1.7876,1.8149,0.0,,27204.4,24719.1,8840.17,195600.0,177730.0,1.755,装修装饰
002811.SZ,2024-05-15,7.16,7.32,7.43,7.1,7.19,0.13,1.8081,54650.8,40018.7,2.2109,6.1821,1.4,,,1.9345,1.8199,1.8477,0.0,,27204.4,24719.1,8840.17,199136.0,180944.0,1.755,装修装饰
002811.SZ,2024-05-16,7.26,7.52,7.52,7.26,7.32,0.2,2.7322,79435.6,58979.1,3.2135,8.9858,1.92,,,1.9874,1.8697,1.8981,0.0,,27204.4,24719.1,8840.17,204577.0,185888.0,1.755,装修装饰
002811.SZ,2024-05-17,7.5,7.41,7.54,7.25,7.52,-0.11,-1.4628,65050.3,47809.7,2.6316,7.3585,1.3,,,1.9583,1.8423,1.8704,0.0,,27204.4,24719.1,8840.17,201585.0,183169.0,1.755,装修装饰
002811.SZ,2024-05-20,7.4,7.35,7.42,7.3,7.41,-0.06,-0.8097,38444.9,28288.8,1.5553,4.3489,0.68,,,1.9424,1.8274,1.8552,0.0,,27204.4,24719.1,8840.17,199953.0,181685.0,1.755,装修装饰
002811.SZ,2024-05-21,7.34,7.32,7.46,7.21,7.35,-0.03,-0.4082,33229.0,24385.7,1.3443,3.7589,0.59,,,1.9345,1.8199,1.8477,0.0,,27204.4,24719.1,8840.17,199136.0,180944.0,1.755,装修装饰
002811.SZ,2024-05-22,7.37,7.39,7.6,7.29,7.32,0.07,0.9563,43938.5,32651.1,1.7775,4.9703,0.81,,,1.953,1.8373,1.8653,0.0,,27204.4,24719.1,8840.17,201041.0,182674.0,1.755,装修装饰
002811.SZ,2024-05-23,7.36,7.2,7.4,7.11,7.39,-0.19,-2.571,37131.0,26833.8,1.5021,4.2003,0.71,,,1.9028,1.7901,1.8174,0.0,,27204.4,24719.1,8840.17,195872.0,177978.0,1.755,装修装饰
002811.SZ,2024-05-24,7.19,7.1,7.23,7.03,7.2,-0.1,-1.3889,22295.5,15925.2,0.902,2.5221,0.51,,,1.8764,1.7652,1.7921,0.0,,27204.4,24719.1,8840.17,193151.0,175506.0,1.755,装修装饰
002811.SZ,2024-05-27,7.1,7.11,7.21,6.98,7.1,0.01,0.1408,21737.0,15317.4,0.8794,2.4589,0.62,,,1.879,1.7677,1.7947,0.0,,27204.4,24719.1,8840.17,193424.0,175753.0,1.755,装修装饰
002811.SZ,2024-05-28,7.13,7.06,7.25,7.02,7.11,-0.05,-0.7032,21828.0,15487.0,0.883,2.4692,0.69,,,1.8658,1.7553,1.782,0.0,,27204.4,24719.1,8840.17,192063.0,174517.0,1.755,装修装饰
002811.SZ,2024-05-29,6.95,6.9,7.0,6.82,6.87,0.03,0.4367,17547.0,12174.7,0.7099,1.9849,0.6,,,1.9223,1.7155,1.7417,0.0,2.8175,27204.4,24719.1,8840.17,187711.0,170562.0,1.8035,装修装饰
002811.SZ,2024-05-30,6.9,6.87,7.03,6.85,6.9,-0.03,-0.4348,16718.5,11572.5,0.6763,1.8912,0.69,,,1.9139,1.708,1.7341,0.0,2.8299,27204.4,24719.1,8840.17,186894.0,169820.0,1.8035,装修装饰
002811.SZ,2024-05-31,6.97,6.87,6.97,6.64,6.87,0.0,0.0,18452.0,12704.0,0.7465,2.0873,0.92,,,1.9139,1.708,1.7341,0.0,2.8299,27204.4,24719.1,8840.17,186894.0,169820.0,1.8035,装修装饰
002811.SZ,2024-06-03,6.87,7.56,7.56,6.75,6.87,0.69,10.0437,78878.5,56901.1,3.191,8.9227,4.1,,,2.1062,1.8796,1.9082,0.0,2.5716,27204.4,24719.1,8840.17,205666.0,186876.0,1.8035,装修装饰
002811.SZ,2024-06-04,8.0,8.32,8.32,7.93,7.56,0.76,10.0529,116964.0,96571.1,4.7317,13.231,3.81,,,2.3179,2.0686,2.1001,0.0,2.3367,27204.4,24719.1,8840.17,226341.0,205663.0,1.8035,装修装饰
002811.SZ,2024-06-05,8.4,8.2,9.1,7.9,8.32,-0.12,-1.4423,284305.0,238643.0,11.5014,32.1606,5.72,,,2.2845,2.0387,2.0698,0.0,2.3709,27204.4,24719.1,8840.17,223076.0,202697.0,1.8035,装修装饰
002811.SZ,2024-06-06,7.38,7.38,7.45,7.38,8.2,-0.82,-10.0,33685.5,24863.8,1.3627,3.8105,0.33,,,2.056,1.8348,1.8628,0.0,2.6343,27204.4,24719.1,8840.17,200769.0,182427.0,1.8035,装修装饰
002811.SZ,2024-06-07,6.64,6.65,6.98,6.64,7.38,-0.73,-9.8916,201539.0,135799.0,8.1532,22.7981,1.89,,,1.8526,1.6534,1.6785,0.0,2.9235,27204.4,24719.1,8840.17,180909.0,164382.0,1.8035,装修装饰
002811.SZ,2024-06-11,6.44,6.91,7.13,6.22,6.65,0.26,3.9098,178093.0,119890.0,7.2047,20.1459,1.24,,,1.9251,1.718,1.7442,0.0,2.8135,27204.4,24719.1,8840.17,187983.0,170809.0,1.8035,装修装饰
002811.SZ,2024-06-12,7.0,6.92,7.05,6.79,6.91,0.01,0.1447,90871.2,62769.3,3.6762,10.2793,0.56,,,1.9279,1.7205,1.7467,0.0,2.8094,27204.4,24719.1,8840.17,188255.0,171056.0,1.8035,装修装饰
002811.SZ,2024-06-13,6.99,6.72,7.13,6.66,6.92,-0.2,-2.8902,78438.0,53252.1,3.1732,8.8729,0.5,,,1.8721,1.6708,1.6962,0.0,2.893,27204.4,24719.1,8840.17,182814.0,166112.0,1.8035,装修装饰
002811.SZ,2024-06-14,6.65,6.83,6.86,6.54,6.72,0.11,1.6369,58813.0,39637.5,2.3793,6.6529,0.5,,,1.9028,1.6981,1.724,0.0,2.8464,27204.4,24719.1,8840.17,185806.0,168831.0,1.8035,装修装饰
002811.SZ,2024-06-17,6.88,6.61,6.93,6.59,6.83,-0.22,-3.2211,62537.5,41991.2,2.5299,7.0742,0.51,,,1.8415,1.6434,1.6685,0.0,2.9412,27204.4,24719.1,8840.17,179821.0,163393.0,1.8035,装修装饰
002811.SZ,2024-06-18,6.59,6.78,6.84,6.5,6.61,0.17,2.5719,59884.5,40269.0,2.4226,6.7741,0.64,,,1.8889,1.6857,1.7114,0.0,2.8674,27204.4,24719.1,8840.17,184446.0,167596.0,1.8035,装修装饰
