Instrument,Date,Open,Close,High,Low,Pre_Close,Change,Pct_Chg,Volume,AMount,Turnover_rate,Turnover_rate_f,Volume_ratio,Pe,Pe_ttm,Pb,Ps,Ps_ttm,Dv_ratio,Dv_ttm,Total_share,Float_share,Free_share,Total_mv,Circ_mv,Adj_factor,Vwap,Intra_tail_ratio,Intra_returns_skewness,Intra_returns_kurtosis,Intra_price_vol_corr,Intra_downside_ratio,Up_limit,Down_limit,Mfd_buyord,Mfd_sellord,Mfd_volinflowrate,Mkt_class,Ind_class_l1,Ind_class_l2,List_date
600418.SH,2012-03-22,6.93,6.87,6.93,6.77,6.93,-0.06,-0.87,112051.0,76741.4,1.0444,1.3326,0.45,7.6151,14.3346,1.5471,0.2981,0.2905,2.9112,2.9112,128874.0,107287.0,84083.0,885362.0,737061.0,5.611,6.8488,0.171583,1.25876,5.90335,0.116533,0.441978,7.62,6.24,31331,34645,-0.049110420040746006,1,23,89,2001-08-24
600418.SH,2012-03-23,6.86,6.61,6.86,6.56,6.87,-0.26,-3.78,130529.0,87133.3,1.2166,1.5524,0.63,7.3269,13.7921,1.4886,0.2868,0.2795,3.0257,3.0257,128874.0,107287.0,84083.0,851855.0,709166.0,5.611,6.67538,0.244228,0.00562059,-0.835672,-0.343403,0.673727,7.56,6.18,20416,45645,-0.38083476031778835,1,23,89,2001-08-24
600418.SH,2012-03-26,6.6,6.5,6.65,6.48,6.61,-0.11,-1.66,103325.0,67501.3,0.9631,1.2288,0.56,7.2049,13.5626,1.4638,0.282,0.2749,3.0769,3.0769,128874.0,107287.0,84083.0,837679.0,697364.0,5.611,6.5329,0.316051,0.145061,0.146988,-0.358835,0.573669,7.27,5.95,18087,26899,-0.19510026616435394,1,23,89,2001-08-24
600418.SH,2012-03-27,6.57,6.57,6.7,6.53,6.5,0.07,1.08,92165.0,60839.5,0.8591,1.0961,0.62,7.2825,13.7087,1.4796,0.285,0.2778,3.0441,3.0441,128874.0,107287.0,84083.0,846700.0,704875.0,5.611,6.60115,0.124245,1.62388,3.33046,-0.223277,0.281125,7.15,5.85,21247,20709,0.0137733634005642,1,23,89,2001-08-24
600418.SH,2012-03-28,6.57,6.27,6.57,6.13,6.57,-0.3,-4.57,158544.0,100042.0,1.4778,1.8856,1.36,13.0827,13.0827,1.412,0.2652,0.2652,3.1898,3.1898,128874.0,107287.0,84083.0,808038.0,672688.0,5.611,6.31006,0.291982,2.47422,11.1601,-0.415875,0.395869,7.23,5.91,24011,46959,-0.32210893820854536,1,23,89,2001-08-24
600418.SH,2012-03-29,6.2,6.13,6.3,6.11,6.27,-0.14,-2.23,102851.0,63726.8,0.9587,1.2232,0.86,12.7906,12.7906,1.3805,0.2593,0.2593,3.2626,3.2626,128874.0,107287.0,84083.0,789996.0,657668.0,5.611,6.19601,0.170645,-0.164301,0.587043,-0.372515,0.574964,6.9,5.64,22129,33730,-0.20635690858846972,1,23,89,2001-08-24
600418.SH,2012-03-30,6.1,6.14,6.24,6.01,6.13,0.01,0.16,78894.1,48481.7,0.7354,0.9383,0.67,12.8115,12.8115,1.3827,0.2597,0.2597,3.2573,3.2573,128874.0,107287.0,84083.0,791284.0,658741.0,5.611,6.14516,0.283608,-1.02726,1.45718,-0.0966917,0.690616,6.74,5.52,15176,30800,-0.3379472213236107,1,23,89,2001-08-24
600418.SH,2012-04-05,6.15,6.29,6.33,6.05,6.14,0.15,2.44,117641.0,73470.3,1.0965,1.3991,1.1,13.1244,13.1244,1.4165,0.266,0.266,3.1797,3.1797,128874.0,107287.0,84083.0,810615.0,674834.0,5.611,6.24533,0.189619,-0.201396,-0.513025,-0.0234623,0.279258,6.75,5.53,21449,31143,-0.18370166049463835,1,23,89,2001-08-24
600418.SH,2012-04-06,6.33,6.44,6.49,6.27,6.29,0.15,2.38,195915.0,125464.0,1.8261,2.33,1.78,13.4374,13.4374,1.4503,0.2724,0.2724,3.1056,3.1056,128874.0,107287.0,84083.0,829946.0,690927.0,5.611,6.40397,0.128265,2.30819,9.99332,0.161521,0.269873,6.92,5.66,84138,78576,0.034617854788982945,1,23,89,2001-08-24
600418.SH,2012-04-09,6.4,6.32,6.45,6.28,6.44,-0.12,-1.86,176711.0,112515.0,1.6471,2.1016,1.35,13.187,13.187,1.4233,0.2673,0.2673,3.1646,3.1646,128874.0,107287.0,84083.0,814482.0,678053.0,5.611,6.36719,0.102371,1.82792,5.17027,-0.00585407,0.303172,7.08,5.8,68941,65066,0.029342644275635734,1,23,89,2001-08-24
600418.SH,2012-04-10,6.22,6.42,6.44,6.01,6.32,0.1,1.58,245756.0,153370.0,2.2906,2.9228,1.83,13.3957,13.3957,1.4458,0.2715,0.2715,3.1153,3.1153,128874.0,107287.0,84083.0,827369.0,688782.0,5.611,6.24073,0.430634,1.20131,3.73696,0.54904,0.298125,6.95,5.69,89354,103132,-0.06758990191018117,1,23,89,2001-08-24
600418.SH,2012-04-11,6.28,6.42,6.48,6.25,6.42,0.0,0.0,146104.0,93512.2,1.3618,1.7376,0.9,13.3957,13.3957,1.4458,0.2715,0.2715,3.1153,3.1153,128874.0,107287.0,84083.0,827369.0,688782.0,5.611,6.40039,0.116082,0.384663,-0.166964,0.0670504,0.367355,7.06,5.78,30336,39228,-0.12665541930415988,1,23,89,2001-08-24
600418.SH,2012-04-12,6.44,6.53,6.58,6.35,6.42,0.11,1.71,196781.0,128038.0,1.8342,2.3403,1.12,13.6252,13.6252,1.4706,0.2762,0.2762,3.0628,3.0628,128874.0,107287.0,84083.0,841545.0,700583.0,5.611,6.5066,0.157815,0.994198,2.56717,0.787622,0.321602,7.06,5.78,71125,61973,0.06873505568307005,1,23,89,2001-08-24
600418.SH,2012-04-13,6.55,6.68,6.74,6.5,6.53,0.15,2.3,243782.0,162138.0,2.2722,2.8993,1.27,13.9382,13.9382,1.5043,0.2825,0.2825,2.994,2.994,128874.0,107287.0,84083.0,860876.0,716676.0,5.611,6.65095,0.0992731,1.73297,4.09632,-0.0212265,0.191526,7.18,5.88,100385,101463,-0.00522275508473912,1,23,89,2001-08-24
600418.SH,2012-04-16,6.61,6.7,6.77,6.58,6.68,0.02,0.3,137778.0,91976.5,1.2842,1.6386,0.68,13.9799,13.9799,1.5089,0.2834,0.2834,2.9851,2.9851,128874.0,107287.0,84083.0,863454.0,718822.0,5.611,6.67571,0.164642,1.06066,1.65844,0.438167,0.314193,7.35,6.01,50661,30333,0.2518739555127487,1,23,89,2001-08-24
600418.SH,2012-04-17,6.73,6.54,6.74,6.51,6.7,-0.16,-2.39,101739.0,67369.4,0.9483,1.21,0.52,13.6461,13.6461,1.4728,0.2766,0.2766,3.0581,3.0581,128874.0,107287.0,84083.0,842834.0,701656.0,5.611,6.62179,0.267891,0.0305698,0.0486252,-0.530659,0.588031,7.37,6.03,22888,20946,0.046120575814524785,1,23,89,2001-08-24
600418.SH,2012-04-18,6.52,6.69,6.73,6.52,6.54,0.15,2.29,115976.0,77287.2,1.081,1.3793,0.7,13.9591,22.4246,1.4802,0.2829,0.3051,2.9895,2.9895,128874.0,107287.0,84083.0,862165.0,717749.0,5.611,6.66407,0.220649,0.950165,1.29966,0.34313,0.303825,7.19,5.89,31299,30357,0.014973798344854926,1,23,89,2001-08-24
600418.SH,2012-04-19,6.87,6.6,6.87,6.53,6.69,-0.09,-1.35,193274.0,129070.0,1.8015,2.2986,1.21,13.7713,22.123,1.4603,0.2791,0.301,3.0303,3.0303,128874.0,107287.0,84083.0,850566.0,708093.0,5.611,6.67807,0.146373,-0.36557,1.38991,-0.0890521,0.726771,7.36,6.02,39766,56906,-0.17829408999931626,1,23,89,2001-08-24
600418.SH,2012-04-20,6.5,6.58,6.6,6.46,6.6,-0.02,-0.3,130520.0,85365.4,1.2166,1.5523,0.82,13.7295,22.0559,1.4559,0.2783,0.3001,3.0395,3.0395,128874.0,107287.0,84083.0,847989.0,705947.0,5.611,6.54038,0.179766,0.253179,-0.121926,-0.0311954,0.39191,7.26,5.94,34375,44504,-0.12747781775903455,1,23,89,2001-08-24
600418.SH,2012-04-23,6.58,6.42,6.62,6.4,6.58,-0.16,-2.43,96515.0,62708.5,0.8996,1.1479,0.71,13.3957,21.5196,1.4205,0.2715,0.2928,3.1153,3.1153,128874.0,107287.0,84083.0,827369.0,688782.0,5.611,6.49728,0.155789,-0.678841,0.43394,-0.230428,0.744955,7.24,5.92,18729,32535,-0.2683058729779779,1,23,89,2001-08-24
600418.SH,2012-04-24,6.37,6.43,6.46,6.2,6.42,0.01,0.16,129713.0,82092.8,1.209,1.5427,1.02,13.4166,21.5531,1.4227,0.272,0.2933,3.1104,3.1104,128874.0,107287.0,84083.0,828658.0,689854.0,5.611,6.32881,0.164247,0.515656,1.67151,0.0501851,0.406982,7.06,5.78,38920,42957,-0.04869002223917728,1,23,89,2001-08-24
600418.SH,2012-04-25,6.48,6.54,6.63,6.48,6.43,0.11,1.71,111395.0,72773.8,1.0383,1.3248,0.84,13.6461,21.9219,1.447,0.2766,0.2983,3.0581,3.0581,128874.0,107287.0,84083.0,842834.0,701656.0,5.611,6.53296,0.156892,-0.421058,0.793655,0.481725,0.622646,7.07,5.79,23859,31167,-0.13244743787587274,1,23,89,2001-08-24
600418.SH,2012-04-26,6.56,6.56,6.61,6.49,6.54,0.02,0.31,83356.6,54538.5,0.777,0.9914,0.63,13.6878,21.9889,1.4514,0.2774,0.2992,3.0488,3.0488,128874.0,107287.0,84083.0,845411.0,703802.0,5.611,6.54279,0.298883,-0.107338,1.05917,0.445104,0.469806,7.19,5.89,18412,16588,0.05373115754382179,1,23,89,2001-08-24
600418.SH,2012-05-02,6.63,6.71,6.84,6.57,6.56,0.15,2.29,179710.0,120171.0,1.675,2.1373,1.63,14.0008,22.4917,1.4846,0.2838,0.306,2.9806,2.9806,128874.0,107287.0,84083.0,864742.0,719895.0,5.611,6.68696,0.11045,2.37096,9.47107,0.349947,0.231809,7.22,5.9,55856,65789,-0.08145258691984221,1,23,89,2001-08-24
600418.SH,2012-05-03,6.7,6.8,6.8,6.64,6.71,0.09,1.34,140772.0,94839.3,1.3121,1.6742,1.17,14.1886,22.7934,1.5045,0.2876,0.3101,2.9412,2.9412,128874.0,107287.0,84083.0,876341.0,729550.0,5.611,6.73707,0.249716,0.813957,0.545066,0.357371,0.262836,7.38,6.04,54135,38601,0.1683568088634055,1,23,89,2001-08-24
600418.SH,2012-05-04,6.8,6.76,6.85,6.7,6.8,-0.04,-0.59,107432.0,72649.8,1.0014,1.2777,0.83,14.1051,22.6593,1.4957,0.2859,0.3083,2.9586,2.9586,128874.0,107287.0,84083.0,871186.0,725259.0,5.611,6.7624,0.208848,1.00705,1.53882,0.273236,0.403782,7.48,6.12,30400,46727,-0.21093991904600576,1,23,89,2001-08-24
600418.SH,2012-05-07,6.75,6.81,6.9,6.71,6.76,0.05,0.74,208926.0,142399.0,1.9474,2.4848,1.68,14.2094,22.8269,1.5067,0.288,0.3106,2.9369,2.9369,128874.0,107287.0,84083.0,877630.0,730623.0,5.611,6.81577,0.161995,0.276811,-0.332493,0.14011,0.443063,7.44,6.08,67705,65588,0.015759210724120464,1,23,89,2001-08-24
600418.SH,2012-05-08,6.77,6.7,6.8,6.65,6.81,-0.11,-1.62,155124.0,103819.0,1.4459,1.8449,1.08,13.9799,22.4582,1.4824,0.2834,0.3056,2.9851,2.9851,128874.0,107287.0,84083.0,863454.0,718822.0,5.611,6.69265,0.171792,-0.18574,-0.730884,0.0683819,0.61002,7.49,6.13,34696,43015,-0.10669848425117016,1,23,89,2001-08-24
600418.SH,2012-05-09,6.67,6.42,6.67,6.41,6.7,-0.28,-4.18,133040.0,86781.2,1.24,1.5822,0.84,13.3957,21.5196,1.4205,0.2715,0.2928,3.1153,3.1153,128874.0,107287.0,84083.0,827369.0,688782.0,5.611,6.52294,0.184959,0.00321131,0.422248,-0.109096,0.684177,7.37,6.03,20672,33109,-0.22971650614420197,1,23,89,2001-08-24
600418.SH,2012-05-10,6.42,6.39,6.47,6.35,6.42,-0.03,-0.47,82371.5,52775.8,0.7678,0.9796,0.55,13.3331,21.4191,1.4138,0.2703,0.2914,3.1299,3.1299,128874.0,107287.0,84083.0,823503.0,685563.0,5.611,6.40704,0.153076,0.892807,0.64321,0.336176,0.442795,7.06,5.78,12586,26155,-0.3505461926979071,1,23,89,2001-08-24
600418.SH,2012-05-11,6.35,6.34,6.42,6.33,6.39,-0.05,-0.78,59314.2,37776.3,0.5529,0.7054,0.43,13.2288,21.2515,1.4028,0.2681,0.2892,3.1546,3.1546,128874.0,107287.0,84083.0,817059.0,680199.0,5.611,6.36885,0.292106,0.258557,0.0661023,-0.285653,0.500392,7.03,5.75,11676,20736,-0.27954956665427344,1,23,89,2001-08-24
600418.SH,2012-05-14,6.4,6.21,6.41,6.21,6.34,-0.13,-2.05,126754.0,79766.8,1.1814,1.5075,0.99,12.9575,20.8157,1.374,0.2626,0.2832,3.2206,3.2206,128874.0,107287.0,84083.0,800305.0,666251.0,5.611,6.29305,0.218667,0.280024,-0.0393828,-0.133536,0.629602,6.97,5.71,23846,55528,-0.3986180251319373,1,23,89,2001-08-24
600418.SH,2012-05-15,6.11,6.16,6.18,6.09,6.21,-0.05,-0.81,96164.3,59039.2,0.8963,1.1437,0.86,12.8532,20.6481,1.3629,0.2605,0.2809,3.2468,3.2468,128874.0,107287.0,84083.0,793862.0,660887.0,5.611,6.13941,0.300081,0.672499,0.801277,0.18525,0.388673,6.83,5.59,18763,47133,-0.4304662813455751,1,23,89,2001-08-24
600418.SH,2012-05-16,6.15,6.03,6.22,6.03,6.16,-0.13,-2.11,114822.0,70037.2,1.0702,1.3656,1.15,12.5819,20.2123,1.3342,0.255,0.275,3.3167,3.3167,128874.0,107287.0,84083.0,777108.0,646940.0,5.611,6.09965,0.339317,-0.0949577,0.204355,-0.497352,0.63254,6.78,5.54,31428,47385,-0.20252225490991604,1,23,89,2001-08-24
600418.SH,2012-05-17,6.07,6.13,6.15,5.98,6.03,0.1,1.66,152209.0,92469.9,1.4187,1.8102,1.59,12.7906,20.5475,1.3563,0.2593,0.2796,3.2626,3.2626,128874.0,107287.0,84083.0,789996.0,657668.0,5.611,6.07519,0.111465,1.03695,2.96026,0.0718081,0.378563,6.63,5.43,36234,66945,-0.2962633443942106,1,23,89,2001-08-24
600418.SH,2012-05-21,6.02,5.98,6.07,5.91,6.13,-0.15,-2.45,104255.0,62469.4,0.9717,1.2399,0.95,12.4776,20.0447,1.3231,0.2529,0.2727,3.3445,,128874.0,107287.0,84083.0,770664.0,641575.0,5.611,5.99197,0.140108,0.333181,0.297273,-0.00318583,0.518299,6.74,5.52,14011,33719,-0.41246312222377574,1,23,89,2001-08-24
600418.SH,2012-05-22,6.0,6.02,6.05,5.96,5.98,0.04,0.67,107757.0,64841.0,1.0044,1.2816,0.91,12.5611,20.1788,1.332,0.2546,0.2746,3.3223,,128874.0,107287.0,84083.0,775819.0,645867.0,5.611,6.01732,0.279666,-0.643019,1.32396,-0.0354173,0.531665,6.58,5.38,32082,57886,-0.28665224093232744,1,23,89,2001-08-24
600418.SH,2012-05-23,6.02,6.1,6.12,5.99,6.02,0.08,1.33,109303.0,66117.3,1.0188,1.2999,0.95,12.728,20.447,1.3497,0.258,0.2782,3.2787,,128874.0,107287.0,84083.0,786129.0,654450.0,5.611,6.049,0.183966,0.300736,0.545623,0.252522,0.309017,6.62,5.42,41101,26755,0.21143318607431563,1,23,89,2001-08-24
600418.SH,2012-05-24,6.07,5.97,6.15,5.94,6.1,-0.13,-2.13,193561.0,117057.0,1.8041,2.302,1.64,12.4567,20.0112,1.3209,0.2525,0.2723,3.3501,,128874.0,107287.0,84083.0,769376.0,640502.0,5.611,6.04757,0.242301,0.588866,0.375353,-0.492695,0.562424,6.71,5.49,86745,131008,-0.2020222298565221,1,23,89,2001-08-24
600418.SH,2012-05-25,5.98,6.02,6.04,5.86,5.97,0.05,0.84,126482.0,75261.8,1.1789,1.5042,0.95,12.5611,20.1788,1.332,0.2546,0.2746,3.3223,,128874.0,107287.0,84083.0,775819.0,645867.0,5.611,5.95041,0.301624,0.649976,1.82178,0.419135,0.385093,6.57,5.37,45623,41248,0.05196615404791018,1,23,89,2001-08-24
600418.SH,2012-05-28,6.0,6.4,6.51,5.94,6.02,0.38,6.31,317878.0,198854.0,2.9629,3.7805,2.48,13.354,21.4526,1.416,0.2707,0.2919,3.125,,128874.0,107287.0,84083.0,824791.0,686636.0,5.611,6.25567,0.275977,0.816637,0.898106,0.810815,0.173653,6.62,5.42,136968,99544,0.15846021655264275,1,23,89,2001-08-24
600418.SH,2012-05-29,6.5,6.66,6.8,6.5,6.4,0.26,4.06,710482.0,474539.0,6.6223,8.4498,4.15,13.8965,22.3241,1.4736,0.2817,0.3037,3.003,,128874.0,107287.0,84083.0,858299.0,714530.0,5.611,6.67912,0.0719286,1.02911,3.46601,0.0939776,0.381418,7.04,5.76,347417,314215,0.05034645952237037,1,23,89,2001-08-24
600418.SH,2012-05-30,6.66,6.62,6.81,6.6,6.66,-0.04,-0.6,242847.0,162221.0,2.2635,2.8882,0.83,13.813,22.19,1.4647,0.28,0.3019,3.0211,,128874.0,107287.0,84083.0,853144.0,710239.0,5.611,6.67998,0.116048,-0.644295,1.11165,0.60572,0.726165,7.33,5.99,76959,92364,-0.0887802288631777,1,23,89,2001-08-24
600418.SH,2012-05-31,6.59,6.63,6.76,6.53,6.62,0.01,0.15,195379.0,130332.0,1.8211,2.3236,0.61,13.8339,22.2235,1.4669,0.2804,0.3024,3.0166,,128874.0,107287.0,84083.0,854432.0,711312.0,5.611,6.67072,0.108292,0.813167,2.23406,-0.134199,0.382433,7.28,5.96,80737,69186,0.0780575919824356,1,23,89,2001-08-24
600418.SH,2012-06-01,6.66,6.48,6.68,6.46,6.63,-0.15,-2.26,124712.0,81814.1,1.1624,1.4832,0.39,13.5209,21.7207,1.4337,0.2741,0.2955,3.0864,,128874.0,107287.0,84083.0,835101.0,695219.0,5.611,6.56027,0.209555,-0.220557,-0.295667,-0.411295,0.732867,7.29,5.97,26137,40241,-0.21245912336022688,1,23,89,2001-08-24
600418.SH,2012-06-04,6.4,6.16,6.4,6.13,6.48,-0.32,-4.94,150132.0,94019.4,1.3994,1.7855,0.47,12.8532,20.6481,1.3629,0.2605,0.2809,3.2468,,128874.0,107287.0,84083.0,793862.0,660887.0,5.611,6.26245,0.226268,0.396511,-0.337979,-0.306148,0.533097,7.13,5.83,30133,51482,-0.26086206819318664,1,23,89,2001-08-24
600418.SH,2012-06-05,6.15,6.15,6.23,6.1,6.16,-0.01,-0.16,71423.1,43930.3,0.6657,0.8494,0.25,12.8323,20.6146,1.3607,0.2601,0.2805,3.252,,128874.0,107287.0,84083.0,792573.0,659814.0,5.611,6.15071,0.1736,-0.0934064,0.0250825,0.0318097,0.558961,6.78,5.54,10921,23778,-0.36922390433156005,1,23,89,2001-08-24
600418.SH,2012-06-06,6.19,6.11,6.24,6.06,6.15,-0.04,-0.65,59324.4,36385.9,0.553,0.7055,0.38,12.7489,20.4805,1.3519,0.2584,0.2787,3.2733,,128874.0,107287.0,84083.0,787418.0,655523.0,5.611,6.13339,0.185237,-0.0227038,0.330994,-0.035277,0.59128,6.77,5.54,9026,21645,-0.4107059046071003,1,23,89,2001-08-24
600418.SH,2012-06-07,6.17,6.05,6.2,6.0,6.11,-0.06,-0.98,79190.2,48296.3,0.7381,0.9418,0.66,12.6237,20.2794,1.3386,0.2559,0.2759,3.3058,,128874.0,107287.0,84083.0,779686.0,649085.0,5.611,6.09878,0.281273,-0.266606,3.54993,-0.523531,0.674207,6.72,5.5,21718,34955,-0.23309693795813127,1,23,89,2001-08-24
600418.SH,2012-06-08,6.11,6.02,6.11,5.99,6.05,-0.03,-0.5,106348.0,64209.8,0.9913,1.2648,1.1,12.5611,20.1788,1.332,0.2546,0.2746,3.3223,,128874.0,107287.0,84083.0,775819.0,645867.0,5.611,6.0377,0.0980742,0.537202,1.09152,-0.227414,0.463148,6.66,5.45,23498,46533,-0.3286477378639453,1,23,89,2001-08-24
600418.SH,2012-06-11,6.04,6.16,6.19,6.04,6.02,0.14,2.33,82078.5,50156.8,0.765,0.9762,0.88,12.8532,20.6481,1.3629,0.2605,0.2809,3.2468,,128874.0,107287.0,84083.0,793862.0,660887.0,5.611,6.11083,0.129826,0.728299,0.866796,0.270119,0.29486,6.62,5.42,14950,18679,-0.1096894493899413,1,23,89,2001-08-24
600418.SH,2012-06-12,6.09,6.04,6.1,6.0,6.16,-0.12,-1.95,68056.7,41138.1,0.6343,0.8094,0.85,12.6028,20.2459,1.3364,0.2555,0.2755,3.3113,,128874.0,107287.0,84083.0,778397.0,648012.0,5.611,6.04468,0.157339,0.441008,0.28319,-0.065367,0.492047,6.78,5.54,9715,28356,-0.48908810254532037,1,23,89,2001-08-24
600418.SH,2012-06-13,6.07,6.13,6.17,6.02,6.04,0.09,1.49,72230.3,44136.6,0.6732,0.859,0.91,12.7906,20.5475,1.3563,0.2593,0.2796,3.2626,,128874.0,107287.0,84083.0,789996.0,657668.0,5.611,6.11054,0.162315,0.370947,1.85975,0.30995,0.398168,6.64,5.44,19584,16814,0.07803396875668735,1,23,89,2001-08-24
600418.SH,2012-06-14,6.14,6.16,6.28,6.13,6.13,0.03,0.49,162592.0,100842.0,1.5155,1.9337,1.99,12.8532,20.6481,1.3629,0.2605,0.2809,3.2468,,128874.0,107287.0,84083.0,793862.0,660887.0,5.611,6.20215,0.109532,0.959914,2.25531,0.32693,0.430523,6.74,5.52,41646,66008,-0.22643115844102768,1,23,89,2001-08-24
600418.SH,2012-06-15,6.17,6.17,6.18,6.08,6.16,0.01,0.16,78551.2,48167.6,0.7322,0.9342,0.8,12.8741,20.6816,1.3651,0.261,0.2814,3.2415,,128874.0,107287.0,84083.0,795150.0,661960.0,5.611,6.132,0.182888,0.30644,-0.0719244,0.306278,0.442909,6.78,5.54,16270,23970,-0.19084704125812596,1,23,89,2001-08-24
600418.SH,2012-06-18,6.2,6.19,6.21,6.13,6.17,0.02,0.32,68115.2,42062.1,0.6349,0.8101,0.73,12.9158,20.7487,1.3696,0.2618,0.2823,3.231,,128874.0,107287.0,84083.0,797728.0,664106.0,5.611,6.17515,0.217705,0.175164,-0.107798,-0.204049,0.378229,6.79,5.55,14790,19540,-0.13825974429422705,1,23,89,2001-08-24
600418.SH,2012-06-19,6.06,5.99,6.06,5.98,6.04,-0.05,-0.83,43621.5,26237.0,0.4066,0.5188,0.49,12.4985,20.0783,1.3708,0.2533,0.2732,3.3389,2.5042,128874.0,107287.0,84083.0,771953.0,642648.0,5.751,6.0147,0.194608,0.000578605,-0.654514,-0.177246,0.499934,6.64,5.44,4864,12214,-0.4291244271201286,1,23,89,2001-08-24
600418.SH,2012-06-20,6.01,5.81,6.05,5.79,5.99,-0.18,-3.01,153986.0,90496.9,1.4353,1.8314,1.81,12.1229,19.4749,1.3296,0.2457,0.265,3.4423,2.5818,128874.0,107287.0,84083.0,748756.0,623337.0,5.751,5.87697,0.158885,-0.555452,0.662613,-0.4691,0.756515,6.59,5.39,34844,94801,-0.46158155632980796,1,23,89,2001-08-24
600418.SH,2012-06-21,5.82,5.73,5.84,5.7,5.81,-0.08,-1.38,71294.5,40872.1,0.6645,0.8479,0.7,11.956,19.2068,1.3113,0.2423,0.2613,3.4904,2.6178,128874.0,107287.0,84083.0,738446.0,614754.0,5.751,5.73286,0.168415,-0.314272,-0.278733,0.0636111,0.682381,6.39,5.23,14269,25365,-0.2803614647952807,1,23,89,2001-08-24
600418.SH,2012-06-25,5.73,5.64,5.77,5.64,5.73,-0.09,-1.57,49453.0,28152.2,0.4609,0.5881,0.6,11.7682,18.9051,1.2907,0.2385,0.2572,3.5461,2.6596,128874.0,107287.0,84083.0,726847.0,605098.0,5.751,5.69273,0.317453,-0.34789,0.355803,-0.483102,0.597064,6.3,5.16,3850,9039,-0.40292599580915356,1,23,89,2001-08-24
600418.SH,2012-06-26,5.63,5.66,5.7,5.56,5.64,0.02,0.35,79379.8,44676.5,0.7399,0.9441,1.03,11.8099,18.9721,1.2953,0.2394,0.2581,3.5336,2.6502,128874.0,107287.0,84083.0,729425.0,607244.0,5.751,5.6282,0.113908,0.1638,0.749712,0.155297,0.428878,6.2,5.08,21209,28649,-0.14837841038954597,1,23,89,2001-08-24
600418.SH,2012-06-27,5.68,5.55,5.72,5.51,5.66,-0.11,-1.94,43398.3,24502.0,0.4045,0.5161,0.55,11.5804,18.6034,1.2701,0.2347,0.2531,3.6036,2.7027,128874.0,107287.0,84083.0,715249.0,595442.0,5.751,5.64584,0.356814,-0.895057,2.09592,-0.568893,0.724395,6.23,5.09,2582,10682,-0.6092973523592777,1,23,89,2001-08-24
600418.SH,2012-06-28,5.55,5.34,5.57,5.33,5.55,-0.21,-3.78,141690.0,76816.8,1.3207,1.6851,1.78,11.1422,17.8995,1.2221,0.2259,0.2435,3.7453,2.809,128874.0,107287.0,84083.0,688185.0,572912.0,5.751,5.42146,0.149206,0.0597652,1.7188,-0.153864,0.662229,6.11,5.0,36023,85549,-0.40715784116047016,1,23,89,2001-08-24
600418.SH,2012-06-29,5.37,5.41,5.42,5.31,5.34,0.07,1.31,54913.6,29503.5,0.5118,0.6531,0.71,11.2883,18.1341,1.2381,0.2288,0.2467,3.6969,2.7726,128874.0,107287.0,84083.0,697206.0,580422.0,5.751,5.37271,0.236096,0.269146,0.338221,-0.0756933,0.373647,5.87,4.81,6606,9028,-0.1540573459577077,1,23,89,2001-08-24
600418.SH,2012-07-02,5.38,5.13,5.45,5.05,5.41,-0.28,-5.18,287624.0,149050.0,2.6809,3.4207,3.9,10.704,17.1956,1.174,0.217,0.234,3.8986,2.924,128874.0,107287.0,84083.0,661122.0,550382.0,5.751,5.18213,0.260072,-0.474735,1.88973,-0.239653,0.736743,5.95,4.87,64450,120896,-0.3052044135743359,1,23,89,2001-08-24
600418.SH,2012-07-03,5.12,5.09,5.14,5.05,5.13,-0.04,-0.78,130341.0,66418.2,1.2149,1.5501,1.07,10.6206,17.0615,1.1648,0.2153,0.2321,3.9293,2.947,128874.0,107287.0,84083.0,655967.0,546090.0,5.751,5.09573,0.22501,-0.121831,-0.428645,-0.397488,0.520482,5.64,4.62,27952,39161,-0.16642865721015768,1,23,89,2001-08-24
600418.SH,2012-07-04,5.1,5.03,5.12,4.96,5.09,-0.06,-1.18,155442.0,78118.6,1.4488,1.8487,1.18,10.4954,16.8604,1.1511,0.2127,0.2294,3.9761,2.9821,128874.0,107287.0,84083.0,648234.0,539653.0,5.751,5.02556,0.0560209,0.341107,0.438861,-0.0916323,0.530426,5.6,4.58,30926,48724,-0.22246879698116634,1,23,89,2001-08-24
600418.SH,2012-07-05,5.07,4.98,5.07,4.94,5.03,-0.05,-0.99,79927.2,39839.4,0.745,0.9506,0.52,10.391,16.6928,1.1397,0.2106,0.2271,4.0161,3.012,128874.0,107287.0,84083.0,641791.0,534288.0,5.751,4.98446,0.112365,0.991811,1.41347,0.379719,0.472268,5.53,4.53,14275,24895,-0.27019186002602535,1,23,89,2001-08-24
600418.SH,2012-07-06,5.02,5.06,5.07,4.94,4.98,0.08,1.61,175214.0,87348.9,1.6331,2.0838,1.24,10.558,16.9609,1.158,0.214,0.2308,3.9526,2.9644,128874.0,107287.0,84083.0,652101.0,542871.0,5.751,4.98527,0.222254,-0.749438,1.74153,0.227881,0.532105,5.48,4.48,41681,41955,-0.0021565897807211904,1,23,89,2001-08-24
