Symbol,Date,Open,Close,High,Low,Pre_Close,Change,Pct_Chg,Volume,AMount,Turnover_rate,Turnover_rate_f,Volume_ratio,Pe,Pe_ttm,Pb,Ps,Ps_ttm,Dv_ratio,Dv_ttm,Total_share,Float_share,Free_share,Total_mv,Circ_mv,Adj_factor,Ind_class
688366.SH,2019-12-31,85.6,89.96,89.96,85.5,85.6,4.36,5.0935,10832.5,95677.3,7.388,7.388,2.33,38.5945,41.3906,3.0053,10.2659,9.9092,,,17784.5,1466.22,1466.22,1599900.0,131902.0,1.0,9
688366.SH,2020-01-02,90.7,90.98,91.0,89.1,89.96,1.02,1.1338,9226.68,83220.2,6.2928,6.2928,1.47,39.0321,41.8599,3.0394,10.3823,10.0216,,,17784.5,1466.22,1466.22,1618040.0,133397.0,1.0,9
688366.SH,2020-01-03,91.1,89.84,91.58,89.34,90.98,-1.14,-1.253,7063.33,63693.7,4.8174,4.8174,0.97,38.543,41.3354,3.0013,10.2522,9.896,,,17784.5,1466.22,1466.22,1597760.0,131726.0,1.0,9
688366.SH,2020-01-06,89.0,89.26,90.49,88.51,89.84,-0.58,-0.6456,6536.99,58533.0,4.4584,4.4584,0.88,38.2941,41.0686,2.982,10.186,9.8321,,,17784.5,1466.22,1466.22,1587450.0,130875.0,1.0,9
688366.SH,2020-01-07,89.26,90.18,90.47,88.33,89.26,0.92,1.0307,6598.89,59030.3,4.5006,4.5006,0.86,38.6888,41.4918,3.0127,10.291,9.9334,,,17784.5,1466.22,1466.22,1603810.0,132224.0,1.0,9
688366.SH,2020-01-08,90.14,91.33,93.72,88.88,90.18,1.15,1.2752,12683.6,115929.0,8.6505,8.6505,1.58,39.1822,42.021,3.0511,10.4223,10.0601,,,17784.5,1466.22,1466.22,1624260.0,133910.0,1.0,9
688366.SH,2020-01-09,92.0,93.1,93.61,91.54,91.33,1.77,1.938,8249.5,76607.2,5.6264,5.6264,0.98,39.9416,42.8353,3.1102,10.6243,10.2551,,,17784.5,1466.22,1466.22,1655740.0,136505.0,1.0,9
688366.SH,2020-01-10,93.1,94.1,94.98,91.4,93.1,1.0,1.0741,8940.04,83460.4,6.0973,6.0973,1.09,40.3706,43.2954,3.1436,10.7384,10.3652,,,17784.5,1466.22,1466.22,1673520.0,137972.0,1.0,9
688366.SH,2020-01-13,94.09,94.03,94.09,92.56,94.1,-0.07,-0.0744,6066.25,56600.2,4.1373,4.1373,0.71,40.3406,43.2632,3.1413,10.7304,10.3575,,,17784.5,1466.22,1466.22,1672280.0,137869.0,1.0,9
688366.SH,2020-01-14,94.0,95.12,95.97,93.44,94.03,1.09,1.1592,8008.89,75978.8,5.4623,5.4623,0.94,40.8082,43.7647,3.1777,10.8548,10.4776,,,17784.5,1466.22,1466.22,1691660.0,139467.0,1.0,9
688366.SH,2020-01-15,95.09,93.02,95.47,92.6,95.12,-2.1,-2.2077,6480.7,60797.2,4.42,4.42,0.74,39.9073,42.7985,3.1076,10.6151,10.2463,,,17784.5,1466.22,1466.22,1654320.0,136388.0,1.0,9
688366.SH,2020-01-16,93.0,95.71,96.84,92.62,93.02,2.69,2.8919,10131.5,96641.5,6.9099,6.9099,1.34,41.0613,44.0362,3.1974,10.9221,10.5426,,,17784.5,1466.22,1466.22,1702160.0,140332.0,1.0,9
688366.SH,2020-01-17,95.58,101.52,106.6,95.47,95.71,5.81,6.0704,19345.9,195597.0,13.1943,13.1943,2.44,43.5539,46.7094,3.3915,11.5851,11.1826,,,17784.5,1466.22,1466.22,1805490.0,148851.0,1.0,9
688366.SH,2020-01-20,101.99,113.67,118.3,101.99,101.52,12.15,11.9681,21738.2,238009.0,14.826,14.826,2.17,48.7665,52.2996,3.7974,12.9716,12.5209,,,17784.5,1466.22,1466.22,2021570.0,166666.0,1.0,9
688366.SH,2020-01-21,116.67,106.56,116.67,105.89,113.67,-7.11,-6.2549,17762.9,193854.0,12.1147,12.1147,1.35,45.7162,49.0283,3.5599,12.1603,11.7377,,,17784.5,1466.22,1466.22,1895120.0,156241.0,1.0,9
688366.SH,2020-01-22,106.55,107.43,109.34,102.0,106.56,0.87,0.8164,9979.7,105643.0,6.8064,6.8064,0.66,46.0894,49.4286,3.589,12.2595,11.8336,,,17784.5,1466.22,1466.22,1910590.0,157516.0,1.0,9
688366.SH,2020-01-23,107.45,99.47,109.8,98.12,107.43,-7.96,-7.4095,12871.1,132739.0,8.7784,8.7784,0.82,42.6744,45.7662,3.323,11.3512,10.9568,,,17784.5,1466.22,1466.22,1769030.0,145845.0,1.0,9
688366.SH,2020-02-03,80.08,86.13,91.88,80.06,99.47,-13.34,-13.4111,15070.5,131427.0,10.2785,10.2785,0.92,36.9513,39.6284,2.8774,9.8289,9.4873,,,17784.5,1466.22,1466.22,1531780.0,126286.0,1.0,9
688366.SH,2020-02-04,87.5,92.9,94.19,87.5,86.13,6.77,7.8602,16153.9,146446.0,11.0173,11.0173,1.04,39.8558,42.7433,3.1036,10.6014,10.2331,,,17784.5,1466.22,1466.22,1652180.0,136212.0,1.0,9
688366.SH,2020-02-05,91.8,95.13,96.88,91.0,92.9,2.23,2.4004,14019.2,132091.0,9.5615,9.5615,0.98,40.8125,43.7693,3.1781,10.8559,10.4787,,,17784.5,1466.22,1466.22,1691840.0,139482.0,1.0,9
688366.SH,2020-02-06,94.99,96.6,99.5,93.01,95.13,1.47,1.5453,13957.8,135013.0,9.5195,9.5195,1.02,41.4431,44.4457,3.2272,11.0237,10.6406,,,17784.5,1466.22,1466.22,1717990.0,141637.0,1.0,9
688366.SH,2020-02-07,95.95,96.09,97.95,93.0,96.6,-0.51,-0.528,13414.8,127674.0,9.1492,9.1492,0.93,41.2243,44.211,3.2101,10.9655,10.5844,,,17784.5,1466.22,1466.22,1708920.0,140889.0,1.0,9
688366.SH,2020-02-10,95.94,101.03,103.6,94.3,96.09,4.94,5.141,12356.9,122804.0,8.4277,8.4277,0.85,43.3437,46.4839,3.3752,11.5292,11.1286,,,17784.5,1466.22,1466.22,1796770.0,148133.0,1.0,9
688366.SH,2020-02-11,101.18,94.12,101.55,91.0,101.03,-6.91,-6.8396,12857.9,123373.0,8.7694,8.7694,0.92,40.3792,43.3046,3.1443,10.7407,10.3674,,,17784.5,1466.22,1466.22,1673880.0,138001.0,1.0,9
688366.SH,2020-02-12,94.6,96.39,97.0,93.19,94.12,2.27,2.4118,10332.2,98545.1,7.0468,7.0468,0.78,41.353,44.3491,3.2202,10.9997,10.6175,,,17784.5,1466.22,1466.22,1714250.0,141329.0,1.0,9
688366.SH,2020-02-13,96.02,97.71,100.9,95.0,96.39,1.32,1.3694,15558.3,152123.0,10.6111,10.6111,1.24,41.9193,44.9564,3.2642,11.1503,10.7629,,,17784.5,1466.22,1466.22,1737730.0,143265.0,1.0,9
688366.SH,2020-02-14,98.5,95.68,100.5,94.16,97.71,-2.03,-2.0776,13869.0,134702.0,9.459,9.459,1.07,41.0484,44.0224,3.1964,10.9187,10.5393,,,17784.5,1466.22,1466.22,1701620.0,140288.0,1.0,9
688366.SH,2020-02-17,94.83,97.63,97.7,94.81,95.68,1.95,2.038,11965.5,115720.0,8.1608,8.1608,0.92,41.885,44.9196,3.2616,11.1412,10.7541,,,17784.5,1466.22,1466.22,1736300.0,143147.0,1.0,9
688366.SH,2020-02-18,98.5,99.8,101.49,97.62,97.63,2.17,2.2227,15930.7,158956.0,10.8651,10.8651,1.23,42.816,45.918,3.3341,11.3888,10.9931,,,17784.5,1466.22,1466.22,1774900.0,146329.0,1.0,9
688366.SH,2020-02-19,99.89,104.46,108.49,99.11,99.8,4.66,4.6693,25180.5,261686.0,17.1737,17.1737,1.86,44.8152,48.0621,3.4897,11.9206,11.5064,,,17784.5,1466.22,1466.22,1857770.0,153162.0,1.0,9
688366.SH,2020-02-20,104.6,102.61,104.6,100.0,104.46,-1.85,-1.771,16637.6,169621.0,11.3473,11.3473,1.01,44.0215,47.2109,3.4279,11.7095,11.3026,,,17784.5,1466.22,1466.22,1824870.0,150449.0,1.0,9
688366.SH,2020-02-21,101.95,99.3,102.0,99.3,102.61,-3.31,-3.2258,13056.0,130811.0,8.9045,8.9045,0.78,42.6015,45.688,3.3174,11.3318,10.938,,,17784.5,1466.22,1466.22,1766000.0,145596.0,1.0,9
688366.SH,2020-02-24,99.29,97.66,99.49,96.13,99.3,-1.64,-1.6516,8767.72,85752.5,5.9798,5.9798,0.53,41.8979,44.9334,3.2626,11.1446,10.7574,,,17784.5,1466.22,1466.22,1736840.0,143191.0,1.0,9
688366.SH,2020-02-25,96.0,96.63,98.74,94.97,97.66,-1.03,-1.0547,9930.99,95777.0,6.7732,6.7732,0.62,41.456,44.4595,3.2282,11.0271,10.6439,,,17784.5,1466.22,1466.22,1718520.0,141681.0,1.0,9
688366.SH,2020-02-26,95.03,93.26,97.48,92.51,96.63,-3.37,-3.4875,9795.27,92933.1,6.6806,6.6806,0.67,40.0102,42.909,3.1156,10.6425,10.2727,,,17784.5,1466.22,1466.22,1658590.0,136740.0,1.0,9
688366.SH,2020-02-27,93.27,92.2,94.41,91.15,93.26,-1.06,-1.1366,5388.31,49916.1,3.675,3.675,0.46,39.5555,42.4213,3.0802,10.5215,10.156,,,17784.5,1466.22,1466.22,1639730.0,135186.0,1.0,9
688366.SH,2020-02-28,89.0,86.15,90.85,86.1,92.2,-6.05,-6.5618,9437.97,83510.5,6.4369,6.4369,1.01,36.9599,41.3221,2.8088,9.8311,9.55,,,17784.5,1466.22,1466.22,1532140.0,126315.0,1.0,9
688366.SH,2020-03-02,86.3,90.01,90.22,86.3,86.15,3.86,4.4806,6816.1,60552.4,4.6487,4.6487,0.79,38.6159,43.1736,2.9346,10.2716,9.9779,,,17784.5,1466.22,1466.22,1600790.0,131975.0,1.0,9
688366.SH,2020-03-03,91.0,90.67,92.48,90.03,90.01,0.66,0.7333,7971.04,72780.7,5.4364,5.4364,0.96,38.8991,43.4902,2.9562,10.347,10.051,,,17784.5,1466.22,1466.22,1612520.0,132943.0,1.0,9
688366.SH,2020-03-04,90.4,89.89,90.4,88.59,90.67,-0.78,-0.8603,4612.44,41268.3,3.1458,3.1458,0.59,38.5644,43.116,2.9307,10.2579,9.9646,,,17784.5,1466.22,1466.22,1598650.0,131799.0,1.0,9
688366.SH,2020-03-05,90.6,91.33,92.5,90.0,89.89,1.44,1.602,6471.03,59113.7,4.4134,4.4134,0.95,39.1822,43.8067,2.9777,10.4223,10.1242,,,17784.5,1466.22,1466.22,1624260.0,133910.0,1.0,9
688366.SH,2020-03-06,90.89,89.79,90.89,89.52,91.33,-1.54,-1.6862,4822.9,43496.9,3.2893,3.2893,0.68,38.5215,43.0681,2.9275,10.2465,9.9535,,,17784.5,1466.22,1466.22,1596870.0,131652.0,1.0,9
688366.SH,2020-03-09,88.4,86.38,90.59,85.6,89.79,-3.41,-3.7978,6753.69,59348.6,4.6062,4.6062,1.1,37.0586,41.4325,2.8163,9.8574,9.5755,,,17784.5,1466.22,1466.22,1536230.0,126652.0,1.0,9
688366.SH,2020-03-10,84.39,86.9,87.1,83.18,86.38,0.52,0.602,8110.59,69034.7,5.5316,5.5316,1.32,37.2817,41.6819,2.8333,9.9167,9.6331,,,17784.5,1466.22,1466.22,1545480.0,127415.0,1.0,9
688366.SH,2020-03-11,86.9,85.5,88.0,84.88,86.9,-1.4,-1.611,5009.62,43424.8,3.4167,3.4167,0.81,36.681,41.0104,2.7876,9.757,9.4779,,,17784.5,1466.22,1466.22,1520580.0,125362.0,1.0,9
688366.SH,2020-03-12,84.5,83.99,84.8,83.15,85.5,-1.51,-1.7661,4365.96,36612.4,2.9777,2.9777,0.7,36.0332,40.2861,2.7384,9.5847,9.3105,,,17784.5,1466.22,1466.22,1493720.0,123148.0,1.0,9
688366.SH,2020-03-13,81.4,82.51,83.93,80.2,83.99,-1.48,-1.7621,5448.79,44586.8,3.7162,3.7162,0.94,35.3983,39.5762,2.6901,9.4158,9.1465,,,17784.5,1466.22,1466.22,1467400.0,120978.0,1.0,9
688366.SH,2020-03-16,83.2,80.04,83.76,79.08,82.51,-2.47,-2.9936,8076.1,65761.0,5.5081,5.5081,1.36,34.3386,38.3915,2.6096,9.1339,8.8727,,,17784.5,1466.22,1466.22,1423470.0,117357.0,1.0,9
688366.SH,2020-03-17,80.5,78.88,80.8,77.4,80.04,-1.16,-1.4493,5280.67,41716.6,3.6015,3.6015,0.85,33.8409,37.8351,2.5718,9.0015,8.7441,,,17784.5,1466.22,1466.22,1402840.0,115656.0,1.0,9
688366.SH,2020-03-18,79.36,78.16,80.79,78.05,78.88,-0.72,-0.9128,3549.16,28298.6,2.4206,2.4206,0.63,33.532,37.4897,2.5483,8.9194,8.6643,,,17784.5,1466.22,1466.22,1390040.0,114600.0,1.0,9
688366.SH,2020-03-19,78.4,76.36,78.46,75.15,78.16,-1.8,-2.303,7339.86,56219.2,5.006,5.006,1.37,32.7598,36.6263,2.4896,8.7139,8.4647,,,17784.5,1466.22,1466.22,1358030.0,111961.0,1.0,9
688366.SH,2020-03-20,76.6,76.94,77.58,76.0,76.36,0.58,0.7596,3405.89,26126.4,2.3229,2.3229,0.57,33.0086,36.9045,2.5085,8.7801,8.529,,,17784.5,1466.22,1466.22,1368340.0,112811.0,1.0,9
688366.SH,2020-03-23,76.78,72.3,76.78,72.1,76.94,-4.64,-6.0307,6764.08,50092.6,4.6133,4.6133,1.22,31.018,34.6789,2.3572,8.2506,8.0147,,,17784.5,1466.22,1466.22,1285820.0,106008.0,1.0,9
688366.SH,2020-03-24,73.58,72.58,73.9,70.58,72.3,0.28,0.3873,5523.27,40005.7,3.767,3.767,1.05,31.1381,34.8132,2.3664,8.2826,8.0457,,,17784.5,1466.22,1466.22,1290800.0,106419.0,1.0,9
688366.SH,2020-03-25,74.58,74.4,75.0,73.72,72.58,1.82,2.5076,4530.02,33648.3,3.0896,3.0896,0.85,31.9189,35.6862,2.4257,8.4903,8.2475,,,17784.5,1466.22,1466.22,1323170.0,109087.0,1.0,9
688366.SH,2020-03-26,74.35,74.46,74.76,73.63,74.4,0.06,0.0806,3439.49,25531.0,2.3458,2.3458,0.62,31.9447,35.715,2.4277,8.4971,8.2541,,,17784.5,1466.22,1466.22,1324240.0,109175.0,1.0,9
688366.SH,2020-03-27,74.46,73.09,75.0,73.02,74.46,-1.37,-1.8399,5632.04,41772.0,3.8412,3.8412,1.19,35.0579,35.0579,2.383,8.1022,8.1022,,,17784.5,1466.22,1466.22,1299870.0,107166.0,1.0,9
688366.SH,2020-03-30,71.93,69.63,71.93,69.25,73.09,-3.46,-4.7339,5136.66,36103.4,3.5033,3.5033,0.99,33.3983,33.3983,2.2702,7.7187,7.7187,,,17784.5,1466.22,1466.22,1238340.0,102093.0,1.0,9
688366.SH,2020-03-31,70.8,70.15,71.5,69.64,69.63,0.52,0.7468,4158.49,29277.2,2.8362,2.8362,0.86,33.6477,33.6477,2.2871,7.7763,7.7763,,,17784.5,1466.22,1466.22,1247580.0,102856.0,1.0,9
688366.SH,2020-04-01,70.01,69.89,71.35,69.6,70.15,-0.26,-0.3706,3018.48,21355.1,2.0587,2.0587,0.66,33.523,33.523,2.2787,7.7475,7.7475,,,17784.5,1466.22,1466.22,1242960.0,102474.0,1.0,9
688366.SH,2020-04-02,70.2,71.93,72.1,69.51,69.89,2.04,2.9189,2810.02,19896.3,1.9165,1.9165,0.66,34.5015,34.5015,2.3452,7.9737,7.9737,,,17784.5,1466.22,1466.22,1279240.0,105465.0,1.0,9
688366.SH,2020-04-03,71.19,72.91,73.93,71.18,71.93,0.98,1.3624,4429.38,32279.2,3.0209,3.0209,1.07,34.9715,34.9715,2.3771,8.0823,8.0823,,,17784.5,1466.22,1466.22,1296670.0,106902.0,1.0,9
688366.SH,2020-04-07,73.5,78.63,81.77,73.5,72.91,5.72,7.8453,11908.1,91228.9,8.1216,8.1216,3.05,37.7151,37.7151,2.5636,8.7164,8.7164,,,17784.5,1466.22,1466.22,1398400.0,115289.0,1.0,9
688366.SH,2020-04-08,77.0,77.29,78.9,76.68,78.63,-1.34,-1.7042,4853.13,37701.4,3.31,3.31,0.92,37.0724,37.0724,2.5199,8.5678,8.5678,,,17784.5,1466.22,1466.22,1374570.0,113324.0,1.0,9
688366.SH,2020-04-09,77.89,77.49,78.36,76.72,77.29,0.2,0.2588,3157.14,24481.0,2.1532,2.1532,0.58,37.1683,37.1683,2.5265,8.59,8.59,,,17784.5,1466.22,1466.22,1378120.0,113618.0,1.0,9
