Instrument,Date,Open,Close,High,Low,Pre_Close,Change,Pct_Chg,Volume,AMount,Turnover_rate,Turnover_rate_f,Volume_ratio,Pe,Pe_ttm,Pb,Ps,Ps_ttm,Dv_ratio,Dv_ttm,Total_share,Float_share,Free_share,Total_mv,Circ_mv,Adj_factor,Vwap,Intra_tail_ratio,Intra_returns_skewness,Intra_returns_kurtosis,Intra_price_vol_corr,Intra_downside_ratio,Up_limit,Down_limit,Mfd_buyord,Mfd_sellord,Mfd_volinflowrate,Mkt_class,Ind_class_l1,Ind_class_l2,List_date
000990.SZ,2012-11-13,6.72,6.62,6.73,6.61,6.72,-0.1,-1.49,5198.74,3470.2,0.175,0.2992,0.69,62.104,63.3816,1.2241,0.6583,0.5901,0.6042,0.6042,29703.2,29702.4,17373.0,196635.0,196630.0,2.978,6.67509,0.229319,0.391439,0.545246,-0.169979,0.553914,7.39,6.05,685,610,0.05921891941285227,1,15,56,2000-07-06
000990.SZ,2012-11-14,6.61,6.65,6.71,6.58,6.62,0.03,0.45,6820.76,4519.67,0.2296,0.3926,1.07,62.3855,63.6688,1.2296,0.6613,0.5928,0.6015,0.6015,29703.2,29702.4,17373.0,197527.0,197521.0,2.978,6.62634,0.198358,-0.292191,0.571517,0.0341914,0.57619,7.28,5.96,20,0,1.0,1,15,56,2000-07-06
000990.SZ,2012-11-15,6.63,6.55,6.67,6.53,6.65,-0.1,-1.5,7655.6,5063.57,0.2577,0.4407,1.24,61.4473,62.7114,1.2111,0.6514,0.5838,0.6107,0.6107,29703.2,29702.4,17373.0,194556.0,194551.0,2.978,6.6142,0.223383,0.797067,1.94377,-0.227606,0.447592,7.32,5.99,711,983,-0.15647832264819259,1,15,56,2000-07-06
000990.SZ,2012-11-16,6.55,6.45,6.58,6.38,6.55,-0.1,-1.53,8841.04,5695.07,0.2977,0.5089,1.46,60.5092,61.754,1.1927,0.6414,0.5749,0.6202,0.6202,29703.2,29702.4,17373.0,191586.0,191580.0,2.978,6.44163,0.124405,-1.08974,3.12888,-0.204387,0.657585,7.21,5.9,475,1110,-0.4038893881707332,1,15,56,2000-07-06
000990.SZ,2012-11-19,6.4,6.42,6.47,6.3,6.45,-0.03,-0.47,16588.3,10555.4,0.5585,0.9548,2.42,60.2278,61.4668,1.1871,0.6384,0.5723,0.6231,0.6231,29703.2,29702.4,17373.0,190695.0,190689.0,2.978,6.36314,0.213291,-0.535245,-0.2495,-0.184455,0.587911,7.1,5.81,1094,446,0.4250127692073121,1,15,56,2000-07-06
000990.SZ,2012-11-20,6.4,6.37,6.42,6.32,6.42,-0.05,-0.78,7250.26,4618.05,0.2441,0.4173,0.8,59.7587,60.988,1.1779,0.6335,0.5678,0.6279,0.6279,29703.2,29702.4,17373.0,189210.0,189204.0,2.978,6.36949,0.107586,0.0787468,0.0541777,0.113824,0.531764,7.06,5.78,1043,2465,-0.40457399650539516,1,15,56,2000-07-06
000990.SZ,2012-11-21,6.34,6.4,6.43,6.29,6.37,0.03,0.47,10081.7,6431.2,0.3394,0.5803,1.07,60.0401,61.2753,1.1834,0.6365,0.5705,0.625,0.625,29703.2,29702.4,17373.0,190101.0,190095.0,2.978,6.37907,0.409399,0.695319,1.39747,0.258938,0.368517,7.01,5.73,357,1276,-0.5651755530489991,1,15,56,2000-07-06
000990.SZ,2012-11-22,6.4,6.4,6.44,6.34,6.4,0.0,0.0,6449.4,4125.84,0.2171,0.3712,0.64,60.0401,61.2753,1.1834,0.6365,0.5705,0.625,0.625,29703.2,29702.4,17373.0,190101.0,190095.0,2.978,6.39724,0.136765,-0.379489,-0.252611,-0.15868,0.526044,7.04,5.76,0,321,-1.0,1,15,56,2000-07-06
000990.SZ,2012-11-23,6.4,6.43,6.44,6.38,6.4,0.03,0.47,6740.49,4324.36,0.2269,0.388,0.68,60.3216,61.5625,1.189,0.6394,0.5731,0.6221,0.6221,29703.2,29702.4,17373.0,190992.0,190986.0,2.978,6.41549,0.27577,0.146882,-0.0320046,-0.271544,0.451292,7.04,5.76,588,348,0.2582472253749194,1,15,56,2000-07-06
000990.SZ,2012-11-26,6.36,6.31,6.44,6.3,6.43,-0.12,-1.87,6082.88,3856.13,0.2048,0.3501,0.65,59.1958,60.4136,1.1668,0.6275,0.5625,0.6339,0.6339,29703.2,29702.4,17373.0,187427.0,187422.0,2.978,6.33931,0.268826,-0.308925,-0.0256192,-0.401291,0.621544,7.07,5.79,0,1212,-1.0,1,15,56,2000-07-06
000990.SZ,2012-11-27,6.3,6.05,6.36,6.01,6.31,-0.26,-4.12,8853.67,5421.86,0.2981,0.5096,1.21,56.7567,57.9243,1.1187,0.6017,0.5393,0.6612,0.6612,29703.2,29702.4,17373.0,179705.0,179700.0,2.978,6.12385,0.34521,-0.142721,1.11876,-0.310141,0.618195,6.94,5.68,463,1277,-0.46569092787996225,1,15,56,2000-07-06
000990.SZ,2012-11-28,6.04,5.81,6.14,5.79,6.05,-0.24,-3.97,10729.5,6311.12,0.3612,0.6176,1.4,54.5052,55.6265,1.0743,0.5778,0.5179,0.6885,0.6885,29703.2,29702.4,17373.0,172576.0,172571.0,2.978,5.88201,0.186665,-0.320211,0.813082,-0.150042,0.765527,6.66,5.45,1459,516,0.48123278761913973,1,15,56,2000-07-06
000990.SZ,2012-11-29,5.8,5.8,5.89,5.77,5.81,-0.01,-0.17,7825.77,4569.04,0.2635,0.4505,1.01,54.4114,55.5307,1.0725,0.5768,0.517,0.6897,0.6897,29703.2,29702.4,17373.0,172279.0,172274.0,2.978,5.83846,0.145029,0.533777,0.428381,-0.21743,0.459146,6.39,5.23,0,189,-1.0,1,15,56,2000-07-06
000990.SZ,2012-11-30,5.79,5.84,5.87,5.75,5.8,0.04,0.69,6807.84,3960.55,0.2292,0.3919,0.85,54.7866,55.9137,1.0799,0.5808,0.5206,0.6849,0.6849,29703.2,29702.4,17373.0,173467.0,173462.0,2.978,5.81763,0.31933,0.153419,0.142089,-0.271873,0.411254,6.38,5.22,0,0,,1,15,56,2000-07-06
000990.SZ,2012-12-03,5.88,5.6,5.88,5.58,5.84,-0.24,-4.11,8901.6,5114.7,0.2997,0.5124,1.1,52.5351,53.6159,1.0355,0.5569,0.4992,0.7143,0.7143,29703.2,29702.4,17373.0,166338.0,166333.0,2.978,5.74582,0.317232,0.171372,1.05202,-0.210907,0.66037,6.42,5.26,497,1140,-0.3939458452856042,1,15,56,2000-07-06
000990.SZ,2012-12-04,5.59,5.67,5.7,5.5,5.6,0.07,1.25,9111.0,5107.0,0.3067,0.5244,1.06,53.1918,54.2861,1.0484,0.5639,0.5054,0.7055,0.7055,29703.2,29702.4,17373.0,168417.0,168413.0,2.978,5.60531,0.268467,-0.0458807,1.2854,0.178093,0.424972,6.16,5.04,1760,0,1.0,1,15,56,2000-07-06
000990.SZ,2012-12-05,5.63,5.88,5.91,5.62,5.67,0.21,3.7,15346.0,8937.33,0.5167,0.8833,1.77,55.1619,56.2967,1.0873,0.5847,0.5241,0.6803,0.6803,29703.2,29702.4,17373.0,174655.0,174650.0,2.978,5.82387,0.0924923,1.98227,6.34854,-0.0938255,0.171293,6.24,5.1,3031,3272,-0.04033197271073468,1,15,56,2000-07-06
000990.SZ,2012-12-06,5.84,5.81,5.9,5.76,5.88,-0.07,-1.19,11047.6,6425.07,0.3719,0.6211,1.15,54.5052,55.6265,1.0743,0.5778,0.5179,0.6885,0.6885,29703.2,29702.4,17788.4,172576.0,172571.0,2.978,5.81578,0.123461,0.332514,0.402282,-0.0718317,0.47954,6.47,5.29,0,1703,-1.0,1,15,56,2000-07-06
000990.SZ,2012-12-07,5.81,5.92,5.95,5.77,5.81,0.11,1.89,11737.8,6909.52,0.3952,0.6599,1.15,55.5371,56.6796,1.0947,0.5887,0.5277,0.6757,0.6757,29703.2,29702.4,17788.4,175843.0,175838.0,2.978,5.88655,0.228063,0.623972,1.10051,0.129582,0.264461,6.39,5.23,1360,15,0.9780761189210861,1,15,56,2000-07-06
000990.SZ,2012-12-10,5.93,6.01,6.06,5.89,5.92,0.09,1.52,10710.7,6425.11,0.3606,0.6021,0.95,56.3814,57.5413,1.1113,0.5977,0.5357,0.6656,0.6656,29703.2,29702.4,17788.4,178516.0,178511.0,2.978,5.99879,0.204448,0.550857,-0.402824,0.00934368,0.31657,6.51,5.33,1912,650,0.4932103297766175,1,15,56,2000-07-06
000990.SZ,2012-12-11,6.03,5.98,6.06,5.97,6.01,-0.03,-0.5,10017.1,6019.12,0.3372,0.5631,0.86,56.1,57.2541,1.1058,0.5947,0.533,0.6689,0.6689,29703.2,29702.4,17788.4,177625.0,177620.0,2.978,6.00886,0.290697,-0.164222,-0.729662,-0.0414042,0.562793,6.61,5.41,2436,1676,0.18493041465567403,1,15,56,2000-07-06
000990.SZ,2012-12-12,5.96,5.92,6.04,5.85,5.98,-0.06,-1.0,9046.1,5364.6,0.3046,0.5085,0.77,55.5371,56.6796,1.0947,0.5887,0.5277,0.6757,0.6757,29703.2,29702.4,17788.4,175843.0,175838.0,2.978,5.93029,0.167146,-0.19683,0.0540404,-0.216796,0.575901,6.58,5.38,1328,2096,-0.22451396021812553,1,15,56,2000-07-06
000990.SZ,2012-12-13,5.92,5.82,5.94,5.82,5.92,-0.1,-1.69,7466.01,4396.24,0.2514,0.4197,0.71,54.599,55.7222,1.0762,0.5788,0.5188,0.6873,0.6873,29703.2,29702.4,17788.4,172873.0,172868.0,2.978,5.88834,0.330636,-0.420734,2.02411,0.0729695,0.633419,6.51,5.33,592,400,0.19354285671235721,1,15,56,2000-07-06
000990.SZ,2012-12-14,5.81,6.07,6.09,5.81,5.82,0.25,4.3,17702.5,10626.6,0.596,0.9952,1.81,56.9443,58.1158,1.1224,0.6036,0.5411,0.659,0.659,29703.2,29702.4,17788.4,180299.0,180294.0,2.978,6.00287,0.168051,0.628387,0.286836,0.310666,0.207029,6.4,5.24,2363,343,0.7444124619436888,1,15,56,2000-07-06
000990.SZ,2012-12-17,6.03,6.19,6.25,6.03,6.07,0.12,1.98,19256.2,11825.1,0.6483,1.0825,1.75,58.0701,59.2647,1.1446,0.6156,0.5518,0.6462,0.6462,29703.2,29702.4,17788.4,183863.0,183858.0,2.978,6.14093,0.397746,0.906835,0.565046,0.416148,0.252094,6.68,5.46,1333,2077,-0.21951218450533208,1,15,56,2000-07-06
000990.SZ,2012-12-18,6.18,6.14,6.22,6.05,6.19,-0.05,-0.81,15493.2,9532.79,0.5216,0.871,1.22,57.601,58.786,1.1353,0.6106,0.5473,0.6515,0.6515,29703.2,29702.4,17788.4,182378.0,182373.0,2.978,6.15287,0.108113,-0.212155,0.301265,-0.0585194,0.545892,6.81,5.57,330,1392,-0.6132218684190311,1,15,56,2000-07-06
000990.SZ,2012-12-19,6.14,6.16,6.18,6.1,6.14,0.02,0.33,10015.3,6157.25,0.3372,0.563,0.73,57.7886,58.9774,1.139,0.6126,0.5491,0.6494,0.6494,29703.2,29702.4,17788.4,182972.0,182967.0,2.978,6.14785,0.386237,0.282017,-0.238429,0.407668,0.424727,6.75,5.53,405,1075,-0.45049394990481784,1,15,56,2000-07-06
000990.SZ,2012-12-20,6.15,6.11,6.16,6.04,6.16,-0.05,-0.81,13594.8,8280.35,0.4577,0.7642,0.97,57.3196,58.4987,1.1298,0.6076,0.5446,0.6547,0.6547,29703.2,29702.4,17788.4,181487.0,181482.0,2.978,6.09082,0.239105,-0.0642149,0.823183,-0.240396,0.540649,6.78,5.54,500,3379,-0.742305236887885,1,15,56,2000-07-06
000990.SZ,2012-12-21,6.13,6.09,6.17,6.07,6.11,-0.02,-0.33,13965.0,8526.23,0.4702,0.7851,0.92,57.1319,58.3072,1.1261,0.6056,0.5428,0.6568,0.6568,29703.2,29702.4,17788.4,180893.0,180888.0,2.978,6.1054,0.18734,-0.835648,0.35529,0.00152895,0.686023,6.72,5.5,1292,2735,-0.3581081213271234,1,15,56,2000-07-06
000990.SZ,2012-12-24,6.09,6.12,6.15,6.06,6.09,0.03,0.49,7995.14,4888.8,0.2692,0.4495,0.55,57.4134,58.5945,1.1316,0.6086,0.5455,0.6536,0.6536,29703.2,29702.4,17788.4,181784.0,181779.0,2.978,6.11472,0.22655,-0.149503,0.412099,-0.194296,0.485477,6.7,5.48,505,0,1.0,1,15,56,2000-07-06
000990.SZ,2012-12-25,6.08,6.24,6.26,6.07,6.12,0.12,1.96,17587.2,10927.5,0.5921,0.9887,1.44,58.5391,59.7434,1.1538,0.6205,0.5562,0.641,0.641,29703.2,29702.4,17788.4,185348.0,185343.0,2.978,6.2133,0.183396,-0.276207,0.50739,0.527416,0.331255,6.73,5.51,3750,2420,0.21560778834502667,1,15,56,2000-07-06
000990.SZ,2012-12-26,6.24,6.32,6.32,6.21,6.24,0.08,1.28,16724.5,10465.1,0.5631,0.9402,1.32,59.2896,60.5093,1.1686,0.6285,0.5633,0.6329,0.6329,29703.2,29702.4,17788.4,187724.0,187719.0,2.978,6.25734,0.147891,0.0769162,-0.592512,0.183409,0.345156,6.86,5.62,2221,3975,-0.2818285170332206,1,15,56,2000-07-06
000990.SZ,2012-12-27,6.32,6.3,6.38,6.26,6.32,-0.02,-0.32,16383.5,10330.9,0.5516,0.921,1.17,59.102,60.3178,1.1649,0.6265,0.5616,0.6349,0.6349,29703.2,29702.4,17788.4,187130.0,187125.0,2.978,6.30563,0.162476,-0.588008,0.241895,-0.281248,0.608559,6.95,5.69,1611,2073,-0.12379474642344206,1,15,56,2000-07-06
000990.SZ,2012-12-28,6.3,6.33,6.36,6.25,6.3,0.03,0.48,13607.1,8599.75,0.4581,0.7649,0.94,59.3834,60.6051,1.1705,0.6295,0.5642,0.6319,0.6319,29703.2,29702.4,17788.4,188022.0,188016.0,2.978,6.32005,0.300838,-0.200877,0.465234,0.351624,0.486211,6.93,5.67,0,760,-1.0,1,15,56,2000-07-06
000990.SZ,2012-12-31,6.34,6.37,6.41,6.32,6.33,0.04,0.63,10892.5,6940.04,0.3667,0.6123,0.75,59.7587,60.988,1.1779,0.6335,0.5678,0.6279,0.6279,29703.2,29702.4,17788.4,189210.0,189204.0,2.978,6.37138,0.172103,0.332823,-0.229937,-0.189589,0.422022,6.96,5.7,1083,391,0.4703884217821244,1,15,56,2000-07-06
000990.SZ,2013-01-04,6.43,6.3,6.43,6.29,6.37,-0.07,-1.1,17409.7,11023.3,0.5861,0.9787,1.16,59.102,60.3178,1.1649,0.6265,0.5616,0.6349,0.6349,29703.2,29702.4,17788.4,187130.0,187125.0,2.978,6.3317,0.283317,0.194482,0.600417,0.154795,0.637819,7.01,5.73,3689,4981,-0.14926298943190502,1,15,56,2000-07-06
000990.SZ,2013-01-07,6.34,6.51,6.52,6.34,6.3,0.21,3.33,29988.8,19347.5,1.0096,1.6859,2.0,61.0721,62.3284,1.2038,0.6474,0.5803,0.6144,0.6144,29703.2,29702.4,17788.4,193368.0,193363.0,2.978,6.45157,0.187936,0.794893,1.67331,0.222352,0.338655,6.93,5.67,1659,4519,-0.46171624348455115,1,15,56,2000-07-06
000990.SZ,2013-01-08,6.5,6.54,6.59,6.43,6.51,0.03,0.46,24339.3,15851.2,0.8194,1.3683,1.38,61.3535,62.6157,1.2093,0.6504,0.583,0.6116,0.6116,29703.2,29702.4,17788.4,194259.0,194254.0,2.978,6.51261,0.0876371,0.44948,2.59477,-0.043824,0.458635,7.16,5.86,1880,1424,0.13878837514990355,1,15,56,2000-07-06
000990.SZ,2013-01-09,6.54,6.53,6.58,6.44,6.54,-0.01,-0.15,17592.4,11468.2,0.5923,0.989,0.91,61.2597,62.5199,1.2075,0.6494,0.5821,0.6126,0.6126,29703.2,29702.4,17788.4,193962.0,193957.0,2.978,6.51887,0.179006,-0.599655,2.24898,-0.304942,0.542298,7.19,5.89,1716,3634,-0.35819051495380166,1,15,56,2000-07-06
000990.SZ,2013-01-10,6.54,6.55,6.61,6.48,6.53,0.02,0.31,16498.6,10807.1,0.5555,0.9275,0.82,61.4473,62.7114,1.2111,0.6514,0.5838,0.6107,0.6107,29703.2,29702.4,17788.4,194556.0,194551.0,2.978,6.55035,0.217114,0.223634,-0.260872,-0.0393542,0.431679,7.18,5.88,2844,2667,0.035320806900456525,1,15,56,2000-07-06
000990.SZ,2013-01-11,6.58,6.34,6.58,6.34,6.55,-0.21,-3.21,14707.8,9472.49,0.4952,0.8268,0.69,59.4773,60.7008,1.1723,0.6305,0.5651,0.6309,0.6309,29703.2,29702.4,17788.4,188319.0,188313.0,2.978,6.44047,0.242453,0.478209,1.36113,-0.391289,0.666509,7.21,5.9,1391,2578,-0.3006081751604815,1,15,56,2000-07-06
000990.SZ,2013-01-14,6.34,6.59,6.6,6.34,6.34,0.25,3.94,20813.4,13546.0,0.7007,1.1701,1.01,61.8226,63.0944,1.2185,0.6554,0.5874,0.607,0.607,29703.2,29702.4,17788.4,195744.0,195739.0,2.978,6.50831,0.193533,0.852327,0.978689,-0.0722492,0.212406,6.97,5.71,3581,328,0.831455845755318,1,15,56,2000-07-06
000990.SZ,2013-01-15,6.6,6.75,6.78,6.56,6.59,0.16,2.43,31374.3,21030.0,1.0563,1.7637,1.67,63.3236,64.6263,1.2481,0.6713,0.6017,0.5926,0.5926,29703.2,29702.4,17788.4,200497.0,200491.0,2.978,6.70293,0.1652,0.401009,0.547825,-0.24547,0.315399,7.25,5.93,8558,3822,0.38140184562332957,1,15,56,2000-07-06
000990.SZ,2013-01-16,6.76,6.69,6.77,6.63,6.75,-0.06,-0.89,20558.9,13759.2,0.6922,1.1557,1.02,62.7607,64.0518,1.237,0.6653,0.5963,0.5979,0.5979,29703.2,29702.4,17788.4,198715.0,198709.0,2.978,6.69255,0.127787,-0.776813,2.33161,-0.0872892,0.635228,7.43,6.08,1414,2544,-0.28512082203846306,1,15,56,2000-07-06
000990.SZ,2013-01-17,6.69,6.75,6.78,6.66,6.69,0.06,0.9,23743.1,15972.9,0.7994,1.3348,1.14,63.3236,64.6263,1.2481,0.6713,0.6017,0.5926,0.5926,29703.2,29702.4,17788.4,200497.0,200491.0,2.978,6.72739,0.258964,0.445141,-0.114772,0.453818,0.337873,7.36,6.02,2976,4154,-0.1663330861038696,1,15,56,2000-07-06
000990.SZ,2013-01-18,6.76,6.94,6.94,6.72,6.75,0.19,2.81,34559.5,23585.5,1.1635,1.9428,1.55,65.106,66.4454,1.2833,0.6902,0.6186,0.5764,0.5764,29703.2,29702.4,17788.4,206140.0,206135.0,2.978,6.82461,0.51293,1.07115,3.03889,0.511147,0.207909,7.43,6.08,5813,3864,0.20030919497057278,1,15,56,2000-07-06
000990.SZ,2013-01-21,6.9,6.92,6.98,6.86,6.94,-0.02,-0.29,20891.3,14441.1,0.7034,1.1744,0.8,64.9184,66.2539,1.2796,0.6882,0.6168,0.578,0.578,29703.2,29702.4,17788.4,205546.0,205541.0,2.978,6.9125,0.121105,0.0130841,0.721765,-0.126915,0.471472,7.63,6.25,2950,4577,-0.2150221859329276,1,15,56,2000-07-06
000990.SZ,2013-01-22,6.91,6.79,6.93,6.73,6.92,-0.13,-1.88,19930.7,13659.0,0.671,1.1204,0.76,63.6988,65.0092,1.2555,0.6752,0.6052,0.5891,0.5891,29703.2,29702.4,17788.4,201685.0,201679.0,2.978,6.85322,0.179018,-0.913511,2.88628,-0.458988,0.665753,7.61,6.23,2052,4402,-0.3622861579859501,1,15,56,2000-07-06
000990.SZ,2013-01-23,6.79,6.82,6.85,6.73,6.79,0.03,0.44,14235.0,9657.48,0.4793,0.8002,0.59,63.9803,65.2965,1.2611,0.6782,0.6079,0.5865,0.5865,29703.2,29702.4,17788.4,202576.0,202570.0,2.978,6.7843,0.183077,0.12492,0.400006,-0.0602567,0.431627,7.47,6.11,2944,2195,0.1461339385737896,1,15,56,2000-07-06
000990.SZ,2013-01-24,6.8,6.63,6.87,6.56,6.82,-0.19,-2.79,20827.6,14044.5,0.7012,1.1709,0.92,62.1978,63.4774,1.2259,0.6593,0.591,0.6033,0.6033,29703.2,29702.4,17788.4,196932.0,196927.0,2.978,6.74322,0.133282,-0.424442,1.51553,0.0128114,0.675574,7.5,6.14,2104,3231,-0.20842503854552233,1,15,56,2000-07-06
000990.SZ,2013-01-25,6.61,6.53,6.65,6.51,6.63,-0.1,-1.51,20257.1,13278.1,0.682,1.1388,0.92,61.2597,62.5199,1.2075,0.6494,0.5821,0.6126,0.6126,29703.2,29702.4,17788.4,193962.0,193957.0,2.978,6.55478,0.199477,0.680677,2.10291,-0.370777,0.51946,7.29,5.97,1091,393,0.46828165443606884,1,15,56,2000-07-06
000990.SZ,2013-01-28,6.53,6.69,6.69,6.53,6.53,0.16,2.45,17446.5,11574.7,0.5874,0.9808,0.91,62.7607,64.0518,1.237,0.6653,0.5963,0.5979,0.5979,29703.2,29702.4,17788.4,198715.0,198709.0,2.978,6.63441,0.175513,1.18534,2.90421,-0.184381,0.252733,7.18,5.88,3050,4549,-0.19809843779435735,1,15,56,2000-07-06
000990.SZ,2013-01-29,6.69,6.8,6.83,6.66,6.69,0.11,1.64,15825.5,10716.6,0.5328,0.8896,0.85,63.7926,65.105,1.2574,0.6762,0.6061,0.5882,0.5882,29703.2,29702.4,17788.4,201982.0,201976.0,2.978,6.77177,0.179095,-0.00829212,1.03014,-0.140168,0.367158,7.36,6.02,1757,1502,0.07863241666658627,1,15,56,2000-07-06
000990.SZ,2013-01-30,6.8,6.82,6.85,6.73,6.8,0.02,0.29,16644.2,11307.5,0.5604,0.9357,0.94,63.9803,65.2965,1.2611,0.6782,0.6079,0.5865,0.5865,29703.2,29702.4,17788.4,202576.0,202570.0,2.978,6.79369,0.201935,1.1688,3.00233,0.135431,0.361005,7.48,6.12,1703,2950,-0.26992466329145126,1,15,56,2000-07-06
000990.SZ,2013-01-31,6.76,6.79,6.85,6.7,6.82,-0.03,-0.44,16004.0,10811.1,0.5388,0.8997,0.88,63.6988,65.0092,1.2555,0.6752,0.6052,0.5891,0.5891,29703.2,29702.4,17788.4,201685.0,201679.0,2.978,6.75522,0.160613,0.116782,-0.569586,-0.155828,0.483875,7.5,6.14,2982,3553,-0.08618580116304252,1,15,56,2000-07-06
000990.SZ,2013-02-01,6.77,6.88,6.95,6.75,6.79,0.09,1.33,24611.0,16897.6,0.8286,1.3835,1.43,64.5431,65.8709,1.2722,0.6842,0.6133,0.5814,0.5814,29703.2,29702.4,17788.4,204358.0,204353.0,2.978,6.86587,0.156272,1.23709,3.39414,0.450208,0.298686,7.47,6.11,4058,4141,-0.010280683254753148,1,15,56,2000-07-06
000990.SZ,2013-02-04,6.89,6.78,6.91,6.72,6.88,-0.1,-1.45,23780.3,16150.2,0.8006,1.3368,1.31,63.605,64.9135,1.2537,0.6743,0.6043,0.59,0.59,29703.2,29702.4,17788.4,201388.0,201382.0,2.978,6.79141,0.113448,0.310745,0.315741,0.118207,0.524516,7.57,6.19,3697,6240,-0.2552717991898636,1,15,56,2000-07-06
000990.SZ,2013-02-05,6.75,6.79,6.8,6.67,6.78,0.01,0.15,11493.0,7752.2,0.3869,0.6461,0.59,63.6988,65.0092,1.2555,0.6752,0.6052,0.5891,0.5891,29703.2,29702.4,17788.4,201685.0,201679.0,2.978,6.74517,0.139649,0.322,0.326393,-0.0753196,0.354434,7.46,6.1,2228,1335,0.2506246622502685,1,15,56,2000-07-06
000990.SZ,2013-02-06,6.81,6.88,6.93,6.75,6.79,0.09,1.33,19456.4,13335.0,0.655,1.0938,1.05,64.5431,65.8709,1.2722,0.6842,0.6133,0.5814,0.5814,29703.2,29702.4,17788.4,204358.0,204353.0,2.978,6.85379,0.300833,1.24688,6.0204,0.585449,0.330461,7.47,6.11,1510,2862,-0.3073336633322982,1,15,56,2000-07-06
000990.SZ,2013-02-07,6.84,7.13,7.41,6.84,6.88,0.25,3.63,54206.4,38773.3,1.825,3.0473,2.84,66.8885,68.2645,1.3184,0.7091,0.6355,0.561,0.561,29703.2,29702.4,17788.4,211784.0,211778.0,2.978,7.1529,0.116115,2.65541,8.47111,0.30424,0.167792,7.57,6.19,11017,6784,0.23444780166572818,1,15,56,2000-07-06
000990.SZ,2013-02-08,7.07,7.28,7.3,7.05,7.13,0.15,2.1,51053.8,36762.4,1.7188,2.8701,1.91,68.2957,69.7006,1.3461,0.724,0.6489,0.5495,0.5495,29703.2,29702.4,17788.4,216240.0,216233.0,2.978,7.20071,0.262506,0.370968,0.835154,0.0500283,0.334368,7.84,6.42,16358,11431,0.1787680594860576,1,15,56,2000-07-06
000990.SZ,2013-02-18,7.25,7.23,7.31,7.2,7.28,-0.05,-0.69,29237.9,21186.4,0.9844,1.6436,0.91,67.8266,69.2219,1.3369,0.719,0.6445,0.5533,0.5533,29703.2,29702.4,17788.4,214754.0,214748.0,2.978,7.24622,0.175935,0.365204,0.850474,-0.0946236,0.458029,8.01,6.55,4997,5595,-0.05706082258616287,1,15,56,2000-07-06
000990.SZ,2013-02-19,7.23,7.26,7.28,7.17,7.23,0.03,0.41,29430.6,21288.5,0.9908,1.6545,0.89,68.108,69.5091,1.3424,0.722,0.6471,0.551,0.551,29703.2,29702.4,17788.4,215646.0,215639.0,2.978,7.23345,0.323473,0.246456,3.01188,0.095753,0.478877,7.95,6.51,5395,4061,0.14174321350094093,1,15,56,2000-07-06
000990.SZ,2013-02-20,7.23,7.39,7.43,7.2,7.26,0.13,1.79,35363.8,25971.8,1.1906,1.988,0.96,69.3276,70.7538,1.3665,0.7349,0.6587,0.5413,0.5413,29703.2,29702.4,17788.4,219507.0,219501.0,2.978,7.34417,0.323295,0.924108,3.09541,0.615487,0.318839,7.99,6.53,7243,4791,0.20466686398419381,1,15,56,2000-07-06
000990.SZ,2013-02-21,7.37,7.18,7.37,7.13,7.39,-0.21,-2.84,41519.7,30104.9,1.3979,2.3341,1.04,67.3575,68.7432,1.3276,0.714,0.64,0.5571,0.5571,29703.2,29702.4,17788.4,213269.0,213263.0,2.978,7.25076,0.112286,-0.023664,0.596983,-0.0744409,0.612361,8.13,6.65,10591,11993,-0.06216610148004116,1,15,56,2000-07-06
000990.SZ,2013-02-22,7.18,7.17,7.24,7.0,7.18,-0.01,-0.14,16380.2,11734.7,0.5515,0.9208,0.44,67.2637,68.6475,1.3258,0.713,0.6391,0.5579,0.5579,29703.2,29702.4,17788.4,212972.0,212966.0,2.978,7.16392,0.162291,-0.0528126,-0.277415,-0.265115,0.551914,7.9,6.46,862,2261,-0.4446388031427398,1,15,56,2000-07-06
000990.SZ,2013-02-25,7.12,7.48,7.52,7.11,7.17,0.31,4.32,60001.1,44410.9,2.0201,3.373,1.97,70.1719,71.6155,1.3831,0.7439,0.6667,0.5348,0.5348,29703.2,29702.4,17788.4,222180.0,222174.0,2.978,7.40168,0.100637,0.531802,0.278354,0.49425,0.271462,7.89,6.45,12885,15319,-0.0863518268891857,1,15,56,2000-07-06
000990.SZ,2013-02-26,7.38,7.59,7.83,7.38,7.48,0.11,1.47,67974.8,52000.6,2.2885,3.8213,1.86,71.2039,72.6686,1.4035,0.7548,0.6765,0.527,0.527,29703.2,29702.4,17788.4,225448.0,225441.0,2.978,7.64998,0.124792,0.598367,-0.377056,0.244866,0.333393,8.23,6.73,21381,12152,0.2755410810140441,1,15,56,2000-07-06
000990.SZ,2013-02-27,7.54,7.45,7.77,7.4,7.59,-0.14,-1.84,36777.6,27719.5,1.2382,2.0675,0.83,69.8905,71.3282,1.3776,0.7409,0.6641,0.5369,0.5369,29703.2,29702.4,17788.4,221289.0,221283.0,2.978,7.53708,0.245864,0.29414,2.44848,0.0248372,0.576471,8.35,6.83,9923,11453,-0.06916377046121623,1,15,56,2000-07-06
