Instrument,Date,Close,Open,High,Low,Pre_Close,Change,Pct_Chg,Volume,AMount
399371.SZ,2010-10-13,3802.08,3739.41,3802.08,3735.51,3734.75,67.333,1.8029,82565900.0,100562000.0
399371.SZ,2010-10-14,3783.51,3823.07,3874.77,3777.6,3802.08,-18.573,-0.4885,96615600.0,113721000.0
399371.SZ,2010-10-15,3907.16,3764.16,3907.16,3756.76,3783.51,123.645,3.268,104397000.0,119037000.0
399371.SZ,2010-10-18,3907.2,3933.83,3987.73,3877.22,3907.16,0.04,0.001,117842000.0,131805000.0
399371.SZ,2010-10-19,3976.56,3900.93,3976.56,3872.67,3907.2,69.363,1.7753,72611800.0,83995900.0
399371.SZ,2010-10-20,3997.82,3912.93,4044.06,3911.17,3976.56,21.261,0.5347,91534700.0,115576000.0
399371.SZ,2010-10-21,3960.3,4002.16,4016.05,3930.71,3997.82,-37.517,-0.9384,72051600.0,93558600.0
399371.SZ,2010-10-22,3957.25,3953.69,3983.82,3922.26,3960.3,-3.058,-0.0772,62296100.0,82658200.0
399371.SZ,2010-10-25,4051.44,3965.12,4052.08,3938.45,3957.25,94.197,2.3804,77794800.0,101912000.0
399371.SZ,2010-10-26,4040.13,4064.97,4080.37,4008.65,4051.44,-11.31,-0.2792,81496300.0,102781000.0
399371.SZ,2010-10-27,3986.67,4030.84,4080.88,3978.68,4040.13,-53.466,-1.3234,72860400.0,92701500.0
399371.SZ,2010-10-28,3991.69,3976.32,4011.08,3953.37,3986.67,5.023,0.126,58228600.0,74722000.0
399371.SZ,2010-10-29,3962.2,3996.21,3998.44,3931.92,3991.69,-29.493,-0.7389,59376100.0,76512400.0
399371.SZ,2010-11-01,4059.47,3972.65,4059.47,3972.65,3962.2,97.27,2.455,74629600.0,99514500.0
399371.SZ,2010-11-02,4035.7,4067.63,4100.47,4021.48,4059.47,-23.762,-0.5853,89699300.0,119555000.0
399371.SZ,2010-11-03,4013.82,4034.53,4067.51,3996.46,4035.7,-21.886,-0.5423,74865400.0,94685800.0
399371.SZ,2010-11-04,4078.29,4019.44,4078.9,4013.85,4013.82,64.475,1.6063,68516200.0,87166400.0
399371.SZ,2010-11-05,4118.88,4125.12,4141.76,4088.03,4078.29,40.591,0.9953,82442700.0,103370000.0
399371.SZ,2010-11-08,4175.51,4136.49,4176.02,4125.19,4118.88,56.628,1.3748,85289200.0,103772000.0
399371.SZ,2010-11-09,4137.74,4175.88,4175.88,4106.58,4175.51,-37.77,-0.9046,77066000.0,97886100.0
399371.SZ,2010-11-10,4087.65,4116.79,4116.79,4063.09,4137.74,-50.09,-1.2106,74066900.0,97174700.0
399371.SZ,2010-11-11,4107.52,4080.79,4159.06,4078.53,4087.65,19.871,0.4861,88172900.0,116813000.0
399371.SZ,2010-11-12,3865.99,4079.23,4089.37,3858.67,4107.52,-241.537,-5.8804,102935000.0,125433000.0
399371.SZ,2010-11-15,3914.69,3873.73,3915.65,3818.21,3865.99,48.705,1.2598,69943200.0,80905800.0
399371.SZ,2010-11-16,3757.57,3908.65,3908.65,3743.9,3914.69,-157.125,-4.0137,69653500.0,87895800.0
399371.SZ,2010-11-17,3681.91,3708.71,3755.36,3665.14,3757.57,-75.653,-2.0134,51998100.0,64848600.0
399371.SZ,2010-11-18,3726.17,3711.83,3735.46,3669.78,3681.91,44.253,1.2019,40724100.0,51861600.0
399371.SZ,2010-11-19,3760.25,3745.78,3760.25,3651.13,3726.17,34.08,0.9146,51772700.0,65274600.0
399371.SZ,2010-11-22,3741.12,3723.21,3776.37,3712.9,3760.25,-19.125,-0.5086,51914100.0,66079100.0
399371.SZ,2010-11-23,3681.76,3726.57,3726.57,3626.83,3741.12,-59.358,-1.5866,48795200.0,61184500.0
399371.SZ,2010-11-24,3751.75,3651.11,3751.82,3651.11,3681.76,69.985,1.9009,52333300.0,64398300.0
399371.SZ,2010-11-25,3799.08,3771.31,3805.38,3743.33,3751.75,47.329,1.2615,54364700.0,66813200.0
399371.SZ,2010-11-26,3764.15,3792.4,3798.48,3736.76,3799.08,-34.927,-0.9194,43685000.0,57456200.0
399371.SZ,2010-11-29,3760.44,3751.98,3777.38,3726.16,3764.15,-3.711,-0.0986,38605000.0,51725800.0
399371.SZ,2010-11-30,3692.93,3757.47,3778.92,3612.44,3760.44,-67.512,-1.7953,52351900.0,66279300.0
399371.SZ,2010-12-01,3699.23,3679.84,3714.61,3665.07,3692.93,6.298,0.1705,31014600.0,39692100.0
399371.SZ,2010-12-02,3724.83,3750.92,3762.24,3723.39,3699.23,25.603,0.6921,41357100.0,53181700.0
399371.SZ,2010-12-03,3717.63,3728.35,3736.22,3693.97,3724.83,-7.202,-0.1934,31351800.0,40426400.0
399371.SZ,2010-12-06,3722.18,3725.45,3747.01,3694.54,3717.63,4.558,0.1226,33665400.0,43285500.0
399371.SZ,2010-12-07,3746.66,3704.95,3758.28,3657.64,3722.18,24.475,0.6575,33011200.0,42168800.0
399371.SZ,2010-12-08,3710.15,3738.56,3754.61,3704.65,3746.66,-36.505,-0.9743,31832600.0,41547600.0
399371.SZ,2010-12-09,3646.23,3691.65,3707.34,3645.04,3710.15,-63.927,-1.723,36056500.0,42608600.0
399371.SZ,2010-12-10,3687.06,3631.12,3698.56,3625.81,3646.23,40.838,1.12,29811400.0,37171500.0
399371.SZ,2010-12-13,3795.1,3700.19,3795.28,3696.62,3687.06,108.034,2.9301,51683900.0,63280400.0
