Instrument,Date,Open,Close,High,Low,Pre_Close,Change,Pct_Chg,Volume,AMount,Turnover_rate,Turnover_rate_f,Volume_ratio,Pe,Pe_ttm,Pb,Ps,Ps_ttm,Dv_ratio,Dv_ttm,Total_share,Float_share,Free_share,Total_mv,Circ_mv,Adj_factor,Ind_class
688396.SH,2020-02-27,50.0,42.01,50.2,41.05,12.8,29.21,228.203,1448690.0,6439890.0,61.091,61.091,,118.948,127.462,5.361,8.1459,8.8921,,,121593.0,23713.7,23713.7,5108100.0,996212.0,1.0,半导体
688396.SH,2020-02-28,39.51,47.8,50.35,39.51,42.01,5.79,13.7824,1017950.0,4699500.0,42.9265,42.9265,,135.342,145.029,6.0999,9.2686,10.1177,,,121593.0,23713.7,23713.7,5812120.0,1133510.0,1.0,半导体
688396.SH,2020-03-02,52.98,49.23,55.0,47.5,47.8,1.43,2.9916,732047.0,3675730.0,30.8702,30.8702,,139.39,149.368,6.2823,9.5458,10.4204,,,121593.0,23713.7,23713.7,5986000.0,1167430.0,1.0,半导体
688396.SH,2020-03-03,49.26,50.99,54.28,48.06,49.23,1.76,3.5751,609755.0,3120520.0,25.7132,25.7132,,144.374,154.708,6.5069,9.8871,10.7929,,,121593.0,23713.7,23713.7,6200000.0,1209160.0,1.0,半导体
688396.SH,2020-03-04,50.0,47.07,51.2,45.89,50.99,-3.92,-7.6878,561570.0,2708900.0,23.6812,23.6812,,133.275,142.814,6.0067,9.127,9.9632,,,121593.0,23713.7,23713.7,5723360.0,1116200.0,1.0,半导体
688396.SH,2020-03-05,47.5,46.29,48.3,44.68,47.07,-0.78,-1.6571,504478.0,2332220.0,21.2737,21.2737,0.58,131.066,140.448,5.9072,8.9758,9.7981,,,121593.0,23713.7,23713.7,5628520.0,1097710.0,1.0,半导体
688396.SH,2020-03-06,45.28,45.84,47.31,44.82,46.29,-0.45,-0.9721,405764.0,1862130.0,17.1109,17.1109,0.59,129.792,139.082,5.8497,8.8885,9.7028,,,121593.0,23713.7,23713.7,5573800.0,1087040.0,1.0,半导体
688396.SH,2020-03-09,44.0,41.89,45.5,41.87,45.84,-3.95,-8.6169,393580.0,1714350.0,16.5972,16.5972,0.7,118.608,127.098,5.3457,8.1226,8.8667,,,121593.0,23713.7,23713.7,5093510.0,993367.0,1.0,半导体
688396.SH,2020-03-10,42.6,45.11,45.25,42.0,41.89,3.22,7.6868,429342.0,1887160.0,18.1053,18.1053,0.87,127.725,136.867,5.7566,8.747,9.5483,,,121593.0,23713.7,23713.7,5485040.0,1069720.0,1.0,半导体
688396.SH,2020-03-11,44.5,42.38,44.69,42.01,45.11,-2.73,-6.0519,385614.0,1669770.0,16.2612,16.2612,0.84,119.995,128.584,5.4082,8.2176,8.9704,,,121593.0,23713.7,23713.7,5153090.0,1004990.0,1.0,半导体
688396.SH,2020-03-12,41.02,42.22,43.27,40.81,42.38,-0.16,-0.3775,255099.0,1077250.0,10.7574,10.7574,0.6,119.542,128.099,5.3878,8.1866,8.9366,,,121593.0,23713.7,23713.7,5133640.0,1001190.0,1.0,半导体
688396.SH,2020-03-13,40.05,43.03,44.08,40.05,42.22,0.81,1.9185,351073.0,1498620.0,14.8047,14.8047,0.94,121.836,130.557,5.4911,8.3436,9.108,,,121593.0,23713.7,23713.7,5232130.0,1020400.0,1.0,半导体
688396.SH,2020-03-16,43.2,41.3,44.2,40.81,43.03,-1.73,-4.0205,306651.0,1300660.0,12.9314,12.9314,0.84,116.937,125.308,5.2704,8.0082,8.7418,,,121593.0,23713.7,23713.7,5021770.0,979376.0,1.0,半导体
688396.SH,2020-03-17,42.38,42.7,43.4,40.76,41.3,1.4,3.3898,304426.0,1285930.0,12.8375,12.8375,0.88,120.901,129.555,5.449,8.2797,9.0382,,,121593.0,23713.7,23713.7,5192000.0,1012570.0,1.0,半导体
688396.SH,2020-03-18,43.2,41.25,44.1,41.15,42.7,-1.45,-3.3958,303622.0,1299360.0,12.8037,12.8037,0.95,116.796,125.156,5.264,7.9985,8.7313,,,121593.0,23713.7,23713.7,5015690.0,978190.0,1.0,半导体
688396.SH,2020-03-19,41.2,42.01,42.3,40.31,41.25,0.76,1.8424,244343.0,1010710.0,10.3039,10.3039,0.8,118.948,127.462,5.361,8.1459,8.8921,,,121593.0,23713.7,23713.7,5108100.0,996212.0,1.0,半导体
688396.SH,2020-03-20,42.71,40.95,42.78,40.2,42.01,-1.06,-2.5232,249649.0,1027480.0,10.5276,10.5276,0.83,115.946,124.246,5.2257,7.9403,8.6678,,,121593.0,23713.7,23713.7,4979210.0,971076.0,1.0,半导体
688396.SH,2020-03-23,39.49,35.66,39.78,35.33,40.95,-5.29,-12.9182,353241.0,1321840.0,14.8961,14.8961,1.25,100.968,108.195,4.5506,6.9146,7.548,,,121593.0,23713.7,23713.7,4335990.0,845630.0,1.0,半导体
688396.SH,2020-03-24,36.6,36.07,36.8,33.88,35.66,0.41,1.1497,239525.0,851208.0,10.1007,10.1007,0.82,102.129,109.439,4.603,6.9941,7.6348,,,121593.0,23713.7,23713.7,4385840.0,855353.0,1.0,半导体
688396.SH,2020-03-25,37.37,36.35,37.38,36.06,36.07,0.28,0.7763,189325.0,694145.0,7.9838,7.9838,0.68,102.922,110.289,4.6387,7.0484,7.6941,,,121593.0,23713.7,23713.7,4419890.0,861993.0,1.0,半导体
688396.SH,2020-03-26,35.5,35.45,36.89,35.03,36.35,-0.9,-2.4759,148787.0,533123.0,6.2743,6.2743,0.58,100.373,107.558,4.5238,6.8739,7.5036,,,121593.0,23713.7,23713.7,4310460.0,840651.0,1.0,半导体
688396.SH,2020-03-27,35.98,35.01,36.14,35.01,35.45,-0.44,-1.2412,128922.0,457060.0,5.4366,5.4366,0.55,99.1277,106.223,4.4677,6.7885,7.4105,,,121593.0,23713.7,23713.7,4256950.0,830217.0,1.0,半导体
688396.SH,2020-03-30,34.0,32.75,34.0,32.33,35.01,-2.26,-6.4553,182310.0,602572.0,7.688,7.688,0.86,92.7287,99.3662,4.1793,6.3503,6.9321,,,121593.0,23713.7,23713.7,3982160.0,776624.0,1.0,半导体
688396.SH,2020-03-31,33.38,32.38,33.88,32.28,32.75,-0.37,-1.1298,138060.0,456726.0,5.8219,5.8219,0.78,91.6811,98.2436,4.1321,6.2786,6.8538,,,121593.0,23713.7,23713.7,3937170.0,767850.0,1.0,半导体
688396.SH,2020-04-01,32.2,32.82,33.75,31.97,32.38,0.44,1.3589,156933.0,519798.0,6.6178,6.6178,1.0,92.9269,99.5786,4.1882,6.3639,6.9469,,,121593.0,23713.7,23713.7,3990670.0,778284.0,1.0,半导体
688396.SH,2020-04-02,32.41,35.64,35.88,32.4,32.82,2.82,8.5923,228575.0,778250.0,9.6389,9.6389,1.51,100.911,108.135,4.5481,6.9107,7.5438,,,121593.0,23713.7,23713.7,4333560.0,845156.0,1.0,半导体
688396.SH,2020-04-03,35.15,34.09,35.3,33.88,35.64,-1.55,-4.349,169549.0,585458.0,7.1498,7.1498,1.02,96.5228,103.432,4.3503,6.6101,7.2157,,,121593.0,23713.7,23713.7,4145090.0,808400.0,1.0,半导体
688396.SH,2020-04-07,35.06,34.71,35.25,34.53,34.09,0.62,1.8187,135982.0,473659.0,5.7343,5.7343,0.78,98.2783,105.313,4.4294,6.7304,7.347,,,121593.0,23713.7,23713.7,4220480.0,823102.0,1.0,半导体
688396.SH,2020-04-08,34.4,35.0,35.6,34.16,34.71,0.29,0.8355,134414.0,472044.0,5.6682,5.6682,0.81,99.0994,106.193,4.4664,6.7866,7.4083,,,121593.0,23713.7,23713.7,4255740.0,829979.0,1.0,半导体
688396.SH,2020-04-09,35.35,35.15,36.04,34.9,35.0,0.15,0.4286,123962.0,438131.0,5.2274,5.2274,0.75,99.5241,106.648,4.4856,6.8157,7.4401,,,121593.0,23713.7,23713.7,4273980.0,833536.0,1.0,半导体
688396.SH,2020-04-10,35.0,33.38,35.0,33.16,35.15,-1.77,-5.0356,126008.0,427294.0,5.3137,5.3137,0.8,94.5125,101.278,4.2597,6.4725,7.0654,,,121593.0,23713.7,23713.7,4058760.0,791563.0,1.0,半导体
688396.SH,2020-04-13,32.99,33.04,33.81,32.76,33.38,-0.34,-1.0186,83782.1,278524.0,3.5331,3.5331,0.61,93.5498,100.246,4.2163,6.4065,6.9935,,,121593.0,23713.7,23713.7,4017420.0,783501.0,1.0,半导体
688396.SH,2020-04-14,33.56,33.54,33.88,33.25,33.04,0.5,1.5133,73404.2,246303.0,3.0954,3.0954,0.61,94.9655,101.763,4.2801,6.5035,7.0993,,,121593.0,23713.7,23713.7,4078210.0,795357.0,1.0,半导体
688396.SH,2020-04-15,33.7,33.77,34.65,33.45,33.54,0.23,0.6857,112967.0,384865.0,4.7638,4.7638,1.04,95.6168,102.461,4.3095,6.5481,7.148,,,121593.0,23713.7,23713.7,4106180.0,800812.0,1.0,半导体
688396.SH,2020-04-16,33.57,33.36,33.87,33.0,33.77,-0.41,-1.2141,92418.1,308295.0,3.8972,3.8972,0.89,94.4559,101.217,4.2571,6.4686,7.0612,,,121593.0,23713.7,23713.7,4056330.0,791089.0,1.0,半导体
688396.SH,2020-04-17,33.91,34.05,35.33,33.91,33.36,0.69,2.0683,159618.0,550635.0,6.731,6.731,1.63,96.4096,103.311,4.3452,6.6024,7.2073,,,121593.0,23713.7,23713.7,4140230.0,807451.0,1.0,半导体
688396.SH,2020-04-20,34.0,34.66,34.81,33.6,34.05,0.61,1.7915,100976.0,345996.0,4.2581,4.2581,0.97,98.1367,105.161,4.423,6.7207,7.3364,,,121593.0,23713.7,23713.7,4214400.0,821917.0,1.0,半导体
688396.SH,2020-04-21,34.4,33.94,34.4,33.52,34.66,-0.72,-2.0773,78389.5,266445.0,3.3057,3.3057,0.73,96.0981,102.977,4.3312,6.5811,7.184,,,121593.0,23713.7,23713.7,4126850.0,804843.0,1.0,半导体
688396.SH,2020-04-22,33.49,34.95,35.19,33.39,33.94,1.01,2.9758,137264.0,475824.0,5.7884,5.7884,1.26,98.9578,106.041,4.46,6.7769,7.3978,,,121593.0,23713.7,23713.7,4249660.0,828794.0,1.0,半导体
688396.SH,2020-04-23,39.15,36.95,40.22,36.53,34.95,2.0,5.7225,370158.0,1415590.0,15.6095,15.6095,3.25,112.109,90.0584,4.59,7.8235,7.5651,,,121593.0,23713.7,23713.7,4492840.0,876221.0,1.0,半导体
688396.SH,2020-04-24,36.59,35.85,36.97,35.7,36.95,-1.1,-2.977,190832.0,690850.0,8.0473,8.0473,1.13,108.772,87.3774,4.4534,7.5906,7.3399,,,121593.0,23713.7,23713.7,4359090.0,850136.0,1.0,半导体
688396.SH,2020-04-27,35.5,35.59,36.3,35.02,35.85,-0.26,-0.7252,122772.0,436033.0,5.1773,5.1773,0.7,107.983,87.643,4.4211,7.5355,7.2867,,,121593.0,23713.7,23713.7,4327480.0,843971.0,1.0,半导体
688396.SH,2020-04-28,35.44,34.3,36.28,31.77,35.59,-1.29,-3.6246,186309.0,639347.0,7.8566,7.8566,1.04,104.069,84.4662,4.2608,7.2624,7.0225,,,121593.0,23713.7,23713.7,4170620.0,813380.0,1.0,半导体
688396.SH,2020-04-29,33.97,34.76,35.38,33.79,34.3,0.46,1.3411,105491.0,367791.0,4.4485,4.4485,0.52,105.465,85.599,4.318,7.3598,7.1167,,,121593.0,23713.7,23713.7,4226560.0,824288.0,1.0,半导体
688396.SH,2020-04-30,35.2,37.83,38.87,35.17,34.76,3.07,8.832,306161.0,1143750.0,12.9107,12.9107,1.57,114.779,93.1591,4.6993,8.0098,7.7453,,,121593.0,23713.7,23713.7,4599840.0,897089.0,1.0,半导体
688396.SH,2020-05-06,37.38,41.22,41.88,37.18,37.83,3.39,8.9611,395240.0,1569690.0,16.6672,16.6672,2.17,125.065,101.507,5.1204,8.7276,8.4393,,,121593.0,23713.7,23713.7,5012040.0,977479.0,1.0,半导体
688396.SH,2020-05-07,41.0,39.51,41.17,39.27,41.22,-1.71,-4.1485,264678.0,1057190.0,11.1614,11.1614,1.19,119.877,97.2963,4.908,8.3655,8.0892,,,121593.0,23713.7,23713.7,4804120.0,936928.0,1.0,半导体
688396.SH,2020-05-08,39.93,39.79,41.06,39.56,39.51,0.28,0.7087,203494.0,817158.0,8.5813,8.5813,0.81,120.726,97.9858,4.9428,8.4248,8.1466,,,121593.0,23713.7,23713.7,4838170.0,943568.0,1.0,半导体
688396.SH,2020-05-11,40.0,38.99,40.79,38.41,39.79,-0.8,-2.0106,178968.0,707572.0,7.547,7.547,0.7,118.299,96.0157,4.8434,8.2554,7.9828,,,121593.0,23713.7,23713.7,4740890.0,924597.0,1.0,半导体
688396.SH,2020-05-12,38.89,39.35,39.44,37.8,38.99,0.36,0.9233,147048.0,568802.0,6.201,6.201,0.55,119.391,96.9022,4.8881,8.3316,8.0565,,,121593.0,23713.7,23713.7,4784670.0,933134.0,1.0,半导体
688396.SH,2020-05-13,38.81,39.7,40.22,38.5,39.35,0.35,0.8895,150514.0,595180.0,6.3471,6.3471,0.63,120.453,97.7641,4.9316,8.4057,8.1281,,,121593.0,23713.7,23713.7,4827220.0,941434.0,1.0,半导体
688396.SH,2020-05-14,39.54,39.81,41.2,39.45,39.7,0.11,0.2771,220729.0,889140.0,9.3081,9.3081,1.17,120.787,98.035,4.9453,8.429,8.1507,,,121593.0,23713.7,23713.7,4840600.0,944042.0,1.0,半导体
688396.SH,2020-05-15,40.04,40.66,41.79,39.69,39.81,0.85,2.1351,255107.0,1041390.0,10.7578,10.7578,1.42,123.366,100.128,5.0509,8.609,8.3247,,,121593.0,23713.7,23713.7,4943950.0,964199.0,1.0,半导体
688396.SH,2020-05-18,41.81,39.23,42.4,39.01,40.66,-1.43,-3.517,276816.0,1125220.0,11.6732,11.6732,1.45,119.027,96.6067,4.8732,8.3062,8.0319,,,121593.0,23713.7,23713.7,4770070.0,930288.0,1.0,半导体
688396.SH,2020-05-19,39.92,41.7,41.75,39.3,39.23,2.47,6.2962,291006.0,1186180.0,12.2717,12.2717,1.39,126.521,102.689,5.1801,8.8292,8.5376,,,121593.0,23713.7,23713.7,5070410.0,988861.0,1.0,半导体
688396.SH,2020-05-20,41.3,42.26,44.41,40.9,41.7,0.56,1.3429,366556.0,1569810.0,15.4576,15.4576,1.53,128.22,104.068,5.2496,8.9478,8.6523,,,121593.0,23713.7,23713.7,5138500.0,1002140.0,1.0,半导体
688396.SH,2020-05-21,42.41,41.72,43.93,41.12,42.26,-0.54,-1.2778,264149.0,1126190.0,11.1391,11.1391,0.94,126.582,102.739,5.1826,8.8334,8.5417,,,121593.0,23713.7,23713.7,5072840.0,989336.0,1.0,半导体
688396.SH,2020-05-22,41.76,40.05,41.76,38.96,41.72,-1.67,-4.0029,222395.0,898459.0,9.3783,9.3783,0.76,121.515,98.626,4.9751,8.4798,8.1998,,,121593.0,23713.7,23713.7,4869780.0,949734.0,1.0,半导体
688396.SH,2020-05-25,39.8,39.12,40.49,38.81,40.05,-0.93,-2.3221,127412.0,503276.0,5.3729,5.3729,0.45,118.693,96.3358,4.8596,8.2829,8.0094,,,121593.0,23713.7,23713.7,4756700.0,927680.0,1.0,半导体
688396.SH,2020-05-26,39.56,40.6,40.77,39.37,39.12,1.48,3.7832,158185.0,635471.0,6.6706,6.6706,0.62,123.184,99.9805,5.0434,8.5963,8.3124,,,121593.0,23713.7,23713.7,4936660.0,962776.0,1.0,半导体
688396.SH,2020-05-27,40.44,38.57,40.45,38.52,40.6,-2.03,-5.0,213655.0,839306.0,9.0098,9.0098,0.94,117.024,94.9814,4.7913,8.1665,7.8968,,,121593.0,23713.7,23713.7,4689820.0,914637.0,1.0,半导体
688396.SH,2020-05-28,38.3,37.9,38.96,37.0,38.57,-0.67,-1.7371,171087.0,646288.0,7.2147,7.2147,0.87,114.992,93.3315,4.708,8.0246,7.7596,,,121593.0,23713.7,23713.7,4608360.0,898749.0,1.0,半导体
688396.SH,2020-05-29,37.8,38.43,38.98,37.41,37.9,0.53,1.3984,138886.0,533544.0,5.8568,5.8568,0.78,116.6,94.6367,4.7739,8.1368,7.8681,,,121593.0,23713.7,23713.7,4672800.0,911317.0,1.0,半导体
688396.SH,2020-06-01,39.19,40.48,40.89,38.88,38.43,2.05,5.3344,202036.0,810585.0,8.5198,8.5198,1.25,122.82,99.6849,5.0285,8.5709,8.2878,,,121593.0,23713.7,23713.7,4922060.0,959930.0,1.0,半导体
688396.SH,2020-06-02,40.65,43.03,44.28,39.96,40.48,2.55,6.2994,372915.0,1581860.0,15.7257,15.7257,2.11,130.557,105.965,5.3453,9.1108,8.8099,,,121593.0,23713.7,23713.7,5232130.0,1020400.0,1.0,半导体
688396.SH,2020-06-03,42.7,41.56,43.86,41.44,43.03,-1.47,-3.4162,286646.0,1224130.0,12.0878,12.0878,1.3,126.096,102.344,5.1627,8.7995,8.5089,,,121593.0,23713.7,23713.7,5053380.0,985541.0,1.0,半导体
688396.SH,2020-06-04,41.9,41.8,42.42,41.15,41.56,0.24,0.5775,178054.0,744386.0,7.5085,7.5085,0.76,126.825,102.936,5.1925,8.8504,8.5581,,,121593.0,23713.7,23713.7,5082570.0,991233.0,1.0,半导体
688396.SH,2020-06-05,41.64,42.54,43.25,41.64,41.8,0.74,1.7703,185834.0,791317.0,7.8366,7.8366,0.79,129.07,104.758,5.2844,9.007,8.7096,,,121593.0,23713.7,23713.7,5172550.0,1008780.0,1.0,半导体
688396.SH,2020-06-08,43.21,42.16,44.27,41.88,42.54,-0.38,-0.8933,194946.0,841698.0,8.2208,8.2208,0.8,127.917,103.822,5.2372,8.9266,8.6318,,,121593.0,23713.7,23713.7,5126340.0,999770.0,1.0,半导体
688396.SH,2020-06-09,42.37,41.97,42.48,41.24,42.16,-0.19,-0.4507,138363.0,578304.0,5.8347,5.8347,0.57,127.34,103.354,5.2136,8.8863,8.5929,,,121593.0,23713.7,23713.7,5103240.0,995264.0,1.0,半导体
688396.SH,2020-06-10,41.94,41.7,41.94,41.1,41.97,-0.27,-0.6433,95155.7,394913.0,4.0127,4.0127,0.48,126.521,102.689,5.1801,8.8292,8.5376,,,121593.0,23713.7,23713.7,5070410.0,988861.0,1.0,半导体
