Instrument,Date
600372.SH,2020-07-01
600372.SH,2020-07-31
600372.SH,2020-08-03
600372.SH,2020-08-31
600372.SH,2020-09-01
600372.SH,2020-09-30
600372.SH,2020-10-09
600372.SH,2020-10-30
600372.SH,2020-11-02
600372.SH,2020-11-30
600372.SH,2020-12-01
600372.SH,2023-12-29
600372.SH,2024-01-02
600372.SH,2024-01-31
600372.SH,2024-02-01
600372.SH,2024-02-29
600372.SH,2024-03-01
600372.SH,2024-03-29
600372.SH,2024-04-01
600372.SH,2024-04-30
600372.SH,2024-05-06
600372.SH,2024-05-31
600372.SH,2024-06-03
600372.SH,2024-06-28
600372.SH,2024-07-01
600372.SH,2024-07-31
600372.SH,2024-08-01
600372.SH,2024-08-30
600372.SH,2024-09-02
600372.SH,2024-09-30
600372.SH,2024-10-08
600372.SH,2024-10-31
600372.SH,2024-11-01
600372.SH,2024-11-29
600372.SH,2024-12-02
600372.SH,2024-12-31
600372.SH,2025-01-02
600372.SH,2025-01-27
600372.SH,2025-02-05
600373.SH,2016-01-29
600373.SH,2016-02-29
600373.SH,2016-03-31
600373.SH,2016-04-29
600373.SH,2016-05-31
600373.SH,2016-06-30
600373.SH,2016-07-29
600373.SH,2016-08-31
600373.SH,2016-09-30
600373.SH,2016-10-31
600373.SH,2016-11-30
600373.SH,2016-12-30
600373.SH,2017-01-26
600373.SH,2017-02-28
600373.SH,2017-03-31
600373.SH,2017-04-28
600373.SH,2017-05-31
600373.SH,2017-06-30
600373.SH,2017-07-31
600373.SH,2017-08-31
600373.SH,2017-09-29
600373.SH,2017-10-31
600373.SH,2017-11-30
600373.SH,2017-12-29
600373.SH,2018-01-31
600373.SH,2018-02-28
600373.SH,2018-03-30
600373.SH,2018-04-27
600373.SH,2018-05-31
600373.SH,2018-06-29
600373.SH,2018-07-31
600373.SH,2018-08-31
600373.SH,2018-09-28
600373.SH,2018-10-31
600373.SH,2018-11-30
600376.SH,2016-06-30
600376.SH,2016-07-29
600376.SH,2016-08-31
600376.SH,2016-09-30
600376.SH,2016-10-31
600376.SH,2016-11-30
600376.SH,2016-12-30
600376.SH,2017-01-26
600376.SH,2017-02-28
600376.SH,2017-03-31
600376.SH,2017-04-28
600376.SH,2017-05-31
600376.SH,2017-06-30
600376.SH,2017-07-31
600376.SH,2017-08-31
600376.SH,2017-09-29
600376.SH,2017-10-31
600376.SH,2017-11-30
600376.SH,2017-12-29
600376.SH,2018-01-31
600376.SH,2018-02-28
600376.SH,2018-03-30
600376.SH,2018-04-27
600376.SH,2018-05-31
600376.SH,2018-06-29
600376.SH,2018-07-31
600376.SH,2018-08-31
600376.SH,2018-09-28
600376.SH,2018-10-31
600376.SH,2018-11-30
600377.SH,2024-12-31
600377.SH,2025-01-02
600377.SH,2025-01-27
600377.SH,2025-02-05
600383.SH,2016-01-29
600383.SH,2016-02-29
600383.SH,2016-03-31
600383.SH,2016-04-29
600383.SH,2016-05-31
600383.SH,2016-06-30
600383.SH,2016-07-29
600383.SH,2016-08-31
600383.SH,2016-09-30
600383.SH,2016-10-31
600383.SH,2016-11-30
600383.SH,2016-12-30
600383.SH,2017-01-26
600383.SH,2017-02-28
600383.SH,2017-03-31
600383.SH,2017-04-28
600383.SH,2017-05-31
600383.SH,2017-06-30
600383.SH,2017-07-31
600383.SH,2017-08-31
600383.SH,2017-09-29
600383.SH,2017-10-31
600383.SH,2017-11-30
600383.SH,2017-12-29
600383.SH,2018-01-31
600383.SH,2018-02-28
600383.SH,2018-03-30
600383.SH,2018-04-27
600383.SH,2018-05-31
600383.SH,2018-06-29
600383.SH,2018-07-31
600383.SH,2018-08-31
600383.SH,2018-09-28
600383.SH,2018-10-31
600383.SH,2018-11-30
600383.SH,2018-12-28
600383.SH,2019-01-31
600383.SH,2019-02-28
600383.SH,2019-03-29
600383.SH,2019-04-30
600383.SH,2019-05-31
600383.SH,2019-06-28
600383.SH,2019-07-31
600383.SH,2019-08-30
600383.SH,2019-09-30
600383.SH,2019-10-31
600383.SH,2019-11-29
600383.SH,2019-12-31
600383.SH,2020-01-02
600383.SH,2020-01-23
600383.SH,2020-02-28
600383.SH,2020-03-31
600383.SH,2020-04-01
600383.SH,2020-04-30
600383.SH,2020-05-06
600383.SH,2020-05-29
600383.SH,2020-06-01
600383.SH,2020-06-03
600383.SH,2020-06-04
600383.SH,2020-06-05
600383.SH,2020-06-08
600383.SH,2020-06-30
600383.SH,2020-07-01
600383.SH,2020-07-31
600383.SH,2020-08-03
600383.SH,2020-08-31
600383.SH,2020-09-01
600383.SH,2020-09-30
600383.SH,2020-10-09
600383.SH,2020-10-30
600383.SH,2020-11-02
600383.SH,2020-11-30
600383.SH,2020-12-01
600383.SH,2020-12-31
600383.SH,2021-01-04
600383.SH,2021-01-29
600383.SH,2021-02-01
600383.SH,2021-02-26
600383.SH,2021-03-01
600383.SH,2021-03-31
600383.SH,2021-04-01
600383.SH,2021-04-30
600383.SH,2021-05-06
600383.SH,2021-05-31
600383.SH,2021-06-01
600383.SH,2021-06-30
600383.SH,2021-07-01
600383.SH,2021-07-30
600383.SH,2021-08-02
600383.SH,2021-08-31
600383.SH,2021-09-01
600383.SH,2021-09-30
600383.SH,2021-10-08
600383.SH,2021-10-29
600383.SH,2021-11-01
600383.SH,2021-11-30
600383.SH,2021-12-01
600383.SH,2021-12-31
600383.SH,2022-01-04
600383.SH,2022-01-28
600383.SH,2022-02-07
600383.SH,2022-02-28
600383.SH,2022-03-01
600383.SH,2022-03-31
600383.SH,2022-04-01
600383.SH,2022-04-29
600383.SH,2022-05-05
600383.SH,2022-05-31
600383.SH,2022-06-01
600383.SH,2022-06-30
600383.SH,2022-07-01
600383.SH,2022-07-29
600383.SH,2022-08-01
600383.SH,2022-08-31
600383.SH,2022-09-01
600383.SH,2022-09-30
600383.SH,2022-10-10
600383.SH,2022-10-31
600383.SH,2022-11-01
600383.SH,2022-11-30
600383.SH,2022-12-01
600383.SH,2022-12-30
600383.SH,2023-01-03
600383.SH,2023-01-31
600383.SH,2023-02-01
600383.SH,2023-02-28
600383.SH,2023-03-01
600383.SH,2023-03-31
600383.SH,2023-04-03
600383.SH,2023-04-28
600383.SH,2023-05-31
600383.SH,2023-06-01
600383.SH,2023-06-02
600383.SH,2023-06-30
600383.SH,2023-07-03
600383.SH,2023-07-31
600383.SH,2023-08-01
600383.SH,2023-08-31
600383.SH,2023-09-01
600383.SH,2023-09-28
600383.SH,2023-10-09
600383.SH,2023-10-31
600383.SH,2023-11-01
600383.SH,2023-11-30
600383.SH,2023-12-01
600390.SH,2017-12-29
600390.SH,2018-01-31
600390.SH,2018-02-28
600390.SH,2018-03-30
600390.SH,2018-04-27
600390.SH,2018-05-31
600390.SH,2018-06-29
600390.SH,2018-07-31
600390.SH,2018-08-31
600390.SH,2018-09-28
600390.SH,2018-10-31
600390.SH,2018-11-30
600390.SH,2018-12-28
600390.SH,2019-01-31
600390.SH,2019-02-28
600390.SH,2019-03-29
600390.SH,2019-04-30
600390.SH,2019-05-31
600390.SH,2019-06-28
600390.SH,2019-07-31
600390.SH,2019-08-30
600390.SH,2019-09-30
600390.SH,2019-10-31
600390.SH,2019-11-29
600390.SH,2019-12-31
600390.SH,2020-01-02
600390.SH,2020-01-23
600390.SH,2020-02-28
600390.SH,2020-03-31
600390.SH,2020-04-01
600390.SH,2020-04-30
600390.SH,2020-05-06
600390.SH,2020-05-29
600390.SH,2020-06-01
600390.SH,2020-06-03
600390.SH,2020-06-04
600390.SH,2020-06-05
600390.SH,2020-06-08
600390.SH,2020-06-30
600390.SH,2020-07-01
600390.SH,2020-07-31
600390.SH,2020-08-03
600390.SH,2020-08-31
600390.SH,2020-09-01
600390.SH,2020-09-30
600390.SH,2020-10-09
600390.SH,2020-10-30
600390.SH,2020-11-02
600390.SH,2020-11-30
600390.SH,2020-12-01
600390.SH,2020-12-31
600390.SH,2021-01-04
600390.SH,2021-01-29
600390.SH,2021-02-01
600390.SH,2021-02-26
600390.SH,2021-03-01
600390.SH,2021-03-31
600390.SH,2021-04-01
600390.SH,2021-04-30
600390.SH,2021-05-06
600390.SH,2021-05-31
600390.SH,2021-06-01
600398.SH,2016-01-29
600398.SH,2016-02-29
600398.SH,2016-03-31
600398.SH,2016-04-29
600398.SH,2016-05-31
600398.SH,2016-06-30
600398.SH,2016-07-29
600398.SH,2016-08-31
600398.SH,2016-09-30
600398.SH,2016-10-31
600398.SH,2016-11-30
600398.SH,2018-06-29
600398.SH,2018-07-31
600398.SH,2018-08-31
600398.SH,2018-09-28
600398.SH,2018-10-31
600398.SH,2018-11-30
600398.SH,2018-12-28
600398.SH,2019-01-31
600398.SH,2019-02-28
600398.SH,2019-03-29
600398.SH,2019-04-30
600398.SH,2019-05-31
600398.SH,2019-06-28
600398.SH,2019-07-31
600398.SH,2019-08-30
600398.SH,2019-09-30
600398.SH,2019-10-31
600398.SH,2019-11-29
600398.SH,2019-12-31
600398.SH,2020-01-02
600398.SH,2020-01-23
600398.SH,2020-02-28
600398.SH,2020-03-31
600398.SH,2020-04-01
600398.SH,2020-04-30
600398.SH,2020-05-06
600398.SH,2020-05-29
600398.SH,2020-06-01
600398.SH,2020-06-03
600398.SH,2020-06-04
600398.SH,2020-06-05
600398.SH,2020-06-08
600398.SH,2020-06-30
600398.SH,2020-07-01
600398.SH,2020-07-31
600398.SH,2020-08-03
600398.SH,2020-08-31
600398.SH,2020-09-01
600398.SH,2020-09-30
600398.SH,2020-10-09
600398.SH,2020-10-30
600398.SH,2020-11-02
600398.SH,2020-11-30
600398.SH,2020-12-01
600406.SH,2016-01-29
600406.SH,2016-02-29
600406.SH,2016-03-31
600406.SH,2016-04-29
600406.SH,2016-05-31
600406.SH,2016-06-30
600406.SH,2016-07-29
600406.SH,2016-08-31
600406.SH,2016-09-30
600406.SH,2016-10-31
600406.SH,2016-11-30
600406.SH,2016-12-30
600406.SH,2017-01-26
600406.SH,2017-02-28
600406.SH,2017-03-31
600406.SH,2017-04-28
600406.SH,2017-05-31
600406.SH,2017-06-30
600406.SH,2017-07-31
600406.SH,2017-08-31
600406.SH,2017-09-29
600406.SH,2017-10-31
600406.SH,2017-11-30
600406.SH,2017-12-29
600406.SH,2018-01-31
600406.SH,2018-02-28
600406.SH,2018-03-30
600406.SH,2018-04-27
600406.SH,2018-05-31
600406.SH,2018-06-29
600406.SH,2018-07-31
600406.SH,2018-08-31
600406.SH,2018-09-28
600406.SH,2018-10-31
600406.SH,2018-11-30
600406.SH,2018-12-28
600406.SH,2019-01-31
600406.SH,2019-02-28
600406.SH,2019-03-29
600406.SH,2019-04-30
600406.SH,2019-05-31
600406.SH,2019-06-28
600406.SH,2019-07-31
600406.SH,2019-08-30
600406.SH,2019-09-30
600406.SH,2019-10-31
600406.SH,2019-11-29
600406.SH,2019-12-31
600406.SH,2020-01-02
600406.SH,2020-01-23
600406.SH,2020-02-28
600406.SH,2020-03-31
600406.SH,2020-04-01
600406.SH,2020-04-30
600406.SH,2020-05-06
600406.SH,2020-05-29
600406.SH,2020-06-01
600406.SH,2020-06-03
600406.SH,2020-06-04
600406.SH,2020-06-05
600406.SH,2020-06-08
600406.SH,2020-06-30
600406.SH,2020-07-01
600406.SH,2020-07-31
600406.SH,2020-08-03
600406.SH,2020-08-31
600406.SH,2020-09-01
600406.SH,2020-09-30
600406.SH,2020-10-09
600406.SH,2020-10-30
600406.SH,2020-11-02
600406.SH,2020-11-30
600406.SH,2020-12-01
600406.SH,2020-12-31
600406.SH,2021-01-04
600406.SH,2021-01-29
600406.SH,2021-02-01
600406.SH,2021-02-26
600406.SH,2021-03-01
600406.SH,2021-03-31
600406.SH,2021-04-01
600406.SH,2021-04-30
600406.SH,2021-05-06
600406.SH,2021-05-31
600406.SH,2021-06-01
600406.SH,2021-06-30
600406.SH,2021-07-01
600406.SH,2021-07-30
600406.SH,2021-08-02
600406.SH,2021-08-31
600406.SH,2021-09-01
600406.SH,2021-09-30
600406.SH,2021-10-08
600406.SH,2021-10-29
600406.SH,2021-11-01
600406.SH,2021-11-30
600406.SH,2021-12-01
600406.SH,2021-12-31
600406.SH,2022-01-04
600406.SH,2022-01-28
600406.SH,2022-02-07
600406.SH,2022-02-28
600406.SH,2022-03-01
600406.SH,2022-03-31
600406.SH,2022-04-01
600406.SH,2022-04-29
600406.SH,2022-05-05
600406.SH,2022-05-31
600406.SH,2022-06-01
600406.SH,2022-06-30
600406.SH,2022-07-01
600406.SH,2022-07-29
600406.SH,2022-08-01
600406.SH,2022-08-31
600406.SH,2022-09-01
600406.SH,2022-09-30
600406.SH,2022-10-10
600406.SH,2022-10-31
600406.SH,2022-11-01
600406.SH,2022-11-30
600406.SH,2022-12-01
600406.SH,2022-12-30
600406.SH,2023-01-03
600406.SH,2023-01-31
600406.SH,2023-02-01
600406.SH,2023-02-28
600406.SH,2023-03-01
600406.SH,2023-03-31
600406.SH,2023-04-03
600406.SH,2023-04-28
600406.SH,2023-05-31
600406.SH,2023-06-01
600406.SH,2023-06-02
600406.SH,2023-06-30
600406.SH,2023-07-03
600406.SH,2023-07-31
600406.SH,2023-08-01
600406.SH,2023-08-31
600406.SH,2023-09-01
600406.SH,2023-09-28
600406.SH,2023-10-09
600406.SH,2023-10-31
600406.SH,2023-11-01
600406.SH,2023-11-30
600406.SH,2023-12-01
600406.SH,2023-12-29
600406.SH,2024-01-02
600406.SH,2024-01-31
600406.SH,2024-02-01
600406.SH,2024-02-29
600406.SH,2024-03-01
600406.SH,2024-03-29
600406.SH,2024-04-01
600406.SH,2024-04-30
600406.SH,2024-05-06
600406.SH,2024-05-31
600406.SH,2024-06-03
600406.SH,2024-06-28
600406.SH,2024-07-01
600406.SH,2024-07-31
600406.SH,2024-08-01
600406.SH,2024-08-30
600406.SH,2024-09-02
600406.SH,2024-09-30
600406.SH,2024-10-08
600406.SH,2024-10-31
600406.SH,2024-11-01
600406.SH,2024-11-29
600406.SH,2024-12-02
600406.SH,2024-12-31
600406.SH,2025-01-02
600406.SH,2025-01-27
600406.SH,2025-02-05
600415.SH,2016-01-29
600415.SH,2016-02-29
600415.SH,2016-03-31
600415.SH,2016-04-29
600415.SH,2016-05-31
600415.SH,2016-06-30
600415.SH,2016-07-29
600415.SH,2016-08-31
600415.SH,2016-09-30
600415.SH,2016-10-31
600415.SH,2016-11-30
600415.SH,2016-12-30
600415.SH,2017-01-26
600415.SH,2017-02-28
600415.SH,2017-03-31
600415.SH,2017-04-28
600415.SH,2017-05-31
600415.SH,2017-06-30
600415.SH,2017-07-31
600415.SH,2017-08-31
600415.SH,2017-09-29
600415.SH,2017-10-31
600415.SH,2017-11-30
600415.SH,2017-12-29
600415.SH,2018-01-31
600415.SH,2018-02-28
600415.SH,2018-03-30
600415.SH,2018-04-27
600415.SH,2018-05-31
600415.SH,2018-06-29
600415.SH,2018-07-31
600415.SH,2018-08-31
600415.SH,2018-09-28
600415.SH,2018-10-31
600415.SH,2018-11-30
600415.SH,2018-12-28
600415.SH,2019-01-31
600415.SH,2019-02-28
600415.SH,2019-03-29
600415.SH,2019-04-30
600415.SH,2019-05-31
600415.SH,2019-06-28
600415.SH,2019-07-31
600415.SH,2019-08-30
600415.SH,2019-09-30
600415.SH,2019-10-31
600415.SH,2019-11-29
600415.SH,2024-06-28
600415.SH,2024-07-01
600415.SH,2024-07-31
600415.SH,2024-08-01
600415.SH,2024-08-30
600415.SH,2024-09-02
600415.SH,2024-09-30
600415.SH,2024-10-08
600415.SH,2024-10-31
600415.SH,2024-11-01
600415.SH,2024-11-29
600415.SH,2024-12-02
600415.SH,2024-12-31
600415.SH,2025-01-02
600415.SH,2025-01-27
600415.SH,2025-02-05
600426.SH,2021-06-30
600426.SH,2021-07-01
600426.SH,2021-07-30
600426.SH,2021-08-02
600426.SH,2021-08-31
600426.SH,2021-09-01
600426.SH,2021-09-30
600426.SH,2021-10-08
600426.SH,2021-10-29
600426.SH,2021-11-01
600426.SH,2021-11-30
600426.SH,2021-12-01
600426.SH,2021-12-31
600426.SH,2022-01-04
600426.SH,2022-01-28
600426.SH,2022-02-07
600426.SH,2022-02-28
600426.SH,2022-03-01
600426.SH,2022-03-31
600426.SH,2022-04-01
600426.SH,2022-04-29
600426.SH,2022-05-05
600426.SH,2022-05-31
600426.SH,2022-06-01
600426.SH,2022-06-30
600426.SH,2022-07-01
600426.SH,2022-07-29
600426.SH,2022-08-01
600426.SH,2022-08-31
600426.SH,2022-09-01
600426.SH,2022-09-30
600426.SH,2022-10-10
600426.SH,2022-10-31
600426.SH,2022-11-01
600426.SH,2022-11-30
600426.SH,2022-12-01
600426.SH,2022-12-30
600426.SH,2023-01-03
600426.SH,2023-01-31
600426.SH,2023-02-01
600426.SH,2023-02-28
600426.SH,2023-03-01
600426.SH,2023-03-31
600426.SH,2023-04-03
600426.SH,2023-04-28
600426.SH,2023-05-31
600426.SH,2023-06-01
600426.SH,2023-06-02
600426.SH,2023-06-30
600426.SH,2023-07-03
600426.SH,2023-07-31
600426.SH,2023-08-01
600426.SH,2023-08-31
600426.SH,2023-09-01
600426.SH,2023-09-28
600426.SH,2023-10-09
600426.SH,2023-10-31
600426.SH,2023-11-01
600426.SH,2023-11-30
600426.SH,2023-12-01
600426.SH,2023-12-29
600426.SH,2024-01-02
600426.SH,2024-01-31
600426.SH,2024-02-01
600426.SH,2024-02-29
600426.SH,2024-03-01
600426.SH,2024-03-29
600426.SH,2024-04-01
600426.SH,2024-04-30
600426.SH,2024-05-06
600426.SH,2024-05-31
600426.SH,2024-06-03
600426.SH,2024-06-28
600426.SH,2024-07-01
600426.SH,2024-07-31
600426.SH,2024-08-01
600426.SH,2024-08-30
600426.SH,2024-09-02
600426.SH,2024-09-30
600426.SH,2024-10-08
600426.SH,2024-10-31
600426.SH,2024-11-01
600426.SH,2024-11-29
600426.SH,2024-12-02
600426.SH,2024-12-31
600426.SH,2025-01-02
600426.SH,2025-01-27
600426.SH,2025-02-05
600436.SH,2017-06-30
600436.SH,2017-07-31
600436.SH,2017-08-31
600436.SH,2017-09-29
600436.SH,2017-10-31
600436.SH,2017-11-30
600436.SH,2017-12-29
600436.SH,2018-01-31
600436.SH,2018-02-28
600436.SH,2018-03-30
600436.SH,2018-04-27
600436.SH,2018-05-31
600436.SH,2018-06-29
600436.SH,2018-07-31
600436.SH,2018-08-31
600436.SH,2018-09-28
600436.SH,2018-10-31
600436.SH,2018-11-30
600436.SH,2018-12-28
600436.SH,2019-01-31
600436.SH,2019-02-28
600436.SH,2019-03-29
600436.SH,2019-04-30
600436.SH,2019-05-31
600436.SH,2019-06-28
600436.SH,2019-07-31
600436.SH,2019-08-30
600436.SH,2019-09-30
600436.SH,2019-10-31
600436.SH,2019-11-29
600436.SH,2019-12-31
600436.SH,2020-01-02
600436.SH,2020-01-23
600436.SH,2020-02-28
600436.SH,2020-03-31
600436.SH,2020-04-01
600436.SH,2020-04-30
600436.SH,2020-05-06
600436.SH,2020-05-29
600436.SH,2020-06-01
600436.SH,2020-06-03
600436.SH,2020-06-04
600436.SH,2020-06-05
600436.SH,2020-06-08
600436.SH,2020-06-30
600436.SH,2020-07-01
600436.SH,2020-07-31
600436.SH,2020-08-03
600436.SH,2020-08-31
600436.SH,2020-09-01
600436.SH,2020-09-30
600436.SH,2020-10-09
600436.SH,2020-10-30
600436.SH,2020-11-02
600436.SH,2020-11-30
600436.SH,2020-12-01
600436.SH,2020-12-31
600436.SH,2021-01-04
600436.SH,2021-01-29
600436.SH,2021-02-01
600436.SH,2021-02-26
600436.SH,2021-03-01
600436.SH,2021-03-31
600436.SH,2021-04-01
600436.SH,2021-04-30
600436.SH,2021-05-06
600436.SH,2021-05-31
600436.SH,2021-06-01
600436.SH,2021-06-30
600436.SH,2021-07-01
600436.SH,2021-07-30
600436.SH,2021-08-02
600436.SH,2021-08-31
600436.SH,2021-09-01
600436.SH,2021-09-30
600436.SH,2021-10-08
600436.SH,2021-10-29
600436.SH,2021-11-01
600436.SH,2021-11-30
600436.SH,2021-12-01
600436.SH,2021-12-31
600436.SH,2022-01-04
600436.SH,2022-01-28
600436.SH,2022-02-07
600436.SH,2022-02-28
600436.SH,2022-03-01
600436.SH,2022-03-31
600436.SH,2022-04-01
600436.SH,2022-04-29
600436.SH,2022-05-05
600436.SH,2022-05-31
600436.SH,2022-06-01
600436.SH,2022-06-30
600436.SH,2022-07-01
600436.SH,2022-07-29
600436.SH,2022-08-01
600436.SH,2022-08-31
600436.SH,2022-09-01
600436.SH,2022-09-30
600436.SH,2022-10-10
600436.SH,2022-10-31
600436.SH,2022-11-01
600436.SH,2022-11-30
600436.SH,2022-12-01
600436.SH,2022-12-30
600436.SH,2023-01-03
600436.SH,2023-01-31
600436.SH,2023-02-01
600436.SH,2023-02-28
600436.SH,2023-03-01
600436.SH,2023-03-31
600436.SH,2023-04-03
600436.SH,2023-04-28
600436.SH,2023-05-31
600436.SH,2023-06-01
600436.SH,2023-06-02
600436.SH,2023-06-30
600436.SH,2023-07-03
600436.SH,2023-07-31
600436.SH,2023-08-01
600436.SH,2023-08-31
600436.SH,2023-09-01
600436.SH,2023-09-28
600436.SH,2023-10-09
600436.SH,2023-10-31
600436.SH,2023-11-01
600436.SH,2023-11-30
600436.SH,2023-12-01
600436.SH,2023-12-29
600436.SH,2024-01-02
600436.SH,2024-01-31
600436.SH,2024-02-01
600436.SH,2024-02-29
600436.SH,2024-03-01
600436.SH,2024-03-29
600436.SH,2024-04-01
600436.SH,2024-04-30
600436.SH,2024-05-06
600436.SH,2024-05-31
600436.SH,2024-06-03
600436.SH,2024-06-28
600436.SH,2024-07-01
600436.SH,2024-07-31
600436.SH,2024-08-01
600436.SH,2024-08-30
600436.SH,2024-09-02
600436.SH,2024-09-30
600436.SH,2024-10-08
600436.SH,2024-10-31
600436.SH,2024-11-01
600436.SH,2024-11-29
600436.SH,2024-12-02
600436.SH,2024-12-31
600436.SH,2025-01-02
600436.SH,2025-01-27
600436.SH,2025-02-05
600438.SH,2018-06-29
600438.SH,2018-07-31
600438.SH,2018-08-31
600438.SH,2018-09-28
600438.SH,2018-10-31
600438.SH,2018-11-30
600438.SH,2018-12-28
600438.SH,2019-01-31
600438.SH,2019-02-28
600438.SH,2019-03-29
600438.SH,2019-04-30
600438.SH,2019-05-31
600438.SH,2019-06-28
600438.SH,2019-07-31
600438.SH,2019-08-30
600438.SH,2019-09-30
600438.SH,2019-10-31
600438.SH,2019-11-29
600438.SH,2019-12-31
600438.SH,2020-01-02
600438.SH,2020-01-23
600438.SH,2020-02-28
600438.SH,2020-03-31
600438.SH,2020-04-01
600438.SH,2020-04-30
600438.SH,2020-05-06
600438.SH,2020-05-29
600438.SH,2020-06-01
600438.SH,2020-06-03
600438.SH,2020-06-04
600438.SH,2020-06-05
600438.SH,2020-06-08
600438.SH,2020-06-30
600438.SH,2020-07-01
600438.SH,2020-07-31
600438.SH,2020-08-03
600438.SH,2020-08-31
600438.SH,2020-09-01
600438.SH,2020-09-30
600438.SH,2020-10-09
600438.SH,2020-10-30
600438.SH,2020-11-02
600438.SH,2020-11-30
600438.SH,2020-12-01
600438.SH,2020-12-31
600438.SH,2021-01-04
600438.SH,2021-01-29
600438.SH,2021-02-01
600438.SH,2021-02-26
600438.SH,2021-03-01
600438.SH,2021-03-31
600438.SH,2021-04-01
600438.SH,2021-04-30
600438.SH,2021-05-06
600438.SH,2021-05-31
600438.SH,2021-06-01
600438.SH,2021-06-30
600438.SH,2021-07-01
600438.SH,2021-07-30
600438.SH,2021-08-02
600438.SH,2021-08-31
600438.SH,2021-09-01
600438.SH,2021-09-30
600438.SH,2021-10-08
600438.SH,2021-10-29
600438.SH,2021-11-01
600438.SH,2021-11-30
600438.SH,2021-12-01
600438.SH,2021-12-31
600438.SH,2022-01-04
600438.SH,2022-01-28
600438.SH,2022-02-07
600438.SH,2022-02-28
600438.SH,2022-03-01
600438.SH,2022-03-31
600438.SH,2022-04-01
600438.SH,2022-04-29
600438.SH,2022-05-05
600438.SH,2022-05-31
600438.SH,2022-06-01
600438.SH,2022-06-30
600438.SH,2022-07-01
600438.SH,2022-07-29
600438.SH,2022-08-01
600438.SH,2022-08-31
600438.SH,2022-09-01
600438.SH,2022-09-30
600438.SH,2022-10-10
600438.SH,2022-10-31
600438.SH,2022-11-01
600438.SH,2022-11-30
600438.SH,2022-12-01
600438.SH,2022-12-30
600438.SH,2023-01-03
600438.SH,2023-01-31
600438.SH,2023-02-01
600438.SH,2023-02-28
600438.SH,2023-03-01
600438.SH,2023-03-31
600438.SH,2023-04-03
600438.SH,2023-04-28
600438.SH,2023-05-31
600438.SH,2023-06-01
600438.SH,2023-06-02
600438.SH,2023-06-30
600438.SH,2023-07-03
600438.SH,2023-07-31
600438.SH,2023-08-01
600438.SH,2023-08-31
600438.SH,2023-09-01
600438.SH,2023-09-28
600438.SH,2023-10-09
600438.SH,2023-10-31
600438.SH,2023-11-01
600438.SH,2023-11-30
600438.SH,2023-12-01
600438.SH,2023-12-29
600438.SH,2024-01-02
600438.SH,2024-01-31
600438.SH,2024-02-01
600438.SH,2024-02-29
600438.SH,2024-03-01
600438.SH,2024-03-29
600438.SH,2024-04-01
600438.SH,2024-04-30
600438.SH,2024-05-06
600438.SH,2024-05-31
600438.SH,2024-06-03
600438.SH,2024-06-28
600438.SH,2024-07-01
600438.SH,2024-07-31
600438.SH,2024-08-01
600438.SH,2024-08-30
600438.SH,2024-09-02
600438.SH,2024-09-30
600438.SH,2024-10-08
600438.SH,2024-10-31
600438.SH,2024-11-01
600438.SH,2024-11-29
600438.SH,2024-12-02
600438.SH,2024-12-31
600438.SH,2025-01-02
600438.SH,2025-01-27
600438.SH,2025-02-05
600446.SH,2016-06-30
600446.SH,2016-07-29
600446.SH,2016-08-31
600446.SH,2016-09-30
600446.SH,2016-10-31
600446.SH,2016-11-30
600446.SH,2016-12-30
600446.SH,2017-01-26
600446.SH,2017-02-28
600446.SH,2017-03-31
600446.SH,2017-04-28
600446.SH,2017-05-31
600446.SH,2017-06-30
600446.SH,2017-07-31
600446.SH,2017-08-31
600446.SH,2017-09-29
600446.SH,2017-10-31
600446.SH,2017-11-30
600460.SH,2022-06-30
600460.SH,2022-07-01
600460.SH,2022-07-29
600460.SH,2022-08-01
600460.SH,2022-08-31
600460.SH,2022-09-01
600460.SH,2022-09-30
600460.SH,2022-10-10
600460.SH,2022-10-31
600460.SH,2022-11-01
600460.SH,2022-11-30
600460.SH,2022-12-01
600460.SH,2022-12-30
600460.SH,2023-01-03
600460.SH,2023-01-31
600460.SH,2023-02-01
600460.SH,2023-02-28
600460.SH,2023-03-01
600460.SH,2023-03-31
600460.SH,2023-04-03
600460.SH,2023-04-28
600460.SH,2023-05-31
600460.SH,2023-06-01
600460.SH,2023-06-02
600460.SH,2023-06-30
600460.SH,2023-07-03
600460.SH,2023-07-31
600460.SH,2023-08-01
600460.SH,2023-08-31
600460.SH,2023-09-01
600460.SH,2023-09-28
600460.SH,2023-10-09
600460.SH,2023-10-31
600460.SH,2023-11-01
600460.SH,2023-11-30
600460.SH,2023-12-01
600460.SH,2023-12-29
600460.SH,2024-01-02
600460.SH,2024-01-31
600460.SH,2024-02-01
600460.SH,2024-02-29
600460.SH,2024-03-01
600460.SH,2024-03-29
600460.SH,2024-04-01
600460.SH,2024-04-30
600460.SH,2024-05-06
600460.SH,2024-05-31
600460.SH,2024-06-03
600460.SH,2024-06-28
600460.SH,2024-07-01
600460.SH,2024-07-31
600460.SH,2024-08-01
600460.SH,2024-08-30
600460.SH,2024-09-02
600460.SH,2024-09-30
600460.SH,2024-10-08
600460.SH,2024-10-31
600460.SH,2024-11-01
600460.SH,2024-11-29
600460.SH,2024-12-02
600460.SH,2024-12-31
600460.SH,2025-01-02
600460.SH,2025-01-27
600460.SH,2025-02-05
