Instrument,Date
000786.SZ,2020-03-31
000786.SZ,2020-04-01
000786.SZ,2020-04-30
000786.SZ,2020-05-06
000786.SZ,2020-05-29
000786.SZ,2020-06-01
000786.SZ,2020-06-03
000786.SZ,2020-06-04
000786.SZ,2020-06-05
000786.SZ,2020-06-08
000786.SZ,2020-06-30
000786.SZ,2020-07-01
000786.SZ,2020-07-31
000786.SZ,2020-08-03
000786.SZ,2020-08-31
000786.SZ,2020-09-01
000786.SZ,2020-09-30
000786.SZ,2020-10-09
000786.SZ,2020-10-30
000786.SZ,2020-11-02
000786.SZ,2020-11-30
000786.SZ,2020-12-01
000786.SZ,2020-12-31
000786.SZ,2021-01-04
000786.SZ,2021-01-29
000786.SZ,2021-02-01
000786.SZ,2021-02-26
000786.SZ,2021-03-01
000786.SZ,2021-03-31
000786.SZ,2021-04-01
000786.SZ,2021-04-30
000786.SZ,2021-05-06
000786.SZ,2021-05-31
000786.SZ,2021-06-01
000786.SZ,2021-06-30
000786.SZ,2021-07-01
000786.SZ,2021-07-30
000786.SZ,2021-08-02
000786.SZ,2021-08-31
000786.SZ,2021-09-01
000786.SZ,2021-09-30
000786.SZ,2021-10-08
000786.SZ,2021-10-29
000786.SZ,2021-11-01
000786.SZ,2021-11-30
000786.SZ,2021-12-01
000786.SZ,2021-12-31
000786.SZ,2022-01-04
000786.SZ,2022-01-28
000786.SZ,2022-02-07
000786.SZ,2022-02-28
000786.SZ,2022-03-01
000786.SZ,2022-03-31
000786.SZ,2022-04-01
000786.SZ,2022-04-29
000786.SZ,2022-05-05
000786.SZ,2022-05-31
000786.SZ,2022-06-01
000786.SZ,2022-06-30
000786.SZ,2022-07-01
000786.SZ,2022-07-29
000786.SZ,2022-08-01
000786.SZ,2022-08-31
000786.SZ,2022-09-01
000786.SZ,2022-09-30
000786.SZ,2022-10-10
000786.SZ,2022-10-31
000786.SZ,2022-11-01
000786.SZ,2022-11-30
000786.SZ,2022-12-01
000786.SZ,2022-12-30
000786.SZ,2023-01-03
000786.SZ,2023-01-31
000786.SZ,2023-02-01
000786.SZ,2023-02-28
000786.SZ,2023-03-01
000786.SZ,2023-03-31
000786.SZ,2023-04-03
000786.SZ,2023-04-28
000786.SZ,2023-05-31
000786.SZ,2023-06-01
000786.SZ,2023-06-02
000786.SZ,2023-06-30
000786.SZ,2023-07-03
000786.SZ,2023-07-31
000786.SZ,2023-08-01
000786.SZ,2023-08-31
000786.SZ,2023-09-01
000786.SZ,2023-09-28
000786.SZ,2023-10-09
000786.SZ,2023-10-31
000786.SZ,2023-11-01
000786.SZ,2023-11-30
000786.SZ,2023-12-01
000786.SZ,2023-12-29
000786.SZ,2024-01-02
000786.SZ,2024-01-31
000786.SZ,2024-02-01
000786.SZ,2024-02-29
000786.SZ,2024-03-01
000786.SZ,2024-03-29
000786.SZ,2024-04-01
000786.SZ,2024-04-30
000786.SZ,2024-05-06
000786.SZ,2024-05-31
000786.SZ,2024-06-03
000786.SZ,2024-06-28
000786.SZ,2024-07-01
000786.SZ,2024-07-31
000786.SZ,2024-08-01
000786.SZ,2024-08-30
000786.SZ,2024-09-02
000786.SZ,2024-09-30
000786.SZ,2024-10-08
000786.SZ,2024-10-31
000786.SZ,2024-11-01
000786.SZ,2024-11-29
000786.SZ,2024-12-02
000786.SZ,2024-12-31
000786.SZ,2025-01-02
000786.SZ,2025-01-27
000786.SZ,2025-02-05
000792.SZ,2016-01-29
000792.SZ,2016-02-29
000792.SZ,2016-03-31
000792.SZ,2016-04-29
000792.SZ,2016-05-31
000792.SZ,2016-06-30
000792.SZ,2016-07-29
000792.SZ,2016-08-31
000792.SZ,2016-09-30
000792.SZ,2016-10-31
000792.SZ,2016-11-30
000792.SZ,2016-12-30
000792.SZ,2017-01-26
000792.SZ,2017-02-28
000792.SZ,2017-03-31
000792.SZ,2017-04-28
000792.SZ,2017-05-31
000792.SZ,2017-06-30
000792.SZ,2017-07-31
000792.SZ,2017-08-31
000792.SZ,2017-09-29
000792.SZ,2017-10-31
000792.SZ,2017-11-30
000792.SZ,2017-12-29
000792.SZ,2018-01-31
000792.SZ,2018-02-28
000792.SZ,2018-03-30
000792.SZ,2018-04-27
000792.SZ,2018-05-31
000792.SZ,2018-06-29
000792.SZ,2018-07-31
000792.SZ,2018-08-31
000792.SZ,2018-09-28
000792.SZ,2018-10-31
000792.SZ,2018-11-30
000792.SZ,2018-12-28
000792.SZ,2019-01-31
000792.SZ,2019-02-28
000792.SZ,2019-03-29
000792.SZ,2019-04-30
000792.SZ,2019-05-31
000792.SZ,2022-06-30
000792.SZ,2022-07-01
000792.SZ,2022-07-29
000792.SZ,2022-08-01
000792.SZ,2022-08-31
000792.SZ,2022-09-01
000792.SZ,2022-09-30
000792.SZ,2022-10-10
000792.SZ,2022-10-31
000792.SZ,2022-11-01
000792.SZ,2022-11-30
000792.SZ,2022-12-01
000792.SZ,2022-12-30
000792.SZ,2023-01-03
000792.SZ,2023-01-31
000792.SZ,2023-02-01
000792.SZ,2023-02-28
000792.SZ,2023-03-01
000792.SZ,2023-03-31
000792.SZ,2023-04-03
000792.SZ,2023-04-28
000792.SZ,2023-05-31
000792.SZ,2023-06-01
000792.SZ,2023-06-02
000792.SZ,2023-06-30
000792.SZ,2023-07-03
000792.SZ,2023-07-31
000792.SZ,2023-08-01
000792.SZ,2023-08-31
000792.SZ,2023-09-01
000792.SZ,2023-09-28
000792.SZ,2023-10-09
000792.SZ,2023-10-31
000792.SZ,2023-11-01
000792.SZ,2023-11-30
000792.SZ,2023-12-01
000792.SZ,2023-12-29
000792.SZ,2024-01-02
000792.SZ,2024-01-31
000792.SZ,2024-02-01
000792.SZ,2024-02-29
000792.SZ,2024-03-01
000792.SZ,2024-03-29
000792.SZ,2024-04-01
000792.SZ,2024-04-30
000792.SZ,2024-05-06
000792.SZ,2024-05-31
000792.SZ,2024-06-03
000792.SZ,2024-06-28
000792.SZ,2024-07-01
000792.SZ,2024-07-31
000792.SZ,2024-08-01
000792.SZ,2024-08-30
000792.SZ,2024-09-02
000792.SZ,2024-09-30
000792.SZ,2024-10-08
000792.SZ,2024-10-31
000792.SZ,2024-11-01
000792.SZ,2024-11-29
000792.SZ,2024-12-02
000792.SZ,2024-12-31
000792.SZ,2025-01-02
000792.SZ,2025-01-27
000792.SZ,2025-02-05
000793.SZ,2016-01-29
000793.SZ,2016-02-29
000793.SZ,2016-03-31
000793.SZ,2016-04-29
000793.SZ,2016-05-31
000793.SZ,2016-06-30
000793.SZ,2016-07-29
000793.SZ,2016-08-31
000793.SZ,2016-09-30
000793.SZ,2016-10-31
000793.SZ,2016-11-30
000793.SZ,2016-12-30
000793.SZ,2017-01-26
000793.SZ,2017-02-28
000793.SZ,2017-03-31
000793.SZ,2017-04-28
000793.SZ,2017-05-31
000793.SZ,2017-06-30
000793.SZ,2017-07-31
000793.SZ,2017-08-31
000793.SZ,2017-09-29
000793.SZ,2017-10-31
000793.SZ,2017-11-30
000800.SZ,2016-01-29
000800.SZ,2016-02-29
000800.SZ,2016-03-31
000800.SZ,2016-04-29
000800.SZ,2016-05-31
000800.SZ,2016-06-30
000800.SZ,2016-07-29
000800.SZ,2016-08-31
000800.SZ,2016-09-30
000800.SZ,2016-10-31
000800.SZ,2016-11-30
000800.SZ,2016-12-30
000800.SZ,2017-01-26
000800.SZ,2017-02-28
000800.SZ,2017-03-31
000800.SZ,2017-04-28
000800.SZ,2017-05-31
000800.SZ,2021-06-30
000800.SZ,2021-07-01
000800.SZ,2021-07-30
000800.SZ,2021-08-02
000800.SZ,2021-08-31
000800.SZ,2021-09-01
000800.SZ,2021-09-30
000800.SZ,2021-10-08
000800.SZ,2021-10-29
000800.SZ,2021-11-01
000800.SZ,2021-11-30
000800.SZ,2021-12-01
000800.SZ,2021-12-31
000800.SZ,2022-01-04
000800.SZ,2022-01-28
000800.SZ,2022-02-07
000800.SZ,2022-02-28
000800.SZ,2022-03-01
000800.SZ,2022-03-31
000800.SZ,2022-04-01
000800.SZ,2022-04-29
000800.SZ,2022-05-05
000800.SZ,2022-05-31
000800.SZ,2022-06-01
000800.SZ,2022-06-30
000800.SZ,2022-07-01
000800.SZ,2022-07-29
000800.SZ,2022-08-01
000800.SZ,2022-08-31
000800.SZ,2022-09-01
000800.SZ,2022-09-30
000800.SZ,2022-10-10
000800.SZ,2022-10-31
000800.SZ,2022-11-01
000800.SZ,2022-11-30
000800.SZ,2022-12-01
000800.SZ,2022-12-30
000800.SZ,2023-01-03
000800.SZ,2023-01-31
000800.SZ,2023-02-01
000800.SZ,2023-02-28
000800.SZ,2023-03-01
000800.SZ,2023-03-31
000800.SZ,2023-04-03
000800.SZ,2023-04-28
000800.SZ,2023-05-31
000800.SZ,2023-06-01
000800.SZ,2023-06-02
000800.SZ,2023-06-30
000800.SZ,2023-07-03
000800.SZ,2023-07-31
000800.SZ,2023-08-01
000800.SZ,2023-08-31
000800.SZ,2023-09-01
000800.SZ,2023-09-28
000800.SZ,2023-10-09
000800.SZ,2023-10-31
000800.SZ,2023-11-01
000800.SZ,2023-11-30
000800.SZ,2023-12-01
000800.SZ,2023-12-29
000800.SZ,2024-01-02
000800.SZ,2024-01-31
000800.SZ,2024-02-01
000800.SZ,2024-02-29
000800.SZ,2024-03-01
000800.SZ,2024-03-29
000800.SZ,2024-04-01
000800.SZ,2024-04-30
000800.SZ,2024-05-06
000800.SZ,2024-05-31
000800.SZ,2024-06-03
000800.SZ,2024-06-28
000800.SZ,2024-07-01
000800.SZ,2024-07-31
000800.SZ,2024-08-01
000800.SZ,2024-08-30
000800.SZ,2024-09-02
000800.SZ,2024-09-30
000800.SZ,2024-10-08
000800.SZ,2024-10-31
000800.SZ,2024-11-01
000800.SZ,2024-11-29
000800.SZ,2024-12-02
000800.SZ,2024-12-31
000800.SZ,2025-01-02
000800.SZ,2025-01-27
000800.SZ,2025-02-05
000807.SZ,2024-06-28
000807.SZ,2024-07-01
000807.SZ,2024-07-31
000807.SZ,2024-08-01
000807.SZ,2024-08-30
000807.SZ,2024-09-02
000807.SZ,2024-09-30
000807.SZ,2024-10-08
000807.SZ,2024-10-31
000807.SZ,2024-11-01
000807.SZ,2024-11-29
000807.SZ,2024-12-02
000807.SZ,2024-12-31
000807.SZ,2025-01-02
000807.SZ,2025-01-27
000807.SZ,2025-02-05
000825.SZ,2016-01-29
000825.SZ,2016-02-29
000825.SZ,2016-03-31
000825.SZ,2016-04-29
000825.SZ,2016-05-31
000825.SZ,2016-06-30
000825.SZ,2016-07-29
000825.SZ,2016-08-31
000825.SZ,2016-09-30
000825.SZ,2016-10-31
000825.SZ,2016-11-30
000826.SZ,2016-01-29
000826.SZ,2016-02-29
000826.SZ,2016-03-31
000826.SZ,2016-04-29
000826.SZ,2016-05-31
000826.SZ,2016-06-30
000826.SZ,2016-07-29
000826.SZ,2016-08-31
000826.SZ,2016-09-30
000826.SZ,2016-10-31
000826.SZ,2016-11-30
000826.SZ,2016-12-30
000826.SZ,2017-01-26
000826.SZ,2017-02-28
000826.SZ,2017-03-31
000826.SZ,2017-04-28
000826.SZ,2017-05-31
000826.SZ,2017-06-30
000826.SZ,2017-07-31
000826.SZ,2017-08-31
000826.SZ,2017-09-29
000826.SZ,2017-10-31
000826.SZ,2017-11-30
000826.SZ,2017-12-29
000826.SZ,2018-01-31
000826.SZ,2018-02-28
000826.SZ,2018-03-30
000826.SZ,2018-04-27
000826.SZ,2018-05-31
000826.SZ,2018-06-29
000826.SZ,2018-07-31
000826.SZ,2018-08-31
000826.SZ,2018-09-28
000826.SZ,2018-10-31
000826.SZ,2018-11-30
000826.SZ,2018-12-28
000826.SZ,2019-01-31
000826.SZ,2019-02-28
000826.SZ,2019-03-29
000826.SZ,2019-04-30
000826.SZ,2019-05-31
000831.SZ,2016-01-29
000831.SZ,2016-02-29
000831.SZ,2016-03-31
000831.SZ,2016-04-29
000831.SZ,2016-05-31
000839.SZ,2016-06-30
000839.SZ,2016-07-29
000839.SZ,2016-08-31
000839.SZ,2016-09-30
000839.SZ,2016-10-31
000839.SZ,2016-11-30
000839.SZ,2016-12-30
000839.SZ,2017-01-26
000839.SZ,2017-02-28
000839.SZ,2017-03-31
000839.SZ,2017-04-28
000839.SZ,2017-05-31
000839.SZ,2017-06-30
000839.SZ,2017-07-31
000839.SZ,2017-08-31
000839.SZ,2017-09-29
000839.SZ,2017-10-31
000839.SZ,2017-11-30
000839.SZ,2017-12-29
000839.SZ,2018-01-31
000839.SZ,2018-02-28
000839.SZ,2018-03-30
000839.SZ,2018-04-27
000839.SZ,2018-05-31
000839.SZ,2018-06-29
000839.SZ,2018-07-31
000839.SZ,2018-08-31
000839.SZ,2018-09-28
000839.SZ,2018-10-31
000839.SZ,2018-11-30
000839.SZ,2018-12-28
000839.SZ,2019-01-31
000839.SZ,2019-02-28
000839.SZ,2019-03-29
000839.SZ,2019-04-30
000839.SZ,2019-05-31
000858.SZ,2016-01-29
000858.SZ,2016-02-29
000858.SZ,2016-03-31
000858.SZ,2016-04-29
000858.SZ,2016-05-31
000858.SZ,2016-06-30
000858.SZ,2016-07-29
000858.SZ,2016-08-31
000858.SZ,2016-09-30
000858.SZ,2016-10-31
000858.SZ,2016-11-30
000858.SZ,2016-12-30
000858.SZ,2017-01-26
000858.SZ,2017-02-28
000858.SZ,2017-03-31
000858.SZ,2017-04-28
000858.SZ,2017-05-31
000858.SZ,2017-06-30
000858.SZ,2017-07-31
000858.SZ,2017-08-31
000858.SZ,2017-09-29
000858.SZ,2017-10-31
000858.SZ,2017-11-30
000858.SZ,2017-12-29
000858.SZ,2018-01-31
000858.SZ,2018-02-28
000858.SZ,2018-03-30
000858.SZ,2018-04-27
000858.SZ,2018-05-31
000858.SZ,2018-06-29
000858.SZ,2018-07-31
000858.SZ,2018-08-31
000858.SZ,2018-09-28
000858.SZ,2018-10-31
000858.SZ,2018-11-30
000858.SZ,2018-12-28
000858.SZ,2019-01-31
000858.SZ,2019-02-28
000858.SZ,2019-03-29
000858.SZ,2019-04-30
000858.SZ,2019-05-31
000858.SZ,2019-06-28
000858.SZ,2019-07-31
000858.SZ,2019-08-30
000858.SZ,2019-09-30
000858.SZ,2019-10-31
000858.SZ,2019-11-29
000858.SZ,2019-12-31
000858.SZ,2020-01-02
000858.SZ,2020-01-23
000858.SZ,2020-02-28
000858.SZ,2020-03-31
000858.SZ,2020-04-01
000858.SZ,2020-04-30
000858.SZ,2020-05-06
000858.SZ,2020-05-29
000858.SZ,2020-06-01
000858.SZ,2020-06-03
000858.SZ,2020-06-04
000858.SZ,2020-06-05
000858.SZ,2020-06-08
000858.SZ,2020-06-30
000858.SZ,2020-07-01
000858.SZ,2020-07-31
000858.SZ,2020-08-03
000858.SZ,2020-08-31
000858.SZ,2020-09-01
000858.SZ,2020-09-30
000858.SZ,2020-10-09
000858.SZ,2020-10-30
000858.SZ,2020-11-02
000858.SZ,2020-11-30
000858.SZ,2020-12-01
000858.SZ,2020-12-31
000858.SZ,2021-01-04
000858.SZ,2021-01-29
000858.SZ,2021-02-01
000858.SZ,2021-02-26
000858.SZ,2021-03-01
000858.SZ,2021-03-31
000858.SZ,2021-04-01
000858.SZ,2021-04-30
000858.SZ,2021-05-06
000858.SZ,2021-05-31
000858.SZ,2021-06-01
000858.SZ,2021-06-30
000858.SZ,2021-07-01
000858.SZ,2021-07-30
000858.SZ,2021-08-02
000858.SZ,2021-08-31
000858.SZ,2021-09-01
000858.SZ,2021-09-30
000858.SZ,2021-10-08
000858.SZ,2021-10-29
000858.SZ,2021-11-01
000858.SZ,2021-11-30
000858.SZ,2021-12-01
000858.SZ,2021-12-31
000858.SZ,2022-01-04
000858.SZ,2022-01-28
000858.SZ,2022-02-07
000858.SZ,2022-02-28
000858.SZ,2022-03-01
000858.SZ,2022-03-31
000858.SZ,2022-04-01
000858.SZ,2022-04-29
000858.SZ,2022-05-05
000858.SZ,2022-05-31
000858.SZ,2022-06-01
000858.SZ,2022-06-30
000858.SZ,2022-07-01
000858.SZ,2022-07-29
000858.SZ,2022-08-01
000858.SZ,2022-08-31
000858.SZ,2022-09-01
000858.SZ,2022-09-30
000858.SZ,2022-10-10
000858.SZ,2022-10-31
000858.SZ,2022-11-01
000858.SZ,2022-11-30
000858.SZ,2022-12-01
000858.SZ,2022-12-30
000858.SZ,2023-01-03
000858.SZ,2023-01-31
000858.SZ,2023-02-01
000858.SZ,2023-02-28
000858.SZ,2023-03-01
000858.SZ,2023-03-31
000858.SZ,2023-04-03
000858.SZ,2023-04-28
000858.SZ,2023-05-31
000858.SZ,2023-06-01
000858.SZ,2023-06-02
000858.SZ,2023-06-30
000858.SZ,2023-07-03
000858.SZ,2023-07-31
000858.SZ,2023-08-01
000858.SZ,2023-08-31
000858.SZ,2023-09-01
000858.SZ,2023-09-28
000858.SZ,2023-10-09
000858.SZ,2023-10-31
000858.SZ,2023-11-01
000858.SZ,2023-11-30
000858.SZ,2023-12-01
000858.SZ,2023-12-29
000858.SZ,2024-01-02
000858.SZ,2024-01-31
000858.SZ,2024-02-01
000858.SZ,2024-02-29
000858.SZ,2024-03-01
000858.SZ,2024-03-29
000858.SZ,2024-04-01
000858.SZ,2024-04-30
000858.SZ,2024-05-06
000858.SZ,2024-05-31
000858.SZ,2024-06-03
000858.SZ,2024-06-28
000858.SZ,2024-07-01
000858.SZ,2024-07-31
000858.SZ,2024-08-01
000858.SZ,2024-08-30
000858.SZ,2024-09-02
000858.SZ,2024-09-30
000858.SZ,2024-10-08
000858.SZ,2024-10-31
000858.SZ,2024-11-01
000858.SZ,2024-11-29
000858.SZ,2024-12-02
000858.SZ,2024-12-31
000858.SZ,2025-01-02
000858.SZ,2025-01-27
000858.SZ,2025-02-05
000860.SZ,2020-06-30
000860.SZ,2020-07-01
000860.SZ,2020-07-31
000860.SZ,2020-08-03
000860.SZ,2020-08-31
000860.SZ,2020-09-01
000860.SZ,2020-09-30
000860.SZ,2020-10-09
000860.SZ,2020-10-30
000860.SZ,2020-11-02
000860.SZ,2020-11-30
000860.SZ,2020-12-01
000860.SZ,2020-12-31
000860.SZ,2021-01-04
000860.SZ,2021-01-29
000860.SZ,2021-02-01
000860.SZ,2021-02-26
000860.SZ,2021-03-01
000860.SZ,2021-03-31
000860.SZ,2021-04-01
000860.SZ,2021-04-30
000860.SZ,2021-05-06
000860.SZ,2021-05-31
000860.SZ,2021-06-01
000860.SZ,2021-06-30
000860.SZ,2021-07-01
000860.SZ,2021-07-30
000860.SZ,2021-08-02
000860.SZ,2021-08-31
000860.SZ,2021-09-01
000860.SZ,2021-09-30
000860.SZ,2021-10-08
000860.SZ,2021-10-29
000860.SZ,2021-11-01
000860.SZ,2021-11-30
000860.SZ,2021-12-01
000876.SZ,2016-01-29
000876.SZ,2016-02-29
000876.SZ,2016-03-31
000876.SZ,2016-04-29
000876.SZ,2016-05-31
000876.SZ,2016-06-30
000876.SZ,2016-07-29
000876.SZ,2016-08-31
000876.SZ,2016-09-30
000876.SZ,2016-10-31
000876.SZ,2016-11-30
000876.SZ,2016-12-30
000876.SZ,2017-01-26
000876.SZ,2017-02-28
000876.SZ,2017-03-31
000876.SZ,2017-04-28
000876.SZ,2017-05-31
000876.SZ,2017-06-30
000876.SZ,2017-07-31
000876.SZ,2017-08-31
000876.SZ,2017-09-29
000876.SZ,2017-10-31
000876.SZ,2017-11-30
000876.SZ,2017-12-29
000876.SZ,2018-01-31
000876.SZ,2018-02-28
000876.SZ,2018-03-30
000876.SZ,2018-04-27
000876.SZ,2018-05-31
000876.SZ,2018-06-29
000876.SZ,2018-07-31
000876.SZ,2018-08-31
000876.SZ,2018-09-28
000876.SZ,2018-10-31
000876.SZ,2018-11-30
000876.SZ,2018-12-28
000876.SZ,2019-01-31
000876.SZ,2019-02-28
000876.SZ,2019-03-29
000876.SZ,2019-04-30
000876.SZ,2019-05-31
000876.SZ,2019-06-28
000876.SZ,2019-07-31
000876.SZ,2019-08-30
000876.SZ,2019-09-30
000876.SZ,2019-10-31
000876.SZ,2019-11-29
000876.SZ,2019-12-31
000876.SZ,2020-01-02
000876.SZ,2020-01-23
000876.SZ,2020-02-28
000876.SZ,2020-03-31
000876.SZ,2020-04-01
000876.SZ,2020-04-30
000876.SZ,2020-05-06
000876.SZ,2020-05-29
000876.SZ,2020-06-01
000876.SZ,2020-06-03
000876.SZ,2020-06-04
000876.SZ,2020-06-05
000876.SZ,2020-06-08
000876.SZ,2020-06-30
000876.SZ,2020-07-01
000876.SZ,2020-07-31
000876.SZ,2020-08-03
000876.SZ,2020-08-31
000876.SZ,2020-09-01
000876.SZ,2020-09-30
000876.SZ,2020-10-09
000876.SZ,2020-10-30
000876.SZ,2020-11-02
000876.SZ,2020-11-30
000876.SZ,2020-12-01
000876.SZ,2020-12-31
000876.SZ,2021-01-04
000876.SZ,2021-01-29
000876.SZ,2021-02-01
000876.SZ,2021-02-26
000876.SZ,2021-03-01
000876.SZ,2021-03-31
000876.SZ,2021-04-01
000876.SZ,2021-04-30
000876.SZ,2021-05-06
000876.SZ,2021-05-31
000876.SZ,2021-06-01
000876.SZ,2021-06-30
000876.SZ,2021-07-01
000876.SZ,2021-07-30
000876.SZ,2021-08-02
000876.SZ,2021-08-31
000876.SZ,2021-09-01
000876.SZ,2021-09-30
000876.SZ,2021-10-08
000876.SZ,2021-10-29
000876.SZ,2021-11-01
000876.SZ,2021-11-30
000876.SZ,2021-12-01
000876.SZ,2021-12-31
000876.SZ,2022-01-04
000876.SZ,2022-01-28
000876.SZ,2022-02-07
000876.SZ,2022-02-28
000876.SZ,2022-03-01
000876.SZ,2022-03-31
000876.SZ,2022-04-01
000876.SZ,2022-04-29
000876.SZ,2022-05-05
000876.SZ,2022-05-31
000876.SZ,2022-06-01
000876.SZ,2022-06-30
000876.SZ,2022-07-01
000876.SZ,2022-07-29
000876.SZ,2022-08-01
000876.SZ,2022-08-31
000876.SZ,2022-09-01
000876.SZ,2022-09-30
000876.SZ,2022-10-10
000876.SZ,2022-10-31
000876.SZ,2022-11-01
000876.SZ,2022-11-30
000876.SZ,2022-12-01
000876.SZ,2022-12-30
000876.SZ,2023-01-03
000876.SZ,2023-01-31
000876.SZ,2023-02-01
000876.SZ,2023-02-28
000876.SZ,2023-03-01
000876.SZ,2023-03-31
000876.SZ,2023-04-03
000876.SZ,2023-04-28
000876.SZ,2023-05-31
000876.SZ,2023-06-01
000876.SZ,2023-06-02
000876.SZ,2023-06-30
000876.SZ,2023-07-03
000876.SZ,2023-07-31
000876.SZ,2023-08-01
000876.SZ,2023-08-31
000876.SZ,2023-09-01
000876.SZ,2023-09-28
000876.SZ,2023-10-09
000876.SZ,2023-10-31
000876.SZ,2023-11-01
000876.SZ,2023-11-30
000876.SZ,2023-12-01
000876.SZ,2023-12-29
000876.SZ,2024-01-02
000876.SZ,2024-01-31
000876.SZ,2024-02-01
000876.SZ,2024-02-29
000876.SZ,2024-03-01
000876.SZ,2024-03-29
000876.SZ,2024-04-01
000876.SZ,2024-04-30
000876.SZ,2024-05-06
000876.SZ,2024-05-31
000876.SZ,2024-06-03
000876.SZ,2024-06-28
000876.SZ,2024-07-01
000876.SZ,2024-07-31
000876.SZ,2024-08-01
000876.SZ,2024-08-30
000876.SZ,2024-09-02
000876.SZ,2024-09-30
000876.SZ,2024-10-08
000876.SZ,2024-10-31
000876.SZ,2024-11-01
000876.SZ,2024-11-29
000876.SZ,2024-12-02
000876.SZ,2024-12-31
000876.SZ,2025-01-02
000876.SZ,2025-01-27
000876.SZ,2025-02-05
000877.SZ,2022-06-30
000877.SZ,2022-07-01
000877.SZ,2022-07-29
000877.SZ,2022-08-01
000877.SZ,2022-08-31
000877.SZ,2022-09-01
000877.SZ,2022-09-30
000877.SZ,2022-10-10
000877.SZ,2022-10-31
000877.SZ,2022-11-01
000877.SZ,2022-11-30
000877.SZ,2022-12-01
000877.SZ,2022-12-30
000877.SZ,2023-01-03
000877.SZ,2023-01-31
000877.SZ,2023-02-01
000877.SZ,2023-02-28
000877.SZ,2023-03-01
000877.SZ,2023-03-31
000877.SZ,2023-04-03
000877.SZ,2023-04-28
000877.SZ,2023-05-31
000877.SZ,2023-06-01
000877.SZ,2023-06-02
000877.SZ,2023-06-30
000877.SZ,2023-07-03
000877.SZ,2023-07-31
000877.SZ,2023-08-01
000877.SZ,2023-08-31
000877.SZ,2023-09-01
000877.SZ,2023-09-28
000877.SZ,2023-10-09
000877.SZ,2023-10-31
000877.SZ,2023-11-01
000877.SZ,2023-11-30
000877.SZ,2023-12-01
000877.SZ,2023-12-29
000877.SZ,2024-01-02
000877.SZ,2024-01-31
000877.SZ,2024-02-01
000877.SZ,2024-02-29
000877.SZ,2024-03-01
000877.SZ,2024-03-29
000877.SZ,2024-04-01
000877.SZ,2024-04-30
000877.SZ,2024-05-06
000877.SZ,2024-05-31
000877.SZ,2024-06-03
000883.SZ,2016-01-29
000883.SZ,2016-02-29
000883.SZ,2016-03-31
000883.SZ,2016-04-29
000883.SZ,2016-05-31
000883.SZ,2016-06-30
000883.SZ,2016-07-29
000883.SZ,2016-08-31
000883.SZ,2016-09-30
000883.SZ,2016-10-31
000883.SZ,2016-11-30
000895.SZ,2016-01-29
000895.SZ,2016-02-29
000895.SZ,2016-03-31
000895.SZ,2016-04-29
000895.SZ,2016-05-31
000895.SZ,2016-06-30
000895.SZ,2016-07-29
000895.SZ,2016-08-31
000895.SZ,2016-09-30
000895.SZ,2016-10-31
000895.SZ,2016-11-30
000895.SZ,2016-12-30
000895.SZ,2017-01-26
000895.SZ,2017-02-28
000895.SZ,2017-03-31
000895.SZ,2017-04-28
000895.SZ,2017-05-31
000895.SZ,2017-06-30
000895.SZ,2017-07-31
000895.SZ,2017-08-31
000895.SZ,2017-09-29
000895.SZ,2017-10-31
000895.SZ,2017-11-30
000895.SZ,2017-12-29
000895.SZ,2018-01-31
000895.SZ,2018-02-28
000895.SZ,2018-03-30
000895.SZ,2018-04-27
000895.SZ,2018-05-31
000895.SZ,2018-06-29
000895.SZ,2018-07-31
000895.SZ,2018-08-31
000895.SZ,2018-09-28
000895.SZ,2018-10-31
000895.SZ,2018-11-30
000895.SZ,2018-12-28
000895.SZ,2019-01-31
000895.SZ,2019-02-28
000895.SZ,2019-03-29
000895.SZ,2019-04-30
000895.SZ,2019-05-31
000895.SZ,2019-06-28
000895.SZ,2019-07-31
000895.SZ,2019-08-30
000895.SZ,2019-09-30
000895.SZ,2019-10-31
000895.SZ,2019-11-29
000895.SZ,2019-12-31
000895.SZ,2020-01-02
000895.SZ,2020-01-23
000895.SZ,2020-02-28
000895.SZ,2020-03-31
000895.SZ,2020-04-01
000895.SZ,2020-04-30
000895.SZ,2020-05-06
000895.SZ,2020-05-29
000895.SZ,2020-06-01
000895.SZ,2020-06-03
000895.SZ,2020-06-04
000895.SZ,2020-06-05
000895.SZ,2020-06-08
000895.SZ,2020-06-30
000895.SZ,2020-07-01
000895.SZ,2020-07-31
000895.SZ,2020-08-03
000895.SZ,2020-08-31
000895.SZ,2020-09-01
000895.SZ,2020-09-30
000895.SZ,2020-10-09
000895.SZ,2020-10-30
000895.SZ,2020-11-02
000895.SZ,2020-11-30
000895.SZ,2020-12-01
000895.SZ,2020-12-31
000895.SZ,2021-01-04
000895.SZ,2021-01-29
000895.SZ,2021-02-01
000895.SZ,2021-02-26
000895.SZ,2021-03-01
000895.SZ,2021-03-31
000895.SZ,2021-04-01
000895.SZ,2021-04-30
000895.SZ,2021-05-06
000895.SZ,2021-05-31
000895.SZ,2021-06-01
000895.SZ,2021-06-30
000895.SZ,2021-07-01
000895.SZ,2021-07-30
000895.SZ,2021-08-02
000895.SZ,2021-08-31
000895.SZ,2021-09-01
000895.SZ,2021-09-30
000895.SZ,2021-10-08
000895.SZ,2021-10-29
