Symbol,Date,Ind_class,List_date
000793.SZ,2019-11-29,传媒,1997-07-29
000793.SZ,2019-12-31,传媒,1997-07-29
000793.SZ,2020-01-23,传媒,1997-07-29
000793.SZ,2020-02-28,传媒,1997-07-29
000793.SZ,2020-03-31,传媒,1997-07-29
000793.SZ,2020-04-30,传媒,1997-07-29
000793.SZ,2020-05-29,传媒,1997-07-29
000793.SZ,2020-06-30,传媒,1997-07-29
000793.SZ,2020-07-31,传媒,1997-07-29
000793.SZ,2020-08-31,传媒,1997-07-29
000793.SZ,2020-09-30,传媒,1997-07-29
000793.SZ,2020-10-30,传媒,1997-07-29
000793.SZ,2020-11-30,传媒,1997-07-29
000793.SZ,2020-12-31,传媒,1997-07-29
000793.SZ,2021-01-29,传媒,1997-07-29
000793.SZ,2021-02-26,传媒,1997-07-29
000793.SZ,2021-03-31,传媒,1997-07-29
000793.SZ,2021-04-30,传媒,1997-07-29
000793.SZ,2021-05-31,传媒,1997-07-29
000793.SZ,2021-06-30,传媒,1997-07-29
000793.SZ,2021-07-30,传媒,1997-07-29
000793.SZ,2021-08-31,传媒,1997-07-29
000793.SZ,2021-09-30,传媒,1997-07-29
000793.SZ,2021-10-29,传媒,1997-07-29
000793.SZ,2021-11-30,传媒,1997-07-29
000793.SZ,2021-12-31,传媒,1997-07-29
000793.SZ,2022-01-28,传媒,1997-07-29
000793.SZ,2022-02-28,传媒,1997-07-29
000793.SZ,2022-03-31,传媒,1997-07-29
000793.SZ,2022-04-29,传媒,1997-07-29
000793.SZ,2022-05-31,传媒,1997-07-29
000795.SZ,2016-12-30,有色金属,1997-08-08
000795.SZ,2017-01-26,有色金属,1997-08-08
000795.SZ,2017-02-28,有色金属,1997-08-08
000795.SZ,2017-03-31,有色金属,1997-08-08
000795.SZ,2017-04-28,有色金属,1997-08-08
000795.SZ,2017-05-31,有色金属,1997-08-08
000795.SZ,2017-06-30,有色金属,1997-08-08
000795.SZ,2017-07-31,有色金属,1997-08-08
000795.SZ,2017-08-31,有色金属,1997-08-08
000795.SZ,2017-09-29,有色金属,1997-08-08
000795.SZ,2017-10-31,有色金属,1997-08-08
000795.SZ,2017-11-30,有色金属,1997-08-08
000795.SZ,2017-12-29,有色金属,1997-08-08
000795.SZ,2018-01-31,有色金属,1997-08-08
000795.SZ,2018-02-28,有色金属,1997-08-08
000795.SZ,2018-03-30,有色金属,1997-08-08
000795.SZ,2018-04-27,有色金属,1997-08-08
000795.SZ,2018-05-31,有色金属,1997-08-08
000795.SZ,2018-06-29,有色金属,1997-08-08
000795.SZ,2018-07-31,有色金属,1997-08-08
000795.SZ,2018-08-31,有色金属,1997-08-08
000795.SZ,2018-09-28,有色金属,1997-08-08
000795.SZ,2018-10-31,有色金属,1997-08-08
000795.SZ,2018-11-30,有色金属,1997-08-08
000795.SZ,2018-12-28,有色金属,1997-08-08
000795.SZ,2019-01-31,有色金属,1997-08-08
000795.SZ,2019-02-28,有色金属,1997-08-08
000795.SZ,2019-03-29,有色金属,1997-08-08
000795.SZ,2019-04-30,有色金属,1997-08-08
000795.SZ,2019-05-31,有色金属,1997-08-08
000795.SZ,2019-06-28,有色金属,1997-08-08
000795.SZ,2019-07-31,有色金属,1997-08-08
000795.SZ,2019-08-30,有色金属,1997-08-08
000795.SZ,2019-09-30,有色金属,1997-08-08
000795.SZ,2019-10-31,有色金属,1997-08-08
000795.SZ,2019-11-29,有色金属,1997-08-08
000795.SZ,2019-12-31,有色金属,1997-08-08
000795.SZ,2020-01-23,有色金属,1997-08-08
000795.SZ,2020-02-28,有色金属,1997-08-08
000795.SZ,2020-03-31,有色金属,1997-08-08
000795.SZ,2020-04-30,有色金属,1997-08-08
000795.SZ,2020-05-29,有色金属,1997-08-08
000795.SZ,2020-06-30,有色金属,1997-08-08
000795.SZ,2020-07-31,有色金属,1997-08-08
000795.SZ,2020-08-31,有色金属,1997-08-08
000795.SZ,2020-09-30,有色金属,1997-08-08
000795.SZ,2020-10-30,有色金属,1997-08-08
000795.SZ,2020-11-30,有色金属,1997-08-08
000795.SZ,2020-12-31,有色金属,1997-08-08
000795.SZ,2021-01-29,有色金属,1997-08-08
000795.SZ,2021-02-26,有色金属,1997-08-08
000795.SZ,2021-03-31,有色金属,1997-08-08
000795.SZ,2021-04-30,有色金属,1997-08-08
000795.SZ,2021-05-31,有色金属,1997-08-08
000795.SZ,2021-06-30,有色金属,1997-08-08
000795.SZ,2021-07-30,有色金属,1997-08-08
000795.SZ,2021-08-31,有色金属,1997-08-08
000795.SZ,2021-09-30,有色金属,1997-08-08
000795.SZ,2021-10-29,有色金属,1997-08-08
000795.SZ,2021-11-30,有色金属,1997-08-08
000795.SZ,2021-12-31,有色金属,1997-08-08
000795.SZ,2022-01-28,有色金属,1997-08-08
000795.SZ,2022-02-28,有色金属,1997-08-08
000795.SZ,2022-03-31,有色金属,1997-08-08
000795.SZ,2022-04-29,有色金属,1997-08-08
000795.SZ,2022-05-31,有色金属,1997-08-08
000795.SZ,2022-06-30,有色金属,1997-08-08
000795.SZ,2022-07-29,有色金属,1997-08-08
000795.SZ,2022-08-31,有色金属,1997-08-08
000795.SZ,2022-09-30,有色金属,1997-08-08
000795.SZ,2022-10-31,有色金属,1997-08-08
000795.SZ,2022-11-30,有色金属,1997-08-08
000795.SZ,2022-12-30,有色金属,1997-08-08
000795.SZ,2023-01-31,有色金属,1997-08-08
000796.SZ,2016-12-30,社会服务,1997-07-03
000796.SZ,2017-01-26,社会服务,1997-07-03
000796.SZ,2017-02-28,社会服务,1997-07-03
000796.SZ,2017-03-31,社会服务,1997-07-03
000796.SZ,2017-04-28,社会服务,1997-07-03
000796.SZ,2017-05-31,社会服务,1997-07-03
000796.SZ,2017-06-30,社会服务,1997-07-03
000796.SZ,2017-07-31,社会服务,1997-07-03
000796.SZ,2017-08-31,社会服务,1997-07-03
000796.SZ,2017-09-29,社会服务,1997-07-03
000796.SZ,2017-10-31,社会服务,1997-07-03
000796.SZ,2017-11-30,社会服务,1997-07-03
000796.SZ,2017-12-29,社会服务,1997-07-03
000796.SZ,2018-01-31,社会服务,1997-07-03
000796.SZ,2018-02-28,社会服务,1997-07-03
000796.SZ,2018-03-30,社会服务,1997-07-03
000796.SZ,2018-04-27,社会服务,1997-07-03
000796.SZ,2018-05-31,社会服务,1997-07-03
000796.SZ,2018-06-29,社会服务,1997-07-03
000796.SZ,2018-07-31,社会服务,1997-07-03
000796.SZ,2018-08-31,社会服务,1997-07-03
000796.SZ,2018-09-28,社会服务,1997-07-03
000796.SZ,2018-10-31,社会服务,1997-07-03
000796.SZ,2018-11-30,社会服务,1997-07-03
000796.SZ,2018-12-28,社会服务,1997-07-03
000796.SZ,2019-01-31,社会服务,1997-07-03
000796.SZ,2019-02-28,社会服务,1997-07-03
000796.SZ,2019-03-29,社会服务,1997-07-03
000796.SZ,2019-04-30,社会服务,1997-07-03
000796.SZ,2019-05-31,社会服务,1997-07-03
000796.SZ,2019-06-28,社会服务,1997-07-03
000796.SZ,2019-07-31,社会服务,1997-07-03
000796.SZ,2019-08-30,社会服务,1997-07-03
000796.SZ,2019-09-30,社会服务,1997-07-03
000796.SZ,2019-10-31,社会服务,1997-07-03
000796.SZ,2019-11-29,社会服务,1997-07-03
000796.SZ,2019-12-31,社会服务,1997-07-03
000796.SZ,2020-01-23,社会服务,1997-07-03
000796.SZ,2020-02-28,社会服务,1997-07-03
000796.SZ,2020-03-31,社会服务,1997-07-03
000796.SZ,2020-04-30,社会服务,1997-07-03
000796.SZ,2020-05-29,社会服务,1997-07-03
000796.SZ,2020-06-30,社会服务,1997-07-03
000796.SZ,2020-07-31,社会服务,1997-07-03
000796.SZ,2020-08-31,社会服务,1997-07-03
000796.SZ,2020-09-30,社会服务,1997-07-03
000796.SZ,2020-10-30,社会服务,1997-07-03
000796.SZ,2020-11-30,社会服务,1997-07-03
000796.SZ,2020-12-31,社会服务,1997-07-03
000796.SZ,2021-01-29,社会服务,1997-07-03
000796.SZ,2021-02-26,社会服务,1997-07-03
000796.SZ,2021-03-31,社会服务,1997-07-03
000796.SZ,2021-04-30,社会服务,1997-07-03
000796.SZ,2021-05-31,社会服务,1997-07-03
000796.SZ,2021-06-30,社会服务,1997-07-03
000796.SZ,2021-07-30,社会服务,1997-07-03
000796.SZ,2021-08-31,社会服务,1997-07-03
000796.SZ,2021-09-30,社会服务,1997-07-03
000796.SZ,2021-10-29,社会服务,1997-07-03
000796.SZ,2021-11-30,社会服务,1997-07-03
000796.SZ,2021-12-31,社会服务,1997-07-03
000796.SZ,2022-01-28,社会服务,1997-07-03
000796.SZ,2022-02-28,社会服务,1997-07-03
000796.SZ,2022-03-31,社会服务,1997-07-03
000796.SZ,2022-04-29,社会服务,1997-07-03
000796.SZ,2022-05-31,社会服务,1997-07-03
000797.SZ,2015-05-29,房地产,1997-07-15
000797.SZ,2015-06-30,房地产,1997-07-15
000797.SZ,2015-07-31,房地产,1997-07-15
000797.SZ,2015-08-31,房地产,1997-07-15
000797.SZ,2015-09-30,房地产,1997-07-15
000797.SZ,2015-10-30,房地产,1997-07-15
000797.SZ,2015-11-30,房地产,1997-07-15
000797.SZ,2015-12-31,房地产,1997-07-15
000797.SZ,2016-01-29,房地产,1997-07-15
000797.SZ,2016-02-29,房地产,1997-07-15
000797.SZ,2016-03-31,房地产,1997-07-15
000797.SZ,2016-04-29,房地产,1997-07-15
000797.SZ,2016-05-31,房地产,1997-07-15
000797.SZ,2016-06-30,房地产,1997-07-15
000797.SZ,2016-07-29,房地产,1997-07-15
000797.SZ,2016-08-31,房地产,1997-07-15
000797.SZ,2016-09-30,房地产,1997-07-15
000797.SZ,2016-10-31,房地产,1997-07-15
000797.SZ,2016-11-30,房地产,1997-07-15
000797.SZ,2016-12-30,房地产,1997-07-15
000797.SZ,2017-01-26,房地产,1997-07-15
000797.SZ,2017-02-28,房地产,1997-07-15
000797.SZ,2017-03-31,房地产,1997-07-15
000797.SZ,2017-04-28,房地产,1997-07-15
000797.SZ,2017-05-31,房地产,1997-07-15
000797.SZ,2017-06-30,房地产,1997-07-15
000797.SZ,2017-07-31,房地产,1997-07-15
000797.SZ,2017-08-31,房地产,1997-07-15
000797.SZ,2017-09-29,房地产,1997-07-15
000797.SZ,2017-10-31,房地产,1997-07-15
000797.SZ,2017-11-30,房地产,1997-07-15
000797.SZ,2017-12-29,房地产,1997-07-15
000797.SZ,2018-01-31,房地产,1997-07-15
000797.SZ,2018-02-28,房地产,1997-07-15
000797.SZ,2018-03-30,房地产,1997-07-15
000797.SZ,2018-04-27,房地产,1997-07-15
000797.SZ,2018-05-31,房地产,1997-07-15
000797.SZ,2018-06-29,房地产,1997-07-15
000797.SZ,2018-07-31,房地产,1997-07-15
000797.SZ,2018-08-31,房地产,1997-07-15
000797.SZ,2018-09-28,房地产,1997-07-15
000797.SZ,2018-10-31,房地产,1997-07-15
000797.SZ,2018-11-30,房地产,1997-07-15
000797.SZ,2018-12-28,房地产,1997-07-15
000797.SZ,2019-01-31,房地产,1997-07-15
000797.SZ,2019-02-28,房地产,1997-07-15
000797.SZ,2019-03-29,房地产,1997-07-15
000797.SZ,2019-04-30,房地产,1997-07-15
000797.SZ,2019-05-31,房地产,1997-07-15
000797.SZ,2019-06-28,房地产,1997-07-15
000797.SZ,2019-07-31,房地产,1997-07-15
000797.SZ,2019-08-30,房地产,1997-07-15
000797.SZ,2019-09-30,房地产,1997-07-15
000797.SZ,2019-10-31,房地产,1997-07-15
000797.SZ,2019-11-29,房地产,1997-07-15
000797.SZ,2019-12-31,房地产,1997-07-15
000797.SZ,2020-01-23,房地产,1997-07-15
000797.SZ,2020-02-28,房地产,1997-07-15
000797.SZ,2020-03-31,房地产,1997-07-15
000797.SZ,2020-04-30,房地产,1997-07-15
000797.SZ,2020-05-29,房地产,1997-07-15
000797.SZ,2020-06-30,房地产,1997-07-15
000797.SZ,2020-07-31,房地产,1997-07-15
000797.SZ,2020-08-31,房地产,1997-07-15
000797.SZ,2020-09-30,房地产,1997-07-15
000797.SZ,2020-10-30,房地产,1997-07-15
000797.SZ,2020-11-30,房地产,1997-07-15
000797.SZ,2020-12-31,房地产,1997-07-15
000797.SZ,2021-01-29,房地产,1997-07-15
000797.SZ,2021-02-26,房地产,1997-07-15
000797.SZ,2021-03-31,房地产,1997-07-15
000797.SZ,2021-04-30,房地产,1997-07-15
000797.SZ,2021-05-31,房地产,1997-07-15
000797.SZ,2021-06-30,房地产,1997-07-15
000797.SZ,2021-07-30,房地产,1997-07-15
000797.SZ,2021-08-31,房地产,1997-07-15
000797.SZ,2021-09-30,房地产,1997-07-15
000797.SZ,2021-10-29,房地产,1997-07-15
000797.SZ,2021-11-30,房地产,1997-07-15
000797.SZ,2021-12-31,房地产,1997-07-15
000797.SZ,2022-01-28,房地产,1997-07-15
000797.SZ,2022-02-28,房地产,1997-07-15
000797.SZ,2022-03-31,房地产,1997-07-15
000797.SZ,2022-04-29,房地产,1997-07-15
000797.SZ,2022-05-31,房地产,1997-07-15
000799.SZ,2018-06-29,食品饮料,1997-07-18
000799.SZ,2018-07-31,食品饮料,1997-07-18
000799.SZ,2018-08-31,食品饮料,1997-07-18
000799.SZ,2018-09-28,食品饮料,1997-07-18
000799.SZ,2018-10-31,食品饮料,1997-07-18
000799.SZ,2018-11-30,食品饮料,1997-07-18
000799.SZ,2018-12-28,食品饮料,1997-07-18
000799.SZ,2019-01-31,食品饮料,1997-07-18
000799.SZ,2019-02-28,食品饮料,1997-07-18
000799.SZ,2019-03-29,食品饮料,1997-07-18
000799.SZ,2019-04-30,食品饮料,1997-07-18
000799.SZ,2019-05-31,食品饮料,1997-07-18
000799.SZ,2019-06-28,食品饮料,1997-07-18
000799.SZ,2019-07-31,食品饮料,1997-07-18
000799.SZ,2019-08-30,食品饮料,1997-07-18
000799.SZ,2019-09-30,食品饮料,1997-07-18
000799.SZ,2019-10-31,食品饮料,1997-07-18
000799.SZ,2019-11-29,食品饮料,1997-07-18
000799.SZ,2019-12-31,食品饮料,1997-07-18
000799.SZ,2020-01-23,食品饮料,1997-07-18
000799.SZ,2020-02-28,食品饮料,1997-07-18
000799.SZ,2020-03-31,食品饮料,1997-07-18
000799.SZ,2020-04-30,食品饮料,1997-07-18
000799.SZ,2020-05-29,食品饮料,1997-07-18
000799.SZ,2020-06-30,食品饮料,1997-07-18
000799.SZ,2020-07-31,食品饮料,1997-07-18
000799.SZ,2020-08-31,食品饮料,1997-07-18
000799.SZ,2020-09-30,食品饮料,1997-07-18
000799.SZ,2020-10-30,食品饮料,1997-07-18
000799.SZ,2020-11-30,食品饮料,1997-07-18
000799.SZ,2020-12-31,食品饮料,1997-07-18
000799.SZ,2021-01-29,食品饮料,1997-07-18
000799.SZ,2021-02-26,食品饮料,1997-07-18
000799.SZ,2021-03-31,食品饮料,1997-07-18
000799.SZ,2021-04-30,食品饮料,1997-07-18
000799.SZ,2021-05-31,食品饮料,1997-07-18
000800.SZ,2017-12-29,汽车,1997-06-18
000800.SZ,2018-01-31,汽车,1997-06-18
000800.SZ,2018-02-28,汽车,1997-06-18
000800.SZ,2018-03-30,汽车,1997-06-18
000800.SZ,2018-04-27,汽车,1997-06-18
000800.SZ,2018-05-31,汽车,1997-06-18
000800.SZ,2018-06-29,汽车,1997-06-18
000800.SZ,2018-07-31,汽车,1997-06-18
000800.SZ,2018-08-31,汽车,1997-06-18
000800.SZ,2018-09-28,汽车,1997-06-18
000800.SZ,2018-10-31,汽车,1997-06-18
000800.SZ,2018-11-30,汽车,1997-06-18
000800.SZ,2018-12-28,汽车,1997-06-18
000800.SZ,2019-01-31,汽车,1997-06-18
000800.SZ,2019-02-28,汽车,1997-06-18
000800.SZ,2019-03-29,汽车,1997-06-18
000800.SZ,2019-04-30,汽车,1997-06-18
000800.SZ,2019-05-31,汽车,1997-06-18
000800.SZ,2019-06-28,汽车,1997-06-18
000800.SZ,2019-07-31,汽车,1997-06-18
000800.SZ,2019-08-30,汽车,1997-06-18
000800.SZ,2019-09-30,汽车,1997-06-18
000800.SZ,2019-10-31,汽车,1997-06-18
000800.SZ,2019-11-29,汽车,1997-06-18
000800.SZ,2019-12-31,汽车,1997-06-18
000800.SZ,2020-01-23,汽车,1997-06-18
000800.SZ,2020-02-28,汽车,1997-06-18
000800.SZ,2020-03-31,汽车,1997-06-18
000800.SZ,2020-04-30,汽车,1997-06-18
000800.SZ,2020-05-29,汽车,1997-06-18
000801.SZ,2015-05-29,家用电器,1998-05-06
000801.SZ,2015-06-30,家用电器,1998-05-06
000801.SZ,2015-07-31,家用电器,1998-05-06
000801.SZ,2015-08-31,家用电器,1998-05-06
000801.SZ,2015-09-30,家用电器,1998-05-06
000801.SZ,2015-10-30,家用电器,1998-05-06
000801.SZ,2015-11-30,家用电器,1998-05-06
000801.SZ,2015-12-31,家用电器,1998-05-06
000801.SZ,2016-01-29,家用电器,1998-05-06
000801.SZ,2016-02-29,家用电器,1998-05-06
000801.SZ,2016-03-31,家用电器,1998-05-06
000801.SZ,2016-04-29,家用电器,1998-05-06
000801.SZ,2016-05-31,家用电器,1998-05-06
000801.SZ,2016-06-30,家用电器,1998-05-06
000801.SZ,2016-07-29,家用电器,1998-05-06
000801.SZ,2016-08-31,家用电器,1998-05-06
000801.SZ,2016-09-30,家用电器,1998-05-06
000801.SZ,2016-10-31,家用电器,1998-05-06
000801.SZ,2016-11-30,家用电器,1998-05-06
000801.SZ,2016-12-30,家用电器,1998-05-06
000801.SZ,2017-01-26,家用电器,1998-05-06
000801.SZ,2017-02-28,家用电器,1998-05-06
000801.SZ,2017-03-31,家用电器,1998-05-06
000801.SZ,2017-04-28,家用电器,1998-05-06
000801.SZ,2017-05-31,家用电器,1998-05-06
000801.SZ,2017-06-30,家用电器,1998-05-06
000801.SZ,2017-07-31,家用电器,1998-05-06
000801.SZ,2017-08-31,家用电器,1998-05-06
000801.SZ,2017-09-29,家用电器,1998-05-06
000801.SZ,2017-10-31,家用电器,1998-05-06
000801.SZ,2017-11-30,家用电器,1998-05-06
000801.SZ,2017-12-29,家用电器,1998-05-06
000801.SZ,2018-01-31,家用电器,1998-05-06
000801.SZ,2018-02-28,家用电器,1998-05-06
000801.SZ,2018-03-30,家用电器,1998-05-06
000801.SZ,2018-04-27,家用电器,1998-05-06
000801.SZ,2018-05-31,家用电器,1998-05-06
000801.SZ,2018-06-29,家用电器,1998-05-06
000801.SZ,2018-07-31,家用电器,1998-05-06
000801.SZ,2018-08-31,家用电器,1998-05-06
000801.SZ,2018-09-28,家用电器,1998-05-06
000801.SZ,2018-10-31,家用电器,1998-05-06
000801.SZ,2018-11-30,家用电器,1998-05-06
000801.SZ,2018-12-28,家用电器,1998-05-06
000801.SZ,2019-01-31,家用电器,1998-05-06
000801.SZ,2019-02-28,家用电器,1998-05-06
000801.SZ,2019-03-29,家用电器,1998-05-06
000801.SZ,2019-04-30,家用电器,1998-05-06
000801.SZ,2019-05-31,家用电器,1998-05-06
000801.SZ,2019-06-28,家用电器,1998-05-06
000801.SZ,2019-07-31,家用电器,1998-05-06
000801.SZ,2019-08-30,家用电器,1998-05-06
000801.SZ,2019-09-30,家用电器,1998-05-06
000801.SZ,2019-10-31,家用电器,1998-05-06
000801.SZ,2019-11-29,家用电器,1998-05-06
000801.SZ,2019-12-31,家用电器,1998-05-06
000801.SZ,2020-01-23,家用电器,1998-05-06
000801.SZ,2020-02-28,家用电器,1998-05-06
000801.SZ,2020-03-31,家用电器,1998-05-06
000801.SZ,2020-04-30,家用电器,1998-05-06
000801.SZ,2020-05-29,家用电器,1998-05-06
000801.SZ,2020-06-30,家用电器,1998-05-06
000801.SZ,2020-07-31,家用电器,1998-05-06
000801.SZ,2020-08-31,家用电器,1998-05-06
000801.SZ,2020-09-30,家用电器,1998-05-06
000801.SZ,2020-10-30,家用电器,1998-05-06
000801.SZ,2020-11-30,家用电器,1998-05-06
000801.SZ,2020-12-31,家用电器,1998-05-06
000801.SZ,2021-01-29,家用电器,1998-05-06
000801.SZ,2021-02-26,家用电器,1998-05-06
000801.SZ,2021-03-31,家用电器,1998-05-06
000801.SZ,2021-04-30,家用电器,1998-05-06
000801.SZ,2021-05-31,家用电器,1998-05-06
000801.SZ,2021-06-30,家用电器,1998-05-06
000801.SZ,2021-07-30,家用电器,1998-05-06
000801.SZ,2021-08-31,家用电器,1998-05-06
000801.SZ,2021-09-30,家用电器,1998-05-06
000801.SZ,2021-10-29,家用电器,1998-05-06
000801.SZ,2021-11-30,家用电器,1998-05-06
000801.SZ,2021-12-31,家用电器,1998-05-06
000801.SZ,2022-01-28,家用电器,1998-05-06
000801.SZ,2022-02-28,家用电器,1998-05-06
000801.SZ,2022-03-31,家用电器,1998-05-06
000801.SZ,2022-04-29,家用电器,1998-05-06
000801.SZ,2022-05-31,家用电器,1998-05-06
000801.SZ,2022-06-30,家用电器,1998-05-06
000801.SZ,2022-07-29,家用电器,1998-05-06
000801.SZ,2022-08-31,家用电器,1998-05-06
000801.SZ,2022-09-30,家用电器,1998-05-06
000801.SZ,2022-10-31,家用电器,1998-05-06
000801.SZ,2022-11-30,家用电器,1998-05-06
000801.SZ,2022-12-30,家用电器,1998-05-06
000801.SZ,2023-01-31,家用电器,1998-05-06
000802.SZ,2015-05-29,传媒,1998-01-08
000802.SZ,2015-06-30,传媒,1998-01-08
000802.SZ,2015-07-31,传媒,1998-01-08
000802.SZ,2015-08-31,传媒,1998-01-08
000802.SZ,2015-09-30,传媒,1998-01-08
000802.SZ,2015-10-30,传媒,1998-01-08
000802.SZ,2015-11-30,传媒,1998-01-08
000802.SZ,2015-12-31,传媒,1998-01-08
000802.SZ,2016-01-29,传媒,1998-01-08
000802.SZ,2016-02-29,传媒,1998-01-08
000802.SZ,2016-03-31,传媒,1998-01-08
000802.SZ,2016-04-29,传媒,1998-01-08
000802.SZ,2016-05-31,传媒,1998-01-08
000802.SZ,2016-06-30,传媒,1998-01-08
000802.SZ,2016-07-29,传媒,1998-01-08
000802.SZ,2016-08-31,传媒,1998-01-08
000802.SZ,2016-09-30,传媒,1998-01-08
000802.SZ,2016-10-31,传媒,1998-01-08
000802.SZ,2016-11-30,传媒,1998-01-08
000802.SZ,2016-12-30,传媒,1998-01-08
000802.SZ,2017-01-26,传媒,1998-01-08
000802.SZ,2017-02-28,传媒,1998-01-08
000802.SZ,2017-03-31,传媒,1998-01-08
000802.SZ,2017-04-28,传媒,1998-01-08
000802.SZ,2017-05-31,传媒,1998-01-08
000802.SZ,2017-06-30,传媒,1998-01-08
000802.SZ,2017-07-31,传媒,1998-01-08
000802.SZ,2017-08-31,传媒,1998-01-08
000802.SZ,2017-09-29,传媒,1998-01-08
000802.SZ,2017-10-31,传媒,1998-01-08
000802.SZ,2017-11-30,传媒,1998-01-08
000802.SZ,2017-12-29,传媒,1998-01-08
000802.SZ,2018-01-31,传媒,1998-01-08
000802.SZ,2018-02-28,传媒,1998-01-08
000802.SZ,2018-03-30,传媒,1998-01-08
000802.SZ,2018-04-27,传媒,1998-01-08
000802.SZ,2018-05-31,传媒,1998-01-08
000802.SZ,2018-06-29,传媒,1998-01-08
000802.SZ,2018-07-31,传媒,1998-01-08
000802.SZ,2018-08-31,传媒,1998-01-08
000802.SZ,2018-09-28,传媒,1998-01-08
000802.SZ,2018-10-31,传媒,1998-01-08
000802.SZ,2018-11-30,传媒,1998-01-08
000802.SZ,2018-12-28,传媒,1998-01-08
000802.SZ,2019-01-31,传媒,1998-01-08
000802.SZ,2019-02-28,传媒,1998-01-08
000802.SZ,2019-03-29,传媒,1998-01-08
000802.SZ,2019-04-30,传媒,1998-01-08
000802.SZ,2019-05-31,传媒,1998-01-08
000802.SZ,2019-06-28,传媒,1998-01-08
000802.SZ,2019-07-31,传媒,1998-01-08
000802.SZ,2019-08-30,传媒,1998-01-08
000802.SZ,2019-09-30,传媒,1998-01-08
000802.SZ,2019-10-31,传媒,1998-01-08
000802.SZ,2019-11-29,传媒,1998-01-08
000802.SZ,2019-12-31,传媒,1998-01-08
000802.SZ,2020-01-23,传媒,1998-01-08
000802.SZ,2020-02-28,传媒,1998-01-08
000802.SZ,2020-03-31,传媒,1998-01-08
000802.SZ,2020-04-30,传媒,1998-01-08
000802.SZ,2020-05-29,传媒,1998-01-08
000802.SZ,2020-06-30,传媒,1998-01-08
000802.SZ,2020-07-31,传媒,1998-01-08
000802.SZ,2020-08-31,传媒,1998-01-08
000802.SZ,2020-09-30,传媒,1998-01-08
000802.SZ,2020-10-30,传媒,1998-01-08
000802.SZ,2020-11-30,传媒,1998-01-08
000802.SZ,2020-12-31,传媒,1998-01-08
000802.SZ,2021-01-29,传媒,1998-01-08
000802.SZ,2021-02-26,传媒,1998-01-08
000802.SZ,2021-03-31,传媒,1998-01-08
000802.SZ,2021-04-30,传媒,1998-01-08
000802.SZ,2021-05-31,传媒,1998-01-08
000806.SZ,2015-05-29,电力设备,1998-04-16
000806.SZ,2015-06-30,电力设备,1998-04-16
000806.SZ,2015-07-31,电力设备,1998-04-16
000806.SZ,2015-08-31,电力设备,1998-04-16
000806.SZ,2015-09-30,电力设备,1998-04-16
000806.SZ,2015-10-30,电力设备,1998-04-16
000806.SZ,2015-11-30,电力设备,1998-04-16
000806.SZ,2015-12-31,电力设备,1998-04-16
000806.SZ,2016-01-29,电力设备,1998-04-16
000806.SZ,2016-02-29,电力设备,1998-04-16
000806.SZ,2016-03-31,电力设备,1998-04-16
000806.SZ,2016-04-29,电力设备,1998-04-16
000806.SZ,2016-05-31,电力设备,1998-04-16
000807.SZ,2015-05-29,有色金属,1998-04-08
000807.SZ,2015-06-30,有色金属,1998-04-08
000807.SZ,2015-07-31,有色金属,1998-04-08
000807.SZ,2015-08-31,有色金属,1998-04-08
000807.SZ,2015-09-30,有色金属,1998-04-08
000807.SZ,2015-10-30,有色金属,1998-04-08
000807.SZ,2015-11-30,有色金属,1998-04-08
000807.SZ,2015-12-31,有色金属,1998-04-08
000807.SZ,2016-01-29,有色金属,1998-04-08
000807.SZ,2016-02-29,有色金属,1998-04-08
000807.SZ,2016-03-31,有色金属,1998-04-08
000807.SZ,2016-04-29,有色金属,1998-04-08
000807.SZ,2016-05-31,有色金属,1998-04-08
000807.SZ,2016-06-30,有色金属,1998-04-08
000807.SZ,2016-07-29,有色金属,1998-04-08
000807.SZ,2016-08-31,有色金属,1998-04-08
000807.SZ,2016-09-30,有色金属,1998-04-08
000807.SZ,2016-10-31,有色金属,1998-04-08
000807.SZ,2016-11-30,有色金属,1998-04-08
000807.SZ,2016-12-30,有色金属,1998-04-08
000807.SZ,2017-01-26,有色金属,1998-04-08
000807.SZ,2017-02-28,有色金属,1998-04-08
000807.SZ,2017-03-31,有色金属,1998-04-08
000807.SZ,2017-04-28,有色金属,1998-04-08
000807.SZ,2017-05-31,有色金属,1998-04-08
000807.SZ,2017-06-30,有色金属,1998-04-08
000807.SZ,2017-07-31,有色金属,1998-04-08
000807.SZ,2017-08-31,有色金属,1998-04-08
000807.SZ,2017-09-29,有色金属,1998-04-08
000807.SZ,2017-10-31,有色金属,1998-04-08
000807.SZ,2017-11-30,有色金属,1998-04-08
000810.SZ,2018-06-29,家用电器,1998-06-02
000810.SZ,2018-07-31,家用电器,1998-06-02
000810.SZ,2018-08-31,家用电器,1998-06-02
000810.SZ,2018-09-28,家用电器,1998-06-02
000810.SZ,2018-10-31,家用电器,1998-06-02
000810.SZ,2018-11-30,家用电器,1998-06-02
000810.SZ,2018-12-28,家用电器,1998-06-02
000810.SZ,2019-01-31,家用电器,1998-06-02
000810.SZ,2019-02-28,家用电器,1998-06-02
000810.SZ,2019-03-29,家用电器,1998-06-02
000810.SZ,2019-04-30,家用电器,1998-06-02
000810.SZ,2019-05-31,家用电器,1998-06-02
