feature,count,missing,sum,mean,median,mode,min,q1,q3,max,variance,std,cv,skew,kurtosis
CS_VMA30,1209170,0,1259395.9583785795,1.0415375492102679,0.8783743150000001,0.5619307,0.003987878,0.6450487225,1.22870185,22.982819,0.4386758608058232,0.6623260985389472,0.6359118776285572,3.656044747011306,30.035924305928734
CS_VMA60,1209170,0,1278895.3099986592,1.0576637776314821,0.85184288,0.52824676,0.00487027,0.595137375,1.25493835,35.349834,0.6391018284228797,0.7994384456747622,0.7558531005618948,4.294356757877029,41.53295994293566
CS_VSTD5,1209168,2,377150.0901182978,0.31190875884765207,0.28308636,0.16586137,0.0033210628,0.2067878775,0.38283884999999995,2.1988742,0.023804802137631833,0.15428804923788436,0.4946576358031819,1.6576187506952924,5.928598629492
CS_VSTD10,1209168,2,452026.3711311211,0.37383256183683417,0.34116132499999996,0.23583724,0.052169014,0.2679355525,0.44107878,3.0239227,0.024931174752403966,0.15789608846454672,0.42237114843265916,1.8572820913150887,7.184940538142771
CS_VSTD20,1209168,2,532992.1882165151,0.4407925021308165,0.40317336,0.2952136,0.10564804,0.327356205,0.5102286075,3.8911095,0.02883169750188203,0.16979899146308858,0.3852129758157646,1.954550755582552,7.754332748775897
CS_VSTD30,1209168,2,585873.8897817497,0.48452645933546845,0.44401944000000004,0.5228756,0.14740391,0.363768775,0.558518225,4.1551943,0.03223187289922438,0.17953237284463316,0.37053161780032223,1.9294970906804836,7.460110115719618
CS_VSTD60,1209168,2,687153.9072620994,0.5682865468339382,0.52504768,0.4896881,0.17276043,0.4312325175,0.6560209674999999,4.5150275,0.03942856469157788,0.19856627279469663,0.34941223560712,1.750473844353135,5.934998069949423
CS_WVMA5,1209166,4,1154603.0027856652,0.9548755115390817,0.91585019,2.236068,0.0,0.7150734599999999,1.157066075,2.236068,0.11196885449137342,0.33461747487448024,0.3504304706014914,0.5492195342741378,0.15730410650086268
CS_WVMA10,1209166,4,1335154.9489620698,1.1041949153069717,1.0432147500000002,1.0353006,0.1816277,0.85726132,1.2877605250000002,3.0959609,0.12157550536773534,0.3486767921266561,0.3157746764571201,0.9999177087128226,1.356801763625735
CS_WVMA20,1209166,4,1529256.3673293092,1.2647199535293825,1.1836749,1.7652849,0.1816277,0.99684115,1.4448580249999998,4.2872295,0.14822107112406435,0.384994897529908,0.3044111832469508,1.3521339709308364,2.7554909577886395
CS_WVMA30,1209166,4,1650326.82836006,1.3648471991108417,1.27350805,1.1129084,0.1816277,1.081518575,1.5495209,5.2031016,0.16842085634098142,0.4103911016834812,0.3006864812052507,1.4933012501085448,3.4928373755812547
CS_WVMA60,1209166,4,1869912.24975714,1.5464479234093085,1.44430575,1.252913,0.1816277,1.2336636250000002,1.7449705500000001,6.974737,0.20605547107714112,0.45393333329591595,0.2935328932998738,1.628561608498489,4.382425339889226
CS_VSUMP5,1209168,2,583706.9228591635,0.482734345317742,0.49145652500000003,0.0,0.0,0.362103415,0.6040614725,1.0,0.03947214239796185,0.19867597337866966,0.4115637830738945,-0.08596799224043024,-0.0002777800365687533
CS_VSUMP10,1209168,2,595698.3110413611,0.4926514024861401,0.49660766,0.0,0.0,0.43179265,0.55534416,1.0,0.012974340638126837,0.1139049631847833,0.23120803596613698,-0.1087319808394949,1.2885614080584453
CS_VSUMP20,1209168,2,601288.3816699741,0.49727447440717426,0.498711925,0.5323533,0.0,0.46408202,0.530902965,1.0,0.004432780117722723,0.06657912674196563,0.13388808428451496,-0.0135837495225326,2.9948691269820973
CS_VSUMP30,1209168,2,602831.9640045699,0.4985510400577669,0.4992306,0.5099068,0.0,0.475228815,0.5219219724999999,1.0,0.0023550410111594752,0.04852876478089541,0.09733961195883255,0.0848323994807128,4.3629066519239315
CS_VSUMP60,1209168,2,604226.56218111,0.4997043935839437,0.49980053,0.5072957,0.0,0.48703239499999995,0.5120933775000001,1.0,0.0007893031783725968,0.02809454000998409,0.05622231937663478,0.27299929148319824,7.601288107497253
CS_TURN_MEAN_5D,1209170,0,3411730.6014018646,2.821547508953964,1.8657555000000001,0.9282883,0.019978585,1.1005584499999999,3.34234505,161.80124,9.772400707444584,3.1260839252081163,1.1079324077612478,4.901770523073638,61.8963996818685
CS_TURN_STD_5D,1209168,2,1095374.585069179,0.9058911458698701,0.52704835,0.63270575,0.0024590648,0.274012875,1.0531068000000001,70.97741,1.5553177885412914,1.2471238064207144,1.376681748250426,6.569991497875329,111.59088129690554
CS_TURN_MEAN_10D,1209170,0,3412065.357807136,2.8218243570442008,1.90940355,1.0728018,0.043227535,1.143217775,3.37193855,119.366066,8.893809402268143,2.982249051013034,1.0568514101766684,4.560169016030691,50.4148603696669
CS_TURN_STD_10D,1209168,2,1310186.5754879373,1.0835438710650112,0.66099412,0.38619408,0.0055723526,0.3608136125,1.274516525,75.99858,1.8789441950237682,1.3707458535497266,1.2650580102515145,5.895289156059368,96.57091695330182
CS_TURN_MEAN_20D,1209170,0,3416091.4198306687,2.8251539649765283,1.9637117000000002,1.1814456,0.10649321,1.1984496,3.404451175,89.509476,7.964657283329997,2.822172440395873,0.9989446505862627,4.215957516732898,41.25428042368837
CS_TURN_STD_20D,1209168,2,1543757.476899843,1.2767104958945679,0.806545765,0.40745094,0.011979438,0.45163851250000003,1.525867775,62.157974,2.2640780215236425,1.5046853563199325,1.17856425646883,5.27393868915856,75.02112494732559
CS_TURN_MEAN_30D,1209170,0,3422908.77110025,2.8307920069967416,2.0031503500000003,1.1661419,0.14409134,1.2385724,3.4338876999999997,75.57461,7.4167586481252865,2.7233726605305573,0.9620532535768503,4.0204249841498525,36.733411233731644
CS_TURN_STD_30D,1209168,2,1697471.663314006,1.403834424425726,0.90810117,0.5103484,0.035153925,0.51584443,1.694695525,55.362526,2.5099277906271147,1.5842751625355724,1.128534202446033,4.883294727005067,60.87250578655994
CS_TURN_MEAN_60D,1209170,0,3447724.5119225015,2.851314961438426,2.0872444999999997,1.0396355,0.16232353,1.32298105,3.490823225,60.34194,6.550421552722834,2.559379134228228,0.8976136164687598,3.6972463605284593,29.59213799079726
CS_TURN_STD_60D,1209168,2,2007303.4935676933,1.6600699766845413,1.1165889,0.5982275,0.05364039,0.647263675,2.0282777249999997,47.82066,3.0574434343265398,1.7485546700994339,1.0533017852606505,4.27574166655639,42.04748146978884
RETN_5D,1209170,0,0.0003920547958955467,3.242346368960086e-10,-0.10153771,-0.19571611,-10.654914,-0.5330945,0.4140223125,15.425623,0.9989042086103365,0.9994519541280293,3082495947.0588036,1.2143053879258208,8.04149503162102
