Instrument,Date,Pre_Close,Open,High,Low,Close,Pct_Chg,Volume,AMount,Turnover_rate,Turnover_rate_f,Swing,Up_Days,Down_Days,Constituent_Number,Constituent_Raise_Number,Constituent_Fall_Number,Constituent_Up_Number,Constituent_Dl_Number,Constituent_Chg_Ratio_Aa,Constituent_Chg_Ratio_M,New_High_Num,New_Low_Num,Up_Num_Ratio,Over250_Avgclose_Num_Ratio,Raise_Num_Ratio
000300.SH,2011-04-26,3249.574000,3242.529000,3257.800000,3216.210000,3230.960000,-0.5728135442,5909641700,76696858373.000000,0.3990354000,1.2827626300,1.2798600678,0,3,300,101,176,1,1,-0.7908000000,-0.6061000000,0,5,0.3333333333,52.3333333333,33.6666666667
000300.SH,2011-04-27,3230.960000,3242.619000,3256.413000,3189.040000,3209.503000,-0.6641060242,6244356700,75111247063.000000,0.4204585300,1.3481982000,2.0852316339,0,4,300,74,214,0,1,-1.0746000000,-0.8971000000,0,4,0E-10,50.6666666667,24.6666666667
000300.SH,2011-04-28,3209.503000,3224.413000,3237.192000,3160.406000,3161.776000,-1.4870526683,6505023500,79155830155.000000,0.4419265000,1.4427681400,2.3924576484,0,5,300,30,253,0,1,-2.3727000000,-2.2364000000,0,7,0E-10,42.3333333333,10.0000000000
000300.SH,2011-04-29,3161.776000,3161.158000,3193.599000,3147.137000,3192.723000,0.9787853409,5368306500,63455814284.000000,0.3698677400,1.2059953800,1.4694905648,1,0,300,254,29,1,0,1.5620000000,1.5916000000,0,3,0.3333333333,47.6666666667,84.6666666667
000300.SH,2011-05-03,3192.723000,3192.845000,3212.055000,3164.926000,3211.132000,0.5765924573,5499891000,64348987555.000000,0.3695174000,1.1862960700,1.4761380803,2,0,300,213,68,1,0,0.8241000000,0.6250000000,0,2,0.3333333333,49.6666666667,71.0000000000
000300.SH,2011-05-04,3211.132000,3192.844000,3193.446000,3120.961000,3129.028000,-2.5568553395,6671634000,83567655304.000000,0.4553426100,1.5158426100,2.2573036549,0,1,300,19,268,0,0,-2.4975000000,-2.4609000000,0,2,0E-10,41.3333333333,6.3333333333
000300.SH,2011-05-05,3129.028000,3115.003000,3136.897000,3105.854000,3126.117000,-0.0930320854,5256774700,63009373497.000000,0.3579171500,1.1608112300,0.9920972264,0,2,300,155,121,0,0,0.1340000000,0.1606000000,0,3,0E-10,40.3333333333,51.6666666667
000300.SH,2011-05-06,3126.117000,3093.809000,3141.683000,3083.908000,3121.396000,-0.1510180201,5535218600,69747372718.000000,0.3739896000,1.2062039000,1.8481394011,0,3,300,140,139,1,0,0.0548000000,0E-10,0,4,0.3333333333,40.6666666667,46.6666666667
000300.SH,2011-05-09,3121.396000,3126.260000,3149.937000,3118.141000,3129.759000,0.2679249925,4602740400,57287412506.000000,0.3085567200,0.9892143900,1.0186467850,1,0,300,184,94,0,0,0.4654000000,0.3245000000,1,1,0E-10,43.0000000000,61.3333333333
000300.SH,2011-05-10,3129.759000,3135.146000,3153.301000,3121.746000,3153.221000,0.7496423846,4093299500,54931224820.000000,0.2761158000,0.8895506400,1.0082245949,2,0,300,190,81,0,0,0.6642000000,0.4475000000,1,1,0E-10,43.6666666667,63.3333333333
000300.SH,2011-05-11,3153.221000,3153.648000,3164.650000,3127.494000,3145.085000,-0.2580218767,4768853300,59507719522.000000,0.3200474400,1.0241706400,1.1783506453,0,1,300,119,162,0,0,-0.1298000000,-0.2770000000,2,0,0E-10,43.3333333333,39.6666666667
000300.SH,2011-05-12,3145.085000,3123.158000,3142.397000,3101.136000,3101.603000,-1.3825381508,4879950100,61703080348.000000,0.3300726900,1.0755815000,1.3119200276,0,2,300,37,247,1,0,-1.5311000000,-1.6071000000,1,3,0.3333333333,37.3333333333,12.3333333333
000300.SH,2011-05-13,3101.603000,3105.303000,3128.442000,3080.190000,3128.093000,0.8540744899,4689595100,57757204870.000000,0.3295663800,1.0158817700,1.5557116755,1,0,300,225,60,0,0,1.0136000000,1.0377000000,0,6,0E-10,40.6666666667,75.0000000000
000300.SH,2011-05-16,3128.093000,3120.436000,3137.604000,3098.776000,3100.463000,-0.8832857591,4519431900,54238723382.000000,0.3030038500,0.9753848900,1.2412674431,0,1,300,95,191,1,0,-0.5525000000,-0.7517000000,0,1,0.3333333333,39.3333333333,31.6666666667
000300.SH,2011-05-17,3100.463000,3097.071000,3136.231000,3076.946000,3116.028000,0.5020217948,5120373100,65417943732.000000,0.3431767300,1.0909339700,1.9121337684,1,0,300,168,112,1,0,0.3630000000,0.2981000000,1,3,0.3333333333,40.0000000000,56.0000000000
000300.SH,2011-05-18,3116.028000,3109.294000,3145.698000,3106.552000,3139.379000,0.7493835100,3964176800,49757174173.000000,0.2994710300,0.8657148100,1.2562788268,2,0,300,204,65,0,0,0.5628000000,0.4661000000,1,0,0E-10,42.0000000000,68.0000000000
000300.SH,2011-05-19,3139.379000,3148.353000,3154.935000,3118.619000,3120.639000,-0.5969333425,4311078200,52249679659.000000,0.2874716000,0.9098898200,1.1567892886,0,1,300,56,230,0,0,-0.7589000000,-0.8766000000,1,2,0E-10,38.6666666667,18.6666666667
000300.SH,2011-05-20,3120.639000,3120.579000,3133.429000,3113.271000,3121.596000,0.0306667961,3846801200,48967028428.000000,0.2620135800,0.8317125900,0.6459574465,1,0,300,109,160,0,0,-0.1867000000,-0.1955000000,0,4,0E-10,37.3333333333,36.3333333333
000300.SH,2011-05-23,3121.596000,3115.312000,3115.312000,3021.450000,3022.980000,-3.1591532024,5590247200,66976426510.000000,0.3708071000,1.1752264400,3.0068593117,0,1,300,8,285,0,0,-3.4932000000,-3.4094000000,0,14,0E-10,28.3333333333,2.6666666667
000300.SH,2011-05-24,3022.980000,3013.715000,3029.746000,2999.885000,3026.223000,0.1072782486,4160894400,52971692396.000000,0.2817523800,0.8942084300,0.9878001178,1,0,300,151,127,0,0,0.0468000000,0.0631000000,1,16,0E-10,28.3333333333,50.3333333333
000300.SH,2011-05-25,3026.223000,3020.323000,3030.988000,2988.094000,2990.343000,-1.1856363526,3928970400,48604397867.000000,0.2617029500,0.8320691500,1.4174104156,0,1,300,47,242,0,0,-1.2531000000,-1.3634000000,1,10,0E-10,24.6666666667,15.6666666667
000300.SH,2011-05-26,2990.343000,3011.466000,3021.203000,2977.596000,2978.381000,-0.4000210009,3700374700,48346482355.000000,0.2562450900,0.8313824200,1.4582608082,0,2,300,83,194,1,0,-0.6468000000,-0.5391000000,1,8,0.3333333333,22.3333333333,27.6666666667
000300.SH,2011-05-27,2978.381000,2980.721000,2996.605000,2962.067000,2963.308000,-0.5060803168,4277090500,52019994149.000000,0.3338791000,0.9168067000,1.1596232987,0,3,300,84,192,0,1,-1.0090000000,-0.7113000000,0,12,0E-10,22.0000000000,28.0000000000
000300.SH,2011-05-30,2963.308000,2956.575000,2982.583000,2942.361000,2954.506000,-0.2970329105,3467116000,42960260576.000000,0.2368797200,0.7815164900,1.3573344384,0,4,300,77,200,0,2,-0.8990000000,-0.7874000000,0,19,0E-10,20.3333333333,25.6666666667
000300.SH,2011-05-31,2954.506000,2958.607000,3001.727000,2946.146000,3001.556000,1.5924828042,3968939900,50553386204.000000,0.3237620500,0.8682966000,1.8812281986,1,0,300,269,20,0,0,1.7954000000,1.7133000000,0,2,0E-10,22.3333333333,89.6666666667
000300.SH,2011-06-01,3001.556000,2996.085000,3006.556000,2985.711000,3004.173000,0.0871881118,3841932700,49060076491.000000,0.2532977800,0.7991614700,0.6944731333,2,0,300,166,120,0,0,0.4462000000,0.1392000000,1,0,0E-10,23.0000000000,55.3333333333
000300.SH,2011-06-02,3004.173000,2970.634000,2984.491000,2923.016000,2955.705000,-1.6133558221,5261786700,61748347004.000000,0.3481427200,1.1007979500,2.0463202352,0,1,300,40,249,1,0,-1.4156000000,-1.5847000000,0,14,0.3333333333,20.3333333333,13.3333333333
000300.SH,2011-06-03,2955.705000,2951.579000,2993.895000,2951.201000,2986.349000,1.0367746443,3907616400,49273758984.000000,0.2633590900,0.8283067300,1.4444607970,1,0,300,272,14,0,0,1.4202000000,1.1805000000,0,4,0E-10,23.6666666667,90.6666666667
000300.SH,2011-06-07,2986.349000,2977.681000,3006.569000,2974.361000,3004.262000,0.5998294238,3685233200,49859134919.000000,0.2438285000,0.7693322500,1.0785075689,2,0,300,215,61,1,0,0.6252000000,0.3902000000,1,0,0.3333333333,24.0000000000,71.6666666667
000300.SH,2011-06-08,3004.262000,3003.581000,3012.806000,2965.923000,3008.652000,0.1461257374,4290875800,51123188095.000000,0.2881801500,0.9351038700,1.5605496458,3,0,300,142,128,2,0,0.4281000000,0E-10,0,3,0.6666666667,26.0000000000,47.3333333333
000300.SH,2011-06-09,3008.652000,3000.404000,3004.060000,2951.889000,2951.889000,-1.8866588758,4749663600,55381280377.000000,0.3183957500,1.0289796100,1.7340323839,0,1,300,13,270,0,0,-2.0210000000,-2.0833000000,2,13,0E-10,22.0000000000,4.3333333333
000300.SH,2011-06-10,2951.889000,2947.927000,2964.079000,2925.868000,2961.932000,0.3402228200,4220188200,50942992933.000000,0.2788980200,0.8818058600,1.2944592429,1,0,300,186,93,0,0,0.3934000000,0.3720000000,0,17,0E-10,23.0000000000,62.0000000000
000300.SH,2011-06-13,2961.932000,2940.391000,2957.523000,2921.746000,2950.348000,-0.3910960819,3835166800,46991283431.000000,0.2534691400,0.8013547900,1.2078940367,0,1,300,91,193,3,1,-0.3260000000,-0.5062000000,1,16,1.0000000000,22.3333333333,30.3333333333
000300.SH,2011-06-14,2950.348000,2947.655000,3000.526000,2943.531000,2993.559000,1.4646068871,5598281500,66158911408.000000,0.3692938100,1.1670290900,1.9318060107,1,0,300,267,21,1,0,1.5091000000,1.2195000000,1,2,0.3333333333,24.3333333333,89.0000000000
000300.SH,2011-06-15,2993.559000,2984.962000,2999.150000,2963.112000,2963.119000,-1.0168498433,4439085200,54467701030.000000,0.2938550600,0.9268684300,1.2038513355,0,1,300,43,242,0,0,-1.0512000000,-1.1392000000,0,4,0E-10,22.0000000000,14.3333333333
000300.SH,2011-06-16,2963.119000,2939.681000,2946.815000,2915.401000,2917.578000,-1.5369278115,4113548200,47067185495.000000,0.2747308700,0.8677711300,1.0601666690,0,2,300,21,266,0,0,-1.8641000000,-1.9832000000,0,21,0E-10,18.6666666667,7.0000000000
000300.SH,2011-06-17,2917.578000,2916.405000,2934.061000,2891.015000,2892.157000,-0.8713048974,4117653000,51647156163.000000,0.2714433600,0.8591340100,1.4754018573,0,3,300,54,230,0,2,-1.1499000000,-0.9447000000,0,26,0E-10,16.3333333333,18.0000000000
000300.SH,2011-06-20,2892.157000,2888.935000,2896.081000,2862.408000,2874.896000,-0.5968209886,3799198200,45416696840.000000,0.2510849400,0.7958623100,1.1642867244,0,4,300,88,193,0,0,-0.8380000000,-0.7979000000,0,24,0E-10,15.6666666667,29.3333333333
000300.SH,2011-06-21,2874.896000,2883.354000,2909.572000,2877.054000,2909.073000,1.1888082212,4203892300,50160678865.000000,0.2764457400,0.8701827700,1.1311017859,1,0,300,250,31,0,0,1.2657000000,1.0366000000,0,8,0E-10,18.0000000000,83.3333333333
000300.SH,2011-06-22,2909.073000,2913.666000,2921.034000,2894.178000,2908.582000,-0.0168782289,3731880200,43263825738.000000,0.2446179500,0.7677957900,0.9231806833,0,1,300,101,176,0,0,-0.2230000000,-0.3788000000,0,7,0E-10,18.3333333333,33.6666666667
000300.SH,2011-06-23,2908.582000,2899.013000,2966.540000,2888.678000,2957.629000,1.6862856196,4594111700,55276886318.000000,0.3014252400,0.9458381500,2.6769745532,1,0,300,289,3,1,0,1.8414000000,1.5931000000,0,9,0.3333333333,20.3333333333,96.3333333333
000300.SH,2011-06-24,2957.629000,2946.609000,3047.943000,2944.051000,3027.470000,2.3613847443,8545924000,104972923209.000000,0.5645780500,1.7936050600,3.5126785679,2,0,300,272,14,2,0,2.6757000000,2.3975000000,1,0,0.6666666667,24.6666666667,90.6666666667
000300.SH,2011-06-27,3027.470000,3028.496000,3056.023000,3019.236000,3036.491000,0.2979715736,6561577100,79044152725.000000,0.4289819700,1.3418555200,1.2151070035,3,0,300,178,91,3,0,0.6803000000,0.3153000000,1,0,1.0000000000,24.3333333333,59.3333333333
000300.SH,2011-06-28,3036.491000,3040.183000,3046.797000,3013.996000,3041.734000,0.1726664100,5576625400,70333384864.000000,0.3744192300,1.1947359000,1.0802271438,4,0,300,147,130,1,0,0.3411000000,0.0885000000,0,0,0.3333333333,24.3333333333,49.0000000000
000300.SH,2011-06-29,3041.734000,3039.047000,3043.815000,2999.953000,3000.169000,-1.3664902980,5347684800,61717623012.000000,0.3588749000,1.1191826100,1.4420064345,0,1,300,35,243,0,0,-1.3042000000,-1.3289000000,1,0,0E-10,22.3333333333,11.6666666667
000300.SH,2011-06-30,3000.169000,3003.230000,3058.625000,3003.230000,3044.089000,1.4639175326,6250254900,73891668789.000000,0.4158107100,1.2957776100,1.8463959864,1,0,300,273,13,0,0,1.4582000000,1.1503000000,3,2,0E-10,25.6666666667,91.0000000000
000300.SH,2011-07-01,3044.089000,3052.120000,3071.206000,3034.072000,3049.745000,0.1858027147,5676665300,72614645374.000000,0.3812740900,1.1857080900,1.2198723493,2,0,300,152,126,0,0,0.4570000000,0.0841000000,2,0,0E-10,26.0000000000,50.6666666667
000300.SH,2011-07-04,3049.745000,3064.935000,3124.582000,3064.935000,3121.980000,2.3685586828,8046403100,102679821385.000000,0.5398101800,1.6773157600,1.9558028622,3,0,300,291,3,6,0,2.4939000000,2.1991000000,4,0,2.0000000000,30.6666666667,97.0000000000
000300.SH,2011-07-05,3121.980000,3122.899000,3128.529000,3105.086000,3122.500000,0.0166560965,6776333500,81999827927.000000,0.4545121200,1.4078472800,0.7509016714,4,0,300,132,144,0,0,0.2540000000,0E-10,1,0,0E-10,30.6666666667,44.0000000000
000300.SH,2011-07-06,3122.500000,3116.121000,3116.121000,3084.834000,3113.712000,-0.2814411529,6155580700,76556996969.000000,0.4108295100,1.2732878200,1.0019855885,0,1,300,113,174,0,0,-0.0760000000,-0.3682000000,5,0,0E-10,29.6666666667,37.6666666667
000300.SH,2011-07-07,3113.712000,3123.290000,3140.102000,3101.096000,3101.680000,-0.3864198102,7181036000,92120550136.000000,0.4721604300,1.4885395200,1.2527170143,0,2,300,103,183,0,0,-0.2554000000,-0.4991000000,2,0,0E-10,27.3333333333,34.3333333333
000300.SH,2011-07-08,3101.680000,3105.486000,3124.386000,3093.374000,3109.183000,0.2419011632,5128259300,65155542913.000000,0.3362978000,1.0551792700,0.9998452452,1,0,300,144,136,0,0,0.1007000000,0E-10,0,0,0E-10,28.0000000000,48.0000000000
000300.SH,2011-07-11,3109.183000,3097.874000,3120.998000,3086.263000,3113.206000,0.1293909043,4792066000,62237248759.000000,0.3159407700,0.9933870600,1.1171745118,2,0,300,147,129,0,0,0.3846000000,0.0523000000,4,0,0E-10,30.0000000000,49.0000000000
000300.SH,2011-07-12,3113.206000,3089.136000,3090.097000,3054.800000,3056.905000,-1.8084572624,5710798400,71222640397.000000,0.3748684400,1.1762886200,1.1337829877,0,1,300,31,262,0,0,-1.8174000000,-1.9851000000,4,1,0E-10,25.6666666667,10.3333333333
000300.SH,2011-07-13,3056.905000,3060.420000,3108.497000,3060.420000,3106.247000,1.6141162385,5411436700,68294830332.000000,0.3530497900,1.1104692300,1.5727345142,1,0,300,287,6,0,0,1.6948000000,1.5017000000,3,1,0E-10,28.3333333333,95.6666666667
000300.SH,2011-07-14,3106.247000,3112.587000,3126.153000,3092.473000,3115.745000,0.3057709191,6031493500,79948505027.000000,0.4001340300,1.2676893800,1.0842666407,2,0,300,180,98,1,0,0.5738000000,0.3286000000,5,0,0.3333333333,30.3333333333,60.0000000000
000300.SH,2011-07-15,3115.745000,3105.497000,3130.775000,3097.336000,3128.889000,0.4218573728,6155032200,79424849005.000000,0.4000725200,1.2495825700,1.0732264675,3,0,300,181,102,2,0,0.5850000000,0.3466000000,5,1,0.6666666667,30.6666666667,60.3333333333
000300.SH,2011-07-18,3128.889000,3131.803000,3137.922000,3113.667000,3122.600000,-0.2009978622,6069131100,78225031039.000000,0.3941054200,1.2287382300,0.7751952850,0,1,300,127,163,2,0,0.0469000000,-0.2472000000,5,0,0.6666666667,30.6666666667,42.3333333333
000300.SH,2011-07-19,3122.600000,3108.472000,3109.916000,3088.377000,3095.125000,-0.8798757446,5338870900,68506068928.000000,0.3459877100,1.0772624600,0.6897777493,0,2,300,64,227,0,0,-0.9320000000,-1.1019000000,1,0,0E-10,28.6666666667,21.3333333333
000300.SH,2011-07-20,3095.125000,3113.705000,3119.543000,3071.850000,3091.567000,-0.1149549695,4411833100,56930993021.000000,0.2863235800,0.8940724000,1.5409070716,0,3,300,118,159,0,0,-0.1110000000,-0.1792000000,3,0,0E-10,27.3333333333,39.3333333333
000300.SH,2011-07-21,3091.567000,3092.271000,3099.278000,3058.255000,3059.139000,-1.0489179112,4408469100,57942637401.000000,0.2862232800,0.8933964600,1.3269322644,0,4,300,45,242,0,0,-1.1601000000,-1.2583000000,3,0,0E-10,24.6666666667,15.0000000000
000300.SH,2011-07-22,3059.139000,3066.192000,3083.191000,3059.598000,3067.985000,0.2891663308,3725725500,49618948350.000000,0.2409198600,0.7486112500,0.7712300749,1,0,300,168,114,0,0,0.2972000000,0.2232000000,3,1,0E-10,25.0000000000,56.0000000000
000300.SH,2011-07-25,3067.985000,3050.897000,3050.897000,2958.878000,2968.289000,-3.2495595643,6718099600,77513632253.000000,0.4341338300,1.3484190500,2.9993301793,0,1,300,7,290,0,2,-3.6545000000,-3.6689000000,2,15,0E-10,18.0000000000,2.3333333333
000300.SH,2011-07-26,2968.289000,2965.721000,2980.857000,2957.610000,2977.766000,0.3192748415,4351545700,49560684459.000000,0.2822230800,0.8789638900,0.7831784574,1,0,300,174,114,1,1,0.3971000000,0.2907000000,1,15,0.3333333333,19.3333333333,58.0000000000
000300.SH,2011-07-27,2977.766000,2961.576000,3002.691000,2951.516000,3000.052000,0.7484134079,4838561200,58746220328.000000,0.3144713200,0.9771568200,1.7185702302,2,0,300,238,45,3,0,1.1726000000,0.8048000000,2,14,1.0000000000,20.3333333333,79.3333333333
000300.SH,2011-07-28,3000.052000,2973.642000,2984.375000,2956.710000,2981.002000,-0.6349889935,4813898400,60678598008.000000,0.3105622100,0.9665030400,0.9221506827,0,1,300,101,192,0,0,-0.4136000000,-0.8078000000,4,21,0E-10,19.6666666667,33.6666666667
000300.SH,2011-07-29,2981.002000,2981.021000,2995.974000,2948.076000,2972.079000,-0.2993288834,4629825300,54358237266.000000,0.3009875400,0.9370717400,1.6067751716,0,2,300,91,201,0,0,-0.7284000000,-0.8786000000,3,14,0E-10,18.3333333333,30.3333333333
000300.SH,2011-08-01,2972.079000,2969.106000,2991.051000,2958.832000,2977.721000,0.1898334466,3388694900,41203123005.000000,0.2205620400,0.6856535200,1.0840559756,1,0,300,179,102,0,0,0.3812000000,0.3191000000,1,7,0E-10,19.3333333333,59.6666666667
000300.SH,2011-08-02,2977.721000,2958.850000,2958.850000,2919.014000,2956.383000,-0.7165882902,3897835700,48435295389.000000,0.2536921000,0.7893319300,1.3378016275,0,1,300,80,212,0,1,-0.7024000000,-0.9462000000,0,19,0E-10,18.3333333333,26.6666666667
000300.SH,2011-08-03,2956.383000,2930.193000,2969.132000,2927.096000,2954.870000,-0.0511774016,3866836200,49593983761.000000,0.2493899600,0.7752540600,1.4218726058,0,2,300,114,160,0,0,-0.0178000000,-0.1622000000,3,15,0E-10,17.6666666667,38.0000000000
000300.SH,2011-08-04,2954.870000,2962.913000,2983.012000,2951.838000,2960.309000,0.1840690115,3298571900,41335656567.000000,0.2124575700,0.6595223300,1.0550041119,1,0,300,161,117,0,0,0.2045000000,0.0988000000,1,2,0E-10,18.0000000000,53.6666666667
000300.SH,2011-08-05,2960.309000,2881.737000,2916.410000,2868.157000,2897.417000,-2.1245079483,4931685400,60240017405.000000,0.3178992800,0.9881697500,1.6299987603,0,1,300,38,257,0,0,-2.0936000000,-2.4793000000,4,33,0E-10,16.0000000000,12.6666666667
000300.SH,2011-08-08,2897.417000,2864.514000,2888.769000,2747.967000,2793.897000,-3.5728374618,7151776600,83694787456.000000,0.4627050500,1.4443813600,4.8595697478,0,2,300,15,277,0,0,-4.3622000000,-4.5548000000,4,60,0E-10,13.6666666667,5.0000000000
000300.SH,2011-08-09,2793.897000,2720.953000,2812.769000,2697.062000,2798.190000,0.1536563445,6984267600,79653278208.000000,0.4496367200,1.3975783100,4.1414196730,1,0,300,122,170,0,0,-0.1363000000,-0.4219000000,1,63,0E-10,12.3333333333,40.6666666667
000300.SH,2011-08-10,2798.190000,2845.352000,2858.553000,2820.123000,2824.120000,0.9266704548,5865931200,68580540607.000000,0.3776327300,1.1737257600,1.3733877971,2,0,300,248,39,0,0,1.0310000000,0.8035000000,5,1,0E-10,14.6666666667,82.6666666667
000300.SH,2011-08-11,2824.120000,2779.715000,2867.311000,2777.761000,2866.924000,1.5156579749,5899768900,69223945409.000000,0.3811442600,1.1902187700,3.1708992536,3,0,300,267,24,3,0,1.5328000000,1.1877000000,6,3,1.0000000000,17.6666666667,89.0000000000
000300.SH,2011-08-12,2866.924000,2881.554000,2894.224000,2868.871000,2875.365000,0.2944270584,5719740600,63487643741.000000,0.3684251500,1.1457864200,0.8843275929,4,0,300,188,100,2,0,0.7966000000,0.5002000000,6,0,0.6666666667,17.6666666667,62.6666666667
000300.SH,2011-08-15,2875.365000,2883.174000,2917.883000,2870.190000,2917.883000,1.4786992260,5987547600,61102226502.000000,0.3882507600,1.2183594800,1.6586763767,5,0,300,251,40,3,0,1.3297000000,1.1458000000,4,0,1.0000000000,20.6666666667,83.6666666667
000300.SH,2011-08-16,2917.883000,2920.829000,2932.140000,2888.334000,2897.581000,-0.6957784120,5096268100,57496628333.000000,0.3284362200,1.0206724400,1.5012939175,0,1,300,60,229,0,0,-0.8217000000,-1.0572000000,0,0,0E-10,17.3333333333,20.0000000000
000300.SH,2011-08-17,2897.581000,2893.849000,2910.835000,2881.631000,2886.013000,-0.3992295642,3917817900,41891853603.000000,0.2540227100,0.7960515300,1.0078751897,0,2,300,81,198,0,0,-0.4382000000,-0.5791000000,0,0,0E-10,17.3333333333,27.0000000000
000300.SH,2011-08-18,2886.013000,2887.103000,2889.997000,2832.269000,2834.254000,-1.7934430649,4076888300,45784423192.000000,0.2614083000,0.8176822900,2.0002681901,0,3,300,16,279,0,0,-1.9552000000,-1.9315000000,1,0,0E-10,13.6666666667,5.3333333333
000300.SH,2011-08-19,2834.254000,2789.346000,2814.099000,2782.556000,2807.664000,-0.9381657396,4325965000,48442961960.000000,0.2762015400,0.8541563400,1.1129207192,0,4,300,61,228,1,0,-0.9726000000,-1.1957000000,0,4,0.3333333333,14.0000000000,20.3333333333
000300.SH,2011-08-22,2807.664000,2809.329000,2829.687000,2768.418000,2777.787000,-1.0641230575,3420968500,40136538647.000000,0.2175849500,0.6703323300,2.1822055631,0,5,300,65,225,0,0,-0.8592000000,-0.7138000000,0,4,0E-10,12.3333333333,21.6666666667
000300.SH,2011-08-23,2777.787000,2788.699000,2821.003000,2777.287000,2821.003000,1.5557708348,3262051400,36441994495.000000,0.2077438600,0.6412860500,1.5737707751,1,0,300,279,15,0,0,1.6092000000,1.6230000000,0,1,0E-10,12.6666666667,93.0000000000
000300.SH,2011-08-24,2821.003000,2834.577000,2845.470000,2804.818000,2810.016000,-0.3894714043,3530156500,41939777958.000000,0.2244098200,0.6910218700,1.4410477408,0,1,300,89,204,0,0,-0.2561000000,-0.5200000000,0,0,0E-10,13.0000000000,29.6666666667
000300.SH,2011-08-25,2810.016000,2818.701000,2904.438000,2815.912000,2903.837000,3.3388066118,7221684500,75745960111.000000,0.4594515000,1.4153407900,3.1503735210,1,0,300,289,9,4,0,3.0721000000,2.9750000000,0,2,1.3333333333,17.3333333333,96.3333333333
000300.SH,2011-08-26,2903.837000,2889.382000,2907.398000,2876.828000,2901.216000,-0.0902598872,4560410200,51759427726.000000,0.2919802700,0.9060313300,1.0527450404,0,1,300,117,171,0,0,-0.0040000000,-0.2287000000,2,0,0E-10,17.3333333333,39.0000000000
000300.SH,2011-08-29,2901.216000,2875.784000,2875.784000,2847.476000,2852.809000,-1.6685072742,4426785000,49892653226.000000,0.2828295500,0.8722093100,0.9757287979,0,2,300,45,247,0,0,-1.4458000000,-1.7391000000,1,0,0E-10,15.0000000000,15.0000000000
000300.SH,2011-08-30,2852.809000,2875.144000,2901.733000,2838.330000,2841.740000,-0.3880035432,4313787200,48565790320.000000,0.2750189400,0.8468281000,2.2224761630,0,3,300,70,212,0,0,-0.6408000000,-0.5594000000,1,0,0E-10,14.3333333333,23.3333333333
000300.SH,2011-08-31,2841.740000,2843.993000,2855.305000,2823.770000,2846.776000,0.1772153680,3210789900,37624544060.000000,0.2051905600,0.6316695500,1.1097074328,1,0,300,135,144,0,0,-0.0624000000,0E-10,1,0,0E-10,13.3333333333,45.0000000000
000300.SH,2011-09-01,2846.776000,2852.386000,2869.249000,2825.956000,2834.535000,-0.4299951946,3011870200,35143727252.000000,0.1914363800,0.5894728200,1.5207729727,0,1,300,52,233,0,0,-0.6708000000,-0.6341000000,0,0,0E-10,12.0000000000,17.3333333333
000300.SH,2011-09-02,2834.535000,2828.839000,2836.624000,2790.769000,2803.854000,-1.0823997587,2931711600,31960598827.000000,0.1871076400,0.5784333600,1.6177256587,0,2,300,31,258,0,0,-1.1256000000,-1.0661000000,0,3,0E-10,11.0000000000,10.3333333333
000300.SH,2011-09-05,2803.854000,2780.834000,2780.834000,2743.383000,2743.817000,-2.1412313195,3200566000,36040312618.000000,0.2042599500,0.6318064700,1.3356972225,0,3,300,17,272,0,2,-2.3615000000,-2.3316000000,0,13,0E-10,9.0000000000,5.6666666667
000300.SH,2011-09-06,2743.817000,2727.749000,2745.360000,2711.071000,2723.303000,-0.7476446133,2971398200,33746805052.000000,0.1887759300,0.5808045100,1.2496824679,0,4,300,95,188,0,0,-0.6966000000,-0.3937000000,0,24,0E-10,8.6666666667,31.6666666667
000300.SH,2011-09-07,2723.303000,2738.789000,2779.205000,2730.055000,2779.090000,2.0485050690,3326538100,37096662193.000000,0.2117554900,0.6532944100,1.8047936642,1,0,300,290,5,0,0,2.1643000000,2.0640000000,0,3,0E-10,10.0000000000,96.6666666667
000300.SH,2011-09-08,2779.090000,2788.832000,2789.112000,2755.799000,2756.105000,-0.8270692925,2683873500,31209441131.000000,0.1705780700,0.5252170000,1.1987017333,0,1,300,45,245,0,0,-0.8754000000,-1.0182000000,0,2,0E-10,8.6666666667,15.0000000000
000300.SH,2011-09-09,2756.105000,2770.153000,2796.352000,2739.620000,2751.095000,-0.1817782704,2707350300,30348131114.000000,0.1751895000,0.5511636000,2.0584121432,0,2,300,118,159,0,0,-0.2548000000,-0.1631000000,1,3,0E-10,8.6666666667,39.3333333333
000300.SH,2011-09-13,2751.095000,2712.443000,2726.185000,2698.660000,2720.283000,-1.1199904038,2671376400,30034340041.000000,0.1697827600,0.5227424400,1.0005107057,0,3,300,47,245,0,0,-1.3287000000,-1.3625000000,0,24,0E-10,7.0000000000,15.6666666667
000300.SH,2011-09-14,2720.283000,2729.256000,2736.905000,2677.127000,2733.108000,0.4714583005,3042478000,32858416579.000000,0.1939074400,0.5981919700,2.1974919521,1,0,300,235,49,0,0,0.7690000000,0.7612000000,1,15,0E-10,7.3333333333,78.3333333333
000300.SH,2011-09-15,2733.108000,2734.552000,2754.193000,2728.905000,2729.051000,-0.1484390664,3117192500,32507109143.000000,0.2008809200,0.6232449900,0.9252470082,0,1,300,112,161,0,0,-0.0165000000,-0.1625000000,1,0,0E-10,7.3333333333,37.3333333333
