Instrument,Date,Pre_Close,Open,High,Low,Close,Pct_Chg,Volume,Amount,Turnover_rate,Turnover_rate_f,Swing,Up_Days,Down_Days,Constituent_Number,Constituent_Raise_Number,Constituent_Fall_Number,Constituent_Up_Number,Constituent_Dl_Number,Constituent_Chg_Ratio_Aa,Constituent_Chg_Ratio_M,New_High_Num,New_Low_Num,Up_Num_Ratio,Over250_Avgclose_Num_Ratio,Raise_Num_Ratio
000905.SH,2008-01-21,5317.450000,5331.670000,5343.870000,5078.500000,5097.230000,-4.1414587819,3546297200,51894882000.000000,3.4986587800,3.7329957500,4.9905499817,0,1,500,52,423,5,8,-4.2715000000,-4.8752000000,12,0,1.0000000000,91.0000000000,10.4000000000
000905.SH,2008-01-22,5097.230000,4976.790000,4976.790000,4639.960000,4661.830000,-8.5418943230,4037446100,56449829000.000000,3.9310533400,4.1943236200,6.6080989086,0,2,500,8,476,0,325,-8.9758000000,-9.9838000000,1,4,0E-10,70.2000000000,1.6000000000
000905.SH,2008-01-23,4661.830000,4662.710000,4912.480000,4624.940000,4912.060000,5.3676345984,3819475700,53676695000.000000,3.7499881600,3.9979075600,6.1679640828,1,0,500,473,8,46,0,5.4243000000,5.0202000000,3,4,9.2000000000,81.6000000000,94.6000000000
000905.SH,2008-01-24,4912.060000,4951.380000,5116.490000,4915.970000,5080.930000,3.4378651727,4278003600,62469663000.000000,4.1193914400,4.3933230200,4.0821976930,2,0,500,450,33,32,1,3.4948000000,3.0252000000,13,0,6.4000000000,86.8000000000,90.0000000000
000905.SH,2008-01-25,5080.930000,5081.310000,5146.860000,5054.080000,5096.690000,0.3101794357,3890438300,55478464000.000000,3.8051799100,4.0491997200,1.8260436574,3,0,500,229,242,13,1,0.2942000000,-0.0662000000,9,0,2.6000000000,87.2000000000,45.8000000000
000905.SH,2008-01-28,5096.690000,5073.630000,5073.630000,4712.610000,4740.500000,-6.9886534202,3453456700,46942144000.000000,3.3379521300,3.5592506100,7.0834208084,0,1,500,32,451,1,145,-7.3647000000,-8.8639000000,2,4,0.2000000000,66.8000000000,6.4000000000
000905.SH,2008-01-29,4740.500000,4757.190000,4888.790000,4720.680000,4840.640000,2.1124353971,2374443300,32685553000.000000,2.2796036800,2.4163687800,3.5462503955,1,0,500,415,70,11,1,2.3151000000,2.5049000000,0,3,2.2000000000,74.6000000000,83.0000000000
000905.SH,2008-01-30,4840.640000,4878.400000,4950.180000,4725.390000,4851.430000,0.2229044093,2490447600,35532424000.000000,2.3930735000,2.5368328000,4.6438074304,2,0,500,288,194,8,1,0.4187000000,0.3888000000,1,0,1.6000000000,77.4000000000,57.6000000000
000905.SH,2008-01-31,4851.430000,4839.400000,4868.310000,4661.590000,4663.420000,-3.8753522157,1856793500,25737686000.000000,1.8070073000,1.9248303600,4.2610117017,0,1,500,35,443,0,22,-3.9633000000,-3.5943000000,0,0,0E-10,68.6000000000,7.0000000000
000905.SH,2008-02-01,4663.420000,4653.540000,4686.600000,4308.520000,4456.930000,-4.4278662441,2251366300,29182544000.000000,2.1771668100,2.3180176000,8.1073546882,0,2,500,34,449,0,30,-4.8008000000,-4.9342000000,0,6,0E-10,52.2000000000,6.8000000000
000905.SH,2008-02-04,4456.930000,4570.110000,4821.080000,4570.110000,4820.390000,8.1549407327,2130505300,30008462000.000000,2.0830512700,2.2169113000,5.6310060961,1,0,500,483,0,101,0,8.5511000000,8.6781000000,0,0,20.2000000000,75.4000000000,96.6000000000
000905.SH,2008-02-05,4820.390000,4818.540000,4889.380000,4751.230000,4839.000000,0.3860683472,2077392100,30045273000.000000,2.0014362100,2.1330333500,2.8659506803,2,0,500,226,247,5,1,0.4180000000,-0.0699000000,0,0,1.0000000000,74.6000000000,45.2000000000
000905.SH,2008-02-13,4839.000000,4798.570000,4884.690000,4749.150000,4813.580000,-0.5253151478,1558704000,22130228000.000000,1.5033603800,1.6073531300,2.8009919405,0,1,500,177,295,2,1,-0.3712000000,-0.5429000000,0,0,0.4000000000,72.2000000000,35.4000000000
000905.SH,2008-02-14,4813.580000,4842.940000,4929.770000,4842.940000,4910.360000,2.0105617856,1611346900,22682971000.000000,1.5592361300,1.6670904300,1.8038549271,1,0,500,464,19,8,0,2.2420000000,1.7976000000,1,0,1.6000000000,76.6000000000,92.8000000000
000905.SH,2008-02-15,4910.360000,4884.370000,4886.060000,4800.640000,4886.020000,-0.4956866706,1916278000,27277910000.000000,1.8572807200,1.9890197700,1.7395873215,0,1,500,161,322,5,0,-0.3974000000,-0.9639000000,1,0,1.0000000000,74.2000000000,32.2000000000
000905.SH,2008-02-18,4886.020000,4953.030000,5072.110000,4946.510000,5043.140000,3.2157052161,2892275400,43434994000.000000,2.8058841800,3.0005529700,2.5705993835,1,0,500,476,8,20,0,3.3432000000,2.9246000000,5,0,4.0000000000,80.8000000000,95.2000000000
000905.SH,2008-02-19,5043.140000,5054.610000,5137.840000,5026.560000,5133.360000,1.7889648116,2882332500,44280440000.000000,2.8005849800,2.9962201000,2.2065617849,2,0,500,419,55,6,0,1.8060000000,1.6161000000,4,0,1.2000000000,85.8000000000,83.8000000000
000905.SH,2008-02-20,5133.360000,5152.280000,5171.180000,5079.770000,5089.440000,-0.8555799710,3147715100,47223512000.000000,3.0521651800,3.2651355100,1.7807050353,0,1,500,145,332,6,0,-0.8926000000,-1.4649000000,6,0,1.2000000000,82.8000000000,29.0000000000
000905.SH,2008-02-21,5089.440000,5068.030000,5184.150000,5022.650000,5153.600000,1.2606495017,3155457900,45714615000.000000,3.0666131800,3.2799238300,3.1732371341,1,0,500,348,123,9,0,1.5076000000,1.2328000000,4,0,1.8000000000,83.8000000000,69.6000000000
000905.SH,2008-02-22,5153.600000,5140.120000,5151.290000,4938.730000,5029.200000,-2.4138466315,3119916600,44996819000.000000,3.0589914500,3.2740690800,4.1244954983,0,1,500,80,397,2,0,-2.4443000000,-2.9842000000,1,1,0.4000000000,80.6000000000,16.0000000000
000905.SH,2008-02-25,5029.200000,5038.630000,5068.980000,4856.480000,4869.650000,-3.1724727591,2673558900,38440954000.000000,2.5822555700,2.7638490600,4.2253241072,0,2,500,60,420,4,2,-3.3116000000,-3.6405000000,0,1,0.8000000000,71.2000000000,12.0000000000
000905.SH,2008-02-26,4869.650000,4974.710000,5021.600000,4729.850000,4868.810000,-0.0172496997,2528759500,36175484000.000000,2.4555803500,2.6263658000,5.9911903320,0,3,500,313,161,3,1,0.4832000000,0.9548000000,1,0,0.6000000000,72.2000000000,62.6000000000
000905.SH,2008-02-27,4868.810000,4880.160000,4977.340000,4854.150000,4977.340000,2.2290867789,2377489800,33616741000.000000,2.2848376600,2.4365621300,2.5301870478,1,0,500,448,34,9,0,2.4428000000,2.0990000000,1,0,1.8000000000,77.4000000000,89.6000000000
000905.SH,2008-02-28,4977.340000,4986.440000,5045.110000,4935.300000,4989.410000,0.2424990055,2411761400,34217372000.000000,2.3064278900,2.4717945200,2.2061984916,2,0,500,233,241,3,0,0.2902000000,0E-10,3,0,0.6000000000,78.0000000000,46.6000000000
000905.SH,2008-02-29,4989.410000,4984.400000,5058.120000,4976.150000,5057.620000,1.3670955083,2539468800,35684360000.000000,2.4546736800,2.6098745600,1.6428796190,3,0,500,393,75,2,0,1.5342000000,1.2238000000,3,0,0.4000000000,80.8000000000,78.6000000000
000905.SH,2008-03-03,5057.620000,5044.940000,5227.790000,5014.280000,5227.730000,3.3634397207,3742256100,54849829000.000000,3.6094613700,3.8622947800,4.2215508480,4,0,500,474,6,20,0,3.5690000000,2.9775000000,8,0,4.0000000000,86.0000000000,94.8000000000
000905.SH,2008-03-04,5227.730000,5246.410000,5279.210000,5177.740000,5192.590000,-0.6721846767,4316811500,61366987000.000000,4.1389069600,4.4243784200,1.9409954225,0,1,500,167,310,5,0,-0.5747000000,-0.9558000000,9,0,1.0000000000,84.2000000000,33.4000000000
000905.SH,2008-03-05,5192.590000,5171.780000,5218.300000,5068.200000,5214.240000,0.4169402938,3857930000,54154742000.000000,3.6911977200,3.9606197000,2.8906576487,1,0,500,278,199,5,0,0.7318000000,0.5980000000,5,1,1.0000000000,85.0000000000,55.6000000000
000905.SH,2008-03-06,5214.240000,5229.780000,5296.260000,5220.370000,5223.820000,0.1837276382,4475802000,61389838000.000000,4.2690249200,4.5853934400,1.4554374175,2,0,500,252,219,7,0,0.3106000000,0.1307000000,4,1,1.4000000000,86.2000000000,50.4000000000
000905.SH,2008-03-07,5223.820000,5194.660000,5208.900000,5104.920000,5115.920000,-2.0655382460,2995378400,41394179000.000000,2.8943933800,3.1046385900,1.9904973755,0,1,500,75,403,1,1,-2.2667000000,-2.5362000000,3,0,0.2000000000,83.8000000000,15.0000000000
000905.SH,2008-03-10,5115.920000,5081.110000,5084.400000,4915.440000,4948.350000,-3.2754616960,2385787900,32774405000.000000,2.3096819600,2.4736543500,3.3026317847,0,2,500,46,435,1,0,-3.3632000000,-3.6006000000,0,0,0.2000000000,74.8000000000,9.2000000000
000905.SH,2008-03-11,4948.350000,4906.140000,5015.930000,4841.560000,5015.930000,1.3657077612,2043951000,28767618000.000000,1.9504827100,2.0934855000,3.5238008629,1,0,500,383,96,1,0,1.6193000000,1.6304000000,1,2,0.2000000000,77.8000000000,76.6000000000
000905.SH,2008-03-12,5015.930000,5095.970000,5122.540000,4880.700000,4881.030000,-2.6894314713,2253938100,31739197000.000000,2.1739823500,2.3376650900,4.8214388957,0,1,500,45,432,2,1,-2.7111000000,-3.0088000000,1,2,0.4000000000,72.0000000000,9.0000000000
000905.SH,2008-03-13,4881.030000,4829.240000,4844.180000,4589.510000,4688.680000,-3.9407666005,2592477800,34594935000.000000,2.4649896500,2.6361209200,5.2175462966,0,2,500,50,437,1,9,-3.9289000000,-4.1518000000,0,4,0.2000000000,59.4000000000,10.0000000000
000905.SH,2008-03-14,4688.680000,4665.830000,4718.180000,4598.150000,4662.320000,-0.5622051409,1657934500,22264909000.000000,1.5841915100,1.7015229800,2.5599955638,0,3,500,204,270,1,2,-0.5757000000,-0.2779000000,0,1,0.2000000000,58.0000000000,40.8000000000
000905.SH,2008-03-17,4662.320000,4641.920000,4642.730000,4299.560000,4302.610000,-7.7152576400,2111284700,27260819000.000000,2.0335884400,2.1874232700,7.3604986359,0,4,500,5,476,0,139,-8.1802000000,-8.9917000000,0,7,0E-10,34.2000000000,1.0000000000
000905.SH,2008-03-18,4302.610000,4237.300000,4327.380000,3926.460000,3986.320000,-7.3511194368,2433098000,28577476000.000000,2.2940525300,2.4691054000,9.3180650814,0,5,500,13,473,1,92,-7.5205000000,-8.3067000000,0,15,0.2000000000,21.6000000000,2.6000000000
000905.SH,2008-03-19,3986.320000,4065.000000,4241.940000,3989.640000,4176.490000,4.7705653334,2551731000,31128103000.000000,2.4105345000,2.5971423700,6.3291456782,1,0,500,481,6,25,1,4.9959000000,4.7043000000,0,1,5.0000000000,30.0000000000,96.2000000000
000905.SH,2008-03-20,4176.490000,4112.700000,4394.760000,3956.030000,4347.740000,4.1003330548,2842838600,35722120000.000000,2.7042356900,2.9149452200,10.5047539920,2,0,500,472,10,22,1,4.1607000000,3.7780000000,0,7,4.4000000000,36.4000000000,94.4000000000
000905.SH,2008-03-21,4347.740000,4347.270000,4448.060000,4315.680000,4405.860000,1.3367864684,2571735900,34123921000.000000,2.4887419400,2.6846278400,3.0448002870,3,0,500,329,132,15,2,1.3919000000,0.8902000000,0,0,3.0000000000,38.2000000000,65.8000000000
000905.SH,2008-03-24,4405.860000,4459.510000,4489.460000,4312.770000,4314.580000,-2.0717862120,2575754800,34855059000.000000,2.4649887000,2.6589426800,4.0103407734,0,1,500,99,373,3,7,-2.0316000000,-2.3333000000,0,1,0.6000000000,35.2000000000,19.8000000000
000905.SH,2008-03-25,4314.580000,4233.950000,4386.840000,4190.540000,4367.340000,1.2228304957,2238657400,28768189000.000000,2.1053544300,2.2706989700,4.5496896569,1,0,500,363,118,8,1,1.4545000000,1.2720000000,0,3,1.6000000000,38.6000000000,72.6000000000
000905.SH,2008-03-26,4367.340000,4383.730000,4446.540000,4317.060000,4352.050000,-0.3500986871,1945963700,25137371000.000000,1.8492903800,1.9941240300,2.9647336823,0,1,500,172,301,3,1,-0.4660000000,-0.6811000000,0,0,0.6000000000,36.8000000000,34.4000000000
000905.SH,2008-03-27,4352.050000,4298.390000,4298.390000,4115.520000,4119.790000,-5.3367953034,2174819800,26990109000.000000,2.0678554600,2.2323685200,4.2019278271,0,2,500,26,455,1,40,-5.6194000000,-6.0164000000,0,4,0.2000000000,26.0000000000,5.2000000000
000905.SH,2008-03-28,4119.790000,4072.040000,4248.400000,3948.850000,4241.450000,2.9530631416,2307619900,28526388000.000000,2.2120888000,2.3911922800,7.2710016773,1,0,500,433,36,11,1,3.0957000000,2.9963000000,0,11,2.2000000000,29.8000000000,86.6000000000
000905.SH,2008-03-31,4241.450000,4129.930000,4200.760000,4042.620000,4044.100000,-4.6528899315,1905310500,23065525000.000000,1.8097729700,1.9506471900,3.7284419243,0,1,500,34,442,2,25,-4.8869000000,-5.1049000000,0,1,0.4000000000,23.2000000000,6.8000000000
000905.SH,2008-04-01,4044.100000,4024.440000,4070.120000,3695.510000,3704.270000,-8.4031057590,2275357500,25402355000.000000,2.1384986200,2.3000354100,9.2631240573,0,2,500,6,479,1,208,-8.8093000000,-9.8030000000,0,24,0.2000000000,14.2000000000,1.2000000000
000905.SH,2008-04-02,3704.270000,3725.190000,3778.570000,3464.410000,3500.520000,-5.5004089875,2307609000,24668683000.000000,2.1921017300,2.3602794100,8.4810232515,0,3,500,28,449,1,49,-6.0754000000,-6.6026000000,0,36,0.2000000000,10.6000000000,5.6000000000
000905.SH,2008-04-03,3500.520000,3469.790000,3631.550000,3392.080000,3588.760000,2.5207683430,1893883900,19956525000.000000,1.7923839900,1.9314777300,6.8409836253,1,0,500,423,55,5,1,2.5902000000,2.8366000000,0,37,1.0000000000,11.4000000000,84.6000000000
000905.SH,2008-04-07,3588.760000,3544.310000,3825.850000,3506.790000,3822.370000,6.5094907433,2185472800,24253262000.000000,2.0623815100,2.2248255900,8.8905360069,2,0,500,481,0,55,0,6.6252000000,6.3144000000,0,2,11.0000000000,17.0000000000,96.2000000000
000905.SH,2008-04-08,3822.370000,3832.920000,3941.240000,3806.290000,3908.800000,2.2611625771,2515005700,29602243000.000000,2.3698621500,2.5592970700,3.5305321044,3,0,500,434,47,19,0,2.3442000000,1.7152000000,0,0,3.8000000000,18.0000000000,86.8000000000
000905.SH,2008-04-09,3908.800000,3887.990000,3960.770000,3694.960000,3695.310000,-5.4617785510,2432022100,28265407000.000000,2.3200163900,2.5016278900,6.8002967663,0,1,500,20,457,4,38,-6.0729000000,-6.4970000000,0,0,0.8000000000,13.0000000000,4.0000000000
000905.SH,2008-04-10,3695.310000,3639.610000,3803.650000,3614.700000,3803.460000,2.9266827411,2071331200,23532952000.000000,1.9810191900,2.1407487900,5.1132381316,1,0,500,436,34,21,0,3.0586000000,2.7020000000,0,4,4.2000000000,16.0000000000,87.2000000000
000905.SH,2008-04-11,3803.460000,3831.040000,3898.510000,3823.670000,3862.360000,1.5485899681,1990794100,23420528000.000000,1.9185716200,2.0711553800,1.9676820579,2,0,500,403,66,4,0,1.7931000000,1.7558000000,0,0,0.8000000000,17.8000000000,80.6000000000
000905.SH,2008-04-14,3862.360000,3778.690000,3779.250000,3597.080000,3607.220000,-6.6058057768,2082689800,23299619000.000000,1.9576678400,2.1123740100,4.7165463603,0,1,500,20,459,2,73,-7.0922000000,-7.8621000000,0,6,0.4000000000,11.8000000000,4.0000000000
000905.SH,2008-04-15,3607.220000,3588.230000,3723.270000,3529.180000,3723.270000,3.2171589202,1813773100,20707523000.000000,1.7207247100,1.8585262100,5.3805978011,1,0,500,429,42,14,0,3.5199000000,3.5431000000,0,22,2.8000000000,14.2000000000,85.8000000000
000905.SH,2008-04-16,3723.270000,3717.130000,3732.780000,3612.590000,3633.680000,-2.4062181899,1741319400,20461294000.000000,1.6311100900,1.7609025600,3.2280763952,0,1,500,69,406,2,7,-2.5543000000,-2.9316000000,0,5,0.4000000000,13.2000000000,13.8000000000
000905.SH,2008-04-17,3633.680000,3632.830000,3695.170000,3458.530000,3511.910000,-3.3511481473,1722470400,18940609000.000000,1.6115693600,1.7313010600,6.5124061557,0,2,500,39,437,0,14,-3.8576000000,-3.9499000000,1,35,0E-10,10.6000000000,7.8000000000
000905.SH,2008-04-18,3511.910000,3483.860000,3495.030000,3333.110000,3338.270000,-4.9443180492,1673230700,16896724000.000000,1.6222496400,1.7374104100,4.6105965130,0,3,500,27,433,0,30,-5.7200000000,-6.2871000000,1,63,0E-10,9.8000000000,5.4000000000
000905.SH,2008-04-21,3338.270000,3578.800000,3579.580000,3273.580000,3314.510000,-0.7117459043,2183780500,23600276000.000000,2.0666318300,2.2325429000,9.1664245253,0,4,500,257,204,5,19,-0.4585000000,0.2684000000,0,45,1.0000000000,8.4000000000,51.4000000000
000905.SH,2008-04-22,3314.510000,3264.660000,3281.480000,3093.670000,3266.380000,-1.4521000087,1905984900,18575103000.000000,1.7849857900,1.9292818400,5.6662975824,0,5,500,135,337,3,8,-1.7044000000,-1.9389000000,0,87,0.6000000000,8.2000000000,27.0000000000
000905.SH,2008-04-23,3266.380000,3238.460000,3428.560000,3210.750000,3409.770000,4.3898750298,2277804000,23771158000.000000,2.1613194500,2.3410591100,6.6682382332,1,0,500,469,5,20,0,4.5947000000,4.3724000000,0,10,4.0000000000,9.2000000000,93.8000000000
000905.SH,2008-04-24,3409.770000,3692.550000,3726.870000,3603.960000,3723.070000,9.1883030234,4708573100,53152161000.000000,4.4166436700,4.7778876500,3.6046419553,2,0,500,478,0,334,0,9.7328000000,9.9861000000,0,0,66.8000000000,13.6000000000,95.6000000000
000905.SH,2008-04-25,3723.070000,3716.510000,3873.330000,3669.360000,3756.330000,0.8933487686,4279201300,49480398000.000000,4.0383723600,4.3616542400,5.4785432452,3,0,500,253,205,25,1,0.9739000000,0.2370000000,2,0,5.0000000000,13.6000000000,50.6000000000
000905.SH,2008-04-28,3756.330000,3696.930000,3779.580000,3667.580000,3729.560000,-0.7126636904,3077874100,35977002000.000000,2.8646416100,3.0841221000,2.9816336690,0,1,500,180,289,10,2,-0.7671000000,-1.2557000000,1,1,2.0000000000,14.0000000000,36.0000000000
000905.SH,2008-04-29,3729.560000,3714.790000,3782.520000,3708.590000,3759.550000,0.8041163033,2588578200,29953849000.000000,2.4278033400,2.6244648600,1.9822713671,1,0,500,322,133,6,1,0.9245000000,0.7600000000,2,1,1.2000000000,13.8000000000,64.4000000000
000905.SH,2008-04-30,3759.550000,3771.190000,3910.410000,3771.190000,3903.180000,3.8204040377,3779083100,44088721000.000000,3.4293756200,3.7142822000,3.7031027650,2,0,500,475,7,14,0,3.9589000000,3.6601000000,1,0,2.8000000000,16.2000000000,95.0000000000
000905.SH,2008-05-05,3903.180000,3943.200000,4046.680000,3895.640000,4040.160000,3.5094461439,3917236700,47406394000.000000,3.5678226500,3.8629448900,3.8696652473,3,0,500,466,13,31,0,3.7471000000,3.2431000000,2,0,6.2000000000,18.8000000000,93.2000000000
000905.SH,2008-05-06,4040.160000,4015.550000,4086.430000,3969.970000,4024.990000,-0.3754801790,3984170000,49186949000.000000,3.5821098000,3.8798279400,2.8825591066,0,1,500,174,300,16,0,-0.4550000000,-1.3173000000,1,0,3.2000000000,18.2000000000,34.8000000000
000905.SH,2008-05-07,4024.990000,4001.590000,4049.110000,3849.980000,3850.230000,-4.3418741413,3747052900,45721667000.000000,3.3611339500,3.6386269800,4.9473414841,0,2,500,45,437,5,8,-4.5101000000,-5.2846000000,0,0,1.0000000000,15.2000000000,9.0000000000
000905.SH,2008-05-08,3850.230000,3805.340000,3985.200000,3796.550000,3985.200000,3.5055048659,3182052800,38157525000.000000,2.9360468100,3.1685274500,4.8997072902,1,0,500,456,16,23,0,3.7104000000,3.1882000000,2,0,4.6000000000,16.4000000000,91.2000000000
000905.SH,2008-05-09,3985.200000,4014.170000,4049.780000,3891.490000,3986.240000,0.0260965573,3744927200,46621563000.000000,3.4169518800,3.6977009000,3.9719462009,2,0,500,206,258,10,1,0.0489000000,-0.3470000000,2,0,2.0000000000,17.6000000000,41.2000000000
000905.SH,2008-05-12,3986.240000,3926.050000,4110.700000,3893.390000,4069.150000,2.0799048728,3769750400,47384655000.000000,3.3833837000,3.6680595800,5.4515031709,3,0,500,372,96,19,2,2.1407000000,1.6287000000,1,0,3.8000000000,18.6000000000,74.4000000000
000905.SH,2008-05-13,4069.150000,3944.540000,4107.590000,3932.710000,4078.880000,0.2391162774,4698103700,57631081000.000000,4.3078947100,4.6646944200,4.2977034516,4,0,500,201,260,27,1,0.3227000000,-1.2916000000,0,0,5.4000000000,20.4000000000,40.2000000000
000905.SH,2008-05-14,4078.880000,4076.880000,4171.270000,4076.880000,4168.490000,2.1969266073,4368368200,53809781000.000000,3.8937855500,4.2252730600,2.3141156396,5,0,500,386,87,24,0,2.6396000000,2.8623000000,3,0,4.8000000000,21.2000000000,77.2000000000
000905.SH,2008-05-15,4168.490000,4186.750000,4230.770000,4131.250000,4131.250000,-0.8933690617,3973506700,48605174000.000000,3.6189545800,3.9214799900,2.3874352583,0,1,500,150,311,9,0,-0.8859000000,-1.2966000000,1,0,1.8000000000,20.2000000000,30.0000000000
000905.SH,2008-05-16,4131.250000,4126.650000,4160.400000,4005.070000,4071.910000,-1.4363691377,3065280800,38114051000.000000,2.8548681800,3.0952272600,3.7598789713,0,2,500,98,355,1,2,-1.5021000000,-1.8107000000,1,1,0.2000000000,18.8000000000,19.6000000000
000905.SH,2008-05-19,4071.910000,4059.280000,4100.560000,4008.570000,4070.050000,-0.0456788092,2280592900,28111691000.000000,2.0248978400,2.1939940000,2.2591363758,0,3,500,208,257,10,0,-0.0165000000,-0.2444000000,0,1,2.0000000000,18.6000000000,41.6000000000
000905.SH,2008-05-20,4070.050000,4070.800000,4098.650000,3792.150000,3813.940000,-6.2925516886,3128654600,37105558000.000000,2.8052630200,3.0417470000,7.5306200170,0,4,500,23,448,3,50,-6.6285000000,-7.2086000000,1,1,0.6000000000,15.0000000000,4.6000000000
000905.SH,2008-05-21,3813.940000,3757.060000,3932.300000,3663.200000,3908.770000,2.4864051348,3440060700,38691318000.000000,3.0080290000,3.2635418100,7.0556956848,1,0,500,421,55,24,0,2.5126000000,2.0134000000,0,2,4.8000000000,16.4000000000,84.2000000000
000905.SH,2008-05-22,3908.770000,3866.700000,3958.450000,3834.540000,3871.550000,-0.9522177053,3141597500,36601085000.000000,2.7714601400,2.9751314900,3.1700509367,0,1,500,161,313,10,0,-0.8375000000,-1.3317000000,2,0,2.0000000000,16.2000000000,32.2000000000
000905.SH,2008-05-23,3871.550000,3857.220000,3890.160000,3746.010000,3829.650000,-1.0822538776,2924549200,31795254000.000000,2.5660705400,2.7632226600,3.7233149514,0,2,500,152,322,19,5,-0.8027000000,-1.3956000000,0,1,3.8000000000,14.8000000000,30.4000000000
000905.SH,2008-05-26,3829.650000,3804.300000,3812.310000,3726.760000,3728.750000,-2.6347055214,2832366900,30756674000.000000,2.4853574300,2.6976228700,2.2338856031,0,3,500,87,393,5,9,-2.7579000000,-3.2278000000,0,1,1.0000000000,13.2000000000,17.4000000000
000905.SH,2008-05-27,3728.750000,3712.760000,3752.960000,3679.000000,3743.540000,0.3966476701,2010865900,21947586000.000000,1.7437209400,1.8886608500,1.9835065370,1,0,500,311,166,2,1,0.4440000000,0.6346000000,0,1,0.4000000000,13.4000000000,62.2000000000
000905.SH,2008-05-28,3743.540000,3749.600000,3864.810000,3730.740000,3847.260000,2.7706395551,2352387500,26996940000.000000,2.0577019900,2.2325212200,3.5813695059,2,0,500,447,29,9,1,2.7675000000,2.5641000000,0,0,1.8000000000,15.0000000000,89.4000000000
