Instrument,Date,Pre_Close,Open,High,Low,Close,Pct_Chg,Volume,Amount,Turnover_rate,Turnover_rate_f,Swing,Up_Days,Down_Days,Constituent_Number,Constituent_Raise_Number,Constituent_Fall_Number,Constituent_Up_Number,Constituent_Dl_Number,Constituent_Chg_Ratio_Aa,Constituent_Chg_Ratio_M,New_High_Num,New_Low_Num,Up_Num_Ratio,Over250_Avgclose_Num_Ratio,Raise_Num_Ratio
000903.SH,2008-01-22,5249.879900,5120.689900,5142.500000,4805.410200,4862.859900,-7.3719781666,3572250000,77444006000.000000,2.1227103000,2.5228275500,6.4209049811,0,2,100,1,96,0,30,-7.9309000000,-9.2628000000,0,2,0E-10,60.0000000000,1.0000000000
000903.SH,2008-01-23,4862.859900,4904.930200,5074.589800,4860.620100,5072.350100,4.3079628924,3107020000,63322788000.000000,1.7747158600,2.0807397900,4.4000794676,1,0,100,96,3,2,1,4.4682000000,4.5036000000,0,0,2.0000000000,67.0000000000,96.0000000000
000903.SH,2008-01-24,5072.350100,5139.230000,5153.460000,4998.140100,5098.109900,0.5078474374,2943700000,62288755000.000000,1.6806435000,1.9702740600,3.0620895036,2,0,100,58,38,1,0,1.0363000000,0.5140000000,5,0,1.0000000000,71.0000000000,58.0000000000
000903.SH,2008-01-25,5098.109900,5089.899900,5207.319800,5009.569800,5159.259800,1.1994621771,2484060000,55995349000.000000,1.4165914500,1.6673682400,3.8788885269,3,0,100,56,41,0,0,0.8683000000,0.6118000000,2,1,0E-10,74.0000000000,56.0000000000
000903.SH,2008-01-28,5159.259800,5109.770000,5109.770000,4782.770000,4799.569800,-6.9717365270,2217300000,45919524000.000000,1.2644644500,1.4929013500,6.3381185030,0,1,100,4,95,0,21,-7.3795000000,-8.2506000000,0,1,0E-10,54.0000000000,4.0000000000
000903.SH,2008-01-29,4799.569800,4811.460000,4913.680200,4743.859900,4816.819800,0.3594072119,1510170000,33000956000.000000,0.8638454800,1.0143023500,3.5382400314,1,0,100,66,31,0,0,0.7936000000,0.9508000000,0,1,0E-10,56.0000000000,66.0000000000
000903.SH,2008-01-30,4816.819800,4875.319800,4914.359900,4641.379900,4749.379900,-1.4000918199,1882030000,42857496000.000000,1.0878507200,1.2801162100,5.6672246697,0,1,100,48,45,0,0,-0.3758000000,0.0536000000,1,0,0E-10,56.0000000000,48.0000000000
000903.SH,2008-01-31,4749.379900,4733.379900,4785.379900,4675.839800,4684.160200,-1.3732255868,1845390000,40191709000.000000,1.0610435700,1.2538396200,2.3064084640,0,2,100,26,71,0,0,-1.5122000000,-0.9951000000,0,0,0E-10,54.0000000000,26.0000000000
000903.SH,2008-02-01,4684.160200,4688.310100,4749.240200,4510.120100,4681.330100,-0.0604185143,2059700000,42283443000.000000,1.1680858600,1.3746973600,5.1048659694,0,3,100,32,66,0,1,-1.3477000000,-1.5816000000,0,0,0E-10,50.0000000000,32.0000000000
000903.SH,2008-02-04,4681.330100,4811.529800,5076.299800,4811.529800,5074.419900,8.3969682035,2685020000,58371207000.000000,1.5412009900,1.8164714000,5.6558711807,1,0,100,97,0,23,0,8.4650000000,8.6198000000,0,0,23.0000000000,63.0000000000,97.0000000000
000903.SH,2008-02-05,5074.419900,5062.210000,5113.870100,4992.169900,5032.799800,-0.8201942453,2056760000,46635858000.000000,1.1387341800,1.3353442900,2.3983076371,0,1,100,34,65,1,0,-0.3007000000,-0.9584000000,0,0,1.0000000000,63.0000000000,34.0000000000
000903.SH,2008-02-13,5032.799800,4953.040000,4969.149900,4877.540000,4899.629900,-2.6460400829,1314790000,28022940000.000000,0.7279379100,0.8531582100,1.8202571857,0,2,100,14,84,0,0,-1.9218000000,-2.3629000000,0,1,0E-10,63.0000000000,14.0000000000
000903.SH,2008-02-14,4899.629900,4946.080100,5003.250000,4930.359900,4959.009800,1.2119262314,1146020000,23904371000.000000,0.6344964800,0.7437764600,1.4876654255,1,0,100,89,10,0,0,1.2123000000,1.1384000000,0,0,0E-10,66.0000000000,89.0000000000
000903.SH,2008-02-15,4959.009800,4920.069800,4920.069800,4810.230000,4881.750000,-1.5579682863,1475660000,29674284000.000000,0.8170040800,0.9587495300,2.2149542838,0,1,100,18,80,0,0,-1.4959000000,-2.0879000000,0,1,0E-10,59.0000000000,18.0000000000
000903.SH,2008-02-18,4881.750000,4946.669900,5012.250000,4907.549800,4973.859900,1.8868213243,1719670000,36480514000.000000,1.0267250500,1.2108684600,2.1447267885,1,0,100,88,7,1,0,1.9973000000,1.7252000000,3,0,1.0000000000,63.0000000000,88.0000000000
000903.SH,2008-02-19,4973.859900,4990.350100,5076.279800,4944.490200,5076.279800,2.0591633472,1962210000,41140238000.000000,1.0932092600,1.2819192000,2.6496443939,2,0,100,91,6,0,0,2.3522000000,2.2388000000,5,0,0E-10,69.0000000000,91.0000000000
000903.SH,2008-02-20,5076.279800,5083.930200,5112.710000,4932.080100,4938.129900,-2.7214792219,2296030000,50503150000.000000,1.3959621700,1.5481128900,3.5583125264,0,1,100,18,79,1,1,-1.9143000000,-2.1536000000,2,0,1.0000000000,63.0000000000,18.0000000000
000903.SH,2008-02-21,4938.129900,4907.560100,4928.230000,4808.700200,4875.879900,-1.2605986732,1883880000,39158379000.000000,1.0409980400,1.2200041200,2.4205479082,0,2,100,33,66,0,0,-0.7286000000,-1.1628000000,3,0,0E-10,60.0000000000,33.0000000000
000903.SH,2008-02-22,4875.879900,4848.529800,4848.529800,4630.379900,4671.660200,-4.1883660834,2236910000,46966899000.000000,1.2473122500,1.4581564800,4.4740622098,0,3,100,6,92,0,0,-3.5735000000,-3.7105000000,2,1,0E-10,54.0000000000,6.0000000000
000903.SH,2008-02-25,4671.660200,4669.700200,4687.730000,4480.049800,4489.200200,-3.9056779001,2056000000,39943469000.000000,1.1383135600,1.3346792300,4.4455330891,0,4,100,8,89,0,4,-3.8222000000,-4.0280000000,2,2,0E-10,47.0000000000,8.0000000000
000903.SH,2008-02-26,4489.200200,4616.490200,4642.589800,4377.140100,4499.000000,0.2182972370,2068890000,42602876000.000000,1.1489888500,1.3487431100,5.9130733354,1,0,100,62,36,0,0,0.1524000000,1.1042000000,2,2,0E-10,45.0000000000,62.0000000000
000903.SH,2008-02-27,4499.000000,4525.240200,4655.919900,4478.230000,4626.980000,2.8446321405,1715840000,37458172000.000000,0.9341880500,1.0931746400,3.9495421205,2,0,100,97,2,0,0,2.6546000000,2.2472000000,0,0,0E-10,52.0000000000,97.0000000000
000903.SH,2008-02-28,4626.980000,4635.649900,4649.600100,4561.950200,4599.009800,-0.6045022887,1228620000,26062676000.000000,0.6726436700,0.7873265700,1.8943219984,0,1,100,26,67,0,0,-0.4770000000,-0.5529000000,1,0,0E-10,53.0000000000,26.0000000000
000903.SH,2008-02-29,4599.009800,4592.350100,4668.930200,4571.589800,4651.960000,1.1513391426,1170750000,25162365000.000000,0.6469063700,0.7562690600,2.1165512628,1,0,100,79,16,1,0,1.3976000000,1.0479000000,1,0,1.0000000000,56.0000000000,79.0000000000
000903.SH,2008-03-03,4651.960000,4624.149900,4774.460000,4576.290000,4756.939900,2.2566810549,1902470000,41752384000.000000,1.0176245200,1.1990609600,4.2599248489,2,0,100,96,3,1,0,2.4173000000,1.8225000000,1,0,1.0000000000,59.0000000000,96.0000000000
000903.SH,2008-03-04,4756.939900,4778.009800,4793.919900,4597.439900,4610.779800,-3.0725656214,2248720000,46639911000.000000,1.2290161300,1.4493551500,4.1303864276,0,1,100,11,85,0,0,-2.5473000000,-2.9148000000,0,0,0E-10,51.0000000000,11.0000000000
000903.SH,2008-03-05,4610.779800,4592.450200,4632.689900,4447.930200,4550.430200,-1.3088805499,1968790000,38529262000.000000,1.0746635600,1.2580605500,4.0071247818,0,2,100,27,71,0,0,-1.2715000000,-1.4074000000,0,0,0E-10,50.0000000000,27.0000000000
000903.SH,2008-03-06,4550.430200,4566.149900,4691.040000,4495.540000,4613.129900,1.3778851063,2025440000,43363041000.000000,1.0823888600,1.2757216000,4.2962970842,1,0,100,75,21,0,0,1.1644000000,0.9500000000,1,0,0E-10,50.0000000000,75.0000000000
000903.SH,2008-03-07,4613.129900,4561.910200,4626.000000,4523.460000,4556.169900,-1.2347365289,1330760000,31468640000.000000,0.7111541900,0.8384224000,2.2227858791,0,1,100,19,79,0,0,-1.2734000000,-1.4577000000,0,0,0E-10,47.0000000000,19.0000000000
000903.SH,2008-03-10,4556.169900,4521.310100,4521.370100,4334.169900,4358.250000,-4.3439973562,1826320000,35967685000.000000,0.9759785300,1.1508139000,4.1087185972,0,2,100,2,97,0,0,-4.3170000000,-4.1644000000,0,0,0E-10,37.0000000000,2.0000000000
000903.SH,2008-03-11,4358.250000,4322.870100,4363.350100,4247.859900,4363.350100,0.1170217404,1398320000,29124521000.000000,0.7451650000,0.8786238700,2.6499214134,1,0,100,50,45,0,0,-0.0194000000,0.0255000000,0,1,0E-10,35.0000000000,50.0000000000
000903.SH,2008-03-12,4363.350100,4464.680200,4481.120100,4225.379900,4228.680200,-3.0863876818,1487230000,32014661000.000000,0.7932877100,0.9359691900,5.8610974169,0,1,100,4,94,0,2,-3.1620000000,-2.9312000000,0,0,0E-10,28.0000000000,4.0000000000
000903.SH,2008-03-13,4228.680200,4187.629900,4221.129900,4061.600100,4141.750000,-2.0557288773,2058690000,39908307000.000000,1.0981038500,1.2924493800,3.7725671475,0,2,100,14,84,0,2,-3.0662000000,-3.6249000000,0,1,0E-10,22.0000000000,14.0000000000
000903.SH,2008-03-14,4141.750000,4121.490200,4150.029800,4028.040000,4099.779800,-1.0133446007,1458430000,28703119000.000000,0.7779239800,0.9162366200,2.9453685037,0,3,100,27,71,0,0,-1.1777000000,-1.1595000000,0,0,0E-10,20.0000000000,27.0000000000
000903.SH,2008-03-17,4099.779800,4079.929900,4080.879900,3947.470000,3955.040000,-3.5304286342,1605560000,31568716000.000000,0.8489346400,1.0017554200,3.2540747676,0,4,100,11,86,0,10,-4.9858000000,-5.5777000000,0,0,0E-10,11.0000000000,11.0000000000
000903.SH,2008-03-18,3955.040000,3922.710000,3999.139900,3719.429900,3785.939900,-4.2755597921,2028990000,36354412000.000000,1.0777094900,1.2739281800,7.0722420001,0,5,100,3,93,0,7,-5.7335000000,-6.5156000000,0,1,0E-10,10.0000000000,3.0000000000
000903.SH,2008-03-19,3785.939900,3865.939900,3969.960000,3809.280000,3908.020000,3.2245651866,2168980000,41014679000.000000,1.1672245000,1.3758209600,4.2441244247,1,0,100,89,7,0,0,3.3071000000,3.1405000000,0,0,0E-10,12.0000000000,89.0000000000
000903.SH,2008-03-20,3908.020000,3858.679900,4060.409900,3669.110100,4015.139900,2.7410274257,2614030000,48707164000.000000,1.3896766300,1.6409675800,10.0127379082,2,0,100,84,12,4,0,3.1756000000,2.7546000000,0,2,4.0000000000,13.0000000000,84.0000000000
000903.SH,2008-03-21,4015.139900,4014.020000,4095.000000,3971.689900,4043.710000,0.7115592660,2343800000,42586391000.000000,1.2481269100,1.4738293100,3.0711283560,3,0,100,69,25,1,0,1.5252000000,0.9068000000,0,0,1.0000000000,17.0000000000,69.0000000000
000903.SH,2008-03-24,4043.710000,4091.510000,4108.350100,3843.720000,3843.899900,-4.9412569151,1938280000,36533533000.000000,1.0934475400,1.2960531300,6.5442403140,0,1,100,5,92,1,1,-4.5811000000,-4.4983000000,1,1,1.0000000000,12.0000000000,5.0000000000
000903.SH,2008-03-25,3843.899900,3770.220000,3929.550000,3738.520000,3892.909900,1.2750071874,1915100000,35659707000.000000,1.0113424600,1.1943542400,4.9696923689,1,0,100,73,24,4,0,1.7093000000,1.5943000000,0,2,4.0000000000,17.0000000000,73.0000000000
000903.SH,2008-03-26,3892.909900,3914.260000,3995.280000,3880.470000,3905.290000,0.3180166076,1657710000,31944841000.000000,0.8788650000,1.0386016200,2.9492077379,2,0,100,51,46,0,0,0.0848000000,0.0715000000,0,1,0E-10,16.0000000000,51.0000000000
000903.SH,2008-03-27,3905.290000,3831.280000,3866.450000,3743.350100,3747.340100,-4.0445114191,1881340000,33774315000.000000,0.9931021300,1.1728925100,3.1521321080,0,1,100,7,90,0,1,-4.5172000000,-5.0016000000,0,4,0E-10,11.0000000000,7.0000000000
000903.SH,2008-03-28,3747.340100,3715.000000,3948.970000,3674.770000,3938.080100,5.0900103783,2688530000,47754312000.000000,1.4504165300,1.7160056700,7.3171901317,1,0,100,93,1,3,0,4.6321000000,4.2671000000,0,5,3.0000000000,16.0000000000,93.0000000000
000903.SH,2008-03-31,3938.080100,3816.870100,3914.679900,3802.020000,3824.550000,-2.8828794011,1783470000,32318558000.000000,0.9510962300,1.1231409800,2.8607823391,0,1,100,14,81,0,0,-3.0818000000,-3.2548000000,0,0,0E-10,11.0000000000,14.0000000000
000903.SH,2008-04-01,3824.550000,3810.610100,3852.179900,3623.570100,3654.770000,-4.4392150711,2186540000,38293161000.000000,1.1625932700,1.3759833400,5.9774300244,0,2,100,5,91,0,10,-5.8872000000,-6.9274000000,0,3,0E-10,6.0000000000,5.0000000000
000903.SH,2008-04-02,3654.770000,3702.669900,3813.770000,3604.040000,3677.560100,0.6235713875,2827150000,49087327000.000000,1.5182350900,1.7987334600,5.7385280059,1,0,100,39,55,0,2,-0.5762000000,-0.5567000000,0,4,0E-10,5.0000000000,39.0000000000
000903.SH,2008-04-03,3677.560100,3648.110100,3795.810100,3589.570100,3789.379900,3.0405974874,2000340000,35310491000.000000,1.0632485100,1.2554377300,5.6080660653,2,0,100,89,8,3,0,3.5750000000,3.3592000000,0,2,3.0000000000,6.0000000000,89.0000000000
000903.SH,2008-04-07,3789.379900,3751.980000,3983.409900,3720.770000,3971.600100,4.8087076199,2448940000,45638804000.000000,1.2922687000,1.5300288300,6.9309466702,3,0,100,95,0,10,0,5.7868000000,5.6667000000,0,0,10.0000000000,10.0000000000,95.0000000000
000903.SH,2008-04-08,3971.600100,3977.020000,4050.110100,3937.649900,4002.970000,0.7898554540,2565600000,47471433000.000000,1.3376986200,1.5794957500,2.8316093556,4,0,100,63,34,1,0,1.3007000000,0.8333000000,0,0,1.0000000000,13.0000000000,63.0000000000
000903.SH,2008-04-09,4002.970000,3965.970000,4014.290000,3792.419900,3792.470000,-5.2585954928,2162420000,38226298000.000000,1.1183728500,1.3212494700,5.5426370920,0,1,100,4,93,1,2,-5.3378000000,-5.4752000000,0,0,1.0000000000,8.0000000000,4.0000000000
000903.SH,2008-04-10,3792.470000,3753.189900,3849.879900,3711.800000,3845.830100,1.4070012419,1499350000,26001978000.000000,0.7817304900,0.9169249700,3.6408963024,1,0,100,81,15,0,0,1.7416000000,1.5385000000,0,0,0E-10,9.0000000000,81.0000000000
000903.SH,2008-04-11,3845.830100,3893.210000,3922.450000,3845.610100,3871.290000,0.6620131243,1378880000,25019532000.000000,0.7086068800,0.8324789300,1.9980055801,2,0,100,62,33,0,0,0.6707000000,0.6124000000,0,0,0E-10,10.0000000000,62.0000000000
000903.SH,2008-04-14,3871.290000,3787.080100,3800.520000,3603.929900,3614.820100,-6.6249208920,1936250000,34135596000.000000,0.9967078900,1.1779204100,5.0781548269,0,1,100,0,97,0,10,-6.8481000000,-6.8413000000,0,1,0E-10,5.0000000000,0E-10
000903.SH,2008-04-15,3614.820100,3590.210000,3645.950000,3478.090100,3645.090100,0.8373860707,1825830000,30496891000.000000,0.9409418100,1.1110985500,4.6436584769,1,0,100,72,23,0,0,1.2431000000,1.5009000000,0,2,0E-10,7.0000000000,72.0000000000
000903.SH,2008-04-16,3645.090100,3634.889900,3643.710000,3545.250000,3558.040000,-2.3881467292,1603870000,26141674000.000000,0.8317803900,0.9815402600,2.7011677983,0,1,100,17,79,0,3,-2.9233000000,-3.2348000000,0,0,0E-10,5.0000000000,17.0000000000
000903.SH,2008-04-17,3558.040000,3557.740000,3625.439900,3408.300000,3455.580100,-2.8796725163,1799010000,29664003000.000000,0.9218666800,1.0873372400,6.1027953592,0,2,100,11,86,0,6,-3.8304000000,-3.8958000000,1,5,0E-10,4.0000000000,11.0000000000
000903.SH,2008-04-18,3455.580100,3424.250000,3466.020000,3312.790000,3350.370100,-3.0446407537,1702350000,27095490000.000000,0.8723375600,1.0302490000,4.4342771855,0,3,100,8,90,0,3,-4.1107000000,-4.0582000000,0,11,0E-10,4.0000000000,8.0000000000
000903.SH,2008-04-21,3350.370100,3606.189900,3606.189900,3319.110100,3367.889900,0.5229213334,2489400000,41511620000.000000,1.3555502000,1.5613960900,8.5685996302,1,0,100,64,31,0,2,0.3162000000,0.8710000000,0,8,0E-10,4.0000000000,64.0000000000
000903.SH,2008-04-22,3367.889900,3309.149900,3430.870100,3242.500000,3429.270000,1.8225091028,1935570000,30540221000.000000,1.0005138100,1.1817788000,5.5931193000,2,0,100,60,34,2,0,1.1570000000,1.3758000000,0,15,2.0000000000,4.0000000000,60.0000000000
000903.SH,2008-04-23,3429.270000,3396.030000,3608.270000,3374.790000,3593.360100,4.7849863090,2853190000,45597207000.000000,1.5101878300,1.7857112100,6.8084461124,3,0,100,96,0,6,0,5.2063000000,4.6651000000,0,1,6.0000000000,6.0000000000,96.0000000000
000903.SH,2008-04-24,3593.360100,3896.899900,3944.090100,3810.379900,3936.020000,9.5359187631,6167610000,98388609000.000000,3.1158648100,3.6975682200,3.7210353619,4,0,100,97,0,64,0,9.6346000000,9.9926000000,0,0,64.0000000000,14.0000000000,97.0000000000
000903.SH,2008-04-25,3936.020000,3939.179900,4071.950000,3895.560100,3952.310100,0.4138723889,5163810000,94962328000.000000,2.6341953100,3.1155218900,4.4814279399,5,0,100,49,43,2,0,0.6781000000,0.1895000000,2,1,2.0000000000,12.0000000000,49.0000000000
000903.SH,2008-04-28,3952.310100,3887.270000,3937.120100,3848.330100,3863.260000,-2.2531152098,2779900000,51522443000.000000,1.4713320800,1.7415089600,2.2465342484,0,1,100,12,80,0,0,-2.2746000000,-2.3324000000,1,0,0E-10,10.0000000000,12.0000000000
000903.SH,2008-04-29,3863.260000,3838.169900,3939.629900,3835.790000,3913.250000,1.2939848729,2404690000,42878551000.000000,1.2044097000,1.4196841500,2.6878827726,1,0,100,72,20,1,1,1.3217000000,0.9229000000,0,0,1.0000000000,11.0000000000,72.0000000000
000903.SH,2008-04-30,3913.250000,3935.820100,4131.319800,3935.730000,4118.490200,5.2447505271,4318310000,77275640000.000000,2.1380870500,2.5290859500,4.9981422092,2,0,100,97,1,5,1,4.9207000000,5.1579000000,0,1,5.0000000000,15.0000000000,97.0000000000
000903.SH,2008-05-05,4118.490200,4178.500000,4204.460000,4121.730000,4200.359900,1.9878571036,3525090000,65721803000.000000,1.7351790800,2.0467164800,2.0087458263,3,0,100,85,11,4,0,2.9243000000,2.2592000000,1,0,4.0000000000,16.0000000000,85.0000000000
000903.SH,2008-05-06,4200.359900,4161.899900,4215.410200,4096.580100,4149.609900,-1.2082297995,3194100000,61159436000.000000,1.5703264700,1.8691828100,2.8290456730,0,1,100,23,74,1,0,-1.1951000000,-1.8947000000,1,0,1.0000000000,15.0000000000,23.0000000000
000903.SH,2008-05-07,4149.609900,4123.069800,4186.310100,3949.470000,3949.649900,-4.8187662170,3034940000,58468888000.000000,1.4999371500,1.7796502800,5.7075268690,0,2,100,3,96,0,0,-4.8909000000,-5.3312000000,1,0,0E-10,10.0000000000,3.0000000000
000903.SH,2008-05-08,3949.649900,3899.830100,4047.030000,3884.810100,4045.840100,2.4354107943,2462120000,44961704000.000000,1.2611674100,1.4978882500,4.1071969442,1,0,100,91,4,2,0,2.7436000000,2.1038000000,1,0,2.0000000000,12.0000000000,91.0000000000
000903.SH,2008-05-09,4045.840100,4081.590100,4093.060100,3910.790000,3978.750000,-1.6582489259,3107540000,57121636000.000000,1.5815702600,1.8654993900,4.5051236701,0,1,100,32,64,0,0,-1.0622000000,-1.8065000000,1,0,0E-10,12.0000000000,32.0000000000
000903.SH,2008-05-12,3978.750000,3899.330100,4048.760000,3855.550000,3995.050000,0.4096764059,2373290000,44457301000.000000,1.1791277300,1.3994751600,4.8560477537,1,0,100,60,35,1,0,0.6731000000,0.4644000000,2,1,1.0000000000,14.0000000000,60.0000000000
000903.SH,2008-05-13,3995.050000,3869.990000,4007.389900,3861.730000,3926.980000,-1.7038585249,2565030000,43484718000.000000,1.3265835800,1.5639302100,3.6460094367,0,1,100,27,68,0,0,-1.6815000000,-2.4444000000,2,0,0E-10,14.0000000000,27.0000000000
000903.SH,2008-05-14,3926.980000,3915.780000,4061.580100,3915.780000,4061.470000,3.4247691610,2554470000,45135070000.000000,1.2662387800,1.5024437400,3.7127792859,1,0,100,94,4,1,0,3.4518000000,3.2952000000,1,0,1.0000000000,16.0000000000,94.0000000000
000903.SH,2008-05-15,4061.470000,4092.310100,4124.669900,4033.810100,4034.120100,-0.6733990402,2416690000,41384136000.000000,1.2697244200,1.5177596600,2.2371161181,0,1,100,32,56,0,0,-0.2531000000,-0.8861000000,1,0,0E-10,15.0000000000,32.0000000000
000903.SH,2008-05-16,4034.120100,4035.040000,4075.770000,3983.000000,4032.090100,-0.0503207626,1991640000,35773628000.000000,0.9966960100,1.1685398400,2.2996340639,0,2,100,30,60,1,0,-0.4879000000,-0.8008000000,0,0,1.0000000000,16.0000000000,30.0000000000
000903.SH,2008-05-19,4032.090100,4020.970000,4024.990000,3953.250000,3996.960000,-0.8712627726,1550370000,27398384000.000000,0.7174529100,0.8455305700,1.7792261140,0,3,100,31,66,0,0,-0.6798000000,-0.8969000000,1,0,0E-10,17.0000000000,31.0000000000
000903.SH,2008-05-20,3996.960000,3995.379900,4035.000000,3789.370100,3799.590100,-4.9380003803,2119950000,35932115000.000000,0.9823669000,1.1561670200,6.1454180177,0,4,100,3,93,0,1,-5.4973000000,-5.7621000000,1,0,0E-10,12.0000000000,3.0000000000
000903.SH,2008-05-21,3799.590100,3761.689900,3896.360100,3687.100100,3876.939900,2.0357406448,2328530000,37996479000.000000,1.0740574600,1.2495405700,5.5074361837,1,0,100,82,15,2,0,2.0836000000,1.5293000000,0,1,2.0000000000,14.0000000000,82.0000000000
000903.SH,2008-05-22,3876.939900,3818.770000,3868.379900,3785.610100,3797.899900,-2.0387213121,2159450000,35921967000.000000,0.9945724300,1.1605523900,2.1349260534,0,1,100,17,81,0,0,-2.2846000000,-2.8213000000,0,0,0E-10,11.0000000000,17.0000000000
000903.SH,2008-05-23,3797.899900,3787.500000,3836.189900,3731.899900,3773.790000,-0.6348218920,1875330000,30679093000.000000,0.8613863100,1.0106955800,2.7459912780,0,2,100,32,67,0,0,-1.1597000000,-1.0000000000,0,0,0E-10,7.0000000000,32.0000000000
000903.SH,2008-05-26,3773.790000,3741.669900,3741.669900,3648.860100,3657.100100,-3.0921142936,1467470000,25288964000.000000,0.7436350500,0.8546610200,2.4593260356,0,3,100,12,84,0,2,-3.1728000000,-3.1482000000,0,3,0E-10,7.0000000000,12.0000000000
000903.SH,2008-05-27,3657.100100,3650.960000,3693.960000,3632.129900,3670.840100,0.3757075175,1313320000,22602584000.000000,0.6385993200,0.7465020900,1.6906865634,1,0,100,66,29,0,0,0.6258000000,0.8382000000,0,3,0E-10,7.0000000000,66.0000000000
000903.SH,2008-05-28,3670.840100,3677.629900,3797.939900,3653.169900,3773.179900,2.7879122275,1664650000,28947954000.000000,0.8195169600,0.9649118500,3.9437838766,2,0,100,91,2,0,0,2.9881000000,2.6833000000,0,1,0E-10,7.0000000000,91.0000000000
